galaxy,scale_id,scale_formula,scale_value_km2_s2,passes_C1_RESIDUAL_BLIND,passes_C2_SOURCE_ONSET_COUPLED,passes_C3_ASYMPTOTIC_READOUT_CARRIER,passes_C4_NO_EXTERNAL_CLOSURE_COMPARATOR,passes_C5_MINIMAL_SINGLE_SOURCE_FACTOR,n_selection_criteria_passed,failed_criteria,selection_gate_status,uses_vobs_or_residual,endpoint_scores_allowed,claim_boundary
NGC4088,CURRENT_XW_VFLAT2,x_w * Vflat^2,8324.015999999998,True,True,True,True,True,5,none,SELECTED_BY_MINIMAL_SOURCE_ONSET_ASYMPTOTIC_CARRIER_RULE,False,False,s4g75_ngc4088_tau_side_scale_selection_gate_not_endpoint
NGC4088,XW_MEDIAN_VN2,x_w * median_r(v_n^2),6038.611009411765,True,True,False,True,True,4,C3_ASYMPTOTIC_READOUT_CARRIER,THEORY_ALTERNATIVE_REJECTED_BY_ADDITIONAL_CRITERIA,False,False,s4g75_ngc4088_tau_side_scale_selection_gate_not_endpoint
NGC4088,XW_MEDIAN_VV62,x_w * median_r(v_v6^2),12316.148011708712,True,True,False,False,True,3,C3_ASYMPTOTIC_READOUT_CARRIER;C4_NO_EXTERNAL_CLOSURE_COMPARATOR,THEORY_ALTERNATIVE_REJECTED_BY_ADDITIONAL_CRITERIA,False,False,s4g75_ngc4088_tau_side_scale_selection_gate_not_endpoint
NGC4088,CLOSURE_FRACTION_MEDIAN_VN2,c_g * median_r(v_n^2),10509.153101181131,True,False,False,True,False,2,C2_SOURCE_ONSET_COUPLED;C3_ASYMPTOTIC_READOUT_CARRIER;C5_MINIMAL_SINGLE_SOURCE_FACTOR,THEORY_ALTERNATIVE_REJECTED_SOURCE_ONSET_OR_BLINDNESS,False,False,s4g75_ngc4088_tau_side_scale_selection_gate_not_endpoint
NGC4088,XW_CLOSURE_FRACTION_MEDIAN_VN2,x_w * c_g * median_r(v_n^2),2967.29028739232,True,True,False,True,False,3,C3_ASYMPTOTIC_READOUT_CARRIER;C5_MINIMAL_SINGLE_SOURCE_FACTOR,THEORY_ALTERNATIVE_REJECTED_BY_ADDITIONAL_CRITERIA,False,False,s4g75_ngc4088_tau_side_scale_selection_gate_not_endpoint
