galaxy,product_prefix,mom0_path,mom1_path,threshold_rule,systemic_velocity_km_s_source_native,morph_pa_image_deg,kinematic_pa_image_deg,morph_kin_delta_pa_deg,f_pa,v_side_a_inner_km_s,v_side_b_inner_km_s,v_side_a_outer_km_s,v_side_b_outer_km_s,receding_side_inner,inner_outer_receding_orientation_same,outer_to_inner_velocity_contrast_ratio,f_velocity_side_asymmetry,n_inner_pixels,n_outer_pixels,endpoint_scores_allowed,uses_vobs_or_residual,measurement_status,claim_boundary
NGC7331,NATURAL,data/external/literature/ngc7331_things_hi_route/NGC_7331_NA_MOM0_THINGS.FITS,data/external/literature/ngc7331_things_hi_route/NGC_7331_NA_MOM1_THINGS.FITS,mom0_positive_above_0p20_p95_and_finite_mom1,817.6102119101749,79.88859665364234,-102.56629476952183,2.454891423164156,0.0428328300702655,-135.67324351234834,124.9917182509183,-207.79680453732817,211.0766614296673,B_NEG_MAJOR_AXIS,True,1.6069419654008283,0.015660370774584025,24619,11166,False,False,MOM1_KINEMATIC_CONTEXT_REVIEW_REQUIRED,ngc7331_things_mom1_sign_cross_review_not_endpoint
NGC7331,ROBUST,data/external/literature/ngc7331_things_hi_route/NGC_7331_RO_MOM0_THINGS.FITS,data/external/literature/ngc7331_things_hi_route/NGC_7331_RO_MOM1_THINGS.FITS,mom0_positive_above_0p20_p95_and_finite_mom1,819.978202244384,79.9888723186595,-102.05781035394749,2.0466826726070053,0.03571375503547851,-133.1274593827393,120.74205149372307,-204.09534610976687,206.92358739779414,B_NEG_MAJOR_AXIS,True,1.6190165258071123,0.01376209735104694,23211,10953,False,False,MOM1_KINEMATIC_CONTEXT_REVIEW_REQUIRED,ngc7331_things_mom1_sign_cross_review_not_endpoint
