galaxy,protocol_id,n_observables,n_available_observables,n_missing_observables,n_gates,n_pass,n_formula_conditional,n_blocked,bound_status,epsilon_cross_status,uses_vobs_or_residual,endpoint_scores_allowed,claim_boundary
NGC4088,EPSILON_CROSS_RESIDUAL_BLIND_SOURCE_BOUND_PROTOCOL,5,3,2,7,3,1,3,SOURCE_BOUND_PROTOCOL_PARTIAL_NUMERIC_BOUND_BLOCKED,SYMBOLIC_UNBOUNDED_UNTIL_Q_AND_MEMORY_READY,False,False,s4g75_ngc4088_epsilon_cross_source_bound_protocol_not_endpoint
