galaxy,r_in_kpc,r_out_kpc,inner_n_points,inner_projection_kernel_mean,inner_rmse_projection_accepted,inner_rmse_tpg_v6,inner_projection_minus_tpg_rmse,active_window_points,active_window_weighted_projection_minus_tpg_rmse,outer_lane_status,claim_boundary
NGC5907,13.3,24.0,4,0.0,32.51595369658329,32.51595369658329,0.0,15,-3.747837463421673,ACCEPTED_PROJECTION_ENDPOINT_IS_OUTER_LANE_NOT_FULL_PROFILE,ngc5907_projection_radial_zone_audit_not_full_profile_solution
