galaxy,split,formula_family,n_points,rmse_matched,rmse_wrong_mean,rmse_newton,rmse_tpg_v6,rmse_mond,matched_minus_wrong,matched_minus_newton,matched_minus_tpg_v6,matched_minus_mond,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared
NGC4085,train,K_thick_flared,7,18.362664549683856,59.52254355459929,21.937902793068105,21.45520895763762,23.247876990413115,-41.15987900491543,-3.5752382433842484,-3.0925444079537634,-4.8852124407292585,144.2891665055317,16.68160172825055,17.596862430015612,18.362664549683856
NGC4100,train,K_thick_flared,24,12.043980623341858,29.492785707229,66.37776887597958,10.799906207475212,9.873831807311648,-17.448805083887144,-54.333788252637724,1.2440744158666455,2.17014881603021,18.545138080218347,51.737027466492165,18.196191574976478,12.043980623341858
NGC4138,train,K_compact_finite,7,25.062946583493968,21.768560390804538,55.13347538266021,9.51519890085038,10.185247994852606,3.29438619268943,-30.07052879916624,15.547747682643587,14.877698588641362,25.062946583493968,40.184371054334505,14.126992304647676,10.994317813431444
NGC4157,train,K_thick_flared,17,15.789383938999672,23.12700189324329,52.61576992556368,20.216389281228402,23.480615178680974,-7.337617954243617,-36.82638598656401,-4.42700534222873,-7.6912312396813025,16.810562095173342,40.098300291072775,12.472143293483755,15.789383938999672
NGC4217,train,K_compact_finite,19,40.418068835754966,45.5779407863209,47.85850745851352,52.35219166022327,55.35556407681141,-5.159871950565936,-7.440438622758556,-11.934122824468304,-14.937495241056446,40.418068835754966,44.504929844585234,45.467751915017566,46.761140599359905
NGC4559,train,K_exponential_disk,32,12.229069163853703,27.700355310354396,39.983139647321316,15.385306161864646,18.985298676354127,-15.471286146500693,-27.754070483467615,-3.156236998010943,-6.756229512500424,41.74569643558113,21.24348168462054,12.229069163853703,20.11188781086152
NGC5005,train,K_compact_finite,18,34.878134565949075,23.604271293614943,32.137765803626486,12.481746631320759,13.97796581666026,11.273863272334133,2.740368762322589,22.396387934628315,20.900168749288817,34.878134565949075,24.34645873647704,24.14644884470585,22.319906299661945
NGC5033,train,K_compact_finite,22,54.617038784646915,33.037118588357096,81.7961238031875,15.138788047327509,15.295974840608453,21.57992019628982,-27.179085018540583,39.47825073731941,39.321063944038464,54.617038784646915,67.51517751762604,18.873821849273803,12.722356398171462
NGC5055,train,K_thick_flared,28,17.560900354650318,27.369573194529362,53.47664009693142,23.304882018533657,29.486670612228213,-9.808672839879044,-35.915739742281104,-5.743981663883339,-11.925770257577895,26.54284587952294,36.779460075896786,18.78641362816837,17.560900354650318
NGC5371,train,K_thick_flared,19,31.41733610387474,29.696719914975684,45.30694573277189,41.66572118681593,44.87169677347413,1.7206161888990543,-13.889609628897148,-10.24838508294119,-13.454360669599389,29.868468555163513,35.610380333853804,23.611310855909736,31.41733610387474
NGC5585,train,K_exponential_disk,24,16.203804865717895,54.056064939485054,31.680943701137302,7.910184029247681,8.365260361585127,-37.852260073767155,-15.477138835419407,8.293620836470215,7.838544504132768,137.8875054716141,10.058475845450063,16.203804865717895,14.222213501390996
NGC6015,train,K_exponential_disk,44,21.73181617608956,30.154976857878058,65.62463308469805,13.450865436024902,10.82252972156713,-8.423160681788499,-43.89281690860849,8.280950740064657,10.909286454522428,26.103730347381774,47.473870948214376,21.73181617608956,16.887329278038024
NGC6195,train,K_compact_finite,23,17.101053876601526,21.409028492545435,32.46587637550845,31.92603912642373,36.238986538686945,-4.307974615943909,-15.364822498906925,-14.824985249822205,-19.13793266208542,17.101053876601526,23.650034282725134,19.597107547943647,20.97994364696752
NGC6503,train,K_exponential_disk,31,8.759742317531323,28.792408934323834,56.83404358118103,7.537023161651215,4.239120184630891,-20.03266661679251,-48.0743012636497,1.2227191558801085,4.520622132900432,32.564718211592734,34.835820390283644,8.759742317531323,18.976688201095133
NGC6674,train,K_compact_finite,15,101.94419111425687,58.18037367365971,119.19759956224416,30.84415865400613,25.376939093620358,43.76381744059716,-17.253408447987297,71.10003246025073,76.56725202063652,101.94419111425687,106.73971495714726,33.1172650887077,34.68414097512418
NGC7793,train,K_exponential_disk,46,17.68353275082106,74.11552258375582,26.40567432925076,5.722342289485416,6.0568332273601175,-56.43198983293476,-8.722141578429703,11.961190461335642,11.62669952346094,198.29526677348272,8.117456733488618,17.68353275082106,15.933844244296132
NGC7814,train,K_compact_finite,18,41.389581242544644,43.56470419313766,73.62545163519991,22.076573970785304,20.006224427465735,-2.175122950593014,-32.235870392655265,19.31300727175934,21.38335681507891,41.389581242544644,60.750485632117744,39.16944824389507,30.77417870340017
PGC51017,train,K_scale_tail_spiral,6,35.333987298606885,112.9394615777099,4.749998947161798,18.392706990319713,21.58619332313812,-77.60547427910302,30.583988351445086,16.941280308287173,13.747793975468767,284.26476432602067,35.333987298606885,25.65636109430395,28.897259312805065
UGC00128,train,K_scale_tail_spiral,22,52.67176517597772,40.03092136582055,74.49268163919993,13.983592876820651,11.714529979315056,12.640843810157172,-21.82091646322221,38.68817229915707,40.957235196662666,32.5408681936375,52.67176517597772,37.23225389433431,50.319642009489826
UGC00191,train,K_scale_tail_spiral,9,15.050143369555451,99.1465310765867,31.92467620407112,7.100447637659804,7.3035411506648025,-84.09638770703124,-16.87453283451567,7.949695731895647,7.746602218890649,261.20398118145755,15.050143369555451,18.980453852836668,17.25515819546587
UGC00634,train,K_scale_tail_spiral,4,31.420251110025937,23.822732127850614,55.279530975262304,8.17927394861286,2.390542422509193,7.597518982175323,-23.859279865236367,23.240977161413078,29.029708687516745,44.25270800356745,31.420251110025937,11.290391276258744,15.92509710372565
UGC01230,train,K_scale_tail_spiral,11,23.76872096157613,21.86110873370879,53.52025702299252,15.668391396233122,19.787452508603863,1.9076122278673395,-29.751536061416388,8.100329565343007,3.981268452972266,46.3623265208442,23.76872096157613,10.495201595994095,8.725798084288076
UGC01281,train,K_exponential_disk,23,12.471421987605886,100.08362202520256,23.06268165472958,2.873653918392883,2.590778492828074,-87.61220003759666,-10.591259667123694,9.597768069213004,9.880643494777813,264.9961600842464,20.750251370057057,12.471421987605886,14.50445462130418
UGC02455,train,K_scale_tail_spiral,8,40.07396007655183,109.92633576360161,17.65045838919845,40.12562667208877,41.15186377794972,-69.85237568704979,22.423501687353376,-0.051666595536943305,-1.0779037013978936,258.34091903851225,40.07396007655183,34.09029524015388,37.34779301213872
UGC02487,train,K_compact_finite,17,157.015021106686,99.64568179415444,167.86710373521154,67.62411171265585,60.82824936276332,57.36933931253155,-10.852082628525551,89.39090939403015,96.18677174392266,157.015021106686,157.74023805429977,78.26140156442855,62.935405763735034
UGC02885,train,K_compact_finite,19,102.18347275536183,50.759815366247174,114.82690801221729,18.30388329245319,15.131131571665343,51.42365738911466,-12.643435256855454,83.87958946290864,87.05234118369648,102.18347275536183,104.3023599524274,27.08577048188234,20.891315664431772
UGC02916,train,K_compact_finite,43,20.78149934211261,29.568491890369913,40.95236813050122,27.319935272727097,30.310716706055015,-8.786992548257302,-20.17086878838861,-6.538435930614487,-9.529217363942404,20.78149934211261,30.216409562877047,29.99519677164873,28.493869336583963
UGC02953,train,K_compact_finite,115,61.64331653676606,73.77253439397965,86.4074595792206,32.750190465366245,28.930833464990883,-12.129217857213597,-24.764143042454542,28.893126071399813,32.712483071775175,61.64331653676606,70.2885440903497,76.68079793811796,74.34826115347127
UGC03205,train,K_compact_finite,48,36.79561045420513,48.36077950647064,71.96485846242949,23.038239432266117,20.01236999671605,-11.56516905226551,-35.16924800822436,13.757371021939015,16.783240457489082,36.79561045420513,55.64025391966731,47.33579940233222,42.1062851974124
UGC03546,train,K_compact_finite,30,39.32652200430283,43.58782068050014,51.95330691477968,31.144679427119854,32.99335102825052,-4.261298676197306,-12.62678491047685,8.181842577182977,6.333170976052308,39.32652200430283,39.54172978503985,46.3358426184659,44.88588963799467
UGC04278,train,K_exponential_disk,25,12.287506864536677,65.82455465531075,36.125526983473996,10.395694298729477,7.617050061219652,-53.53704779077407,-23.83802011893732,1.8918125658072,4.670456803317025,172.86692403366854,10.386842568754195,12.287506864536677,14.219897363509508
UGC04325,train,K_scale_tail_spiral,8,16.674942395655247,66.25364850765499,46.162858806224435,17.920667735433767,16.430046998854888,-49.578706111999736,-29.487916410569188,-1.2457253397785202,0.24489539680035932,169.01023684430848,16.674942395655247,16.81777702869963,12.932931649956867
UGC04483,train,K_scale_tail_spiral,8,29.744938988073578,173.51728811851922,8.382655992936533,3.798705980303068,5.284251656234046,-143.77234913044563,21.362282995137043,25.94623300777051,24.46068733183953,507.6883072655534,29.744938988073578,5.885051621943316,6.978505468060948
UGC05005,train,K_scale_tail_spiral,11,11.524356427278088,41.04659527513466,39.715777861931855,8.667266606701743,15.3370678339474,-29.522238847856578,-28.19142143465377,2.857089820576345,-3.8127114066693117,71.18844470414155,11.524356427278088,24.715276118159828,27.236065003102613
UGC05253,train,K_compact_finite,73,33.25915098591715,42.53278869755653,51.90330448400473,15.05917273003151,15.801028556046024,-9.273637711639381,-18.644153498087576,18.199978255885643,17.45812242987113,33.25915098591715,37.12229170412213,45.87068896282447,44.605385425723
UGC05721,train,K_scale_tail_spiral,23,8.983991031082718,82.19365335043874,43.42112660188199,18.899011901061648,16.681620310362256,-73.20966231935601,-34.43713557079927,-9.91502086997893,-7.697629279279537,205.0751440673276,8.983991031082718,22.342879266274064,19.162936717714565
UGC05750,train,K_exponential_disk,11,25.417543418101495,60.862189199156184,27.51007053890247,9.302313712413989,15.43158945781573,-35.44464578105469,-2.0925271208009733,16.115229705687504,9.985953960285764,137.28445148384606,17.034553973182287,25.417543418101495,28.267562140440216
UGC05764,train,K_scale_tail_spiral,10,5.1479920451362675,90.1563581391818,29.626853146959423,10.69204900722308,8.472754908677588,-85.00836609404554,-24.478861101823156,-5.544056962086812,-3.324762863541321,263.0013260800381,5.1479920451362675,4.146856114884738,3.320892222622617
UGC05918,train,K_scale_tail_spiral,8,17.72540713184964,90.33532892586247,21.809546688333317,3.852091274673392,4.343347077626917,-72.60992179401283,-4.084139556483677,13.873315857176248,13.382060054222723,241.2939954123786,17.72540713184964,13.098692105974628,16.61329925923418
UGC05999,train,K_scale_tail_spiral,5,20.09207196483052,36.69654940491023,44.29698318989037,8.462273332104134,12.11108103755705,-16.60447744007971,-24.20491122505985,11.629798632726386,7.980990927273471,63.55721476633557,20.09207196483052,20.926249284777974,25.606184163617144
UGC06399,train,K_scale_tail_spiral,9,8.499438578758344,52.67701525043116,38.70738543926881,6.570667508689696,4.007206920083819,-44.17757667167282,-30.207946860510468,1.928771070068648,4.492231658674525,143.0304744233683,8.499438578758344,6.718655234614124,8.281916093311054
UGC06446,train,K_scale_tail_spiral,17,15.01755443443575,43.5940937809979,43.361690679924365,11.600558614682592,9.277034813965724,-28.57653934656215,-28.344136245488613,3.416995819753158,5.740519620470026,119.62263451974336,15.01755443443575,4.055351688962565,7.104295134287797
UGC06614,train,K_compact_finite,13,40.5181502533615,39.14571767823202,65.5480551416531,27.61230809264631,31.039843849947932,1.37243257512948,-25.029904888291597,12.905842160715189,9.478306403413566,40.5181502533615,47.16101560146137,35.21041936303654,35.06571807019812
UGC06628,train,K_scale_tail_spiral,7,26.88592249740667,84.54282952292014,6.710748509626378,30.52936844963153,33.51825732954061,-57.656907025513476,20.175173987780294,-3.643445952224859,-6.632334832133939,177.38464674640602,26.88592249740667,35.163276213967436,41.08056560838696
UGC06667,train,K_scale_tail_spiral,9,14.258727109688792,50.937131168216304,48.79034345735921,21.777818607382592,16.71485279097738,-36.67840405852751,-34.531616347670415,-7.5190914976938,-2.4561256812885865,142.3462970287143,14.258727109688792,7.447279391389973,3.017817084544638
UGC06786,train,K_compact_finite,45,36.91488632776385,61.77075614839714,82.0312241748302,33.56822624211261,29.84835494248942,-24.855869820633288,-45.11633784706635,3.3466600856512443,7.066531385274434,36.91488632776385,62.5531146125972,63.506371473527736,59.25278235906649
UGC06787,train,K_compact_finite,71,45.70779613927529,63.43675329709652,80.45177978959224,32.5137827820559,29.754940330408104,-17.728957157821235,-34.74398365031695,13.19401335721939,15.952855808867184,45.70779613927529,63.59095714057508,65.20693003085469,61.5123727198598
UGC06923,train,K_scale_tail_spiral,6,6.425348108012845,66.91048080513856,25.93444499937725,8.148037483804755,9.174294672212552,-60.485132697125714,-19.509096891364404,-1.7226893757919095,-2.7489465641997066,184.15452078876476,6.425348108012845,7.483654431333114,9.093267195317834
UGC06930,train,K_exponential_disk,10,11.027658536564486,32.512201351042265,45.99712838722294,7.129942401878801,10.615359911067321,-21.484542814477777,-34.969469850658456,3.897716134685685,0.412298625497165,55.94253068017249,22.8868294425384,11.027658536564486,18.707243930415913
UGC06973,train,K_compact_finite,9,84.17108240655257,41.359010763555716,43.517537448619045,43.77487056159231,46.219420778795254,42.812071642996855,40.653544957933526,40.39621184496026,37.95166162775732,84.17108240655257,41.184555819608605,41.27444912777706,41.61802734328148
UGC07089,train,K_exponential_disk,12,21.029471699780924,54.327914269889185,25.463878692061286,11.854626156035648,15.11002549298317,-33.298442570108264,-4.434406992280362,9.174845543745276,5.919446206797755,130.00985326498616,6.250951362253962,21.029471699780924,26.72293818242742
UGC07125,train,K_scale_tail_spiral,13,6.594807140806621,59.18490940356773,21.209547707269063,23.50738158433897,30.744216898994726,-52.59010226276111,-14.614740566462443,-16.91257444353235,-24.149409758188106,85.74545587364999,6.594807140806621,42.95212241295526,48.85714992409793
UGC07232,train,K_scale_tail_spiral,4,27.389865049182326,201.95557147481793,14.072864381408868,4.330516350390615,4.2010085891531075,-174.5657064256356,13.317000667773458,23.05934869879171,23.188856460029218,593.32801908652,27.389865049182326,6.660518550737918,5.878176787195809
UGC07323,train,K_exponential_disk,10,10.843413976939477,70.01772150153111,23.544315659585056,7.870558254421247,9.408514005252675,-59.17430752459164,-12.70090168264558,2.97285572251823,1.4348999716868018,185.86106182901054,10.02205941517236,10.843413976939477,14.170043260410432
UGC07399,train,K_exponential_disk,10,26.61621334092362,67.58469897706239,58.88791065688592,29.951109537180738,27.270722350345288,-40.968485636138766,-32.2716973159623,-3.3348961962571195,-0.6545090094216697,152.2229380157847,28.03202776849877,26.61621334092362,22.499131146903682
UGC07524,train,K_scale_tail_spiral,31,3.6118272044725535,50.6124770479101,34.28871958325588,5.168715146792566,7.393493259839208,-47.00064984343754,-30.67689237878333,-1.5568879423200128,-3.781666055366655,121.78587855335962,3.6118272044725535,12.630952962301128,17.42059962806955
UGC07559,train,K_scale_tail_spiral,7,29.560376240090847,125.73298604796041,9.818827026724065,8.085663881075234,10.488763467566779,-96.17260980786956,19.74154921336678,21.474712359015612,19.07161277252407,345.4535818189524,29.560376240090847,14.706436610849,17.038939714079827
UGC07608,train,K_scale_tail_spiral,8,6.5746650933518955,76.88406458072035,33.45240342275178,11.086952972273936,7.643350201540864,-70.30939948736845,-26.877738329399882,-4.512287878922041,-1.0686851081889683,216.58544208780825,6.5746650933518955,7.939230167464319,6.127521486888472
UGC07690,train,K_scale_tail_spiral,7,8.814877796350912,82.91495675317314,22.747054901726205,4.60175903715822,6.229715228813062,-74.10007895682223,-13.932177105375294,4.2131187591926915,2.585162567537849,237.82279392272315,8.814877796350912,3.706596153540178,7.215480183256095
UGC07866,train,K_scale_tail_spiral,7,28.718605096397454,129.315295891251,11.076678549661342,5.7383846888435865,8.109464129446401,-100.59669079485354,17.641926546736112,22.980220407553865,20.609140966951053,361.07293613969375,28.718605096397454,12.10929627843724,14.76365525562199
UGC08286,train,K_exponential_disk,17,7.290552486953255,52.99850785541668,44.67728634232997,14.190503497341913,11.134978355570606,-45.70795536846343,-37.38673385537672,-6.899951010388658,-3.8444258686173507,139.96940212481803,14.435053666433458,7.290552486953255,4.591067774998586
UGC08490,train,K_scale_tail_spiral,30,17.561006464438606,44.88569371223897,44.87123580471808,12.750079284525583,8.782045083335015,-27.324687247800362,-27.310229340279477,4.810927179913023,8.77896138110359,118.70931319999193,17.561006464438606,6.88159702859001,9.066170908134962
UGC08550,train,K_scale_tail_spiral,11,3.6958097807954746,72.78716836672001,29.603145461388138,6.06335307483473,3.445739243845035,-69.09135858592454,-25.907335680592663,-2.367543294039255,0.2500705369504397,207.83852424029956,3.6958097807954746,3.24715758039305,7.275823279467424
UGC08837,train,K_scale_tail_spiral,8,26.498740476295488,99.66948028877918,12.285290390769424,11.823039060545453,14.631810600470736,-73.1707398124837,14.213450085526064,14.675701415750035,11.866929875824752,253.75851771104027,26.498740476295488,20.83270214913067,24.417221006166585
UGC09037,train,K_exponential_disk,22,26.823797513266836,26.58342102801792,38.69185930539163,35.08096095482696,38.28976483562106,0.24037648524891608,-11.868061792124795,-8.257163441560127,-11.46596732235422,20.70146511943355,25.258647513794607,26.823797513266836,33.79015045082559
UGC09133,train,K_compact_finite,68,64.86535698069943,60.24806091054483,81.51364026148558,17.439689160530865,21.29606678416307,4.617296070154602,-16.648283280786146,47.42566782016857,43.56929019653636,64.86535698069943,63.5782479076429,60.91960914010273,56.24632568388885
UGC09992,train,K_scale_tail_spiral,5,24.56812069195685,102.488797778033,11.21228856253127,12.419100947372682,15.349374013313273,-77.92067708607615,13.355832129425579,12.149019744584168,9.218746678643576,266.3459054143564,24.56812069195685,18.73136456719234,22.389123352550232
UGC10310,train,K_scale_tail_spiral,7,1.690909909960458,57.7807374888738,31.25990953267383,6.026738625872166,8.025462221912084,-56.08982757891334,-29.568999622713374,-4.335828715911708,-6.334552311951626,151.36624770562466,1.690909909960458,8.52372316769356,13.452241593303162
UGC11455,train,K_exponential_disk,36,38.14785438278223,39.667311363139575,60.052146253715186,14.4032869987777,16.72257736917739,-1.5194569803573472,-21.90429187093296,23.744567384004526,21.425277013604838,36.813509677872354,48.53991268859696,38.14785438278223,33.64851172294941
UGC11557,train,K_exponential_disk,12,27.332137195185286,68.38131086657637,11.064096224349823,32.96981266846553,34.503675638220066,-41.04917367139109,16.268040970835465,-5.637675473280243,-7.17153844303478,149.97298578890263,23.00719309514997,27.332137195185286,32.163753715676506
UGC11820,train,K_scale_tail_spiral,10,6.832319357986075,41.81540864470804,30.78306959149951,5.218621983502207,9.228226219817985,-34.98308928672197,-23.950750233513432,1.6136973744838672,-2.395906861831911,98.19384577790647,6.832319357986075,14.777207406325997,12.475172749891662
UGC12632,train,K_scale_tail_spiral,15,2.9819558645870923,52.28851540966141,34.55295039419839,6.032106398984771,7.673706532829834,-49.306559545074315,-31.570994529611298,-3.050150534397679,-4.691750668242742,123.6531064245006,2.9819558645870923,13.963723829204893,19.248715975278717
UGC12732,train,K_scale_tail_spiral,16,17.21685850978854,37.16004954008792,44.72613799762456,7.718129754895397,6.818578331328152,-19.943191030299378,-27.50927948783602,9.498728754893143,10.39828017846039,80.40942705586485,17.21685850978854,12.377912648963306,18.692808915435588
UGCA281,train,K_scale_tail_spiral,7,31.619246440096823,184.31870168559874,10.397576021322847,1.9407170239409501,2.958109044402935,-152.69945524550192,21.221670418773975,29.67852941615587,28.66113739569389,544.1537751656696,31.619246440096823,3.8295977868898663,4.972732104236745
UGCA442,train,K_scale_tail_spiral,8,4.95720543122093,67.61339890551825,27.598673456837002,5.207292467615204,3.4784865920272874,-62.656193474297325,-22.64146802561607,-0.250087036394274,1.4787188391936428,185.34173644040408,4.95720543122093,8.312168517098389,9.186291759052287
