galaxy,current_manifest_family,preflight_subfamily_candidate,current_matched_rmse,best_existing_family,best_existing_family_rank_of_current,warp_onset_kpc,central_hi_scaleheight_kpc,central_h_over_rs_proxy,s4g_edge_disk_h_over_r,compact_lane_decision,n_gates,n_pass_like,n_blocked,preflight_status,endpoint_scores_allowed,claim_boundary
NGC4013,K_compact_finite,K_warp_vertical_overlay_candidate,16.99356852880305,K_exponential_disk,4,10.0,0.21,0.019329676357652224,0.2329317269076305,COMPACT_ENDPOINT_NOT_SOURCE_SUPPORTED,7,6,1,COMPACT_REJECTED_WARP_OVERLAY_PREFLIGHT_READY_FORMULA_BLOCKED,False,ngc4013_warp_overlay_preflight_not_endpoint
