galaxy,split,dominant_intake_family,closure_fraction_c,source_vn2_median,net_signed_source_strength_v2,positive_component_strength_v2,negative_component_strength_v2,normalization_rule_status,endpoint_freeze_allowed,uses_vobs_or_residual,claim_boundary
NGC6195,train,K_scale_tail_spiral,0.3428892720455868,50592.744280000006,17347.709256957725,17347.709256957725,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC6503,train,K_compact_finite,0.7268639590673797,3038.4777000000004,544.6891406199827,1243.6222307228786,-698.9330901028959,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC6674,train,K_scale_tail_spiral,0.7108970049204568,16372.408580000005,11639.096222855993,11639.096222855993,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC7793,train,K_compact_finite,0.4708501490371615,3193.83115,444.84483391499293,974.3303534460108,-529.4855195310179,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
NGC7814,train,K_compact_finite,0.4635801908849675,21153.391975,7301.892383695662,7951.181559309574,-649.2891756139124,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
PGC51017,train,K_thick_flared,0.7765114306403849,310.9616500000001,36.041777990810424,89.29972184543597,-53.257943854625545,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC00128,train,K_scale_tail_spiral,0.8495370202689362,2237.3970249999998,932.0776175954089,1183.215317198065,-251.13769960265594,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC00191,train,K_exponential_disk,0.6994039936470369,676.88405,-62.33680937441778,205.5392992157814,-267.8761085901992,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC00634,train,K_exponential_disk,0.7899143315291164,1826.9526,-192.5333031088916,485.1639119378414,-677.697215046733,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC01230,train,K_scale_tail_spiral,0.7547900918421169,1993.3136499999998,767.1954436036907,958.357134175901,-191.16169057221035,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC01281,train,K_thick_flared,0.7852807966724328,320.0454,53.08859052643991,104.48334656711963,-51.39475604067972,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC02455,train,K_scale_tail_spiral,0.5337901833519884,3152.0375499999996,1682.526701746852,1682.526701746852,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC02487,train,K_scale_tail_spiral,0.6228752642223635,33297.67556999999,20740.298468654284,20740.298468654284,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC02885,train,K_scale_tail_spiral,0.641154588282617,28749.547880000002,18432.904534312784,18432.904534312784,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC02916,train,K_scale_tail_spiral,0.3154774464284045,32774.07492,10339.481464814815,10339.481464814815,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC02953,train,K_scale_tail_spiral,0.2392885577023817,57942.66137999999,13865.01587105769,13865.01587105769,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC03205,train,K_scale_tail_spiral,0.3881028551168978,23446.869424999997,9099.796967395594,9099.796967395594,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC03546,train,K_scale_tail_spiral,0.22918816109881687,37952.01171499999,8698.151774961603,8698.151774961603,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC04278,train,K_scale_tail_spiral,0.7902262557921389,486.9064000000001,162.44020532822236,220.0802835672983,-57.64007823907594,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC04325,train,K_scale_tail_spiral,0.6724841971474453,1667.432525,1121.3220228721625,1121.3220228721625,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC04483,train,K_exponential_disk,0.7578980967783835,144.852375,-35.03380093207842,25.831373959136158,-60.86517489121458,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC05005,train,K_scale_tail_spiral,0.7819200104850724,1395.5313499999995,500.9239291839741,653.9568814240448,-153.0329522400707,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC05253,train,K_scale_tail_spiral,0.18943757640814735,51159.71969999999,9691.573309688149,9691.573309688149,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC05721,train,K_thick_flared,0.6894766317203675,822.0293500000002,157.20445163080188,263.38811942626,-106.18366779545813,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC05750,train,K_scale_tail_spiral,0.807112538907673,529.4612500000001,190.10085632723838,251.6059563974029,-61.505100070164545,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC05764,train,K_exponential_disk,0.7731611792864804,364.50950000000006,-102.68668190749031,52.265623664041385,-154.9523055715317,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC05918,train,K_exponential_disk,0.8141769102445892,243.78432500000002,-64.44205410135979,46.99729700169411,-111.4393511030539,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC05999,train,K_scale_tail_spiral,0.7786855703204489,1769.72125,494.8481585594217,723.8280732311003,-228.9799146716787,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC06399,train,K_exponential_disk,0.7362864266487398,1255.0337999999997,-231.93372444775656,259.8091529742035,-491.7428774219601,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC06446,train,K_exponential_disk,0.77095621870936,986.9369500000003,-156.37769970119604,227.55902285659437,-383.9367225577904,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC06614,train,K_scale_tail_spiral,0.5826485575600836,21185.96063,12343.96940159422,12343.96940159422,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC06628,train,K_exponential_disk,0.7348320791469897,1281.1321000000003,-152.85772724116697,394.27961873189116,-547.1373459730581,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC06667,train,K_thick_flared,0.8039104531596999,506.3776000000001,-89.2463673763636,108.73778987655595,-197.98415725291954,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC06786,train,K_scale_tail_spiral,0.37609513993325405,23321.183719999997,8770.983854582526,8770.983854582526,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC06787,train,K_scale_tail_spiral,0.30828968308521126,31410.737829999987,9683.606411083352,9683.606411083352,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC06923,train,K_scale_tail_spiral,0.6485608494614941,2118.989525,1374.2936463340077,1374.2936463340077,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC06930,train,K_exponential_disk,0.719547882506211,3031.1857250000003,-250.94392810401988,805.9595559538935,-1056.9034840579134,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC06973,train,K_scale_tail_spiral,0.3116170878521293,25629.215470000003,3979.6857761308124,5018.489849758861,-1038.8040736280486,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC07089,train,K_exponential_disk,0.73483992771236,1654.087575,102.45112105153066,587.8803050194509,-485.42918396792027,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC07125,train,K_scale_tail_spiral,0.7963934257750154,1317.9672000000003,-91.36131812075175,373.7727825380996,-465.13410065885137,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC07232,train,K_scale_tail_spiral,0.6240962123262559,397.98460000000006,248.38068142418007,248.38068142418007,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC07323,train,K_scale_tail_spiral,0.6791774539527516,1607.07975,1091.4923329040246,1091.4923329040246,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC07399,train,K_scale_tail_spiral,0.7275575719389753,1046.6085999999998,247.5065301711899,380.7558031825536,-133.24927301136373,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC07524,train,K_scale_tail_spiral,0.7758794068458107,972.8509500000001,312.2906612461809,427.0191981915297,-114.72853694534884,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC07559,train,K_exponential_disk,0.7801089507567776,241.40294999999998,-67.00165340941163,39.21202639518538,-106.21367980459702,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC07608,train,K_exponential_disk,0.7987503959114707,338.1365249999999,-69.5536110926461,68.00840222126308,-137.56201331390918,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC07690,train,K_exponential_disk,0.6727159602727363,1167.0706999999998,-220.8284708418929,208.98914924422348,-429.8176200861164,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC07866,train,K_thick_flared,0.7769327413007128,231.44749999999993,30.221939180956213,69.00639881905559,-38.78445963809938,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC08286,train,K_thick_flared,0.7422972961248975,1008.2385500000001,201.1437840486859,343.02833065077516,-141.88454660208927,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC08490,train,K_thick_flared,0.7959443898346614,925.0186249999999,197.89969193621994,337.47546422791316,-139.57577229169323,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC08550,train,K_thick_flared,0.7688659862995664,473.36005000000006,55.59711677884677,135.5405713927174,-79.94345461387063,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC08837,train,K_exponential_disk,0.7576104485460142,527.957925,-140.36270404247136,88.60506047732383,-228.9677645197952,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC09037,train,K_scale_tail_spiral,0.6210815511151883,11794.823000000002,7325.546963969099,7325.546963969099,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC09133,train,K_scale_tail_spiral,0.36191697811324897,44928.56616,16260.410895588378,16260.410895588378,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC09992,train,K_exponential_disk,0.7656529596888616,473.37180000000006,-105.79882307952295,89.44541848356762,-195.24424156309055,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC10310,train,K_exponential_disk,0.7486631652162552,1102.34375,-179.83145690006398,254.0160470818283,-433.8475039818923,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC11455,train,K_scale_tail_spiral,0.3431479870641912,37173.171700000006,8263.604161762338,9428.273204695284,-1164.6690429329467,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC11557,train,K_scale_tail_spiral,0.6051944925803299,3756.897075,2273.6534189811505,2273.6534189811505,0.0,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC11820,train,K_scale_tail_spiral,0.7818834354122992,478.96647499999995,150.813448338393,208.80520878555902,-57.99176044716602,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC12632,train,K_scale_tail_spiral,0.8016978372340788,683.6475,211.52749507847724,298.78151691973846,-87.25402184126122,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGC12732,train,K_exponential_disk,0.8022721796726381,983.1766249999998,-86.15673772008574,283.96968088553564,-370.1264186056214,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGCA281,train,K_thick_flared,0.7113162881925505,216.12134999999995,28.810576157587192,61.197258463699455,-32.38668230611226,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
UGCA442,train,K_thick_flared,0.8185816422449964,450.94810000000007,41.183741686155415,126.20887731777536,-85.02513563161995,THEORY_CONDITIONAL_RESIDUAL_BLIND_SOURCE_RULE,False,False,tau_side_source_normalization_formula_conditional_not_validation
