galaxy,geometry_id,reference_product,crpix1,crpix2,crval1_deg,crval2_deg,arcsec_per_pixel,kpc_per_pixel,rdisk_kpc,rhi_kpc,x_warp_onset_over_rhi,warp_onset_kpc,rdisk_pix,rhi_pix,warp_onset_pix,inclination_deg,inner_disk_pa_deg,pa_status,endpoint_scores_allowed,uses_vobs_or_residual,claim_boundary
NGC7331,N7331_THINGS_GEOM_V1,NGC_7331_NA_MOM0_THINGS.FITS,512.0,513.0,339.267041667,34.4156388889,1.50000003648,0.10690141928449513,5.02,27.01,0.5343091911302521,14.43169125242811,46.959152026226604,252.66268849170933,134.99999671680007,75.0,,PENDING_SOURCE_MEASUREMENT_OR_LITERATURE_VALUE,False,False,ngc7331_things_qwarp_measurement_worksheet_not_endpoint
