information_level,level_name,split,n_galaxies,median_rmse_level_prediction,mean_rmse_level_prediction,matched_beats_wrong_fraction,matched_rank1_fraction,beats_tpg_v6_fraction,beats_mond_fraction,median_minus_wrong,median_minus_tpg_v6,median_minus_mond,claim_boundary
L0,coarse_K_obs_formula_shell_proxy,holdout,44,14.021305968565688,17.746841707710807,0.5,0.29545454545454547,0.4772727272727273,0.5909090909090909,-0.0012605214126067028,0.13622558538897775,-0.41503033112905685,information_gain_preflight_not_validation
L1,source_reviewed_K_readout_source_native_formulas,holdout,44,15.353124204626997,18.938004093611013,0.8863636363636364,0.29545454545454547,0.4772727272727273,0.4772727272727273,-13.974199559618807,0.6449476015984881,0.1734005913090346,information_gain_preflight_not_validation
L2,readout_state_vector_proxy,holdout,44,15.360162484413971,20.697336609278402,,,0.5,0.45454545454545453,,0.11181611186814955,0.29848668852198124,information_gain_preflight_not_validation
L3,source_native_scales_with_train_selected_normalization,holdout,44,13.215374860125241,17.959293551781045,0.8181818181818182,0.2727272727272727,0.4772727272727273,0.6136363636363636,-5.470945659132824,0.12445781532866951,-0.9502140299745498,information_gain_preflight_not_validation
L0,coarse_K_obs_formula_shell_proxy,train,131,12.052058336691273,16.3582334587312,0.5725190839694656,0.32061068702290074,0.5038167938931297,0.5190839694656488,-0.1610408632889974,-0.0047556718847419,-0.082794910119559,information_gain_preflight_not_validation
L1,source_reviewed_K_readout_source_native_formulas,train,131,13.175386122165875,16.83141849652038,0.8702290076335878,0.37404580152671757,0.45038167938931295,0.4580152671755725,-11.122740256969614,0.2265709757814278,0.3310014380403583,information_gain_preflight_not_validation
L2,readout_state_vector_proxy,train,131,14.537487658133148,18.770421398778687,,,0.4198473282442748,0.4580152671755725,,0.4046102267825917,0.2017095788409246,information_gain_preflight_not_validation
L3,source_native_scales_with_train_selected_normalization,train,131,12.495749308781654,16.349278297185084,0.8015267175572519,0.3435114503816794,0.48091603053435117,0.5801526717557252,-3.5413550841611077,0.0335310105185833,-0.6930439742181131,information_gain_preflight_not_validation
