galaxy,split,formula_family,best_family,model_id,prediction_column,r_kpc,vobs_kms,vpred_kms,residual_kms,uses_vobs_for_generation,uses_vobs_for_scoring,validation_claim_allowed,claim_boundary
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,1.74,65.9,59.031180368736095,-6.868819631263911,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,2.61,76.1,71.27491299891336,-4.825087001086629,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,3.5,85.7,78.22704699338539,-7.472953006614617,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,4.37,96.6,87.50936093111638,-9.090639068883618,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,5.24,99.3,95.23430936602554,-4.065690633974455,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,6.11,103.0,101.87312285155043,-1.1268771484495659,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,6.98,107.0,107.96829050341664,0.9682905034166396,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,7.85,111.0,114.31951113749952,3.319511137499518,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,8.72,114.0,120.35860579729528,6.358605797295283,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,9.6,115.0,122.2668768554801,7.266876855480106,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,10.47,111.0,122.80341482361852,11.803414823618525,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,11.35,110.0,125.20995875642042,15.20995875642042,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,12.31,111.0,123.92831830572958,12.928318305729576,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,13.12,109.0,122.77193155140536,13.771931551405359,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,14.05,108.0,122.6651791646458,14.665179164645807,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,14.98,109.0,123.7389246453567,14.738924645356704,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,16.03,111.0,123.69145448732748,12.691454487327476,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,16.95,110.0,122.73085354837328,12.730853548373275,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,17.88,109.0,123.84433998866314,14.844339988663137,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,18.93,110.0,123.80702701720678,13.807027017206778,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,19.97,112.0,123.255875118517,11.255875118516997,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,MOND,v_mond,21.02,113.0,123.41960317258348,10.419603172583479,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,0.87,47.1,43.44625928236274,-3.6537407176372625,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,1.74,65.9,56.35502078228571,-9.544979217714292,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,2.61,76.1,67.58991402880652,-8.510085971193476,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,3.5,85.7,73.38571017208766,-12.314289827912347,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,4.37,96.6,82.02510543155684,-14.574894568443156,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,5.24,99.3,89.18293973895635,-10.117060261043648,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,6.11,103.0,95.33034399491291,-7.669656005087091,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,6.98,107.0,101.03068614902283,-5.969313850977173,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,7.85,111.0,107.14146654402143,-3.8585334559785736,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,8.72,114.0,113.01195514447211,-0.9880448555278889,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,9.6,115.0,114.38916533883646,-0.6108346611635369,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,10.47,111.0,114.27951241153866,3.2795124115386614,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,11.35,110.0,116.3047035120952,6.304703512095202,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,12.31,111.0,114.10359438943061,3.1035943894306115,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,13.12,109.0,112.142296747858,3.1422967478579977,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,14.05,108.0,111.31200896326894,3.312008963268937,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,14.98,109.0,111.89241863216976,2.8924186321697647,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,16.03,111.0,111.09444989366791,0.0944498936679139,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,16.95,110.0,109.31886288518048,-0.6811371148195207,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,17.88,109.0,110.02764286044071,1.0276428604407073,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,18.93,110.0,109.30519850317346,-0.6948014968265426,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,19.97,112.0,107.99110585764953,-4.008894142350471,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_MATCHED,v_K_exponential_disk,21.02,113.0,107.54847660871803,-5.451523391281967,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,0.87,47.1,44.02404356914839,-3.075956430851612,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,1.74,65.9,57.53608928074618,-8.363910719253823,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,2.61,76.1,69.22637763201047,-6.873622367989526,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,3.5,85.7,75.47485412627046,-10.225145873729545,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,4.37,96.6,84.35519920867416,-12.24480079132583,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,5.24,99.3,91.69476234076515,-7.605237659234845,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,6.11,103.0,97.9715150268773,-5.028484973122701,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,6.98,107.0,103.74872681964837,-3.2512731803516317,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,7.85,111.0,109.87470892136618,-1.125291078633822,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,8.72,114.0,115.7271500746766,1.7271500746766009,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,9.6,115.0,117.15947142549182,2.159471425491816,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,10.47,111.0,117.10941938584897,6.109419385848966,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,11.35,110.0,119.11814856799123,9.118148567991227,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,12.31,111.0,116.98030121902652,5.980301219026515,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,13.12,109.0,115.05961865668087,6.059618656680868,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,14.05,108.0,114.2245476592644,6.2245476592644025,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,14.98,109.0,114.75023822327016,5.750238223270159,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,16.03,111.0,113.91333471928675,2.913334719286752,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,16.95,110.0,112.12074508055404,2.1207450805540446,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,17.88,109.0,112.743559471535,3.7435594715349936,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,18.93,110.0,111.95538160981089,1.9553816098108854,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,19.97,112.0,110.58553517725242,-1.4144648227475756,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
NGC4183,holdout,K_exponential_disk,K_thick_flared,TAU_BEST_FAMILY,v_K_thick_flared,21.02,113.0,110.06285019668198,-2.9371498033180217,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,0.82,107.0,24.50672152696072,-82.49327847303928,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,2.46,159.0,60.784518588206325,-98.21548141179368,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,4.1,194.0,82.39705607605165,-111.60294392394835,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,5.74,198.0,94.39728915599218,-103.60271084400782,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,7.38,211.0,102.35647707888349,-108.64352292111651,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,9.02,222.0,112.64485474268233,-109.35514525731767,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,10.65,230.0,120.1045819275851,-109.8954180724149,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,12.29,239.0,124.85068061488492,-114.14931938511508,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,13.93,237.0,127.22469276834588,-109.77530723165412,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,15.57,240.0,130.79888703654936,-109.20111296345064,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,17.21,245.0,133.87144785203455,-111.12855214796545,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,18.85,249.0,134.5470664860442,-114.4529335139558,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,20.49,248.0,133.17119658544786,-114.82880341455214,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,22.13,250.0,131.19274408289508,-118.80725591710492,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,23.77,255.0,128.3023622151985,-126.69763778480149,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,25.41,244.0,125.1339624162841,-118.8660375837159,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,27.05,244.0,123.15285136772108,-120.84714863227892,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,28.68,249.0,122.68695957598754,-126.31304042401246,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,30.32,251.0,122.5679507456986,-128.4320492543014,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,31.96,249.0,121.6038457451079,-127.3961542548921,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,33.6,244.0,118.81256183585975,-125.18743816414025,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,35.24,239.0,115.74568026496712,-123.25431973503288,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,36.88,238.0,113.9756895131589,-124.0243104868411,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,38.52,241.0,113.74959164761869,-127.25040835238131,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,40.16,237.0,113.56127178752448,-123.43872821247552,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,41.8,228.0,112.53139495269754,-115.46860504730246,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,43.44,233.0,111.75475359017172,-121.24524640982828,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,45.08,233.0,112.52141618376476,-120.47858381623524,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,46.71,230.0,111.47700637351184,-118.52299362648816,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,48.35,226.0,113.81592748820351,-112.18407251179649,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,NEWTONIAN_vn,vn,49.99,225.0,116.61010376463956,-108.38989623536044,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,0.82,107.0,40.39584963326587,-66.60415036673413,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,2.46,159.0,87.98049431063066,-71.01950568936934,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,4.1,194.0,117.23248834734336,-76.76751165265664,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,5.74,198.0,135.83679515028786,-62.163204849712145,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,7.38,211.0,149.64180103234858,-61.35819896765142,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,9.02,222.0,164.95056906366037,-57.04943093633963,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,10.65,230.0,177.0669089595255,-52.933091040474494,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,12.29,239.0,186.24536934633048,-52.75463065366952,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,13.93,237.0,192.80773955309135,-44.19226044690865,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,15.57,240.0,200.24072944930455,-39.75927055069545,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,17.21,245.0,206.95268460570784,-38.047315394292156,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,18.85,249.0,211.08438364040217,-37.915616359597834,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,20.49,248.0,212.9257527523096,-35.07424724769041,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,22.13,250.0,213.8965174539031,-36.1034825460969,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,23.77,255.0,213.6571621133463,-41.34283788665371,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,25.41,244.0,212.8504906117724,-31.149509388227614,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,27.05,244.0,213.0947361576773,-30.90526384232271,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,28.68,249.0,214.83470580487963,-34.16529419512037,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,30.32,251.0,216.8582083181961,-34.14179168180391,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,31.96,249.0,217.80666838437412,-31.19333161562588,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,33.6,244.0,216.49479084163863,-27.505209158361367,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,35.24,239.0,214.6657310938581,-24.334268906141887,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,36.88,238.0,214.2324145430897,-23.767585456910297,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,38.52,241.0,215.58644385099015,-25.41355614900985,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,40.16,237.0,216.91962081623777,-20.080379183762233,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,41.8,228.0,217.12865891947095,-10.87134108052905,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,43.44,233.0,217.58022988062993,-15.419770119370071,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,45.08,233.0,219.95261458019027,-13.047385419809729,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
UGC12506,holdout,K_exponential_disk,K_compact_finite,TPG_V6,v_v6,46.71,230.0,219.93551109240633,-10.06448890759367,False,True,False,multigalaxy_fit_inspection_atlas_endpoint_diagnostic_not_validation
