baseline_id,galaxy,split,r_kpc,x_r_over_rmax,v_observed_kms,v_baseline_kms,q_required,u_required_kms,u_predicted_combined_kms,u_predicted_distance_context_kms,u_predicted_morphology_plus_distance_kms,u_predicted_morphology_plus_orientation_kms,u_predicted_morphology_proxy_kms,u_predicted_observer_geometry_kms,u_predicted_orientation_quality_kms,u_predicted_radial_only_kms
mond_fixed,D512-2,train,1.92,0.501305483029,33.5,38.8235828045,-1.7757561073e-05,-5.32358288215,-5.45360103097,-4.06943995651,-4.75289719468,-4.38900681983,-4.60416287339,-5.96018199032,-5.86540976552,-4.09139082015
mond_fixed,D512-2,train,2.88,0.751958224543,37.2,42.7277265295,-1.84385113113e-05,-5.52772662789,-7.07845270186,-6.21104004658,-5.94168604715,-4.2315247115,-5.50214838848,-8.99266791263,-8.47232287257,-5.60233268935
mond_fixed,D512-2,train,3.83,1,35.9,45.6530040197,-3.25325202178e-05,-9.75300420102,-9.39326374868,-9.13324013487,-7.55154897819,-4.51010786371,-6.75874835714,-13.8942078727,-13.1813718164,-7.96152610973
mond_fixed,D564-8,train,0.51,0.166123778502,8.54,16.232799598,-2.56604174197e-05,-7.69279961157,-2.93135404526,-2.68451844678,-2.72578774113,-4.29310424239,-2.83446355678,-6.42078501051,-6.63473498496,-3.06691113136
mond_fixed,D564-8,train,1.02,0.332247557003,15.1,23.0859714443,-2.66383335007e-05,-7.9859714772,-2.99642787256,-3.09001667574,-3.07771925769,-3.22728385753,-3.1590508543,-5.76736358609,-6.55777558701,-3.45924636587
mond_fixed,D564-8,train,1.53,0.498371335505,19.8,26.861124826,-2.35533772804e-05,-7.06112486908,-3.03447093523,-3.6792097956,-3.46693221282,-2.17571658301,-3.51760136833,-5.41251882537,-6.96788811627,-4.07804476761
mond_fixed,D564-8,train,2.04,0.664495114007,21.9,29.098156646,-2.40104662621e-05,-7.19815669844,-3.03094869318,-4.47475362165,-3.87969655632,-1.19660625651,-3.89759389405,-5.39975621839,-8.00455384891,-4.98639139508
mond_fixed,D564-8,train,2.56,0.833876221498,24,30.4947058113,-2.16640068549e-05,-6.49470586516,-2.87543123487,-5.52183483736,-4.2788644491,-0.170885609701,-4.26186823929,-5.78403871148,-9.85119715433,-6.27604590717
mond_fixed,D564-8,train,3.07,1,25,31.4137437515,-2.13939465034e-05,-6.41374380856,-6.19292748966,-6.80320854837,-6.22258593685,-2.94289420598,-6.17073558852,-6.59480536054,-12.5785626097,-7.96152610973
mond_fixed,D631-7,train,0.45,0.0625869262865,8.41,22.6335644178,-4.74447040911e-05,-14.2235644586,1.42953862036,-2.4867825528,-2.01756618268,0.437136965672,-2.12400877679,-0.769559368747,-1.67879875433,-2.90903950391
mond_fixed,D631-7,train,0.9,0.125173852573,17.8,34.1705681558,-5.46063379714e-05,-16.3705682828,1.53995432751,-2.57529864554,-2.14418939977,1.00325289221,-2.24846658964,-0.378828928731,-1.4179094663,-2.99773406975
mond_fixed,D631-7,train,1.35,0.18776077886,26,42.8782854023,-5.62999007448e-05,-16.8782856295,1.81369257951,-2.68469221354,-2.25819118817,1.95523124244,-2.35932396058,-0.00898774038867,-1.18319302226,-3.1074112129
mond_fixed,D631-7,train,1.8,0.250347705146,30.9,47.6935408883,-5.60172236928e-05,-16.7935411812,2.2207536901,-2.81617478957,-2.32095515456,3.00360490433,-2.42205281529,0.337637715157,-0.982108263751,-3.24144444318
mond_fixed,D631-7,train,2.25,0.312934631433,34.7,50.4216134452,-5.24416587082e-05,-15.7216137657,2.53908398577,-2.9709579064,-2.40456083783,3.79021796373,-2.50607492394,0.658720956783,-0.822114032302,-3.40320727042
mond_fixed,D631-7,train,2.69,0.374130737135,38.8,52.5824709478,-4.5973375589e-05,-13.7824712704,2.85695538417,-3.14599377781,-2.49386832294,4.54339775194,-2.59533638907,0.94573905857,-0.712564849398,-3.59142522231
mond_fixed,D631-7,train,3.14,0.436717663421,42.5,53.8901689404,-3.79935149542e-05,-11.3901692362,3.29444172013,-3.35042777649,-2.55259834126,5.43141940014,-2.65421089189,1.20945470825,-0.655802535463,-3.81796497539
mond_fixed,D631-7,train,3.59,0.499304589708,45.6,54.9236923803,-3.11004910042e-05,-9.32369264315,3.59595145571,-3.5817699913,-2.67188691682,6.11896708115,-2.7730175444,1.44070040023,-0.662341521164,-4.08227988798
mond_fixed,D631-7,train,4.04,0.561891515994,48.8,55.715729335,-2.30683906845e-05,-6.91572954542,4.15738080214,-3.84123195501,-2.6978534826,7.09299325072,-2.79898965853,1.63714965337,-0.739640648038,-4.38774346992
mond_fixed,D631-7,train,4.49,0.624478442281,51.8,56.1017325258,-1.43490356425e-05,-4.30173266521,4.7073983511,-4.1300252004,-2.73403489777,8.01063370228,-2.8350604565,1.79647598656,-0.89515875762,-4.73772923102
mond_fixed,D631-7,train,4.94,0.687065368567,54.8,56.4136943477,-5.38270513524e-06,-1.61369440318,5.40305085703,-4.44936126021,-2.71215790525,9.0300885986,-2.81324411318,1.91635291867,-1.13635469145,-5.13561068109
mond_fixed,D631-7,train,5.39,0.749652294854,56.6,56.4925660693,3.58361031482e-07,0.107433934479,6.04127288241,-4.80045166722,-2.72211913349,9.95237247219,-2.82334365621,1.99445396859,-1.47068729106,-5.58476132995
mond_fixed,D631-7,train,5.84,0.81223922114,58.4,56.4976785937,6.3454614196e-06,1.90232147613,7.25730952382,-5.18450795419,-2.46696656082,11.3386779212,-2.56783344625,2.02845265517,-1.90561539798,-6.08855468743
mond_fixed,D631-7,train,6.29,0.874826147427,58.5,56.4175788462,6.94620953515e-06,2.08242123032,7.60574934733,-5.60274165389,-2.6303987692,11.94028239,-2.73247190587,2.01602249732,-2.44859785376,-6.65036426334
mond_fixed,D631-7,train,6.74,0.937413073713,57.7,56.2890451818,4.70643884318e-06,1.41095486922,2.221318327,-6.05636429908,-5.4165444538,7.06275817826,-5.52502539772,1.95483701389,-3.10709349993,-7.2735635675
mond_fixed,D631-7,train,7.19,1,57.3,56.0971496292,4.01227709934e-06,1.20285041379,2.30545857402,-6.54658742253,-5.82043188717,7.79480093207,-5.93464497121,1.84256972377,-3.88856117802,-7.96152610973
mond_fixed,DDO064,train,0.1,0.0335570469799,6.29,3.97068645298,7.73639725024e-06,2.31931354771,3.09809579705,-1.68819209727,-2.47505930288,6.60410011929,-2.70630038025,0.510882103777,-1.19847841771,-2.87408277418
mond_fixed,DDO064,train,0.3,0.10067114094,13.9,11.4644272055,8.12419636948e-06,2.43557279888,1.17651509791,-1.81329152167,-2.7569415162,2.19200162045,-2.990141317,0.879268584435,-0.888987226806,-2.96069731555
mond_fixed,DDO064,train,0.49,0.164429530201,15.6,17.7221787096,-7.07882623321e-06,-2.12217871621,0.539201597739,-1.96773607756,-2.98358304834,1.09032390456,-3.19932060897,1.15953414184,-0.626558186245,-3.06385865761
mond_fixed,DDO064,train,0.69,0.231543624161,18.4,23.8185392814,-1.8074301617e-05,-5.41853930838,0.361111372885,-2.1692153763,-3.20538081172,1.28885290676,-3.39139505448,1.37843001756,-0.39238512533,-3.19841409591
mond_fixed,DDO064,train,0.89,0.298657718121,22.5,26.2046190532,-1.2357279107e-05,-3.70461907768,0.420570049601,-2.41206736397,-3.40406255864,2.09540502294,-3.55376980871,1.51643266607,-0.21040280621,-3.36369031248
mond_fixed,DDO064,train,1.09,0.365771812081,26.5,29.758615066,-1.08695699567e-05,-3.25861509472,0.0886881338885,-2.69778595419,-3.68395248457,1.96306842647,-3.79887463773,1.57067335615,-0.089808557529,-3.56384710589
mond_fixed,DDO064,train,1.29,0.43288590604,35.3,34.4683612623,2.77404826825e-06,0.83163874895,-0.486202059267,-3.02786506058,-4.02301359314,1.20366545478,-4.10475544893,1.53828335662,-0.0397997079303,-3.80304427475
mond_fixed,DDO064,train,1.48,0.496644295302,40.5,39.7522085611,2.49436379177e-06,0.747791452282,-0.949422235027,-3.38388981497,-4.34063743641,0.632958300253,-4.3880439352,1.42465830455,-0.0660480686071,-4.07023152947
mond_fixed,DDO064,train,1.68,0.563758389262,44.2,43.6620181786,1.79451423357e-06,0.537981832998,-1.32883025595,-3.80476879698,-4.69739013359,0.47923175204,-4.7011704331,1.21508727211,-0.180134563731,-4.39752205112
mond_fixed,DDO064,train,1.88,0.630872483221,46.3,46.7111422536,-1.37142297132e-06,-0.411142263531,-1.4332539294,-4.27441534036,-4.96517361695,0.708417786884,-4.92127255975,0.910422792996,-0.391938577437,-4.77612435405
mond_fixed,DDO064,train,2.08,0.697986577181,46.4,48.9396503265,-8.47136184691e-06,-2.53965039069,-1.6809423678,-4.79432335874,-5.2963205542,0.7154008083,-5.20215722748,0.507796135991,-0.710657438368,-5.21019823683
mond_fixed,DDO064,train,2.27,0.761744966443,46.3,50.2419483169,-1.31489245777e-05,-3.9419484192,-1.88803023106,-5.33615134262,-5.62561843197,0.855121080602,-5.47923349158,0.0319504683267,-1.12084727539,-5.67773777287
