baseline_id,galaxy,split,r_kpc,x_r_over_rmax,v_observed_kms,v_baseline_kms,q_required,u_required_kms,u_predicted_combined_kms,u_predicted_distance_context_kms,u_predicted_morphology_plus_distance_kms,u_predicted_morphology_plus_orientation_kms,u_predicted_morphology_proxy_kms,u_predicted_observer_geometry_kms,u_predicted_orientation_quality_kms,u_predicted_radial_only_kms
mond_fixed,UGC06787,train,8.98,0.241462758806,252,213.87817153,0.000127160809151,38.1218515366,-7.73227056918,-2.90929602247,-3.55792507672,-12.370181311,-3.68332716413,-9.06466665304,-8.21918159773,-3.22080621647
mond_fixed,UGC06787,train,9.09,0.244420543157,253,213.532684712,0.000131648873035,39.4673392401,-7.73558658388,-2.92183561472,-3.56479575296,-12.3740153161,-3.68886952784,-9.07063720074,-8.2150277485,-3.22761519195
mond_fixed,UGC06787,train,9.3,0.250067222372,254,212.874826944,0.000137178894792,41.1251980553,-7.74341636775,-2.94602703297,-3.5781595058,-12.3866725373,-3.69967623653,-9.08255300265,-8.20735920442,-3.24078443757
mond_fixed,UGC06787,train,10.32,0.277493949987,253,209.638511758,0.000144638442282,43.3615141331,-7.84853922912,-3.06826354851,-3.66037792657,-12.6097809254,-3.76886085395,-9.15014268137,-8.17516042405,-3.30800360049
mond_fixed,UGC06787,train,11.38,0.305996235547,247,207.527470793,0.000131666260756,39.4725519478,-7.97229968768,-3.20369625917,-3.75559235489,-12.7714936766,-3.84957526875,-9.23760741646,-8.1510686587,-3.38380286542
mond_fixed,UGC06787,train,12.4,0.333422963162,238,205.740316193,0.000107606781445,32.2597015069,-8.09723960509,-3.34220914075,-3.84918480261,-12.9421726937,-3.92853409054,-9.33854832511,-8.13755051437,-3.46275477536
mond_fixed,UGC06787,train,13.41,0.360580801291,229,204.566157936,8.15025668646e-05,24.4338548537,-8.22202346912,-3.48738106991,-3.94553898356,-13.0576353618,-4.00963314203,-9.45490733853,-8.13412915583,-3.54702603779
mond_fixed,UGC06787,train,14.43,0.388007528906,223,203.41344266,6.53337558399e-05,19.5865672536,-8.32437330961,-3.64218786147,-4.0339063278,-13.1547616023,-4.08207281518,-9.58918278025,-8.14135940137,-3.63856696772
mond_fixed,UGC06787,train,15.44,0.415165367034,220,202.332748308,5.89316375098e-05,17.667260463,-8.44475760415,-3.80369389157,-4.12719038343,-13.2861480281,-4.15895498354,-9.73893344893,-8.15971392463,-3.73586054735
mond_fixed,UGC06787,train,16.57,0.445549879,220,201.3522934,6.22020845343e-05,18.6477158153,-8.59063084776,-3.99420249404,-4.23584431388,-13.4331955679,-4.24854775304,-9.92651593785,-8.1942064775,-3.85289785345
