git_status,layer,path,size_bytes
??,derived_data,data/derived/s4g75_ngc4088_multiplicative_coupling_theorem.csv,564
??,derived_data,data/derived/s4g75_ngc4088_physical_normalization_formula.csv,412
??,derived_data,data/derived/s4g75_ngc4088_physical_normalization_law_gate.csv,2106
??,derived_data,data/derived/s4g75_ngc4088_physical_normalization_law_summary.csv,275
??,derived_data,data/derived/s4g75_ngc4088_qwarp_first_pass_response.csv,537
??,derived_data,data/derived/s4g75_ngc4088_qwarp_measurement_fields.csv,906
??,derived_data,data/derived/s4g75_ngc4088_qwarp_measurement_gate.csv,1245
??,derived_data,data/derived/s4g75_ngc4088_qwarp_measurement_protocol.csv,603
??,derived_data,data/derived/s4g75_ngc4088_qwarp_measurement_response_template.csv,390
??,derived_data,data/derived/s4g75_ngc4088_qwarp_measurement_summary.csv,410
??,derived_data,data/derived/s4g75_ngc4088_readout_preflight_profile.csv,3108
??,derived_data,data/derived/s4g75_ngc4088_readout_preflight_summary.csv,352
??,derived_data,data/derived/s4g75_ngc4088_readout_promotion_gate.csv,1869
??,derived_data,data/derived/s4g75_ngc4088_readout_promotion_summary.csv,318
??,derived_data,data/derived/s4g75_ngc4088_scale_uniqueness_audit.csv,1632
??,derived_data,data/derived/s4g75_ngc4088_scale_uniqueness_summary.csv,317
??,derived_data,data/derived/s4g75_ngc4088_source_response_independent_review.csv,1079
??,derived_data,data/derived/s4g75_ngc4088_source_response_independent_review_gate.csv,1205
??,derived_data,data/derived/s4g75_ngc4088_source_response_independent_review_summary.csv,562
??,derived_data,data/derived/s4g75_ngc4088_target_functional_origin_factors.csv,1833
??,derived_data,data/derived/s4g75_ngc4088_target_functional_origin_gate.csv,1722
??,derived_data,data/derived/s4g75_ngc4088_target_functional_origin_summary.csv,362
??,derived_data,data/derived/s4g75_ngc4088_tau_side_scale_derivation_gate.csv,1976
??,derived_data,data/derived/s4g75_ngc4088_tau_side_scale_derivation_skeleton.csv,569
??,derived_data,data/derived/s4g75_ngc4088_tau_side_scale_derivation_summary.csv,355
??,derived_data,data/derived/s4g75_ngc4088_tau_side_scale_selection_criteria.csv,949
??,derived_data,data/derived/s4g75_ngc4088_tau_side_scale_selection_gate.csv,1694
??,derived_data,data/derived/s4g75_ngc4088_tau_side_scale_selection_summary.csv,387
??,derived_data,data/derived/s4g75_ngc4088_warp_asymmetry_extraction_gate.csv,1220
??,derived_data,data/derived/s4g75_ngc4088_warp_asymmetry_extraction_summary.csv,269
??,derived_data,data/derived/s4g75_ngc4088_warp_closure_basis_grid.csv,4134
??,derived_data,data/derived/s4g75_ngc4088_warp_closure_mapping_rule.csv,977
??,derived_data,data/derived/s4g75_ngc4088_warp_closure_mapping_summary.csv,410
??,derived_data,data/derived/s4g75_ngc4088_warp_onset_extraction_protocol.csv,1526
??,derived_data,data/derived/s4g75_ngc4088_warp_onset_status.csv,637
??,derived_data,data/derived/s4g75_ngc4088_warp_onset_summary.csv,291
??,derived_data,data/derived/s4g75_ngc4088_warp_prekernel_observable_summary.csv,328
??,derived_data,data/derived/s4g75_ngc4088_warp_prekernel_observables.csv,1226
??,derived_data,data/derived/s4g75_ngc4088_xw_conversion_audit.csv,608
??,derived_data,data/derived/s4g75_ngc4088_xw_conversion_summary.csv,215
??,derived_data,data/derived/s4g75_promoted_kernel_endpoint_by_family.csv,1623
??,derived_data,data/derived/s4g75_promoted_kernel_endpoint_scores.csv,25517
??,derived_data,data/derived/s4g75_promoted_kernel_endpoint_summary.csv,838
??,derived_data,data/derived/s4g75_promoted_kernel_observable_fill.csv,8122
??,derived_data,data/derived/s4g75_promoted_kernel_observable_fill_summary.csv,931
??,derived_data,data/derived/s4g75_promoted_vs_filled_delta_summary.csv,761
??,derived_data,data/derived/s4g75_promoted_vs_proxy_delta.csv,37653
??,derived_data,data/derived/s4g75_promotion_theorem_assumptions.csv,1750
??,derived_data,data/derived/s4g75_promotion_theorem_skeletons.csv,4806
??,derived_data,data/derived/s4g75_promotion_theorem_waiting_rows.csv,539
??,derived_data,data/derived/s4g75_remaining_kernel_acquisition_ledger.csv,15391
??,derived_data,data/derived/s4g75_remaining_kernel_acquisition_summary.csv,1033
??,derived_data,data/derived/s4g75_repair_priority_queue.csv,24941
??,derived_data,data/derived/s4g75_repair_priority_summary.csv,1058
??,derived_data,data/derived/s4g75_scale_source_subset_endpoint_by_family.csv,1300
??,derived_data,data/derived/s4g75_scale_source_subset_endpoint_scores.csv,28153
??,derived_data,data/derived/s4g75_scale_source_subset_endpoint_summary.csv,851
??,derived_data,data/derived/s4g75_scale_source_subset_lane_summary.csv,463
??,derived_data,data/derived/s4g75_scale_source_subset_repair_summary.csv,428
??,derived_data,data/derived/s4g75_source_native_availability_audit.csv,21006
??,derived_data,data/derived/s4g75_source_native_availability_source_coverage.csv,475
??,derived_data,data/derived/s4g75_source_native_availability_summary.csv,1318
??,derived_data,data/derived/s4g75_source_rich_lane_action_plan.csv,26072
??,derived_data,data/derived/s4g75_source_rich_lane_context_summary.csv,793
??,derived_data,data/derived/s4g75_source_rich_lane_source_action_summary.csv,1227
??,derived_data,data/derived/s4g75_tail_rhi_promotion_attempt.csv,4582
??,derived_data,data/derived/s4g75_tail_rhi_promotion_attempt_summary.csv,410
??,derived_data,data/derived/s4g75_vertical_source_search_audit.csv,4870
??,derived_data,data/derived/s4g75_vertical_source_search_summary.csv,1105
??,derived_data,data/derived/source_native_orientation_component_gate.csv,93215
??,derived_data,data/derived/source_native_orientation_family_gate.csv,1978
??,derived_data,data/derived/source_native_orientation_galaxy_gate.csv,25425
??,derived_data,data/derived/source_native_orientation_promotion_summary.csv,526
??,derived_data,data/derived/source_normalization_failure_modes_by_lane.csv,77056
??,derived_data,data/derived/source_normalization_failure_modes_by_lane_summary.csv,5943
??,derived_data,data/derived/tau_side_evidence_measure_gate_components.csv,183836
??,derived_data,data/derived/tau_side_evidence_measure_gate_summary.csv,561
??,derived_data,data/derived/tau_side_evidence_measure_l2_component_rule.csv,197595
??,derived_data,data/derived/tau_side_evidence_measure_l2_endpoint_scores.csv,40215
??,derived_data,data/derived/tau_side_evidence_measure_l2_endpoint_summary.csv,664
??,derived_data,data/derived/tau_side_evidence_measure_l2_galaxy_rule.csv,40195
??,derived_data,data/derived/tau_side_source_normalization_component_rule.csv,194822
??,derived_data,data/derived/tau_side_source_normalization_derivation_constants.csv,3045
??,derived_data,data/derived/tau_side_source_normalization_derivation_rule.csv,905
??,derived_data,data/derived/tau_side_source_normalization_derivation_summary.csv,438
??,derived_data,data/derived/tau_side_source_normalization_galaxy_rule.csv,42827
??,derived_data,data/derived/tau_side_source_normalization_sensitivity_components.csv,1367470
??,derived_data,data/derived/tau_side_source_normalization_sensitivity_manifest.csv,1523
??,derived_data,data/derived/tau_side_source_normalization_sensitivity_scores.csv,305960
??,derived_data,data/derived/tau_side_source_normalization_sensitivity_summary.csv,3475
??,derived_data,data/derived/tau_side_source_normalized_l2_endpoint_scores.csv,40561
??,derived_data,data/derived/tau_side_source_normalized_l2_endpoint_summary.csv,667
??,external_source_cache,data/external/literature/1512.07058_ngc2683_flaring_hi.pdf,9807071
??,external_source_cache,data/external/literature/1512.07058_ngc2683_flaring_hi.txt,79802
??,external_source_cache,data/external/literature/1909.04048_halogas_epg.pdf,12697831
??,external_source_cache,data/external/literature/1909.04048_halogas_epg.txt,129352
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/ngc4088_page_74-074.png,521930
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/ngc4088_page_76-076.png,678207
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/ngc4088_page_76_channel_maps_roi.png,249026
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/ngc4088_page_76_channel_maps_roi_worksheet_overlay.png,295724
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/ngc4088_page_76_frozen_image_repeat_overlay.png,262670
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/ngc4088_page_77-077.png,357873
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_84-084.png,608565
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_85-085.png,277788
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_86-086.png,577037
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_87-087.png,254434
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_88-088.png,354439
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_89-089.png,169940
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_90-090.png,479693
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_91-091.png,354344
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_92-092.png,327952
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_93-093.png,254911
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_94-094.png,261068
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_95-095.png,221544
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_96-096.png,231479
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_97-097.png,304056
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_pages/page_98-098.png,280999
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_ursa_major_hi.pdf,16236263
??,external_source_cache,data/external/literature/2001_verheijen_sancisi_ursa_major_hi.txt,211420
??,external_source_cache,data/external/literature/2009.11299_hi_scale_height.pdf,1080904
??,external_source_cache,data/external/literature/2009.11299_hi_scale_height.txt,72818
??,external_source_cache,data/external/literature/ic2574_deblok_2020_m81_hi_survey.pdf,6082257
??,external_source_cache,data/external/literature/ic2574_deblok_2020_m81_hi_survey.txt,63348
??,external_source_cache,data/external/literature/ic2574_sanchez_salcedo_hidalgo_gamez_2002_holes.html,66631
??,external_source_cache,data/external/literature/ic2574_walter_brinks_1999_hi_holes_shells.pdf,329148
??,external_source_cache,data/external/literature/ic2574_walter_brinks_1999_hi_holes_shells.txt,104139
??,external_source_cache,data/external/literature/ngc4013_comeron_2011_unusual_vertical_mass_distribution.pdf,390636
??,external_source_cache,data/external/literature/ngc4013_comeron_2011_unusual_vertical_mass_distribution.txt,29838
??,external_source_cache,data/external/literature/ngc4013_zschaechner_rand_2015_hi_kinematics.pdf,2817295
??,external_source_cache,data/external/literature/ngc4013_zschaechner_rand_2015_hi_kinematics.txt,43130
??,external_source_cache,data/external/literature/ngc4088_source_native_hi_route/whisp_frameset_by_name.html,1100
??,external_source_cache,data/external/literature/ngc4088_source_native_hi_route/whisp_listing_by_name.html,43632
??,external_source_cache,data/external/literature/ngc4088_source_native_hi_route/whisp_ugc7081_direct_page.html,1145
??,external_source_cache,data/external/literature/ngc4088_source_native_hi_route/whisp_ugc7081_obs_reduction_notes.html,2545
??,external_source_cache,data/external/literature/ngc4088_source_native_hi_route/whisp_ugc7081_overview.gif,73149
??,external_source_cache,data/external/literature/ngc4088_source_native_hi_route/whisp_ugc7081_overview_extraction_overlay.png,170539
??,external_source_cache,data/external/literature/ngc4088_source_native_hi_route/whisp_ugc7081_posvel_crop.png,44925
??,external_source_cache,data/external/literature/ngc4088_source_native_hi_route/whisp_ugc7081_posvel_frozen_extraction_overlay.png,47064
??,external_source_cache,data/external/literature/ngc4183_whisp_lopsidedness_context_2011.pdf,647327
??,external_source_cache,data/external/literature/ngc4183_whisp_lopsidedness_context_2011.txt,47641
??,external_source_cache,data/external/literature/ngc5907_sasaki_1987_surface_photometry_warp.pdf,3311911
??,external_source_cache,data/external/literature/ngc5907_sasaki_1987_surface_photometry_warp.txt,78683
??,external_source_cache,data/external/literature/ngc5907_shang_1998_ring_warp_interaction.pdf,618749
??,external_source_cache,data/external/literature/ngc5907_shang_1998_ring_warp_interaction.txt,21994
??,external_source_cache,data/external/literature/ngc5907_wiegert_2015_edge_on_ism.pdf,1386440
??,external_source_cache,data/external/literature/ngc5907_wiegert_2015_edge_on_ism.txt,86723
??,external_source_cache,data/external/literature/ngc7331_patra_2018_molecular_scale_height.pdf,1090275
??,external_source_cache,data/external/literature/ngc7331_patra_2018_molecular_scale_height.txt,43110
??,external_source_cache,data/external/literature/ugc05716_swaters_2009_late_type_dwarf_rotation_shapes.pdf,1394149
??,external_source_cache,data/external/literature/ugc05716_swaters_2009_late_type_dwarf_rotation_shapes.txt,67947
??,paper_source_pdf_figures,paper8_submission_source/figures/fig04_ngc4088_endpoint_fit_diagnostic.png,131758
??,paper_source_pdf_figures,paper8_submission_source/figures/fig05_ngc5907_projection_endpoint_diagnostic.png,101665
??,paper_source_pdf_figures,paper8_submission_source/figures/fig06_ngc5907_projection_accepted_endpoint.png,99292
??,paper_source_pdf_figures,paper8_submission_source/figures/fig07_ngc4013_warp_vertical_overlay_endpoint.png,111334
??,paper_source_pdf_figures,paper8_submission_source/figures/fig08_ngc4013_expdisk_wvo_diagnostic.png,125483
??,paper_source_pdf_figures,paper8_submission_source/figures/fig09_ngc4013_expdisk_wvo_frozen_protocol.png,107519
??,paper_source_pdf_figures,paper8_submission_source/figures/fig10_ngc4088_warp_history_accepted_endpoint.png,123412
??,paper_source_pdf_figures,paper8_submission_source/figures/fig11_ngc5907_expdisk_projection_mixed_accepted_endpoint.png,95865
??,paper_source_pdf_figures,paper8_submission_source/figures/fig12_ngc7331_vertical_outer_warp_mixed_accepted_endpoint.png,106009
??,reports,reports/four_case_endpoint_status_summary.md,3412
??,reports,reports/inclusion_lane_endpoint_analysis.md,24737
??,reports,reports/inclusion_lane_expansion_audit.md,2608
??,reports,reports/memory_projection_acceptance_gate.md,2544
??,reports,reports/mixed_readout_candidate_acquisition_queue.md,12310
??,reports,reports/mixed_readout_population_control_audit.md,4820
??,reports,reports/mixed_readout_population_endpoint.md,2848
??,reports,reports/mixed_readout_population_expansion_gate.md,8056
??,reports,reports/mixed_readout_population_validation_gate.md,6689
??,reports,reports/mixed_readout_source_selection_rule.md,3943
??,reports,reports/morphology_information_gain_l2_weight_freeze_readiness.md,3690
??,reports,reports/morphology_information_gain_l2_weight_intake.md,2664
??,reports,reports/morphology_information_gain_l2_weight_intake_endpoint_preflight.md,2729
??,reports,reports/morphology_information_gain_source_expansion.md,3437
??,reports,reports/morphology_information_gain_test.md,6754
??,reports,reports/multigalaxy_fit_inspection_atlas.md,3764
??,reports,reports/multigalaxy_fit_inspection_atlas.png,556214
??,reports,reports/ngc4013_compact_overlay_source_acquisition.md,3713
??,reports,reports/ngc4013_expdisk_wvo_diagnostic.md,1268
??,reports,reports/ngc4013_expdisk_wvo_formula_freeze_gate.md,4976
??,reports,reports/ngc4013_expdisk_wvo_frozen_protocol_audit.md,1432
??,reports,reports/ngc4013_expdisk_wvo_hypothesis_gate.md,3906
??,reports,reports/ngc4013_expdisk_wvo_mixed_accepted_endpoint_blocker_gate.md,3400
??,reports,reports/ngc4013_mixed_source_rule_audit.md,5466
??,reports,reports/ngc4013_warp_overlay_preflight_gate.md,5028
??,reports,reports/ngc4013_warp_vertical_overlay_control_audit.md,2606
??,reports,reports/ngc4013_warp_vertical_overlay_endpoint.md,1292
??,reports,reports/ngc4013_warp_vertical_overlay_endpoint_freeze_gate.md,5612
??,reports,reports/ngc4013_warp_vertical_overlay_formula_derivation.md,5258
??,reports,reports/ngc4013_warp_vertical_overlay_radial_zone_audit.md,2206
??,reports,reports/ngc4013_warp_vertical_overlay_replacement_label_gate.md,4705
??,reports,reports/ngc4088_b1_frozen_image_repeat_attempt.md,4739
??,reports,reports/ngc4088_b1_original_hi_data_acquisition_audit.md,4092
??,reports,reports/ngc4088_b1_source_native_radial_calibration_packet.md,4252
??,reports,reports/ngc4088_b1_whisp_overview_extraction_review_packet.md,6229
??,reports,reports/ngc4088_b1_whisp_overview_frozen_extraction_attempt.md,4801
??,reports,reports/ngc4088_b1_whisp_promotion_review.md,2817
??,reports,reports/ngc4088_b2_physical_normalization_derivation_synthesis.md,5823
??,reports,reports/ngc4088_b3_scale_uniqueness_resolution_synthesis.md,5653
??,reports,reports/ngc4088_breakthrough_promotion_gate.md,3070
??,reports,reports/ngc4088_formula_freeze_readiness_dashboard.md,4462
??,reports,reports/ngc4088_independent_xw_digitization_review_packet.md,4810
??,reports,reports/ngc4088_mixed_formula_freeze_blocker_resolution_plan.md,5238
??,reports,reports/ngc4088_source_review_packet.md,4179
??,reports,reports/ngc4088_warp_history_accepted_endpoint.md,3232
??,reports,reports/ngc4088_warp_history_accepted_endpoint_gate.md,3662
??,reports,reports/ngc4088_warp_history_formula_freeze_gate.md,9134
??,reports,reports/ngc5907_accepted_endpoint_control_audit.md,2647
??,reports,reports/ngc5907_expdisk_projection_mixed_accepted_endpoint.md,3030
??,reports,reports/ngc5907_expdisk_projection_mixed_accepted_endpoint_gate.md,7464
??,reports,reports/ngc5907_expdisk_projection_mixed_formula_freeze_gate.md,5403
??,reports,reports/ngc5907_projection_accepted_endpoint.md,1229
??,reports,reports/ngc5907_projection_accepted_endpoint_gate.md,3331
??,reports,reports/ngc5907_projection_endpoint_diagnostic.md,1415
??,reports,reports/ngc5907_projection_freeze_gate.md,4870
??,reports,reports/ngc5907_projection_radial_zone_audit.md,2253
??,reports,reports/ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint.md,3233
??,reports,reports/ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_gate.md,7491
??,reports,reports/ngc7331_expdisk_vertical_outer_warp_mixed_formula_freeze_gate.md,5209
??,reports,reports/ngc7331_fractional_onset_v2_replay_freeze_gate.md,6196
??,reports,reports/ngc7331_fractional_warp_onset_source_gate.md,3719
??,reports,reports/ngc7331_outer_warp_vertical_caveat_gate.md,5689
??,reports,reports/projection_scale_repair_audit.md,3244
??,reports,reports/readout_subfamily_accepted_manifest_audit.md,3509
??,reports,reports/readout_subfamily_external_source_acquisition.md,10723
??,reports,reports/readout_subfamily_external_source_cache.md,5379
??,reports,reports/readout_subfamily_missing_source_worklist.md,5907
??,reports,reports/readout_subfamily_observable_extraction.md,11367
??,reports,reports/readout_subfamily_observable_intake.md,6594
??,reports,reports/readout_subfamily_selection_gate.md,6156
??,reports,reports/readout_subfamily_source_citation_ledger.md,3107
??,reports,reports/readout_subfamily_source_evidence_matrix.md,17133
??,reports,reports/s4g75_closure_source_generalization_gate.md,4093
??,reports,reports/s4g75_conditional_promotion_requirements.md,4866
??,reports,reports/s4g75_direct_kernel_measurement_extraction.md,5306
??,reports,reports/s4g75_direct_source_native_acquisition_manifest.md,19131
??,reports,reports/s4g75_failure_mode_breakdown.md,11823
??,reports,reports/s4g75_filled_kernel_delta_driver_audit.md,8048
??,reports,reports/s4g75_filled_kernel_endpoint_stress_test.md,3895
??,reports,reports/s4g75_holdout_repair_review_packet.md,7323
??,reports,reports/s4g75_kernel_observable_fill.md,5661
??,reports,reports/s4g75_kernel_ready_promotion_gate.md,9054
??,reports,reports/s4g75_literature_kernel_source_hits.md,6920
??,reports,reports/s4g75_ngc2683_closure_source_sensitivity.md,3804
??,reports,reports/s4g75_ngc2683_flare_closure_source_prototype.md,8248
??,reports,reports/s4g75_ngc2683_flare_profile_mapping_gate.md,3080
??,reports,reports/s4g75_ngc2683_hr_profile_kernel_prototype.md,4547
??,reports,reports/s4g75_ngc2683_profile_aware_kernel_preflight.md,3909
??,reports,reports/s4g75_ngc4088_asymptotic_carrier_dominance_gate.md,4105
??,reports,reports/s4g75_ngc4088_bi_coefficient_freeze_rule.md,4577
??,reports,reports/s4g75_ngc4088_bi_coefficient_rule_gate.md,5898
??,reports,reports/s4g75_ngc4088_bi_sharp_coefficient_bound_rule.md,4724
??,reports,reports/s4g75_ngc4088_channel_map_digitization_protocol.md,3667
??,reports,reports/s4g75_ngc4088_channel_map_digitization_worksheet.md,2955
??,reports,reports/s4g75_ngc4088_closure_functional_requirement_gate.md,4149
??,reports,reports/s4g75_ngc4088_cross_term_suppression_gate.md,4304
??,reports,reports/s4g75_ngc4088_digitization_target_manifest.md,2556
??,reports,reports/s4g75_ngc4088_endpoint_fit_diagnostic.md,4737
??,reports,reports/s4g75_ngc4088_endpoint_fit_diagnostic.png,131758
??,reports,reports/s4g75_ngc4088_epsilon_cross_bound_expression_shell.md,3177
??,reports,reports/s4g75_ngc4088_epsilon_cross_input_review_packet.md,4425
??,reports,reports/s4g75_ngc4088_epsilon_cross_locality_bound_rule.md,3790
??,reports,reports/s4g75_ngc4088_epsilon_cross_readout_sensitivity_audit.md,4465
??,reports,reports/s4g75_ngc4088_epsilon_cross_source_bound_protocol.md,5144
??,reports,reports/s4g75_ngc4088_filled_warp_closure_mapping.md,4920
??,reports,reports/s4g75_ngc4088_first_pass_source_response_fill.md,4722
??,reports,reports/s4g75_ngc4088_h4_interaction_context_review.md,3852
??,reports,reports/s4g75_ngc4088_kernel_to_velocity_normalization_candidate.md,6515
??,reports,reports/s4g75_ngc4088_memory_history_proxy_protocol.md,4773
??,reports,reports/s4g75_ngc4088_minimal_euler_ansatz_gate.md,3565
??,reports,reports/s4g75_ngc4088_multiplicative_coupling_separability_gate.md,4931
??,reports,reports/s4g75_ngc4088_physical_normalization_law_gate.md,3846
??,reports,reports/s4g75_ngc4088_qwarp_measurement_protocol.md,4582
??,reports,reports/s4g75_ngc4088_readout_preflight_profile.md,3737
??,reports,reports/s4g75_ngc4088_readout_promotion_gate.md,3131
??,reports,reports/s4g75_ngc4088_scale_uniqueness_audit.md,2810
??,reports,reports/s4g75_ngc4088_source_response_independent_review.md,5091
??,reports,reports/s4g75_ngc4088_target_functional_origin_gate.md,4971
??,reports,reports/s4g75_ngc4088_tau_side_scale_derivation_gate.md,4042
??,reports,reports/s4g75_ngc4088_tau_side_scale_selection_gate.md,4166
??,reports,reports/s4g75_ngc4088_warp_asymmetry_extraction_gate.md,1615
??,reports,reports/s4g75_ngc4088_warp_closure_mapping_rule.md,4640
??,reports,reports/s4g75_ngc4088_warp_onset_extraction_protocol.md,3512
??,reports,reports/s4g75_ngc4088_warp_prekernel_observables.md,2000
??,reports,reports/s4g75_ngc4088_xw_conversion_audit.md,1607
??,reports,reports/s4g75_promoted_kernel_endpoint_stress_test.md,2847
??,reports,reports/s4g75_promoted_kernel_observable_fill.md,1979
??,reports,reports/s4g75_promotion_theorem_skeletons.md,8652
??,reports,reports/s4g75_remaining_kernel_acquisition_ledger.md,8665
??,reports,reports/s4g75_scale_source_subset_endpoint_stress_test.md,3564
??,reports,reports/s4g75_source_native_availability_audit.md,9024
??,reports,reports/s4g75_source_rich_lane_action_plan.md,7593
??,reports,reports/s4g75_tail_rhi_promotion_attempt.md,3174
??,reports,reports/s4g75_vertical_source_search_audit.md,4467
??,reports,reports/source_native_orientation_promotion_gate.md,4779
??,reports,reports/source_normalization_failure_modes_by_lane.md,7421
??,reports,reports/tau_side_evidence_measure_gate.md,2358
??,reports,reports/tau_side_evidence_measure_l2_endpoint.md,1426
??,reports,reports/tau_side_source_normalization_derivation_audit.md,5803
??,reports,reports/tau_side_source_normalization_sensitivity.md,3262
??,reports,reports/tau_side_source_normalized_l2_endpoint.md,2423
??,scripts,scripts/acquire_ngc4013_compact_overlay_sources.py,8245
??,scripts,scripts/acquire_readout_subfamily_external_sources.py,14363
??,scripts,scripts/acquire_s4g75_direct_kernel_measurements.py,10680
??,scripts,scripts/analyze_s4g75_failure_modes.py,10017
??,scripts,scripts/audit_l2_weight_freeze_readiness.py,19550
??,scripts,scripts/audit_readout_subfamily_accepted_manifest.py,10493
??,scripts,scripts/audit_s4g75_filled_kernel_delta_drivers.py,11539
??,scripts,scripts/audit_s4g75_ngc2683_closure_source_sensitivity.py,8572
??,scripts,scripts/audit_s4g75_source_native_availability.py,12023
??,scripts,scripts/audit_source_normalization_failure_modes_by_lane.py,10296
??,scripts,scripts/audit_tau_side_source_normalization_sensitivity.py,10511
??,scripts,scripts/build_four_case_endpoint_status_summary.py,10803
??,scripts,scripts/build_inclusion_lane_expansion_audit.py,10515
??,scripts,scripts/build_l2_weight_intake_candidates.py,10533
??,scripts,scripts/build_memory_projection_acceptance_gate.py,11866
??,scripts,scripts/build_mixed_readout_candidate_acquisition_queue.py,19353
??,scripts,scripts/build_mixed_readout_population_expansion_gate.py,12119
??,scripts,scripts/build_mixed_readout_population_validation_gate.py,14730
??,scripts,scripts/build_mixed_readout_source_selection_rule.py,9246
??,scripts,scripts/build_morphology_information_gain_source_expansion.py,10533
??,scripts,scripts/build_multigalaxy_fit_inspection_atlas.py,14557
??,scripts,scripts/build_ngc4013_expdisk_warp_vertical_overlay_hypothesis_gate.py,7886
??,scripts,scripts/build_ngc4013_expdisk_wvo_formula_freeze_gate.py,9554
??,scripts,scripts/build_ngc4013_expdisk_wvo_mixed_accepted_endpoint_blocker_gate.py,7708
??,scripts,scripts/build_ngc4013_mixed_source_rule_audit.py,14239
??,scripts,scripts/build_ngc4013_warp_overlay_preflight_gate.py,11199
??,scripts,scripts/build_ngc4013_warp_vertical_overlay_endpoint_freeze_gate.py,10062
??,scripts,scripts/build_ngc4013_warp_vertical_overlay_formula_derivation.py,10711
??,scripts,scripts/build_ngc4013_warp_vertical_overlay_replacement_label_gate.py,10571
??,scripts,scripts/build_ngc4088_b1_frozen_image_repeat_attempt.py,12983
??,scripts,scripts/build_ngc4088_b1_original_hi_data_acquisition_audit.py,18350
??,scripts,scripts/build_ngc4088_b1_source_native_radial_calibration_packet.py,8616
??,scripts,scripts/build_ngc4088_b1_whisp_overview_extraction_review_packet.py,12273
??,scripts,scripts/build_ngc4088_b1_whisp_overview_frozen_extraction_attempt.py,13288
??,scripts,scripts/build_ngc4088_b1_whisp_promotion_review.py,8247
??,scripts,scripts/build_ngc4088_b2_physical_normalization_derivation_synthesis.py,10923
??,scripts,scripts/build_ngc4088_b3_scale_uniqueness_resolution_synthesis.py,8034
??,scripts,scripts/build_ngc4088_breakthrough_promotion_gate.py,8167
??,scripts,scripts/build_ngc4088_formula_freeze_readiness_dashboard.py,13912
??,scripts,scripts/build_ngc4088_independent_xw_digitization_review_packet.py,9978
??,scripts,scripts/build_ngc4088_mixed_formula_freeze_blocker_resolution_plan.py,12678
??,scripts,scripts/build_ngc4088_source_review_packet.py,10259
??,scripts,scripts/build_ngc4088_warp_history_accepted_endpoint_gate.py,8457
??,scripts,scripts/build_ngc4088_warp_history_formula_freeze_gate.py,14247
??,scripts,scripts/build_ngc5907_expdisk_projection_mixed_accepted_endpoint_gate.py,8249
??,scripts,scripts/build_ngc5907_expdisk_projection_mixed_formula_freeze_gate.py,10153
??,scripts,scripts/build_ngc5907_projection_accepted_endpoint_gate.py,8024
??,scripts,scripts/build_ngc5907_projection_freeze_gate.py,11738
??,scripts,scripts/build_ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_gate.py,8272
??,scripts,scripts/build_ngc7331_expdisk_vertical_outer_warp_mixed_formula_freeze_gate.py,9952
??,scripts,scripts/build_ngc7331_fractional_onset_v2_replay_freeze_gate.py,9611
??,scripts,scripts/build_ngc7331_fractional_warp_onset_source_gate.py,8331
??,scripts,scripts/build_ngc7331_outer_warp_vertical_caveat_gate.py,12141
??,scripts,scripts/build_projection_scale_repair_audit.py,8493
??,scripts,scripts/build_readout_subfamily_missing_source_worklist.py,7806
??,scripts,scripts/build_readout_subfamily_observable_intake.py,14354
??,scripts,scripts/build_readout_subfamily_selection_gate.py,12193
??,scripts,scripts/build_readout_subfamily_source_citation_ledger.py,5514
??,scripts,scripts/build_readout_subfamily_source_evidence_matrix.py,13887
??,scripts,scripts/build_s4g75_closure_source_generalization_gate.py,8619
??,scripts,scripts/build_s4g75_conditional_promotion_requirements.py,9617
??,scripts,scripts/build_s4g75_direct_source_native_acquisition_manifest.py,8917
