ghasp_release,ghasp_name,ghasp_key,radius_kpc,radius_error_kpc,radius_arcsec,radius_error_arcsec,velocity_km_s,velocity_error_km_s,n_velocity_bins,side,aliases,sparc_match,source_url,endpoint_access,claim_boundary
VI,UGC 7901,UGC7901,2.21,0.05,22.0,0.5,189,2,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,2.24,0.04,22.3,0.4,216,2,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,2.37,0.05,23.6,0.5,203,2,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,2.38,0.03,23.7,0.3,195,2,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,2.52,0.05,25.1,0.5,200,2,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,2.53,0.05,25.2,0.5,211,3,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,2.66,0.04,26.5,0.4,200,2,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,2.71,0.05,27.0,0.5,207,3,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,2.8,0.03,27.9,0.3,206,3,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,2.88,0.05,28.7,0.5,214,4,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,2.93,0.03,29.2,0.3,201,2,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,3.05,0.04,30.4,0.4,210,4,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,3.12,0.09,31.1,0.9,209,3,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,3.18,0.04,31.7,0.4,209,2,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,3.29,0.03,32.8,0.3,207,3,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,3.41,0.03,34.0,0.3,220,2,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,3.42,0.11,34.1,1.1,209,4,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,3.55,0.04,35.4,0.4,216,3,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,3.69,0.05,36.8,0.5,223,2,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,3.86,0.05,38.5,0.5,221,4,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,3.91,0.13,39.0,1.3,215,4,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,4.03,0.07,40.2,0.7,219,3,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,4.34,0.11,43.2,1.1,210,2,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,4.41,0.13,43.9,1.3,218,4,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,4.75,0.12,47.3,1.2,219,3,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,4.94,0.16,49.2,1.6,211,4,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,5.28,0.16,52.6,1.6,203,4,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,5.56,0.18,55.4,1.8,217,4,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,5.76,0.1,57.4,1.0,211,3,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,6.07,0.07,60.5,0.7,214,3,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,6.11,0.15,60.9,1.5,220,2,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,6.32,0.07,63.0,0.7,215,4,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,6.59,0.14,65.7,1.4,222,2,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,6.62,0.08,66.0,0.8,212,3,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,7.02,0.1,70.0,1.0,215,4,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,7.1,0.17,70.7,1.7,215,3,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,7.39,0.11,73.6,1.1,209,3,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,7.79,0.11,77.6,1.1,204,3,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,7.92,0.31,78.9,3.1,194,4,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,8.27,0.2,82.4,2.0,205,4,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,8.78,0.24,87.5,2.4,207,4,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,9.24,0.44,92.1,4.4,205,4,25,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,9.31,0.1,92.8,1.0,205,3,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,9.62,0.07,95.9,0.7,208,2,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,9.93,0.12,98.9,1.2,211,3,25,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,10.49,0.29,104.5,2.9,208,4,14,r,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7901,UGC7901,13.31,1.83,132.6,18.2,210,4,14,a,NGC4651;UGC7901,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 7971,UGC7971,0.34,0.01,8.3,0.3,0,9,4,r,NGC4707;UGC7971,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 7971,UGC7971,0.42,0.0,10.2,0.0,42,13,1,r,NGC4707;UGC7971,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 7971,UGC7971,0.5,0.01,12.3,0.3,-5,13,2,r,NGC4707;UGC7971,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 7971,UGC7971,0.94,0.13,23.1,3.2,25,4,18,a,NGC4707;UGC7971,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 7971,UGC7971,1.18,0.26,29.0,6.4,18,5,18,r,NGC4707;UGC7971,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 7971,UGC7971,1.2,0.05,29.5,1.2,28,3,18,a,NGC4707;UGC7971,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 7971,UGC7971,1.58,0.04,38.9,1.1,36,3,18,r,NGC4707;UGC7971,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 7971,UGC7971,1.6,0.29,39.2,7.1,28,4,17,a,NGC4707;UGC7971,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 7971,UGC7971,1.7,0.02,41.7,0.6,34,2,18,r,NGC4707;UGC7971,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VII,UGC 7971,UGC7971,1.8,0.05,44.1,1.3,22,5,12,r,NGC4707;UGC7971,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/390/466/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.11,0.01,1.7,0.2,22,4,2,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.13,0.03,2.0,0.5,26,3,2,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.26,0.05,3.9,0.8,24,2,8,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.27,0.05,4.1,0.8,30,4,13,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.45,0.05,6.8,0.8,47,2,22,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.45,0.05,6.8,0.8,39,2,19,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.63,0.04,9.5,0.6,59,2,29,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.63,0.05,9.5,0.8,51,2,30,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.72,0.02,10.8,0.3,68,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.73,0.04,11.0,0.6,57,2,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.79,0.02,11.9,0.3,67,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.85,0.02,12.8,0.3,74,1,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.87,0.04,13.1,0.6,63,2,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.92,0.02,13.9,0.3,74,1,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.97,0.01,14.6,0.2,76,1,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,0.99,0.04,14.9,0.6,69,3,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.02,0.02,15.4,0.3,76,1,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.06,0.01,16.0,0.2,74,1,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.11,0.01,16.7,0.2,74,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.12,0.04,16.9,0.6,81,3,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.15,0.01,17.3,0.2,75,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.2,0.01,18.1,0.2,74,1,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.23,0.04,18.5,0.6,82,3,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.25,0.02,18.8,0.3,76,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.3,0.02,19.6,0.3,74,1,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.33,0.02,20.0,0.3,86,2,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.36,0.02,20.5,0.3,75,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.41,0.01,21.2,0.2,74,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.43,0.03,21.5,0.5,92,2,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.48,0.02,22.3,0.3,77,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.55,0.02,23.3,0.3,76,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.55,0.04,23.3,0.6,93,3,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.62,0.02,24.4,0.3,80,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.69,0.03,25.4,0.5,81,3,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.69,0.04,25.4,0.6,87,3,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.77,0.02,26.6,0.3,81,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.79,0.03,26.9,0.5,90,3,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.84,0.02,27.7,0.3,78,3,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.9,0.03,28.6,0.5,94,4,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,1.94,0.03,29.2,0.5,86,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.01,0.04,30.3,0.6,95,3,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.02,0.02,30.4,0.3,86,3,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.1,0.03,31.6,0.5,92,3,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.12,0.04,31.9,0.6,97,3,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.19,0.02,33.0,0.3,91,3,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.22,0.02,33.4,0.3,91,3,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.25,0.02,33.9,0.3,94,3,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.3,0.02,34.6,0.3,97,2,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.31,0.02,34.8,0.3,95,3,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.36,0.01,35.5,0.2,92,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.39,0.02,36.0,0.3,95,3,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.41,0.01,36.3,0.2,97,3,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.46,0.01,37.0,0.2,96,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.46,0.02,37.0,0.3,88,3,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.51,0.01,37.8,0.2,96,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.53,0.02,38.1,0.3,89,3,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.56,0.02,38.5,0.3,92,3,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.59,0.02,39.0,0.3,93,2,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.61,0.01,39.3,0.2,99,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.65,0.02,39.9,0.3,98,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.66,0.02,40.0,0.3,91,2,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.71,0.02,40.8,0.3,94,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.74,0.02,41.3,0.3,89,3,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.76,0.01,41.6,0.2,97,3,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.79,0.02,42.0,0.3,99,2,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.81,0.01,42.3,0.2,101,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.84,0.01,42.8,0.2,100,2,25,a,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
VI,UGC 7985,UGC7985,2.88,0.03,43.4,0.5,98,2,25,r,NGC4713;UGC7985,,https://cdsarc.cds.unistra.fr/ftp/J/MNRAS/388/500/tablef.dat,False,source acquisition only; not an endpoint score
