permutation,row_shuffle_mse_reduction,column_shuffle_mse_reduction
68,-0.05152520438898328,-0.3721327990590641
69,-0.13687816464970143,-0.16126595942300653
70,0.004182107838911708,-0.458086429176433
71,-0.2509358832496378,-0.19866965521357666
72,-0.054660132892597246,-0.2628062370921667
73,-0.08593670639166556,-0.19130395869960093
74,-0.10989718444400315,-0.055716832189795173
75,-0.0369761610198317,-0.03263831382422577
76,-0.05645847254647379,-0.08998929150958812
77,-0.06886637135346324,-0.08569594647543083
78,-0.0324354065544839,-0.2938944897099573
79,-0.0012778114517123518,-0.33872953379817355
80,-0.30332139861735513,-0.22447335454801498
81,-0.1441397760697815,-0.11264334111699753
82,-0.12279141291697154,-0.25441690545396456
83,-0.19308812328728908,-0.11849905289690116
84,-0.05030902111146934,-0.23156878584973856
85,0.0422018483374311,-0.3123909867022276
86,-0.05261048034292076,-0.14947243372384494
87,-0.10828058605629853,-0.4649256722553135
88,-0.07794196655435831,-0.25597276719554624
89,-0.05283223410667365,-0.18484819490969018
90,-0.16031027102470302,-0.36394187344034473
91,0.0068143351531642915,-0.11524629815012394
92,-0.02514676083682496,-0.1762191837486668
93,-0.04095252383061371,-0.16216295314381213
94,-0.21359279885752114,-0.1780819932432695
95,-0.09487484902330268,-0.019531112758387315
96,-0.19004187441475823,-0.06304725885668311
97,0.01479004233255965,-0.19169659521640642
98,-0.026097166757837575,-0.08134643969632582
99,-0.05336710553236862,-0.2876479590685039
100,-0.1002364793768073,-0.09913234155696032
101,-0.05260011914432139,-0.009857787227876114
102,-0.12304601599528175,-0.09899999940535026
103,0.0022484123026121627,-0.10458386430559441
104,0.04308018318965248,-0.13118832019344417
105,-0.10913896378760396,-0.06502250651948327
106,-0.2598816461068586,-0.2376959653087775
107,-0.03419130241847168,-0.12431317800931552
108,-0.07910483035636079,-0.28126041581573963
109,-0.16479509943598686,-0.06412264388433692
110,-0.1996365727057296,-0.4676783265374022
111,-0.018055265185952435,-0.06723944134797494
112,-0.11374289544912386,-0.4594376508208407
113,-0.10024787169358251,-0.15702709648938445
114,-0.03078404555430081,-0.3968104312539074
115,-0.2918410881381787,-0.1826112415743133
116,-0.12807588946421522,-0.12939753888065458
117,-0.07549839572831335,-0.44652983806304886
118,-0.14772221382764017,-0.24607912795603432
119,-0.2186358406487124,-0.07321515939923767
120,-0.1279188700002472,-0.024935824179159405
121,-0.029823497406698263,-0.1610621464565421
122,-0.11501661122676904,-0.17634033863612797
123,-0.03699028370882124,-0.2164525789741958
124,-0.056437763240102023,-0.209826090436241
125,-0.08722115422227933,-0.4959189342729921
126,-0.13137651013481277,-0.30962643351588576
127,-0.07034993906739867,-0.15231888345996575
128,-0.03485709112502072,-0.018556307432809893
129,-0.0069257555037307295,-0.034308120678636755
130,-0.10109889005071149,-0.14708707536470794
131,-0.095094281984408,-0.10050959204770099
132,-0.23328229220345137,-0.10318359011458261
133,-0.06774044619985409,-0.038927512303011
134,-0.047329132554961795,-0.1095245145249551
135,-0.14291558644652436,-0.08023681303546576
136,-0.15221775399707854,-0.2863082798791841
137,-0.03838062837685691,-0.20851660944956474
138,-0.5119524770720658,-0.26850446610086365
139,0.041279901062307944,-0.467455503124703
140,-0.19043569242659658,-0.1444949505721626
141,-0.02855779156291216,-0.1662940832319028
142,-0.11146764158378619,0.01583985039509206
143,-0.11766062510726044,0.008921757764813382
144,0.001247521865150869,-0.1703657792868884
145,-0.044737654922415826,0.03319547439613199
146,-0.09721710541829548,-0.1018623391427817
147,-0.09736601266751993,-0.2513287360573061
148,-0.059420671612002096,-0.1494853397114248
149,-0.05063914760352939,-0.0880092985506074
150,0.020435035106733973,-0.10193535158044509
151,-0.14677668757691265,-0.08590587528203164
152,-0.05502890608637401,-0.31388066182622415
153,-0.05576397606535122,-0.15208484555451163
154,-0.178357961650919,-0.24073691855415608
155,-0.05180671327966879,-0.05915641027067009
156,-0.08944510847110476,-0.08295787331819432
157,-0.21827058664878451,-0.410478931336922
158,-0.10469359013331853,-0.10135170240390934
159,-0.03429448464035745,-0.046525279943611386
160,-0.1382439841159972,-0.42002113664753643
161,0.009794182905035143,-0.1007193246295261
162,-0.07801096625545306,-0.23333507983860452
163,-0.21795486192602015,-0.2844659650252164
164,-0.1521742830191095,-0.308163517443997
165,0.06215024576371764,-0.050989868614550404
166,-0.04251491303450339,-0.16044180124333407
167,-0.13199275916562636,-0.3417354118951483
168,0.0006459140598693014,-0.28945196802055867
169,-0.022845796229577497,-0.1741760957995288
170,-0.2694489637761518,-0.4025235645235367
171,-0.05929918458977751,-0.417574159068783
172,-0.11133417998531087,-0.4688289228645562
173,-0.2081477762726387,-0.07023748638423027
174,-0.18328071938833118,-0.35288429903381974
175,-0.036621663993803455,-0.23777206874193663
176,-0.0798584265674519,-0.1927650854892718
177,-0.2866974746935849,-0.1446340582219509
178,-0.3336752466405792,-0.3495378588151364
179,0.01270874684570783,-0.13279933224498014
180,0.031067500877858506,-0.1019955318969874
181,0.06562999618403131,-0.0986280313046286
182,-0.17041056856806164,-0.007620354797578305
183,-0.0689292919055216,-0.3615393532822922
184,-0.043961006607320385,-0.09197608098507848
185,-0.031064139031002247,-0.08569064326325088
186,-0.12687852206869538,-0.1441096220455108
187,-0.16954248864958454,-0.659802622781954
188,0.04285040740954971,-0.1644896506498913
189,-0.18067907350096568,-0.07677729956803275
190,-0.06665815327398716,-0.12247591478593933
191,-0.04685467174820074,0.0025853162468585378
192,-0.032612657015965774,-0.08001020707931461
193,-0.3622268163600402,-0.22255357848465968
194,-0.011578435418310523,-0.3425147294930447
195,-0.18973697020503777,-0.14363922629576426
196,-0.029023442994014992,-0.15778412881706932
197,-0.12034418149899812,-0.09729348672983623
198,-0.17495454344023792,-0.08571266720057275
199,-0.16925859649233765,0.01700539956586042
200,-0.22038438715054665,-0.516838127155756
201,-0.284564883113196,-0.2038675136576767
202,0.09872085724448774,-0.3131229414897064
203,-0.10424198684112612,-0.23721561540397684
204,-0.15245105694045274,-0.2763553825539912
205,-0.03393812154137643,-0.053244340487679065
206,-0.10923806942132591,-0.13645990759024085
207,-0.18537358911708018,-0.14246022884942477
208,-0.11551304047133676,-0.06960139490510725
209,-0.09883720523601569,-0.3606431596026121
210,-0.06972858610667987,-0.1583234817723469
211,-0.20229217890851642,-0.5620359816300102
212,0.044998033677403515,-0.37695752315282
213,-0.15341418909922938,-0.581388752826244
214,-0.02751026576356727,0.0008894534372922425
215,-0.06518685291102938,-0.009279902341116752
216,-0.22184725277055012,-0.09728665187071822
217,-0.13320838011037578,0.0647205656339902
218,-0.0972915770438591,-0.09436864286134639
219,-0.3834993293853511,-0.20155294128291862
220,-0.1803893758750919,-0.08286611399533983
221,-0.07903635888865501,-0.3026601449809116
222,-0.06293902785500077,-0.12679430654224405
223,-0.14247526453173298,-0.13938381470894096
224,-0.01259125303487943,-0.4667357255388846
225,-0.07847442624585887,-0.14383677359097452
226,-0.2072885710040293,-0.435059963383911
227,-0.21894731549716018,-0.15986716295618897
228,-0.23359620983621976,-0.15863724378300953
229,-0.05414502610199262,-0.28902871587723405
230,-0.0770321389655581,-0.16077330377169757
231,-0.08449423737120226,-0.17249537770735296
232,-0.13253653789730363,-0.25302630690507816
233,-0.00821508596895093,-0.2593350014494424
234,-0.008273673390256309,-0.06472714918132705
235,-0.05528900477387316,-0.0641221392020736
236,-0.03465530127140354,-0.17629106796978905
237,-0.0768512621795509,-0.0966764270502734
238,-0.09985989136370188,-0.023359589274325437
239,-0.016360984496368774,-0.332627131656469
240,-0.12208893762586431,-0.08301794253298628
241,-0.20091997141938217,0.0019556135106808814
242,-0.04625697892335828,-0.27461459231922425
243,0.018761931892462114,-0.4111843397914277
244,-0.009477721476979423,-0.13266034085475414
245,-0.20360668258738934,-0.18706729427698626
246,-0.4286837224692271,-0.35581327855799066
247,-0.13917152225594737,-0.1945612610423758
248,-0.11716442320943249,-0.042885178306353244
249,-0.0443821654571927,-0.06695598722179857
250,-0.1594144286583849,0.010945748586506349
251,-0.13927772421286672,-0.13067722551119626
252,-0.08955364983084585,-0.44520104590089943
253,-0.0682020926087451,-0.2815214150180128
254,-0.07079602923232547,-0.16516963230729037
255,-0.04590079998187835,-0.08052592232239592
256,-0.06381134750058065,-0.288835453901303
257,-0.07963829148453339,-0.3405145906352239
258,-0.07982689894243267,-0.12985252427642635
259,-0.28138415193815597,-0.06939534873671493
260,-0.04815281421319534,-0.11999248317181949
261,-0.019619144376656433,-0.30407973962261786
262,-0.12943084393167598,-0.2447040104086135
263,-0.1006742058962602,-0.20307865410054643
264,-0.21978098591590095,-0.157181055086404
265,-0.24185446652240866,-0.5395995820271189
266,-0.09503325871238161,-0.1490503208659188
267,-0.07088948498701692,-0.03648984956624657
268,-0.18697165224831813,-0.09400097848112848
269,-0.004281614213340168,-0.16682072817745985
270,-0.12243228738584228,-0.07052735520983572
271,-0.049911392436682356,-0.07209949101850421
272,-0.08107699795872014,-0.0804832594961638
273,-0.04979457407027221,-0.21964172757330125
274,-0.1485360910166395,-0.08309024694751366
275,-0.2001991484987513,-0.07595688089720876
276,-0.02867665586180368,-0.14291446165604416
277,-0.07544319232559615,-0.5087167611873833
278,-0.05023136605097178,-0.20672311361595042
279,-0.048712748060567024,-0.42624255677232054
280,-0.22086393425074413,-0.12359694479580141
281,-0.208637566053812,-0.09674658097846683
282,-0.04050560193657543,-0.22262700685041342
283,-0.05294297247966717,-0.17717587932996498
284,-0.05510627208839958,-0.07602745252950621
285,-0.12807729028648324,-0.23204696185070722
286,-0.24125301351481876,-0.12198981207653903
287,-0.024391560380872174,-0.38960931709830365
288,-0.19073541341832995,-0.13739446372468267
289,-0.07466183761881212,-0.21354276227382613
290,-0.3517215200420419,-0.08549502347279431
291,-0.11447717092803289,-0.20829546251159908
292,0.06157846443289475,-0.37441321161490165
293,-0.17353359395003803,-0.2507648493145878
294,-0.14832244406634426,-0.14117936703970785
295,-0.1980295771405326,-0.09132351387464832
296,0.06961573413203581,-0.136345743996862
297,-0.0034846902791689782,-0.10954846658329592
298,-0.03821175229260099,-0.0800666590637355
299,-0.15282020658104295,-0.19050072650404126
300,-0.3031728337143305,0.0039387471841994814
301,-0.10914723884162858,-0.17696310461279147
302,-0.12994611299267061,0.0223883810539241
303,-0.07632387214530467,0.0604133446941425
304,-0.13978737225354193,-0.7269100075423804
305,-0.15643738061435153,-0.2520991110294836
306,-0.1521522607401306,-0.18838271233721116
307,-0.07795018828370881,-0.20358918333577763
308,-0.050074969544441406,-0.18163162730446014
309,-0.28141583933374364,-0.20589937488125254
310,-0.06228454327112526,-0.30867547643607113
311,-0.07006560524493427,-0.05534162767061551
312,-0.32446152679569124,0.016238528161026666
313,-0.2075682612313045,-0.19604371559656308
314,-0.11989409877332063,-0.08588702958822275
315,0.03626373781944525,-0.14470224842917118
316,0.011517619401026996,-0.3779090911703202
317,-0.07949383707483032,-0.5465143857967092
318,-0.16939939684128874,-0.17145037207428415
319,-0.08981992407509187,-0.01363659774675488
320,0.03221725342052367,-0.06921833300418484
321,-0.22521094573617428,-0.20933626194231586
322,-0.17938261790972632,-0.17706631425057257
323,-0.14627038374773604,-0.21531479670442644
324,-0.13325550264191938,-0.06155978087955122
325,-0.09093490192484421,-0.03729027975483484
326,-0.016489881372711818,-0.022602118447646147
327,-0.005448919553849518,-0.008247724064119888
328,0.0012830720265460949,-0.29026689761985053
329,-0.12990581137922735,-0.25225645700396027
330,-0.022301316956334916,-0.011169361036836412
331,-0.3199389540018191,0.034353485228856034
332,0.04821093736434412,-0.09368446127299868
333,0.002262437473263018,-0.21267677861977047
334,-0.06900696806709794,-0.2228223075018782
335,-0.14014688628949473,-0.3818419992986269
336,-0.0019914353727872314,-0.08241824640051804
337,-0.31073151157330164,-0.2275580760417094
338,-0.08167859960579377,-0.005935937557444343
339,-0.06458103982847307,-0.01604613196486554
340,-0.08711258753438467,-0.2453292906717
341,-0.055534692860150836,-0.16365169607284136
342,-0.024304584787037536,-0.007272424601306476
343,-0.45654710055467,-0.18696095311936473
344,-0.1583352040464358,-0.2573961893054402
345,-0.20023063614643005,-0.11407793048590431
346,-0.06999034685638889,-0.12871484067064687
347,-0.13947045693315197,-0.23625419176872425
348,-0.004519436122042614,-0.1313911841557362
349,-0.046899597252984926,-0.0314693701848095
350,-0.1391629557343496,0.023509117139750596
351,-0.056752742512502286,-0.5427043940622083
352,-0.03618114714694892,-0.47641798238232297
353,-0.05699547164328578,-0.04444991040665597
354,0.027180875173139607,-0.31752770310505823
355,-0.04122791696615452,-0.24681778391164583
356,-0.11769105403963714,-0.26960241100964016
357,-0.10820541106936382,-0.14994939787916062
358,-0.06963665746968534,-0.04656739703737228
359,-0.0361973653756385,-0.14179677534389828
360,-0.0007623403042814891,-0.5527174283838285
361,-0.3761329105232078,-0.1517420353844291
362,-0.016148383614119022,-0.08831131637876849
363,-0.1565664177067489,-0.2302029190881114
364,-0.18958197421789075,-0.11614697507804478
365,-0.02531490468803918,-0.0915681839112985
366,0.003483177044019875,-0.22560156811346527
367,-0.0731099805335777,-0.3830651441904676
368,-0.10236306052041627,-0.11716737480986156
369,-0.05612376645768563,-0.0016966645182667772
370,-0.28731069171665874,-0.07432864090878599
371,-0.025975476042381068,-0.15077133306697044
372,-0.34510774102036185,-0.26645361720872435
373,-0.03495411990435543,0.012953285611147475
374,-0.1937975469023837,-0.0324653456624982
375,-0.1700248847146315,-0.17490035804841236
376,-0.13631227416357944,-0.16075605040863622
377,-0.0884906351019315,-0.1331208564628999
378,-0.03728107405611458,-0.35489342710515254
379,-0.1597703008790442,-0.15720073322538342
380,0.06071248944329519,-0.1220572628768341
381,-0.23880305777771998,-0.15516943374345077
382,-0.02887016240882609,-0.005510566888762419
383,-0.07367492208949761,-0.08822553231395935
384,-0.27733328275863406,-0.05623588506646554
385,-0.1626776033832985,-0.1977005051820228
386,-0.07644797614855064,-0.11761848723029888
387,-0.24534514777440586,-0.28795723634048037
388,0.03848159912682986,-0.14296281615559603
389,-0.08664781782317516,-0.15852627516435075
390,-0.07080617830405717,-0.07189037008954158
391,-0.054580218575413786,-0.08813592158846745
392,-0.0219252076598922,-0.012790545643884266
393,-0.10816964066136525,-0.09916103058598713
394,-0.014757643505331791,-0.10447359047065685
395,0.003500754443386961,-0.07009737243438274
396,-0.22704625300847314,-0.6224635177403097
397,-0.08764717381823556,-0.351999742966482
398,-0.19657647997150168,-0.24495952858125974
399,-0.21482070212373033,-0.11326733371042902
400,-0.5041257175547975,-0.2313623198987283
401,-0.27243634195910543,-0.2385604145877649
402,-0.09325902316244594,-0.3974615788492359
403,-0.12693474304072255,-0.221878649662207
404,-0.06357463492844989,-0.1966474724311541
405,-0.12226612567271128,-0.07533513436838057
406,-0.13154093369009834,-0.23303150100270437
407,-0.05319959816036157,-0.21770267319178055
408,-0.08149379002317919,-0.2994330630745879
409,-0.12354442703363694,-0.11084393074491805
410,-0.14498543595709307,-0.51349869637536
411,-0.24847395189234073,-0.15896552537474923
412,-0.09805609435429413,-0.5302629395976586
413,-0.16973330401826486,-0.14682221796281986
414,-0.17035145931280005,-0.21380596805922863
415,-0.18420270561565055,-0.05888526515210407
416,-0.13231685965129508,-0.14672923237319047
417,-0.07512688153666464,-0.15063530227891414
418,-0.024854025748375586,-0.3561410940111281
419,-0.03336814818919204,-0.3008118938104765
420,-0.02819798523422859,-0.23068454248222942
421,-0.0019447499260881185,-0.06871698827245803
422,-0.03823779670574595,-0.11777765269405699
423,0.004877482045593767,-0.10028336839443575
424,-0.10997732318367476,-0.059658777920948036
425,-0.0516828414543844,-0.09191241709061149
426,-0.05355333333234297,-0.11531352393284505
427,-0.11753538632672678,-0.21436531803270914
428,-0.27326411175505433,-0.02578909706928642
429,-0.1649254858600654,-0.03277601268903674
430,-0.03456915668100374,-0.1678909320713215
431,-0.09390752680110742,-0.18183787221982617
432,-0.07692557869124544,-0.12606075930289923
433,0.011185893125557317,-0.3964147151856335
434,-0.1275364897419466,-0.05105600774588098
435,-0.008513249753389879,-0.03375085885020912
436,-0.11140056228156009,-0.16512274840431956
437,-0.03841124146447711,-0.4189622985443608
438,-0.0592467082703671,-0.42357355507573474
439,-0.21340061625203205,-0.1600801225850076
440,-0.06632791428074286,-0.11116751947036757
441,-0.04936056596996918,-0.056283417481900966
442,-0.06853204354635739,-0.45452970750928084
443,-0.029427564240440574,-0.163863924417038
444,0.05286981031603738,-0.2797334753921484
445,0.010318911536166042,-0.5321151596845326
446,-0.08377923561791528,-0.0005230700512503239
447,-0.11470673311113727,-0.11118453239789106
448,-0.1132265303028292,-0.13993384047160523
449,-0.03176456628201002,-0.13205841267069152
450,-0.23723903443697486,-0.20712879004670248
451,-0.18788278796784658,-0.16293371490879177
452,-0.5188529556520012,-0.09832424499261455
453,-0.098976469630767,-0.22339088604902257
454,-0.23323608606835922,-0.283338909615058
455,-0.02700573266848455,-0.09839130161539528
456,-0.02827140642976228,-0.17349103365860236
457,-0.013690861216247185,-0.23153998424416117
458,-0.0012280972360318165,-0.019039470345618092
459,-0.11457205158332678,-0.09892550661486915
460,-0.032588373508921964,-0.13486411532162396
461,-0.06804780371574998,-0.047462616852861905
462,-0.0054150653963096484,-0.1312591283084683
463,-0.15912819496912706,-0.18724745893699235
464,-0.07019395616468516,-0.03003660712091255
465,-0.05770597079286577,-0.09617255820888443
466,-0.2382596433224985,-0.0331437347809313
467,-0.22407933659930712,-0.14907775286712355
468,-0.10783161920142187,-0.05267826987401264
469,-0.013397212743734788,-0.04775141576049502
470,-0.06955392784324821,-0.07428548085887926
471,-0.04407466694271234,-0.13211498817953593
472,-0.03506259519738375,-0.1907677457513754
473,-0.09218066678689135,-0.2357513805701269
474,-0.00322405018983965,-0.11924190398395956
475,-0.011348894899817025,-0.0684642541817928
476,-0.029105270513801074,-0.12900660029100564
477,-0.1961235143853312,-0.02996634361157713
478,-0.0145127211224505,-0.09644577647185071
479,-0.0818968896615535,-0.17592022405941737
480,-0.023300949721481112,-0.08371965953367588
481,-0.11392026636045366,-0.18489439327251705
482,-0.18849573841154793,-0.19656519464104844
483,-0.11064779896585258,-0.3151879173902095
484,-0.034653672212981435,-0.061828345836216714
485,-0.2817591115062053,-0.08151572990141787
486,-0.2119140139076911,-0.05537571310553274
487,-0.07245782076753343,0.03194803418805889
488,-0.059280589723946675,-0.22278813752696647
489,0.05234381763124382,-0.11995582096550339
490,-0.11614372153327507,-0.13170563131208807
491,0.023220735953162625,-0.25183672209407787
492,-0.3137723865091671,-0.12776393954773924
493,-0.08922225772716463,-0.4756995382846984
494,-0.09421419881790583,-0.08393188611876212
495,-0.07943493804263951,-0.09468011458624698
496,-0.12386330354984998,-0.19244746553124953
497,-0.00018391880967238983,-0.11825838815273404
498,-0.12042694154184891,-0.11598025100501186
499,-0.05392653552610133,-0.008677622154129705
500,-0.08386012409591931,-0.19042371848190132
501,-0.08708569434543423,-0.0866750601546008
502,-0.06708096121406232,-0.3286860389623419
503,-0.07157535707155288,-0.3131338219923508
504,-0.04549530353953235,-0.0997540659475325
505,-0.26256878426681884,-0.025029419885967963
506,-0.09975376591825119,0.02098096627924767
507,-0.16055432044038737,-0.24060559622432443
508,-0.1347758210318592,-0.4172539768426112
509,-0.15880123767275917,-0.506848229218795
510,-0.017270480789759346,-0.1011550487078065
511,0.025199977884903885,-0.11685633985152782
512,-0.11867822210228879,-0.14696116202216097
513,-0.2063545242138931,-0.28708671660160096
514,0.01157025396529296,-0.24741434403815032
515,-0.16355592534393248,-0.4387238109372253
516,-0.044658182575799676,-0.22962015646001405
517,-0.09619598520764244,-0.43973897322090344
518,-0.11165966762231483,-0.10946585781432372
519,-0.13695449137606414,-0.347984335663637
520,-0.07079822512771256,-0.16605671663268556
521,-0.05082330366731458,-0.07971632393948519
522,-0.057986953280626585,-0.21930193561647998
523,-0.14417769460968732,-0.12774659252848164
524,-0.09817544578630594,-0.19563192678178826
525,-0.12689086555370283,-0.05844727653416121
526,-0.2707390467882801,-0.09073373998303202
527,-0.06642588104943331,-0.10570463832492966
528,-0.11600347976870345,-0.033607938417568206
529,0.008932826982113479,-0.34045562229976306
530,-0.08423546854226971,-0.22473675908628166
531,-0.17693202916202677,-0.0009205188224970517
532,-0.06509787416747781,-0.21903974718756447
533,-0.07250318362238267,0.015532686440056398
534,-0.12491118104571541,-0.34150718057846235
535,0.006722492347153497,-0.11333738091733908
536,-0.0194606281444199,-0.1415750222949393
537,-0.04774706012006619,-0.032648020412604006
538,-0.16170759103860327,-0.1512881157594898
539,-0.11084376583098843,-0.21149201057615757
540,-0.06204182327885904,-0.12539049196758006
541,-0.03950814693717403,-0.25941958973767637
542,-0.3640360137979534,-0.027429800286886435
543,-0.18019900710037068,-0.3133019551095198
544,-0.03425827659995895,-0.13521532478202808
545,-0.18460358151540013,-0.32096929356925513
546,-0.10781521602810179,-0.10738454123088892
547,-0.03497757541107854,-0.05529382951583295
548,-0.2168561527147641,-0.158329289416605
549,-0.07317391806901075,-0.22767863745307798
550,-0.1916523310117239,-0.08090782859466822
551,-0.288605602346697,-0.09977045351787178
552,-0.039676848148384625,-0.33145086515733174
553,-0.37509377416052286,-0.19074957419300248
554,0.029272797837556458,-0.09341110985431217
555,-0.09899979585894625,-0.1987981938966052
556,-0.0765150951218162,-0.17675774789723192
557,-0.09005843223576554,-0.015767364897921077
558,-0.03311369374913509,0.009167741499791354
559,-0.053660203213904134,-0.08547413492164674
560,-0.20620133954807673,-0.053771777828990064
561,-0.0810627673500613,-0.014262735940901605
562,-0.30046886080381646,-0.3047405145404863
563,0.010550465776723722,-0.15996317938517524
564,-0.10971468939610729,-0.21114145539655876
565,-0.027583185236913027,-0.09826027800141696
566,-0.038027140495815626,-0.27838124159256883
567,0.01616871125852376,-0.332464132546993
568,-0.185512140697555,-0.2739791354940969
569,-0.15391886301556873,-0.12654833414500638
570,-0.13970135681612222,-0.10599622484921822
571,-0.10434338039085223,-0.14428120101265723
572,-0.1422250786386839,0.0021848657897293733
573,-0.1272278404645188,-0.08066098698207114
574,-0.0089378887046212,-0.2460791571527674
575,-0.20477912703875883,-0.1405507875799305
576,-0.1350176563862529,-0.21437209225391357
577,-0.05777615226325339,-0.3630769608916476
578,0.05402904523625732,-0.20892155760010905
579,-0.11788277964950927,-0.09020055417975653
580,0.008195022942864255,-0.0634444236902616
581,-0.16336606421859617,-0.21437787987639306
582,-0.0016843071706631185,-0.30313274143021846
583,-0.11006570903657703,-0.13535260504137991
584,0.020509765142213504,-0.32144344943030273
585,-0.1936449918971841,-0.04778452766854624
586,-0.14049414224181273,-0.30943592631048517
587,-0.17307873230600024,-0.27951366604238786
588,-0.11142538429287652,-0.15099685658060474
589,-0.07050288621149386,-0.1397199668830305
590,-0.028043276402659745,-0.21449006989535968
591,-0.044097884512137975,-0.019844311946542098
592,-0.008854044366380015,-0.1313141939785108
593,-0.0540631801889947,-0.23073568768146452
594,-0.6545274799508691,-0.6217649673779095
595,-0.0013972344938368575,-0.2839386014385403
596,-0.14892716229233482,-0.2557721026207154
597,-0.12816333296695498,-0.09801193145592207
598,-0.04153160300645836,-0.466655025141473
599,0.01895446013393881,-0.01295562923247126
600,-0.2341988106570877,-0.06372007885003733
601,-0.11972005366244948,-0.15376336108791017
602,-0.1280892972603318,-0.32146130795613265
603,-0.06421644565331641,-0.1264120764408927
604,-0.025025384104849085,-0.07594753971502155
605,-0.14359744306187794,-0.16553044546578072
606,-0.059635068409184144,-0.03840627760706922
607,-0.15814380854728538,-0.1461929817340934
608,-0.0858771287373788,-0.07428939394459089
609,-0.03192895055948214,-0.34997236125493675
610,-0.0629401389792471,-0.1752210482059352
611,-0.18829898121865907,-0.5375227952937709
612,0.013406277720924675,-0.21801566141591805
613,-0.0620241970875921,-0.07889601480049596
614,-0.10935254927478744,-0.1639041024106419
615,-0.14700996136293354,-0.12893427682275765
616,-0.09610375258429682,-0.25580901939690237
617,-0.05663835228924269,-0.15120854374680337
618,-0.04705879381175365,-0.12580867731395823
619,-0.13403666649175366,-0.18367319593736542
620,-0.08162812740273201,-0.24912044949387258
621,-0.026071135471182227,-0.14638089727383108
622,-0.1595423677703191,-0.11813155702594907
623,-0.1558866224006294,-0.38539054374955756
624,-0.2364443287170111,-0.23871256523892775
625,-0.26519060086939,-0.3389496257980989
626,-0.13230740216375875,-0.22239761940096592
627,-0.08763160510376494,-0.07628318568537723
628,-0.31991609318967046,-0.1167993249198081
629,-0.09633641400943005,-0.21765665412454832
630,-0.1070531511493728,-0.17677918548130522
631,-0.11967922792053182,-0.2931877929529792
632,-0.1079077268045659,-0.06486410819120147
633,-0.13668208303448104,-0.188290692277081
634,-0.04294590374482238,-0.11075904001891507
635,-0.047962289425315274,-0.17064794792886961
636,-0.2828132854824846,-0.09346532220158282
