expansion_gate_status,three_case_control_passed,next_primary_galaxy,next_primary_candidate_readout,next_primary_formula_freeze_allowed_now,n_candidates_ranked,n_formula_freeze_allowed_now,n_source_acquisition_required,n_review_required,endpoint_scores_allowed,uses_vobs_or_residual_in_selection,claim_boundary,next_required_action
NEXT_MIXED_CASE_IDENTIFIED_FORMULA_FREEZE_BLOCKED,True,NGC4088,K_expdisk_warp_history_coupled_mixed_review,False,10,1,8,0,False,False,mixed_readout_population_expansion_gate_not_endpoint,"resolve independent digitization review, physical normalization law, and scale-uniqueness before any mixed formula freeze"
