scenario,draw,harmonic,beam_mode,q_shape_proxy,delta_uv,determinant_norm,minimum_role_pixels,phase_anchor_rad,phase_anchor_deg,phase_amplitude,flux_phase_anchor_deg,phase_estimator_difference_deg,phase_delta_from_baseline_deg,star_clipped_fraction,h2_clipped_fraction,hi_clipped_fraction
star_only,144,2,0,0.1091152088,0.999863805,0.1767875869,4,1.452466696,83.22021156,0.5160459212,83.07761586,0.1425956971,1.477080973,0.003984063745,0,0
star_only,144,2,1,0.1562151382,0.8929419655,0.01164068043,4,1.452466696,83.22021156,0.5160459212,83.07761586,0.1425956971,1.477080973,0.003984063745,0,0
co_independent_only,144,1,0,-0.01670368031,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0,0
co_independent_only,144,1,1,-0.07627123184,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0,0
co_independent_only,144,2,0,0.1003029257,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0,0
co_independent_only,144,2,1,0.1421565218,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0,0
star_plus_co_independent,144,1,0,-0.1463946759,0.9827224507,0.2603991598,4,-0.271023179,-15.52848431,0.248758209,13.18244349,28.71092779,18.85275066,0.003984063745,0,0
star_plus_co_independent,144,1,1,-0.1748677833,0.9907971894,0.01187422099,4,-0.271023179,-15.52848431,0.248758209,13.18244349,28.71092779,18.85275066,0.003984063745,0,0
star_plus_co_independent,144,2,0,0.1084790967,0.999863805,0.1767875869,4,1.452466696,83.22021156,0.5160459212,83.07761586,0.1425956971,1.477080973,0.003984063745,0,0
star_plus_co_independent,144,2,1,0.1545255388,0.8929419655,0.01164068043,4,1.452466696,83.22021156,0.5160459212,83.07761586,0.1425956971,1.477080973,0.003984063745,0,0
star_co_plus_hi_ctl49,144,1,0,-0.1340456497,0.9827224507,0.2603991598,4,-0.271023179,-15.52848431,0.248758209,13.18244349,28.71092779,18.85275066,0.003984063745,0,0
star_co_plus_hi_ctl49,144,1,1,-0.1776770186,0.9907971894,0.01187422099,4,-0.271023179,-15.52848431,0.248758209,13.18244349,28.71092779,18.85275066,0.003984063745,0,0
star_co_plus_hi_ctl49,144,2,0,0.1079598113,0.999863805,0.1767875869,4,1.452466696,83.22021156,0.5160459212,83.07761586,0.1425956971,1.477080973,0.003984063745,0,0
star_co_plus_hi_ctl49,144,2,1,0.1572960819,0.8929419655,0.01164068043,4,1.452466696,83.22021156,0.5160459212,83.07761586,0.1425956971,1.477080973,0.003984063745,0,0
star_only,145,1,0,-0.03062958836,0.9944140826,0.4003198175,3,0.08074188516,4.626169249,0.3874645442,22.40259695,17.7764277,1.301902898,0.0483779169,0,0
star_only,145,1,1,-0.084229817,0.9937926157,0.01785996835,3,0.08074188516,4.626169249,0.3874645442,22.40259695,17.7764277,1.301902898,0.0483779169,0,0
star_only,145,2,0,0.106273361,0.9951236417,0.3466772265,3,1.503744628,86.15822063,0.536570961,85.87346196,0.2847586671,1.460928093,0.0483779169,0,0
star_only,145,2,1,0.17375948,0.9690238118,0.0154930741,3,1.503744628,86.15822063,0.536570961,85.87346196,0.2847586671,1.460928093,0.0483779169,0,0
co_independent_only,145,1,0,-0.002263009872,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.004553215709,0
co_independent_only,145,1,1,-0.06285233276,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.004553215709,0
co_independent_only,145,2,0,0.1020418517,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.004553215709,0
co_independent_only,145,2,1,0.1318115896,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.004553215709,0
star_plus_co_independent,145,1,0,-0.02921694023,0.9944140826,0.4003198175,3,0.08074188516,4.626169249,0.3874645442,22.40259695,17.7764277,1.301902898,0.0483779169,0.004553215709,0
star_plus_co_independent,145,1,1,-0.08095841441,0.9937926157,0.01785996835,3,0.08074188516,4.626169249,0.3874645442,22.40259695,17.7764277,1.301902898,0.0483779169,0.004553215709,0
star_plus_co_independent,145,2,0,0.1076217623,0.9951236417,0.3466772265,3,1.503744628,86.15822063,0.536570961,85.87346196,0.2847586671,1.460928093,0.0483779169,0.004553215709,0
star_plus_co_independent,145,2,1,0.1657177381,0.9690238118,0.0154930741,3,1.503744628,86.15822063,0.536570961,85.87346196,0.2847586671,1.460928093,0.0483779169,0.004553215709,0
star_co_plus_hi_ctl49,145,1,0,-0.03525679907,0.9944140826,0.4003198175,3,0.08074188516,4.626169249,0.3874645442,22.40259695,17.7764277,1.301902898,0.0483779169,0.004553215709,0
star_co_plus_hi_ctl49,145,1,1,-0.0791811992,0.9937926157,0.01785996835,3,0.08074188516,4.626169249,0.3874645442,22.40259695,17.7764277,1.301902898,0.0483779169,0.004553215709,0
star_co_plus_hi_ctl49,145,2,0,0.1147770935,0.9951236417,0.3466772265,3,1.503744628,86.15822063,0.536570961,85.87346196,0.2847586671,1.460928093,0.0483779169,0.004553215709,0
star_co_plus_hi_ctl49,145,2,1,0.1691288985,0.9690238118,0.0154930741,3,1.503744628,86.15822063,0.536570961,85.87346196,0.2847586671,1.460928093,0.0483779169,0.004553215709,0
star_only,146,1,0,-0.07581440993,0.9982689564,0.1620152334,3,-0.01322698784,-0.7578505789,0.2551323417,20.79387867,21.55172925,4.08211693,0,0,0
star_only,146,1,1,-0.08060373505,0.9785877686,0.01028290297,3,-0.01322698784,-0.7578505789,0.2551323417,20.79387867,21.55172925,4.08211693,0,0,0
star_only,146,2,0,0.1150981171,0.9863864156,0.1766963572,3,1.483673387,85.00822323,0.5218510497,84.77835744,0.229865795,0.3109306994,0,0,0
star_only,146,2,1,0.1126418332,0.9984001668,0.01211820732,3,1.483673387,85.00822323,0.5218510497,84.77835744,0.229865795,0.3109306994,0,0,0
co_independent_only,146,1,0,-0.006265482372,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.01309049516,0
co_independent_only,146,1,1,-0.06505679366,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.01309049516,0
co_independent_only,146,2,0,0.09823642624,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.01309049516,0
co_independent_only,146,2,1,0.1345754536,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.01309049516,0
star_plus_co_independent,146,1,0,-0.07162155034,0.9982689564,0.1620152334,3,-0.01322698784,-0.7578505789,0.2551323417,20.79387867,21.55172925,4.08211693,0,0.01309049516,0
star_plus_co_independent,146,1,1,-0.07784514939,0.9785877686,0.01028290297,3,-0.01322698784,-0.7578505789,0.2551323417,20.79387867,21.55172925,4.08211693,0,0.01309049516,0
star_plus_co_independent,146,2,0,0.1105476644,0.9863864156,0.1766963572,3,1.483673387,85.00822323,0.5218510497,84.77835744,0.229865795,0.3109306994,0,0.01309049516,0
star_plus_co_independent,146,2,1,0.1099272336,0.9984001668,0.01211820732,3,1.483673387,85.00822323,0.5218510497,84.77835744,0.229865795,0.3109306994,0,0.01309049516,0
star_co_plus_hi_ctl49,146,1,0,-0.06056180964,0.9982689564,0.1620152334,3,-0.01322698784,-0.7578505789,0.2551323417,20.79387867,21.55172925,4.08211693,0,0.01309049516,0
star_co_plus_hi_ctl49,146,1,1,-0.06921850986,0.9785877686,0.01028290297,3,-0.01322698784,-0.7578505789,0.2551323417,20.79387867,21.55172925,4.08211693,0,0.01309049516,0
star_co_plus_hi_ctl49,146,2,0,0.1006538184,0.9863864156,0.1766963572,3,1.483673387,85.00822323,0.5218510497,84.77835744,0.229865795,0.3109306994,0,0.01309049516,0
star_co_plus_hi_ctl49,146,2,1,0.09952519765,0.9984001668,0.01211820732,3,1.483673387,85.00822323,0.5218510497,84.77835744,0.229865795,0.3109306994,0,0.01309049516,0
star_only,147,1,0,-0.04269822136,0.9970977371,0.2788180992,4,0.02554365379,1.463543556,0.3295401537,21.99844673,20.53490317,1.860722796,0.01593625498,0,0
star_only,147,1,1,-0.1342900885,0.951186352,0.01154190646,4,0.02554365379,1.463543556,0.3295401537,21.99844673,20.53490317,1.860722796,0.01593625498,0,0
star_only,147,2,0,0.0998674522,0.9994378474,0.2968947726,3,1.502329821,86.07715819,0.5549908727,85.78460886,0.292549329,1.379865654,0.01593625498,0,0
star_only,147,2,1,0.1206660023,0.9170605976,0.01319714044,3,1.502329821,86.07715819,0.5549908727,85.78460886,0.292549329,1.379865654,0.01593625498,0,0
co_independent_only,147,1,0,-0.0008780596513,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0,0
co_independent_only,147,1,1,-0.06258274137,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0,0
co_independent_only,147,2,0,0.1000800969,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0,0
co_independent_only,147,2,1,0.1323855929,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0,0
star_plus_co_independent,147,1,0,-0.04068716902,0.9970977371,0.2788180992,4,0.02554365379,1.463543556,0.3295401537,21.99844673,20.53490317,1.860722796,0.01593625498,0,0
star_plus_co_independent,147,1,1,-0.1304856826,0.951186352,0.01154190646,4,0.02554365379,1.463543556,0.3295401537,21.99844673,20.53490317,1.860722796,0.01593625498,0,0
star_plus_co_independent,147,2,0,0.1007402169,0.9994378474,0.2968947726,3,1.502329821,86.07715819,0.5549908727,85.78460886,0.292549329,1.379865654,0.01593625498,0,0
star_plus_co_independent,147,2,1,0.115233303,0.9170605976,0.01319714044,3,1.502329821,86.07715819,0.5549908727,85.78460886,0.292549329,1.379865654,0.01593625498,0,0
star_co_plus_hi_ctl49,147,1,0,-0.04405660789,0.9970977371,0.2788180992,4,0.02554365379,1.463543556,0.3295401537,21.99844673,20.53490317,1.860722796,0.01593625498,0,0
star_co_plus_hi_ctl49,147,1,1,-0.1317490584,0.951186352,0.01154190646,4,0.02554365379,1.463543556,0.3295401537,21.99844673,20.53490317,1.860722796,0.01593625498,0,0
star_co_plus_hi_ctl49,147,2,0,0.1031370379,0.9994378474,0.2968947726,3,1.502329821,86.07715819,0.5549908727,85.78460886,0.292549329,1.379865654,0.01593625498,0,0
star_co_plus_hi_ctl49,147,2,1,0.1165829319,0.9170605976,0.01319714044,3,1.502329821,86.07715819,0.5549908727,85.78460886,0.292549329,1.379865654,0.01593625498,0,0
star_only,148,1,0,0.01441412866,0.9946055172,0.3711728954,3,0.1624306986,9.306593494,0.3278486798,31.98710511,22.68051162,5.982327142,0,0,0
star_only,148,1,1,-0.01677193933,0.9996466522,0.02049354173,3,0.1624306986,9.306593494,0.3278486798,31.98710511,22.68051162,5.982327142,0,0,0
star_only,148,2,0,0.1004837871,0.9139872098,0.2417337649,3,1.517663135,86.95569238,0.5611158171,86.11084002,0.8448523649,2.258399849,0,0,0
star_only,148,2,1,0.1875952293,0.8533120287,0.009711264225,3,1.517663135,86.95569238,0.5611158171,86.11084002,0.8448523649,2.258399849,0,0,0
co_independent_only,148,1,0,-0.003046572185,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.003414911781,0
co_independent_only,148,1,1,-0.07013298735,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.003414911781,0
co_independent_only,148,2,0,0.08540909037,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.003414911781,0
co_independent_only,148,2,1,0.1310755922,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.003414911781,0
star_plus_co_independent,148,1,0,0.0137538446,0.9946055172,0.3711728954,3,0.1624306986,9.306593494,0.3278486798,31.98710511,22.68051162,5.982327142,0,0.003414911781,0
star_plus_co_independent,148,1,1,-0.01939347995,0.9996466522,0.02049354173,3,0.1624306986,9.306593494,0.3278486798,31.98710511,22.68051162,5.982327142,0,0.003414911781,0
star_plus_co_independent,148,2,0,0.08276606239,0.9139872098,0.2417337649,3,1.517663135,86.95569238,0.5611158171,86.11084002,0.8448523649,2.258399849,0,0.003414911781,0
star_plus_co_independent,148,2,1,0.1778178038,0.8533120287,0.009711264225,3,1.517663135,86.95569238,0.5611158171,86.11084002,0.8448523649,2.258399849,0,0.003414911781,0
star_co_plus_hi_ctl49,148,1,0,0.01373365534,0.9946055172,0.3711728954,3,0.1624306986,9.306593494,0.3278486798,31.98710511,22.68051162,5.982327142,0,0.003414911781,0
star_co_plus_hi_ctl49,148,1,1,-0.01731472706,0.9996466522,0.02049354173,3,0.1624306986,9.306593494,0.3278486798,31.98710511,22.68051162,5.982327142,0,0.003414911781,0
star_co_plus_hi_ctl49,148,2,0,0.08062221119,0.9139872098,0.2417337649,3,1.517663135,86.95569238,0.5611158171,86.11084002,0.8448523649,2.258399849,0,0.003414911781,0
star_co_plus_hi_ctl49,148,2,1,0.1706984809,0.8533120287,0.009711264225,3,1.517663135,86.95569238,0.5611158171,86.11084002,0.8448523649,2.258399849,0,0.003414911781,0
star_only,149,1,0,-0.05554553131,0.999994852,0.4542187107,4,0.01313060909,0.7523284832,0.4480799456,15.61320275,14.86087426,2.571937868,0,0,0
star_only,149,1,1,-0.09208277928,0.9881291063,0.01400026869,4,0.01313060909,0.7523284832,0.4480799456,15.61320275,14.86087426,2.571937868,0,0,0
star_only,149,2,0,0.1173397834,0.9785378111,0.4428770346,4,1.463096753,83.82926899,0.5505778096,83.63303232,0.1962366652,0.8680235449,0,0,0
star_only,149,2,1,0.1760219379,0.9193642316,0.02180936746,4,1.463096753,83.82926899,0.5505778096,83.63303232,0.1962366652,0.8680235449,0,0,0
co_independent_only,149,1,0,-0.01522676053,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.01081388731,0
co_independent_only,149,1,1,-0.0593687834,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.01081388731,0
co_independent_only,149,2,0,0.1002148924,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.01081388731,0
co_independent_only,149,2,1,0.1293883328,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.01081388731,0
star_plus_co_independent,149,1,0,-0.05993612056,0.999994852,0.4542187107,4,0.01313060909,0.7523284832,0.4480799456,15.61320275,14.86087426,2.571937868,0,0.01081388731,0
star_plus_co_independent,149,1,1,-0.08413611816,0.9881291063,0.01400026869,4,0.01313060909,0.7523284832,0.4480799456,15.61320275,14.86087426,2.571937868,0,0.01081388731,0
star_plus_co_independent,149,2,0,0.1129790788,0.9785378111,0.4428770346,4,1.463096753,83.82926899,0.5505778096,83.63303232,0.1962366652,0.8680235449,0,0.01081388731,0
star_plus_co_independent,149,2,1,0.1672905446,0.9193642316,0.02180936746,4,1.463096753,83.82926899,0.5505778096,83.63303232,0.1962366652,0.8680235449,0,0.01081388731,0
star_co_plus_hi_ctl49,149,1,0,-0.05926178948,0.999994852,0.4542187107,4,0.01313060909,0.7523284832,0.4480799456,15.61320275,14.86087426,2.571937868,0,0.01081388731,0
star_co_plus_hi_ctl49,149,1,1,-0.08482690636,0.9881291063,0.01400026869,4,0.01313060909,0.7523284832,0.4480799456,15.61320275,14.86087426,2.571937868,0,0.01081388731,0
star_co_plus_hi_ctl49,149,2,0,0.1083829718,0.9785378111,0.4428770346,4,1.463096753,83.82926899,0.5505778096,83.63303232,0.1962366652,0.8680235449,0,0.01081388731,0
star_co_plus_hi_ctl49,149,2,1,0.1679305942,0.9193642316,0.02180936746,4,1.463096753,83.82926899,0.5505778096,83.63303232,0.1962366652,0.8680235449,0,0.01081388731,0
star_only,150,1,0,-0.02940737648,0.9951357612,0.2006671929,3,0.03367310998,1.929327085,0.2895853304,22.28575449,20.35642741,1.394939266,0,0,0
star_only,150,1,1,-0.1271530577,0.839353291,0.008821428749,3,0.03367310998,1.929327085,0.2895853304,22.28575449,20.35642741,1.394939266,0,0,0
star_only,150,2,0,0.1026002848,0.999078234,0.212584032,3,1.513644337,86.72543217,0.4951584026,85.95574818,0.7696839867,2.028139632,0,0,0
star_only,150,2,1,0.1341128982,0.9330053131,0.0101360279,3,1.513644337,86.72543217,0.4951584026,85.95574818,0.7696839867,2.028139632,0,0,0
co_independent_only,150,1,0,-0.006149806424,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.003984063745,0
co_independent_only,150,1,1,-0.07139996334,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.003984063745,0
co_independent_only,150,2,0,0.1118394729,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.003984063745,0
co_independent_only,150,2,1,0.1430880748,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.003984063745,0
star_plus_co_independent,150,1,0,-0.03206358548,0.9951357612,0.2006671929,3,0.03367310998,1.929327085,0.2895853304,22.28575449,20.35642741,1.394939266,0,0.003984063745,0
star_plus_co_independent,150,1,1,-0.1292015539,0.839353291,0.008821428749,3,0.03367310998,1.929327085,0.2895853304,22.28575449,20.35642741,1.394939266,0,0.003984063745,0
star_plus_co_independent,150,2,0,0.116219444,0.999078234,0.212584032,3,1.513644337,86.72543217,0.4951584026,85.95574818,0.7696839867,2.028139632,0,0.003984063745,0
star_plus_co_independent,150,2,1,0.138447318,0.9330053131,0.0101360279,3,1.513644337,86.72543217,0.4951584026,85.95574818,0.7696839867,2.028139632,0,0.003984063745,0
star_co_plus_hi_ctl49,150,1,0,-0.02537740561,0.9951357612,0.2006671929,3,0.03367310998,1.929327085,0.2895853304,22.28575449,20.35642741,1.394939266,0,0.003984063745,0
star_co_plus_hi_ctl49,150,1,1,-0.119393502,0.839353291,0.008821428749,3,0.03367310998,1.929327085,0.2895853304,22.28575449,20.35642741,1.394939266,0,0.003984063745,0
star_co_plus_hi_ctl49,150,2,0,0.1198277492,0.999078234,0.212584032,3,1.513644337,86.72543217,0.4951584026,85.95574818,0.7696839867,2.028139632,0,0.003984063745,0
star_co_plus_hi_ctl49,150,2,1,0.134260879,0.9330053131,0.0101360279,3,1.513644337,86.72543217,0.4951584026,85.95574818,0.7696839867,2.028139632,0,0.003984063745,0
star_only,151,1,0,0.02595322798,0.9945828942,0.373343039,3,0.1568286237,8.985618246,0.3428112567,28.40986111,19.42424286,5.661351895,0.02618099032,0,0
star_only,151,1,1,0.0002705526216,0.9069803142,0.01644704631,3,0.1568286237,8.985618246,0.3428112567,28.40986111,19.42424286,5.661351895,0.02618099032,0,0
star_only,151,2,0,0.1093640636,0.9146797417,0.2859455842,4,1.430971758,81.98864236,0.5128635196,81.95849712,0.03014523847,2.708650173,0.02618099032,0,0
star_only,151,2,1,0.1262574523,0.8683727284,0.0112291581,4,1.430971758,81.98864236,0.5128635196,81.95849712,0.03014523847,2.708650173,0.02618099032,0,0
co_independent_only,151,1,0,-0.0089895504,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.003984063745,0
co_independent_only,151,1,1,-0.07900335012,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.003984063745,0
co_independent_only,151,2,0,0.1109749339,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.003984063745,0
co_independent_only,151,2,1,0.1489743691,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.003984063745,0
star_plus_co_independent,151,1,0,0.0245347182,0.9945828942,0.373343039,3,0.1568286237,8.985618246,0.3428112567,28.40986111,19.42424286,5.661351895,0.02618099032,0.003984063745,0
star_plus_co_independent,151,1,1,-0.008390990304,0.9069803142,0.01644704631,3,0.1568286237,8.985618246,0.3428112567,28.40986111,19.42424286,5.661351895,0.02618099032,0.003984063745,0
star_plus_co_independent,151,2,0,0.1152156164,0.9146797417,0.2859455842,4,1.430971758,81.98864236,0.5128635196,81.95849712,0.03014523847,2.708650173,0.02618099032,0.003984063745,0
star_plus_co_independent,151,2,1,0.1337027787,0.8683727284,0.0112291581,4,1.430971758,81.98864236,0.5128635196,81.95849712,0.03014523847,2.708650173,0.02618099032,0.003984063745,0
star_co_plus_hi_ctl49,151,1,0,0.02777833706,0.9945828942,0.373343039,3,0.1568286237,8.985618246,0.3428112567,28.40986111,19.42424286,5.661351895,0.02618099032,0.003984063745,0
star_co_plus_hi_ctl49,151,1,1,-0.01588775214,0.9069803142,0.01644704631,3,0.1568286237,8.985618246,0.3428112567,28.40986111,19.42424286,5.661351895,0.02618099032,0.003984063745,0
star_co_plus_hi_ctl49,151,2,0,0.1197811374,0.9146797417,0.2859455842,4,1.430971758,81.98864236,0.5128635196,81.95849712,0.03014523847,2.708650173,0.02618099032,0.003984063745,0
star_co_plus_hi_ctl49,151,2,1,0.1387984629,0.8683727284,0.0112291581,4,1.430971758,81.98864236,0.5128635196,81.95849712,0.03014523847,2.708650173,0.02618099032,0.003984063745,0
star_only,152,1,0,-0.07485013946,0.98936074,0.3131288813,3,-0.05681603398,-3.255318955,0.3912539418,12.39103259,15.64635155,6.579585307,0,0,0
star_only,152,1,1,-0.09961661296,0.976873783,0.01562628844,3,-0.05681603398,-3.255318955,0.3912539418,12.39103259,15.64635155,6.579585307,0,0,0
star_only,152,2,0,0.1156876379,0.9993309793,0.3420459302,4,1.464270141,83.89649915,0.5200355264,83.76702523,0.1294739159,0.8007933885,0,0,0
star_only,152,2,1,0.1486452203,0.9760665976,0.02185636222,4,1.464270141,83.89649915,0.5200355264,83.76702523,0.1294739159,0.8007933885,0,0,0
co_independent_only,152,1,0,-0.005501665455,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.001138303927,0
co_independent_only,152,1,1,-0.06760364986,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.001138303927,0
co_independent_only,152,2,0,0.1014148311,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.001138303927,0
co_independent_only,152,2,1,0.1380740518,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.001138303927,0
star_plus_co_independent,152,1,0,-0.07339024102,0.98936074,0.3131288813,3,-0.05681603398,-3.255318955,0.3912539418,12.39103259,15.64635155,6.579585307,0,0.001138303927,0
star_plus_co_independent,152,1,1,-0.09873510398,0.976873783,0.01562628844,3,-0.05681603398,-3.255318955,0.3912539418,12.39103259,15.64635155,6.579585307,0,0.001138303927,0
star_plus_co_independent,152,2,0,0.1121273263,0.9993309793,0.3420459302,4,1.464270141,83.89649915,0.5200355264,83.76702523,0.1294739159,0.8007933885,0,0.001138303927,0
star_plus_co_independent,152,2,1,0.1431385262,0.9760665976,0.02185636222,4,1.464270141,83.89649915,0.5200355264,83.76702523,0.1294739159,0.8007933885,0,0.001138303927,0
star_co_plus_hi_ctl49,152,1,0,-0.06751322577,0.98936074,0.3131288813,3,-0.05681603398,-3.255318955,0.3912539418,12.39103259,15.64635155,6.579585307,0,0.001138303927,0
star_co_plus_hi_ctl49,152,1,1,-0.09135875452,0.976873783,0.01562628844,3,-0.05681603398,-3.255318955,0.3912539418,12.39103259,15.64635155,6.579585307,0,0.001138303927,0
star_co_plus_hi_ctl49,152,2,0,0.1090098182,0.9993309793,0.3420459302,4,1.464270141,83.89649915,0.5200355264,83.76702523,0.1294739159,0.8007933885,0,0.001138303927,0
star_co_plus_hi_ctl49,152,2,1,0.1404339436,0.9760665976,0.02185636222,4,1.464270141,83.89649915,0.5200355264,83.76702523,0.1294739159,0.8007933885,0,0.001138303927,0
star_only,153,1,0,-0.1520582376,0.9998327156,0.3026103423,4,-0.1975387488,-11.3181366,0.2903710356,6.406164335,17.72430093,14.64240295,0,0,0
star_only,153,1,1,-0.2159630144,0.9341912977,0.0104106462,4,-0.1975387488,-11.3181366,0.2903710356,6.406164335,17.72430093,14.64240295,0,0,0
star_only,153,2,0,0.0900063186,0.9302918475,0.2280577498,3,1.490835013,85.41855419,0.5445648004,84.71299222,0.7055619624,0.7212616514,0,0,0
star_only,153,2,1,0.08230247143,0.9195820936,0.01029553925,3,1.490835013,85.41855419,0.5445648004,84.71299222,0.7055619624,0.7212616514,0,0,0
co_independent_only,153,1,0,-0.01189439535,0.9994083952,0.2668767912,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.002845759818,0
co_independent_only,153,1,1,-0.07686187225,0.9825181207,0.01093197731,3,0.05801939305,3.324266351,0.3059391657,24.25103506,20.92676871,0,0,0.002845759818,0
co_independent_only,153,2,0,0.09595868572,0.9790048247,0.2436816581,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.002845759818,0
co_independent_only,153,2,1,0.1403823442,0.9783568095,0.0150861345,3,1.478246622,84.69729254,0.5406907208,84.33190025,0.3653922809,0,0,0.002845759818,0
star_plus_co_independent,153,1,0,-0.1353108152,0.9998327156,0.3026103423,4,-0.1975387488,-11.3181366,0.2903710356,6.406164335,17.72430093,14.64240295,0,0.002845759818,0
star_plus_co_independent,153,1,1,-0.2117695928,0.9341912977,0.0104106462,4,-0.1975387488,-11.3181366,0.2903710356,6.406164335,17.72430093,14.64240295,0,0.002845759818,0
star_plus_co_independent,153,2,0,0.08668413895,0.9302918475,0.2280577498,3,1.490835013,85.41855419,0.5445648004,84.71299222,0.7055619624,0.7212616514,0,0.002845759818,0
star_plus_co_independent,153,2,1,0.08829852512,0.9195820936,0.01029553925,3,1.490835013,85.41855419,0.5445648004,84.71299222,0.7055619624,0.7212616514,0,0.002845759818,0
star_co_plus_hi_ctl49,153,1,0,-0.1332681964,0.9998327156,0.3026103423,4,-0.1975387488,-11.3181366,0.2903710356,6.406164335,17.72430093,14.64240295,0,0.002845759818,0
star_co_plus_hi_ctl49,153,1,1,-0.2096303018,0.9341912977,0.0104106462,4,-0.1975387488,-11.3181366,0.2903710356,6.406164335,17.72430093,14.64240295,0,0.002845759818,0
star_co_plus_hi_ctl49,153,2,0,0.08902736788,0.9302918475,0.2280577498,3,1.490835013,85.41855419,0.5445648004,84.71299222,0.7055619624,0.7212616514,0,0.002845759818,0
star_co_plus_hi_ctl49,153,2,1,0.09085575438,0.9195820936,0.01029553925,3,1.490835013,85.41855419,0.5445648004,84.71299222,0.7055619624,0.7212616514,0,0.002845759818,0
star_only,154,1,0,0.07627662892,0.9799725437,0.9377440412,3,0.5174823193,29.64955287,0.3796423412,45.9424187,16.29286583,26.32528652,0.005691519636,0,0
star_only,154,1,1,0.01156482167,0.8797409495,0.02392344836,3,0.5174823193,29.64955287,0.3796423412,45.9424187,16.29286583,26.32528652,0.005691519636,0,0
