null_control_formula_freeze_status,galaxy,gamma_bound,max_velocity_fractional_change,formula_freeze_allowed,endpoint_scores_allowed,claim_boundary,next_gate
NGC4183_NULL_CONTROL_FORMULA_FROZEN_NOT_ENDPOINT,NGC4183,0.0026983715359959,0.001350097149154,True,False,ngc4183_null_control_formula_freeze_gate_not_endpoint,accepted_null_control_gate
