s4g_name,s4g_disk_scale_arcsec,s4g_disk_component_source,s4g_bar_radius_arcsec,s4g_model_components,s4g_model_quality_values
NGC4565,90.11000061035156,Z:edgedisk_hr2,,B;Z,4
NGC4568,21.709999084472656,D:expdisk_hr3,,D;N,4
NGC4569,66.13999938964844,D:expdisk_hr3,118.83999633789062,B;D;BAR,5
NGC4571,35.189998626708984,D:expdisk_hr3,,D;N,5
NGC4572,12.520000457763672,D:expdisk_hr3,,D;N,3
NGC4579,45.27000045776367,D:expdisk_hr3,45.0,B;D;BAR,5
NGC4580,16.420000076293945,D:expdisk_hr3,,B;D,5
NGC4584,12.1899995803833,D:expdisk_hr3,8.789999961853027,D;BAR,5
NGC4586,31.799999237060547,D:expdisk_hr3,,B;D,5
NGC4591,8.600000381469727,D:expdisk_hr3,9.75,D;BAR;N,5
NGC4592,27.5,D:expdisk_hr3,,D,5
NGC4593,38.79999923706055,D:expdisk_hr3,56.25,B;D;BAR;N,5
NGC4594,49.25,Z:edgedisk_hr2,,B;Z,4
NGC4595,12.699999809265137,D:expdisk_hr3,7.5,D;BAR,5
NGC4596,47.11000061035156,D:expdisk_hr3,56.25,B;D;BAR,5
NGC4597,44.220001220703125,D:expdisk_hr3,27.75,D;BAR,5
NGC4599,2.4600000381469727,Z:edgedisk_hr2,,Z;N,4
NGC4602,24.049999237060547,D:expdisk_hr3,,B;D,5
NGC4604,7.900000095367432,D:expdisk_hr3,19.969999313354492,D;BAR,5
NGC4605,35.15999984741211,D:expdisk_hr3,,D,4
NGC4606,24.06999969482422,D:expdisk_hr3,62.06999969482422,B;D;BAR,5
NGC4607,23.360000610351562,Z:edgedisk_hr2,,Z,5
NGC4618,46.66999816894531,D:expdisk_hr3,54.459999084472656,D;BAR,3
NGC4625,15.0,D:expdisk_hr3,,D,5
NGC4628,12.119999885559082,D:expdisk_hr3,16.530000686645508,D;BAR;N,5
NGC4629,11.880000114440918,D:expdisk_hr3,,D,5
NGC4630,12.640000343322754,D:expdisk_hr3,,D;N,5
NGC4631,130.77000427246094,Z:edgedisk_hr2,,B;Z,4
NGC4632,22.90999984741211,D:expdisk_hr3,12.0,D;BAR,5
NGC4633,20.56999969482422,D:expdisk_hr3,,D;N,5
NGC4634,12.220000267028809,Z:edgedisk_hr2,,Z,4
NGC4635,21.729999542236328,D:expdisk_hr3,,D;N,5
NGC4639,17.530000686645508,D:expdisk_hr3,24.0,B;D;BAR,5
NGC4641,28.0,D:expdisk_hr3,,B;D,5
NGC4642,13.699999809265137,D:expdisk_hr3,5.53000020980835,D;BAR,5
NGC4643,41.0099983215332,D:expdisk_hr3,50.25,B;D;BAR,5
NGC4651,50.849998474121094,D:expdisk_hr3,,B;D,5
NGC4653,17.760000228881836,D:expdisk_hr3,,B;D,5
NGC4654,32.099998474121094,D:expdisk_hr3,14.460000038146973,D;BAR,5
NGC4656,86.52999877929688,Z:edgedisk_hr2,,B;Z,4
NGC4658,10.729999542236328,D:expdisk_hr3,6.0,D;BAR,5
NGC4659,16.25,D:expdisk_hr3,,B;D,5
NGC4668,17.3700008392334,D:expdisk_hr3,14.25,D;BAR,5
NGC4680,10.140000343322754,D:expdisk_hr3,8.25,D;BAR;N,5
NGC4682,21.81999969482422,D:expdisk_hr3,,B;D,5
NGC4684,17.790000915527344,D:expdisk_hr3,,B;D,5
NGC4688,27.139999389648438,D:expdisk_hr3,18.75,D;BAR,5
NGC4689,35.93000030517578,D:expdisk_hr3,,B;D,5
NGC4691,26.1299991607666,D:expdisk_hr3,29.729999542236328,D;BAR,5
NGC4694,31.93000030517578,D:expdisk_hr3,,B;D,5
NGC4698,33.400001525878906,D:expdisk_hr3,,B;D,3
NGC4699,12.829999923706055,D:expdisk_hr3,,B;D,5
NGC4700,11.4399995803833,Z:edgedisk_hr2,,Z,4
NGC4701,9.039999961853027,D:expdisk_hr3,,D;N,5
NGC4710,23.860000610351562,Z:edgedisk_hr2,,Z;N,4
NGC4713,20.459999084472656,D:expdisk_hr3,18.309999465942383,D;BAR;N,5
NGC4722,14.0600004196167,D:expdisk_hr3,10.100000381469727,D;BAR;N,5
NGC4723,14.670000076293945,D:expdisk_hr3,,D,5
NGC4725,73.19999694824219,D:expdisk_hr3,120.0,B;D;BAR,5
NGC4731,73.54000091552734,D:expdisk_hr3,74.41999816894531,D;BAR,3
NGC4733,17.719999313354492,D:expdisk_hr3,24.65999984741211,B;D;BAR,5
NGC4736,253.8699951171875,D:expdisk_hr3,,B;D,4
NGC4746,12.680000305175781,D:expdisk_hr3,,D;N,5
NGC4747,16.020000457763672,Z:edgedisk_hr2,,B;Z,4
NGC4749,7.599999904632568,Z:edgedisk_hr2,,Z,4
NGC4750,26.889999389648438,D:expdisk_hr3,,B;D,5
NGC4753,52.849998474121094,D:expdisk_hr3,102.76000213623047,B;D;BAR,5
NGC4754,41.0099983215332,D:expdisk_hr3,36.95000076293945,B;D;BAR,5
NGC4758,14.069999694824219,Z:edgedisk_hr2,,Z;N,4
NGC4762,18.920000076293945,Z:edgedisk_hr2,,Z;N,4
NGC4765,11.59000015258789,D:expdisk_hr3,,D,5
NGC4771,29.200000762939453,D:expdisk_hr3,,D;N,5
NGC4772,34.58000183105469,D:expdisk_hr3,,B;D,5
NGC4775,17.729999542236328,D:expdisk_hr3,,D;N,5
NGC4779,19.31999969482422,D:expdisk_hr3,21.75,B;D;BAR,5
NGC4781,25.459999084472656,D:expdisk_hr3,24.6299991607666,D;BAR,5
NGC4789A,27.15999984741211,D:expdisk_hr3,,D,5
NGC4790,13.890000343322754,D:expdisk_hr3,,D;N,5
NGC4791,4.789999961853027,D:expdisk_hr3,,D;N,5
NGC4793,10.470000267028809,D:expdisk_hr3,,D;N,5
NGC4795,20.34000015258789,D:expdisk_hr3,18.329999923706055,B;D;BAR,5
NGC4799,7.139999866485596,D:expdisk_hr3,,D;N,5
NGC4800,11.800000190734863,D:expdisk_hr3,,D;N,5
NGC4802,9.270000457763672,D:expdisk_hr3,,B;D,4
NGC4806,9.0,D:expdisk_hr3,,D,5
NGC4808,15.569999694824219,D:expdisk_hr3,9.65999984741211,D;BAR,5
NGC4809,18.290000915527344,D:expdisk_hr3,,D,5
NGC4814,10.300000190734863,D:expdisk_hr3,,D;N,5
NGC4818,31.889999389648438,D:expdisk_hr3,35.91999816894531,B;D;BAR,5
NGC4826,56.22999954223633,D:expdisk_hr3,,B;D,5
NGC4845,57.959999084472656,D:expdisk_hr3,,B;D,5
NGC4856,34.97999954223633,D:expdisk_hr3,38.86000061035156,B;D;BAR,5
NGC4866,32.619998931884766,D:expdisk_hr3,,B;D,5
NGC4880,26.600000381469727,D:expdisk_hr3,,B;D,5
NGC4897,21.59000015258789,D:expdisk_hr3,24.100000381469727,B;D;BAR,5
NGC4899,17.260000228881836,D:expdisk_hr3,,B;D,5
NGC4900,20.90999984741211,D:expdisk_hr3,12.640000343322754,D;BAR,5
NGC4902,22.59000015258789,D:expdisk_hr3,24.0,B;D;BAR,5
NGC4904,,missing,,B;D,5
NGC4920,10.600000381469727,D:expdisk_hr3,,D,5
NGC4928,8.899999618530273,D:expdisk_hr3,,B;D,5
NGC4941,42.65999984741211,D:expdisk_hr3,110.43000030517578,B;D;BAR;N,5
NGC4942,14.020000457763672,D:expdisk_hr3,9.0,D;BAR;N,5
NGC4948,20.270000457763672,D:expdisk_hr3,25.5,D;BAR,5
NGC4948A,16.049999237060547,D:expdisk_hr3,15.0,D;BAR,5
NGC4951,16.1299991607666,D:expdisk_hr3,,D;N,5
NGC4958,13.930000305175781,Z:edgedisk_hr2,,B;Z,4
NGC4961,6.96999979019165,D:expdisk_hr3,,D;N,5
NGC4965,25.719999313354492,D:expdisk_hr3,,B;D,5
NGC4980,14.420000076293945,D:expdisk_hr3,17.530000686645508,D;BAR,5
NGC4981,22.15999984741211,D:expdisk_hr3,,B;D,5
NGC4984,49.79999923706055,D:expdisk_hr3,57.83000183105469,B;D;BAR,5
NGC4995,21.489999771118164,D:expdisk_hr3,18.0,D;BAR;N,5
NGC5002,17.989999771118164,D:expdisk_hr3,18.139999389648438,D;BAR,5
NGC5005,38.43000030517578,D:expdisk_hr3,56.4900016784668,B;D;BAR,5
NGC5012,17.360000610351562,D:expdisk_hr3,,B;D,5
NGC5014,12.210000038146973,D:expdisk_hr3,,B;D,3
NGC5016,10.010000228881836,D:expdisk_hr3,,D;N,5
NGC5018,18.850000381469727,D:expdisk_hr3,,B;D,3
NGC5022,14.399999618530273,Z:edgedisk_hr2,,B;Z,5
NGC5023,38.209999084472656,Z:edgedisk_hr2,,Z,4
NGC5033,64.7300033569336,D:expdisk_hr3,,B;D,5
NGC5042,35.93000030517578,D:expdisk_hr3,,D,5
NGC5054,36.029998779296875,D:expdisk_hr3,,B;D,5
NGC5055,14.989999771118164,D:expdisk_hr3,,D;N,5
NGC5068,59.689998626708984,D:expdisk_hr3,53.54999923706055,D;BAR;N,5
NGC5073,22.260000228881836,Z:edgedisk_hr2,,B;Z,5
NGC5078,13.069999694824219,Z:edgedisk_hr2,,B;Z,5
NGC5079,13.449999809265137,D:expdisk_hr3,,D;N,5
NGC5084,19.65999984741211,Z:edgedisk_hr2,,B;Z,4
NGC5085,29.940000534057617,D:expdisk_hr3,,B;D,5
NGC5088,19.190000534057617,D:expdisk_hr3,,D,5
NGC5101,52.59000015258789,D:expdisk_hr3,75.58000183105469,B;D;BAR,5
NGC5103,4.269999980926514,Z:edgedisk_hr2,,Z;N,4
NGC5105,13.9399995803833,D:expdisk_hr3,,D;N,5
NGC5107,14.489999771118164,D:expdisk_hr3,19.5,D;BAR,5
NGC5109,12.6899995803833,D:expdisk_hr3,,D,5
NGC5112,,missing,,B;D,5
NGC5116,14.0600004196167,D:expdisk_hr3,,D;N,5
NGC5117,22.670000076293945,D:expdisk_hr3,37.5,B;D;BAR,5
NGC5122,1.0800000429153442,Z:edgedisk_hr2,,Z;N,4
NGC5134,23.229999542236328,D:expdisk_hr3,42.0,B;D;BAR;N,5
NGC5145,12.84000015258789,D:expdisk_hr3,,B;D,3
NGC5147,16.18000030517578,D:expdisk_hr3,15.0,D;BAR;N,5
NGC5169,17.389999389648438,D:expdisk_hr3,,D;N,5
NGC5170,33.439998626708984,Z:edgedisk_hr2,,Z;N,4
NGC5173,,missing,,B,5
NGC5194,84.19999694824219,D:expdisk_hr3,,B;D,5
NGC5195,79.87999725341797,D:expdisk_hr3,79.91999816894531,B;D;BAR,3
NGC5204,26.920000076293945,D:expdisk_hr3,,D,5
NGC5205,20.079999923706055,D:expdisk_hr3,,B;D,5
NGC5216,,missing,,B,4
NGC5218,11.3100004196167,D:expdisk_hr3,24.360000610351562,D;BAR;N,5
NGC5229,20.270000457763672,Z:edgedisk_hr2,,Z,4
NGC5236,106.75,D:expdisk_hr3,101.25,B;D;BAR,5
NGC5238,25.1200008392334,D:expdisk_hr3,,D,5
NGC5240,15.5,D:expdisk_hr3,,D;N,5
NGC5247,57.34000015258789,D:expdisk_hr3,,B;D,5
NGC5248,4.239999771118164,D:expdisk_hr3,,D;N,5
NGC5253,30.940000534057617,D:expdisk_hr3,21.75,D;BAR;N,5
NGC5254,32.470001220703125,D:expdisk_hr3,,D;N,5
NGC5264,28.170000076293945,D:expdisk_hr3,,D,5
NGC5273,17.489999771118164,D:expdisk_hr3,,D;N,5
NGC5289,19.520000457763672,D:expdisk_hr3,,B;D,4
NGC5290,16.959999084472656,Z:edgedisk_hr2,,Z;N,4
NGC5297,25.8700008392334,D:expdisk_hr3,31.5,B;D;BAR,5
NGC5300,33.029998779296875,D:expdisk_hr3,7.980000019073486,D;BAR;N,5
NGC5301,27.549999237060547,D:expdisk_hr3,,D;N,5
NGC5304,,missing,,B,5
NGC5311,30.479999542236328,D:expdisk_hr3,,B;D,5
NGC5313,12.319999694824219,D:expdisk_hr3,,B;D,5
NGC5320,16.209999084472656,D:expdisk_hr3,,D;N,5
NGC5326,10.039999961853027,D:expdisk_hr3,,B;D,4
NGC5334,33.54999923706055,D:expdisk_hr3,16.5,D;BAR;N,5
NGC5336,7.909999847412109,D:expdisk_hr3,,B;D,5
NGC5337,10.880000114440918,D:expdisk_hr3,11.25,D;BAR;N,5
NGC5338,18.389999389648438,D:expdisk_hr3,21.84000015258789,B;D;BAR,5
NGC5339,20.959999084472656,D:expdisk_hr3,25.5,B;D;BAR,5
NGC5346,16.940000534057617,D:expdisk_hr3,,B;D,5
NGC5347,15.15999984741211,D:expdisk_hr3,30.0,D;BAR;N,5
NGC5348,,missing,,D,4
NGC5350,25.0,D:expdisk_hr3,17.25,B;D;BAR,5
NGC5355,12.850000381469727,D:expdisk_hr3,19.059999465942383,B;D;BAR,5
NGC5356,26.299999237060547,D:expdisk_hr3,,D;N,5
NGC5360,8.5,Z:edgedisk_hr2,,B;Z,5
NGC5362,14.3100004196167,D:expdisk_hr3,,D;N,5
NGC5363,,missing,,B,5
NGC5364,53.689998626708984,D:expdisk_hr3,,D;N,5
NGC5371,35.08000183105469,D:expdisk_hr3,,B;D,5
NGC5375,27.25,D:expdisk_hr3,27.75,B;D;BAR;N,5
NGC5376,14.210000038146973,D:expdisk_hr3,,B;D,5
NGC5377,52.54999923706055,D:expdisk_hr3,110.26000213623047,B;D;BAR,4
NGC5383,26.770000457763672,D:expdisk_hr3,50.25,D;BAR;N,5
NGC5403,10.329999923706055,Z:edgedisk_hr2,,Z;N,4
NGC5422,24.309999465942383,Z:edgedisk_hr2,,B;Z,4
NGC5425,13.069999694824219,D:expdisk_hr3,,B;D,5
NGC5426,23.950000762939453,D:expdisk_hr3,,D,3
NGC5427,20.969999313354492,D:expdisk_hr3,,B;D,5
NGC5430,18.18000030517578,D:expdisk_hr3,24.75,B;D;BAR,5
NGC5443,29.139999389648438,D:expdisk_hr3,64.62000274658203,B;D;BAR,5
NGC5448,41.130001068115234,D:expdisk_hr3,91.5999984741211,B;D;BAR,5
NGC5452,14.029999732971191,D:expdisk_hr3,,D;N,5
NGC5457,127.30000305175781,D:expdisk_hr3,,B;D,5
NGC5464,8.789999961853027,D:expdisk_hr3,7.769999980926514,D;BAR,5
NGC5468,23.440000534057617,D:expdisk_hr3,,B;D,5
NGC5470,20.829999923706055,Z:edgedisk_hr2,,Z,4
NGC5472,6.480000019073486,D:expdisk_hr3,,D;N,5
NGC5473,17.3700008392334,D:expdisk_hr3,21.31999969482422,B;D;BAR,5
NGC5474,45.45000076293945,D:expdisk_hr3,,D,3
NGC5476,12.220000267028809,D:expdisk_hr3,,B;D,5
NGC5477,18.079999923706055,D:expdisk_hr3,,D,5
NGC5480,12.640000343322754,D:expdisk_hr3,,D;N,5
NGC5481,16.1200008392334,D:expdisk_hr3,,B;D,5
NGC5486,15.229999542236328,D:expdisk_hr3,,D,5
NGC5492,8.119999885559082,Z:edgedisk_hr2,,Z;N,4
NGC5496,33.810001373291016,D:expdisk_hr3,26.860000610351562,D;BAR,5
NGC5507,13.479999542236328,D:expdisk_hr3,,B;D,5
NGC5520,11.539999961853027,D:expdisk_hr3,,B;D,5
NGC5523,25.440000534057617,D:expdisk_hr3,,B;D,5
NGC5526,,missing,,D,4
NGC5529,28.579999923706055,Z:edgedisk_hr2,,Z;N,4
NGC5534,15.380000114440918,D:expdisk_hr3,27.979999542236328,B;D;BAR,5
NGC5560,19.049999237060547,D:expdisk_hr3,34.18000030517578,D;BAR,3
NGC5566,53.04999923706055,D:expdisk_hr3,46.0099983215332,B;D;BAR,5
NGC5569,24.0,D:expdisk_hr3,17.690000534057617,D;BAR,5
NGC5574,23.260000228881836,D:expdisk_hr3,35.79999923706055,B;D;BAR,3
NGC5576,46.09000015258789,D:expdisk_hr3,,B;D,4
NGC5577,25.950000762939453,D:expdisk_hr3,,B;D,5
NGC5584,32.72999954223633,D:expdisk_hr3,,B;D,5
NGC5585,45.5099983215332,D:expdisk_hr3,,B;D,5
NGC5587,12.350000381469727,D:expdisk_hr3,,B;D,5
NGC5595,13.640000343322754,D:expdisk_hr3,,D;N,5
NGC5597,21.229999542236328,D:expdisk_hr3,6.510000228881836,D;BAR,5
NGC5600,9.789999961853027,D:expdisk_hr3,7.46999979019165,D;BAR,5
NGC5602,15.430000305175781,D:expdisk_hr3,,B;D,5
NGC5604,6.809999942779541,D:expdisk_hr3,,D;N,4
NGC5608,22.360000610351562,D:expdisk_hr3,,D,5
NGC5624,9.170000076293945,D:expdisk_hr3,,D,5
NGC5630,15.779999732971191,D:expdisk_hr3,22.540000915527344,D;BAR,5
NGC5631,17.90999984741211,D:expdisk_hr3,,B;D,4
NGC5633,7.480000019073486,D:expdisk_hr3,,D;N,4
NGC5636,16.040000915527344,D:expdisk_hr3,17.25,B;D;BAR,5
NGC5645,19.68000030517578,D:expdisk_hr3,19.81999969482422,D;BAR,5
NGC5658,10.180000305175781,Z:edgedisk_hr2,,Z,4
NGC5660,17.780000686645508,D:expdisk_hr3,,B;D,5
NGC5661,10.9399995803833,D:expdisk_hr3,5.849999904632568,D;BAR,5
NGC5665,14.550000190734863,D:expdisk_hr3,,D,5
NGC5667,14.489999771118164,D:expdisk_hr3,,B;D,5
NGC5668,4.71999979019165,D:expdisk_hr3,,D,5
NGC5669,29.190000534057617,D:expdisk_hr3,17.110000610351562,D;BAR,5
NGC5673,16.700000762939453,D:expdisk_hr3,,D,5
NGC5676,20.1299991607666,D:expdisk_hr3,,B;D,5
NGC5678,17.540000915527344,D:expdisk_hr3,,D;N,5
NGC5689,32.060001373291016,D:expdisk_hr3,37.66999816894531,B;D;BAR,5
NGC5690,18.739999771118164,D:expdisk_hr3,,D,5
NGC5691,11.520000457763672,D:expdisk_hr3,13.5,D;BAR,5
NGC5693,15.34000015258789,D:expdisk_hr3,15.079999923706055,D;BAR,5
NGC5701,35.61000061035156,D:expdisk_hr3,52.93000030517578,B;D;BAR,5
NGC5707,16.56999969482422,Z:edgedisk_hr2,,B;Z,4
NGC5708,14.6899995803833,D:expdisk_hr3,9.0,D;BAR,5
NGC5713,18.450000762939453,D:expdisk_hr3,34.58000183105469,B;D;BAR,5
NGC5714,,missing,,B;Z,4
NGC5719,16.84000015258789,D:expdisk_hr3,13.0600004196167,D;BAR;N,5
NGC5728,40.540000915527344,D:expdisk_hr3,101.06999969482422,B;D;BAR,5
NGC5729,18.5,D:expdisk_hr3,7.619999885559082,D;BAR,5
NGC5730,13.8100004196167,D:expdisk_hr3,10.239999771118164,D;BAR,5
NGC5731,9.460000038146973,D:expdisk_hr3,7.989999771118164,D;BAR,5
NGC5740,17.790000915527344,D:expdisk_hr3,15.75,B;D;BAR,5
NGC5744,10.880000114440918,D:expdisk_hr3,6.0,D;BAR,5
NGC5746,54.33000183105469,Z:edgedisk_hr2,,B;Z,4
NGC5750,23.920000076293945,D:expdisk_hr3,19.5,B;D;BAR;N,5
NGC5756,20.940000534057617,D:expdisk_hr3,51.04999923706055,D;BAR;N,5
NGC5757,17.34000015258789,D:expdisk_hr3,21.75,B;D;BAR,5
NGC5762,3.859999895095825,D:expdisk_hr3,,B;D,5
NGC5768,10.670000076293945,D:expdisk_hr3,9.0,D;BAR;N,5
NGC5770,14.239999771118164,D:expdisk_hr3,23.25,D;BAR;N,5
NGC5774,33.56999969482422,D:expdisk_hr3,14.029999732971191,D;BAR,5
NGC5775,30.809999465942383,D:expdisk_hr3,,D;N,3
NGC5777,,missing,,B;Z,4
NGC5781,8.75,D:expdisk_hr3,14.25,D;BAR,5
NGC5783,17.809999465942383,D:expdisk_hr3,,D;N,5
NGC5789,12.600000381469727,D:expdisk_hr3,,D,5
NGC5792,49.13999938964844,D:expdisk_hr3,21.0,D;BAR,5
NGC5798,10.739999771118164,D:expdisk_hr3,,D,5
NGC5806,21.969999313354492,D:expdisk_hr3,27.75,B;D;BAR,5
NGC5809,5.519999980926514,D:expdisk_hr3,,D;N,5
NGC5821,12.0600004196167,D:expdisk_hr3,,B;D,5
NGC5832,26.610000610351562,D:expdisk_hr3,24.0,D;BAR;N,5
NGC5846,100.08999633789062,D:expdisk_hr3,,B;D,3
NGC5850,49.810001373291016,D:expdisk_hr3,63.75,B;D;BAR,5
NGC5854,20.84000015258789,D:expdisk_hr3,,B;D,5
NGC5861,23.760000228881836,D:expdisk_hr3,,D;N,5
NGC5864,18.059999465942383,D:expdisk_hr3,27.0,B;D;BAR,5
NGC5866B,30.579999923706055,D:expdisk_hr3,15.9399995803833,D;BAR,5
NGC5878,28.309999465942383,D:expdisk_hr3,26.459999084472656,B;D;BAR,5
NGC5879,29.5,D:expdisk_hr3,,D;N,5
NGC5885,27.010000228881836,D:expdisk_hr3,8.5600004196167,D;BAR;N,5
NGC5892,29.139999389648438,D:expdisk_hr3,10.569999694824219,D;BAR,5
NGC5894,22.889999389648438,D:expdisk_hr3,,D;N,3
NGC5899,,missing,,B;D;N,5
NGC5900,6.96999979019165,Z:edgedisk_hr2,,Z;N,4
NGC5907,52.849998474121094,Z:edgedisk_hr2,,Z,4
NGC5913,20.579999923706055,D:expdisk_hr3,18.0,D;BAR;N,5
NGC5915,10.90999984741211,D:expdisk_hr3,15.0,D;BAR,5
NGC5916,27.579999923706055,D:expdisk_hr3,28.260000228881836,B;D;BAR,3
NGC5916A,13.140000343322754,D:expdisk_hr3,18.780000686645508,D;BAR,5
NGC5921,30.190000534057617,D:expdisk_hr3,31.5,B;D;BAR,5
NGC5930,13.880000114440918,D:expdisk_hr3,12.760000228881836,D;BAR;N,5
NGC5937,8.930000305175781,D:expdisk_hr3,,D;N,5
NGC5949,18.299999237060547,D:expdisk_hr3,,D;N,5
NGC5950,14.859999656677246,D:expdisk_hr3,10.369999885559082,D;BAR,5
NGC5951,23.450000762939453,D:expdisk_hr3,12.8100004196167,D;BAR,5
NGC5953,14.020000457763672,D:expdisk_hr3,,B;D,5
NGC5954,7.360000133514404,D:expdisk_hr3,,D;nucleus,4
NGC5956,8.5,D:expdisk_hr3,9.600000381469727,D;BAR;N,5
NGC5957,32.720001220703125,D:expdisk_hr3,23.25,B;D;BAR,5
NGC5958,8.65999984741211,D:expdisk_hr3,9.0,D;BAR;N,5
NGC5962,16.719999313354492,D:expdisk_hr3,,B;D,5
NGC5963,10.880000114440918,D:expdisk_hr3,,D;N,5
NGC5964,44.13999938964844,D:expdisk_hr3,44.84000015258789,D;BAR,5
NGC5970,17.459999084472656,D:expdisk_hr3,24.219999313354492,D;BAR;N,5
NGC5981,17.889999389648438,Z:edgedisk_hr2,,Z;N,4
NGC5984,20.149999618530273,Z:edgedisk_hr2,,Z,4
NGC5985,35.099998474121094,D:expdisk_hr3,,B;D,5
NGC6010,12.40999984741211,Z:edgedisk_hr2,,Z;N,4
NGC6012,23.399999618530273,D:expdisk_hr3,33.75,D;BAR;N,5
NGC6014,13.8100004196167,D:expdisk_hr3,15.0,D;BAR;N,5
NGC6015,33.52000045776367,D:expdisk_hr3,,D;N,5
NGC6063,14.5600004196167,D:expdisk_hr3,,D;N,5
NGC6070,28.610000610351562,D:expdisk_hr3,,B;D,5
NGC6106,14.130000114440918,D:expdisk_hr3,,D;N,5
NGC6118,45.459999084472656,D:expdisk_hr3,,B;D,5
NGC6140,25.90999984741211,D:expdisk_hr3,24.690000534057617,D;BAR,5
NGC6155,10.270000457763672,D:expdisk_hr3,4.25,D;BAR,5
NGC6168,11.350000381469727,Z:edgedisk_hr2,,Z,4
NGC6181,13.069999694824219,D:expdisk_hr3,12.0,D;BAR;N,5
NGC6207,20.829999923706055,D:expdisk_hr3,,D,5
NGC6217,22.420000076293945,D:expdisk_hr3,39.0,D;BAR;N,5
NGC6236,21.729999542236328,D:expdisk_hr3,9.260000228881836,D;BAR,5
NGC6237,27.09000015258789,D:expdisk_hr3,36.779998779296875,D;BAR,5
NGC6239,13.039999961853027,D:expdisk_hr3,15.720000267028809,D;BAR,5
NGC6255,38.43000030517578,D:expdisk_hr3,26.760000228881836,D;BAR,5
NGC6267,16.829999923706055,D:expdisk_hr3,15.0,B;D;BAR,5
NGC6278,14.979999542236328,D:expdisk_hr3,18.559999465942383,B;D;BAR,5
NGC6339,32.400001525878906,D:expdisk_hr3,18.3799991607666,D;BAR,5
NGC6395,22.559999465942383,D:expdisk_hr3,,B;D,5
NGC6412,21.65999984741211,D:expdisk_hr3,10.6899995803833,D;BAR;N,5
NGC6434,14.479999542236328,D:expdisk_hr3,,B;D,5
NGC6503,29.6299991607666,D:expdisk_hr3,,D;N,5
NGC6861E,8.819999694824219,D:expdisk_hr3,10.319999694824219,D;BAR,5
NGC6870,12.619999885559082,D:expdisk_hr3,,D;N,5
NGC6887,26.84000015258789,D:expdisk_hr3,11.25,D;BAR;N,5
NGC6889,12.359999656677246,D:expdisk_hr3,9.100000381469727,D;BAR;N,5
NGC6902,44.970001220703125,D:expdisk_hr3,,B;D,5
NGC6902B,13.800000190734863,D:expdisk_hr3,,B;D,5
NGC6923,18.56999969482422,D:expdisk_hr3,18.920000076293945,B;D;BAR,5
NGC6925,26.709999084472656,D:expdisk_hr3,19.510000228881836,B;D;BAR,5
NGC7051,10.619999885559082,D:expdisk_hr3,15.359999656677246,D;BAR;N,5
NGC7059,27.030000686645508,D:expdisk_hr3,11.4399995803833,D;BAR,5
NGC7064,31.0,Z:edgedisk_hr2,,Z,4
NGC7070,18.760000228881836,D:expdisk_hr3,7.25,D;BAR,5
NGC7079,15.470000267028809,D:expdisk_hr3,15.0,B;D;BAR,5
NGC7090,16.219999313354492,Z:edgedisk_hr2,,Z,4
NGC7091,19.719999313354492,D:expdisk_hr3,28.010000228881836,D;BAR,5
NGC7098,46.34000015258789,D:expdisk_hr3,60.0,B;D;BAR;N,5
NGC7107,21.809999465942383,D:expdisk_hr3,24.920000076293945,D;BAR,5
NGC7140,32.02000045776367,D:expdisk_hr3,54.0,B;D;BAR,5
NGC7151,23.719999313354492,D:expdisk_hr3,,D;N,5
NGC7154,17.950000762939453,D:expdisk_hr3,14.25,D;BAR;N,5
NGC7162,16.360000610351562,D:expdisk_hr3,,B;D,5
NGC7162A,29.68000030517578,D:expdisk_hr3,15.0,D;BAR,5
NGC7163,18.5,D:expdisk_hr3,20.25,B;D;BAR,5
NGC7167,12.020000457763672,D:expdisk_hr3,,D;N,5
NGC7171,20.760000228881836,D:expdisk_hr3,,B;D,5
NGC7179,14.979999542236328,D:expdisk_hr3,27.75,B;D;BAR,5
NGC7180,8.59000015258789,D:expdisk_hr3,,D;N,5
NGC7183,16.219999313354492,Z:edgedisk_hr2,,Z;N,4
NGC7184,43.7599983215332,D:expdisk_hr3,12.75,B;D;BAR,5
NGC7188,16.270000457763672,D:expdisk_hr3,8.25,D;BAR;N,5
NGC7191,14.020000457763672,D:expdisk_hr3,6.309999942779541,D;BAR;N,5
NGC7205,29.959999084472656,D:expdisk_hr3,,B;D,5
NGC7213,,missing,,B,5
NGC7218,19.6200008392334,D:expdisk_hr3,9.0,D;BAR;N,5
NGC7219,17.979999542236328,D:expdisk_hr3,,B;D,5
NGC7241,13.680000305175781,Z:edgedisk_hr2,,Z,5
NGC7247,8.0,D:expdisk_hr3,,D;N,5
NGC7254,6.0,D:expdisk_hr3,,D;N,5
NGC7280,17.84000015258789,D:expdisk_hr3,16.479999542236328,B;D;BAR,5
NGC7290,8.829999923706055,D:expdisk_hr3,,D;N,5
NGC7307,29.959999084472656,D:expdisk_hr3,13.359999656677246,D;BAR,5
NGC7314,34.72999954223633,D:expdisk_hr3,,D;N,5
NGC7328,11.619999885559082,D:expdisk_hr3,,D;N,5
NGC7347,10.119999885559082,Z:edgedisk_hr2,,Z,4
NGC7361,30.190000534057617,D:expdisk_hr3,9.369999885559082,D;BAR,5
NGC7368,13.220000267028809,Z:edgedisk_hr2,3.7799999713897705,Z;BAR,4
NGC7371,16.209999084472656,D:expdisk_hr3,12.9399995803833,B;D;BAR,5
