amplitude_policy,galaxy,split,formula_family,n_points,rmse_tpg_v6,rmse_mond,rmse_matched_family,rmse_wrong_family_mean,best_family,matched_family_rank,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared,matched_minus_wrong_mean,matched_minus_tpg_v6,matched_minus_mond,matched_beats_wrong_mean,matched_beats_tpg_v6,matched_beats_mond
family_attractive_only,DDO168,train,K_scale_tail_spiral,10,6.727638673752554,7.879974549733663,8.993591610956091,45.802515344591406,K_exponential_disk,3,123.95226868626911,8.993591610956091,6.727638673752554,6.727638673752554,-36.80892373363531,2.2659529372035374,1.1136170612224285,True,False,False
family_attractive_only,DDO170,train,K_scale_tail_spiral,8,7.480201139884626,14.370201282342645,10.159584119881025,24.15963076974217,K_exponential_disk,3,57.51849002945726,10.159584119881025,7.480201139884626,7.480201139884626,-14.000046649861144,2.679382979996399,-4.21061716246162,True,False,True
family_attractive_only,ESO079-G014,train,K_thick_flared,15,12.522654026496923,11.397542407404476,12.522654026496923,16.674140731911617,K_scale_tail_spiral,3,25.75451303602627,11.745255133211652,12.522654026496923,12.522654026496923,-4.151486705414694,0.0,1.125111619092447,True,False,False
family_attractive_only,ESO444-G084,train,K_scale_tail_spiral,7,13.917114692092932,10.513209179623457,9.653687321801225,51.51579276444611,K_scale_tail_spiral,1,126.7131489091525,9.653687321801225,13.917114692092932,13.917114692092932,-41.86210544264489,-4.263427370291707,-0.8595218578222319,True,True,True
family_attractive_only,ESO563-G021,train,K_thick_flared,30,47.72714916375959,44.48667176928297,47.72714916375959,45.87988950940252,K_compact_finite,4,42.79768067708103,47.114838687366905,47.72714916375959,47.72714916375959,1.8472596543570745,0.0,3.2404773944766205,False,False,False
family_attractive_only,F563-V1,train,K_scale_tail_spiral,6,23.66949222725619,29.338957960123544,26.964419023751876,48.75156833886723,K_exponential_disk,3,98.91572056208932,26.964419023751876,23.66949222725619,23.66949222725619,-21.787149315115354,3.2949267964956874,-2.3745389363716676,True,False,True
family_attractive_only,F563-V2,train,K_scale_tail_spiral,10,26.238947803350438,23.428832485173935,23.80775763175782,27.400238500613835,K_scale_tail_spiral,1,29.722819895140628,23.80775763175782,26.238947803350438,26.238947803350438,-3.592480868856015,-2.4311901715926183,0.3789251465838852,True,True,False
family_attractive_only,F565-V2,train,K_scale_tail_spiral,7,11.960771688430881,6.916649069723871,9.108198192477284,27.66293128699466,K_scale_tail_spiral,1,59.06725048412221,9.108198192477284,11.960771688430881,11.960771688430881,-18.554733094517374,-2.8525734959535978,2.191549122753413,True,True,False
family_attractive_only,F567-2,train,K_scale_tail_spiral,5,14.016635993218337,19.406231954265397,16.22869903613856,34.27423739083716,K_exponential_disk,3,74.7894401860748,16.22869903613856,14.016635993218337,14.016635993218337,-18.045538354698596,2.2120630429202244,-3.177532918126836,True,False,True
family_attractive_only,F568-3,train,K_exponential_disk,18,9.11490703879206,7.976415983117765,9.11490703879206,22.06670847721706,K_scale_tail_spiral,2,49.22521553631487,7.860002856544251,9.11490703879206,9.11490703879206,-12.951801438424999,0.0,1.1384910556742946,True,False,False
family_attractive_only,F568-V1,train,K_exponential_disk,15,29.877210479611758,25.762065140172663,29.877210479611758,26.78118682443359,K_compact_finite,3,22.977818423353682,27.488531570335322,29.877210479611758,29.877210479611758,3.0960236551781684,0.0,4.1151453394390956,False,False,False
family_attractive_only,F571-8,train,K_thick_flared,13,30.175376192122503,28.290592925853005,30.175376192122503,36.41985473878353,K_scale_tail_spiral,3,49.61901242354519,29.46517560068289,30.175376192122503,30.175376192122503,-6.244478546661025,0.0,1.8847832662694977,True,False,False
family_attractive_only,F571-V1,train,K_scale_tail_spiral,7,3.5735232878164758,6.360130039546406,3.7041860848067847,16.393843808119595,K_exponential_disk,3,42.03448484872583,3.7041860848067847,3.5735232878164758,3.5735232878164758,-12.68965772331281,0.13066279699030892,-2.6559439547396213,True,False,True
family_attractive_only,F574-1,train,K_exponential_disk,14,11.820788616096635,8.776912560877792,11.820788616096635,18.937405271003726,K_scale_tail_spiral,2,35.04763660911316,9.943790587801379,11.820788616096635,11.820788616096635,-7.116616654907091,0.0,3.0438760552188437,True,False,False
family_attractive_only,F574-2,train,K_scale_tail_spiral,5,32.6388165436646,38.74115873241575,35.20922291232126,50.86009851443358,K_exponential_disk,3,87.30266245597151,35.20922291232126,32.6388165436646,32.6388165436646,-15.650875602112322,2.5704063686566556,-3.531935820094489,True,False,True
family_attractive_only,F579-V1,train,K_thick_flared,14,19.63941142103888,18.38890176475787,19.63941142103888,24.06467294783127,K_scale_tail_spiral,3,34.18117288836033,18.3734345340946,19.63941142103888,19.63941142103888,-4.42526152679239,0.0,1.250509656281011,True,False,False
family_attractive_only,F583-1,train,K_scale_tail_spiral,25,13.297286773674033,10.320140273858495,10.359993146223937,31.361661427446336,K_scale_tail_spiral,1,67.49041073499095,10.359993146223937,13.297286773674033,13.297286773674033,-21.0016682812224,-2.937293627450096,0.03985287236544188,True,True,False
family_attractive_only,F583-4,train,K_thick_flared,12,2.089348476842753,5.381087823103697,2.089348476842753,26.3446764471427,K_exponential_disk,2,72.8742846072619,4.070396257323441,2.089348476842753,2.089348476842753,-24.255327970299945,0.0,-3.291739346260944,True,False,True
family_attractive_only,KK98-251,train,K_scale_tail_spiral,15,8.181219377823203,10.870651981388162,13.610025806267119,66.55026363621798,K_exponential_disk,3,183.28835215300754,13.610025806267119,8.181219377823203,8.181219377823203,-52.94023782995086,5.428806428443917,2.7393738248789568,True,False,False
family_attractive_only,NGC0055,train,K_scale_tail_spiral,21,13.646013162608714,17.518196226309797,15.50707161929844,26.23140787026621,K_exponential_disk,3,51.40219728558121,15.50707161929844,13.646013162608714,13.646013162608714,-10.72433625096777,1.861058456689726,-2.0111246070113573,True,False,True
family_attractive_only,NGC0100,train,K_exponential_disk,21,7.537919334963079,6.061732881040405,7.537919334963079,23.94100155185542,K_scale_tail_spiral,2,57.189436731158814,7.095648589444358,7.537919334963079,7.537919334963079,-16.40308221689234,0.0,1.476186453922674,True,False,False
family_attractive_only,NGC0247,train,K_exponential_disk,26,3.866312004062215,5.475417572666649,3.866312004062215,14.939752932089752,K_exponential_disk,1,37.06192318765612,3.891023604550918,3.866312004062215,3.866312004062215,-11.073440928027537,0.0,-1.6091055686044342,True,False,True
family_attractive_only,NGC0289,train,K_thick_flared,28,13.44827134683854,23.595309185371484,13.44827134683854,14.991013077890502,K_exponential_disk,2,17.337093619667037,14.187674267165931,13.44827134683854,13.44827134683854,-1.5427417310519616,0.0,-10.147037838532944,True,False,True
family_attractive_only,NGC0300,train,K_exponential_disk,25,9.83189803567648,5.607034629923943,9.83189803567648,19.444302628814473,K_scale_tail_spiral,2,40.652091668474206,7.848918182292735,9.83189803567648,9.83189803567648,-9.612404593137994,0.0,4.2248634057525365,True,False,False
family_attractive_only,NGC0801,train,K_thick_flared,13,31.348134413644825,35.306528941160416,31.348134413644825,32.93068774640782,K_exponential_disk,2,35.46886061395257,31.975068211626063,31.348134413644825,31.348134413644825,-1.5825533327629948,0.0,-3.9583945275155905,True,False,True
family_attractive_only,NGC0891,train,K_compact_finite,18,29.637636010909365,32.67571266789567,36.117714962740685,29.767900696870786,K_exponential_disk,4,36.117714962740685,30.02843006879364,29.637636010909365,29.637636010909365,6.349814265869899,6.48007895183132,3.442002294845018,False,False,False
family_attractive_only,NGC1003,train,K_scale_tail_spiral,36,11.228797331872782,8.233924992844548,10.239711077957573,12.786854567628259,K_scale_tail_spiral,1,15.90296903913921,10.239711077957573,11.228797331872782,11.228797331872782,-2.5471434896706864,-0.9890862539152092,2.0057860851130247,True,True,False
family_attractive_only,NGC1090,train,K_thick_flared,24,15.259685358845738,18.764009439287914,15.259685358845738,18.68151420495823,K_exponential_disk,2,24.762662346218328,16.022194909810633,15.259685358845738,15.259685358845738,-3.4218288461124917,0.0,-3.504324080442176,True,False,True
family_attractive_only,NGC1705,train,K_scale_tail_spiral,14,20.59864390810048,16.95201559286103,17.353386930958422,39.47912186234927,K_scale_tail_spiral,1,77.24007777084682,17.353386930958422,20.59864390810048,20.59864390810048,-22.125734931390845,-3.245256977142059,0.4013713380973911,True,True,False
family_attractive_only,NGC2366,train,K_scale_tail_spiral,26,8.175530891777854,11.387781875806942,11.179048179418931,39.028928681917165,K_exponential_disk,3,100.73572426219579,11.179048179418931,8.175530891777854,8.175530891777854,-27.849880502498234,3.0035172876410776,-0.20873369638801087,True,False,True
family_attractive_only,NGC2403,train,K_exponential_disk,73,9.860995949284607,6.239762201686606,9.860995949284607,20.27350171538826,K_scale_tail_spiral,2,42.54767684317661,8.411832353703565,9.860995949284607,9.860995949284607,-10.412505766103653,0.0,3.6212337475980014,True,False,False
family_attractive_only,NGC2841,train,K_compact_finite,50,59.09007494417434,53.02346081870857,54.87724264138518,58.820834646483604,K_compact_finite,1,54.87724264138518,58.28235405110214,59.09007494417434,59.09007494417434,-3.9435920050984237,-4.21283230278916,1.8537818226766092,True,True,False
family_attractive_only,NGC2903,train,K_thick_flared,34,24.362146162225375,24.96300377208502,24.362146162225375,25.172021867715046,K_scale_tail_spiral,3,26.881021022956993,24.272898417962764,24.362146162225375,24.362146162225375,-0.8098757054896701,0.0,-0.600857609859645,True,False,True
family_attractive_only,NGC2915,train,K_scale_tail_spiral,30,26.00786566771677,20.629433034344654,23.036865971923184,31.929179742374185,K_scale_tail_spiral,1,43.77180789168901,23.036865971923184,26.00786566771677,26.00786566771677,-8.892313770451,-2.970999695793587,2.4074329375785304,True,True,False
family_attractive_only,NGC2955,train,K_compact_finite,24,19.782113998497127,23.273161362253415,24.641523770508012,19.96627059066964,K_exponential_disk,4,24.641523770508012,20.33458377501467,19.782113998497127,19.782113998497127,4.675253179838371,4.859409772010885,1.3683624082545975,False,False,False
family_attractive_only,NGC2976,train,K_thick_flared,27,5.11693008193194,5.678104979086942,5.11693008193194,68.20198102176666,K_exponential_disk,2,191.76576917721627,7.7232438061517295,5.11693008193194,5.11693008193194,-63.085050939834716,0.0,-0.5611748971550012,True,False,True
family_attractive_only,NGC2998,train,K_thick_flared,13,27.11504519134483,27.07347466768693,27.11504519134483,27.748822645372098,K_exponential_disk,2,28.958847402464453,27.172575342307006,27.11504519134483,27.11504519134483,-0.6337774540272676,0.0,0.04157052365789937,True,False,False
family_attractive_only,NGC3109,train,K_scale_tail_spiral,25,9.323880057063088,5.041785679362137,6.272043335416706,35.75708047683798,K_scale_tail_spiral,1,88.62348131638774,6.272043335416706,9.323880057063088,9.323880057063088,-29.485037141421273,-3.0518367216463815,1.2302576560545688,True,True,False
family_attractive_only,NGC3198,train,K_thick_flared,43,7.704000492040528,11.179050056995646,7.704000492040528,13.172895654252386,K_exponential_disk,2,23.839413433311066,7.975273037405567,7.704000492040528,7.704000492040528,-5.468895162211858,0.0,-3.4750495649551176,True,False,True
family_attractive_only,NGC3521,train,K_thick_flared,41,7.110920589361769,6.814883835390855,7.110920589361769,16.025950413548326,K_scale_tail_spiral,3,34.22107156620252,6.74585908508069,7.110920589361769,7.110920589361769,-8.915029824186558,0.0,0.2960367539709141,True,False,False
family_attractive_only,NGC3741,train,K_scale_tail_spiral,21,7.821498388140469,2.7212527031991094,3.894370209914949,41.37546977008873,K_scale_tail_spiral,1,108.48341253398524,3.894370209914949,7.821498388140469,7.821498388140469,-37.48109956017378,-3.9271281782255203,1.1731175067158395,True,True,False
family_attractive_only,NGC3769,train,K_thick_flared,12,11.2553126000523,15.980528592616563,11.2553126000523,16.30959695635408,K_exponential_disk,2,25.70221137112346,11.971266897886482,11.2553126000523,11.2553126000523,-5.054284356301782,0.0,-4.725215992564264,True,False,True
family_attractive_only,NGC3877,train,K_thick_flared,13,22.419419150236873,23.91875443404216,22.419419150236873,29.269729758011646,K_exponential_disk,2,42.5352130015757,22.854557122222356,22.419419150236873,22.419419150236873,-6.850310607774773,0.0,-1.4993352838052871,True,False,True
family_attractive_only,NGC3893,train,K_thick_flared,10,7.421761571780209,6.883534927974165,7.421761571780209,9.208960803466264,K_scale_tail_spiral,3,13.342815203373254,6.862305635245328,7.421761571780209,7.421761571780209,-1.7871992316860545,0.0,0.5382266438060439,True,False,False
family_attractive_only,NGC3917,train,K_exponential_disk,17,6.899654025227952,6.637702160319162,6.899654025227952,13.336410183387835,K_scale_tail_spiral,2,26.657385247505978,6.452191277429576,6.899654025227952,6.899654025227952,-6.436756158159883,0.0,0.26195186490878974,True,False,False
family_attractive_only,NGC3953,train,K_thick_flared,8,10.449994650865388,10.343662263567392,10.449994650865388,13.441943309066398,K_scale_tail_spiral,3,19.43815980739362,10.437675468940183,10.449994650865388,10.449994650865388,-2.991948658201009,0.0,0.10633238729799643,True,False,False
family_attractive_only,NGC3992,train,K_thick_flared,9,21.62991458359259,18.53931925672739,21.62991458359259,20.58702587539948,K_compact_finite,4,19.004485845197102,21.126677197408743,21.62991458359259,21.62991458359259,1.0428887081931109,0.0,3.090595326865202,False,False,False
family_attractive_only,NGC4010,train,K_exponential_disk,12,10.799199499954586,11.798351296716529,10.799199499954586,23.1713826336543,K_exponential_disk,1,46.946356792641545,11.768591608366766,10.799199499954586,10.799199499954586,-12.372183133699714,0.0,-0.999151796761943,True,False,True
family_attractive_only,NGC4051,train,K_thick_flared,7,23.162699244292835,25.364933901873997,23.162699244292835,31.341166488197427,K_exponential_disk,2,46.82075484942632,24.040045370873113,23.162699244292835,23.162699244292835,-8.178467243904592,0.0,-2.2022346575811618,True,False,True
family_attractive_only,NGC4068,train,K_scale_tail_spiral,6,9.789559083112076,11.389697947293712,14.042724437389454,68.21945318838767,K_exponential_disk,3,185.07924139893888,14.042724437389454,9.789559083112076,9.789559083112076,-54.17672875099822,4.253165354277378,2.6530264900957423,True,False,False
family_attractive_only,NGC4085,train,K_thick_flared,7,21.45520895763762,23.247876990413115,21.45520895763762,38.413879831443744,K_exponential_disk,2,71.38902108824118,22.39740944845242,21.45520895763762,21.45520895763762,-16.958670873806124,0.0,-1.7926680327754951,True,False,True
family_attractive_only,NGC4100,train,K_thick_flared,24,10.799906207475212,9.873831807311648,10.799906207475212,11.539427611452204,K_scale_tail_spiral,3,13.48772836892042,10.330648257960979,10.799906207475212,10.799906207475212,-0.7395214039769922,0.0,0.9260744001635643,True,False,False
family_attractive_only,NGC4138,train,K_compact_finite,7,9.51519890085038,10.185247994852606,19.734164564684434,9.53624639705835,K_exponential_disk,4,19.734164564684434,9.578341389474291,9.51519890085038,9.51519890085038,10.197918167626083,10.218965663834053,9.548916569831828,False,False,False
family_attractive_only,NGC4157,train,K_thick_flared,17,20.216389281228402,23.480615178680974,20.216389281228402,23.097191213367307,K_exponential_disk,2,28.19517678007491,20.880007578798605,20.216389281228402,20.216389281228402,-2.8808019321389047,0.0,-3.2642258974525724,True,False,True
family_attractive_only,NGC4217,train,K_compact_finite,19,52.35219166022327,55.35556407681141,55.742715665520755,52.51033008565443,K_exponential_disk,4,55.742715665520755,52.82660693651676,52.35219166022327,52.35219166022327,3.2323855798663246,3.390524005297486,0.38715158870934374,False,False,False
family_attractive_only,NGC4559,train,K_exponential_disk,32,15.385306161864646,18.985298676354127,15.385306161864646,22.20035115491572,K_exponential_disk,1,34.596721613585736,16.619025689296773,15.385306161864646,15.385306161864646,-6.815044993051073,0.0,-3.5999925144894807,True,False,True
family_attractive_only,NGC5005,train,K_compact_finite,18,12.481746631320759,13.97796581666026,21.343997411839407,12.513872423137727,K_exponential_disk,4,21.343997411839407,12.57812400677166,12.481746631320759,12.481746631320759,8.83012498870168,8.862250780518648,7.366031595179146,False,False,False
family_attractive_only,NGC5033,train,K_compact_finite,22,15.138788047327509,15.295974840608453,13.873279524642212,15.01768320109011,K_compact_finite,1,13.873279524642212,14.775473508615312,15.138788047327509,15.138788047327509,-1.1444036764478973,-1.2655085226852965,-1.4226953159662408,True,True,True
family_attractive_only,NGC5055,train,K_thick_flared,28,23.304882018533657,29.486670612228213,23.304882018533657,25.41655152176813,K_exponential_disk,2,28.886045200096575,24.058727346674168,23.304882018533657,23.304882018533657,-2.1116695032344737,0.0,-6.181788593694556,True,False,True
family_attractive_only,NGC5371,train,K_thick_flared,19,41.66572118681593,44.87169677347413,41.66572118681593,43.4589662916538,K_exponential_disk,2,46.45583646539395,42.255341222751504,41.66572118681593,41.66572118681593,-1.7932451048378724,0.0,-3.205975586658198,True,False,True
family_attractive_only,NGC5585,train,K_exponential_disk,24,7.910184029247681,8.365260361585127,7.910184029247681,27.366690524148282,K_exponential_disk,1,65.3305843618592,8.85930318133798,7.910184029247681,7.910184029247681,-19.4565064949006,0.0,-0.4550763323374465,True,False,True
family_attractive_only,NGC6015,train,K_exponential_disk,44,13.450865436024902,10.82252972156713,13.450865436024902,13.649974482856956,K_scale_tail_spiral,2,14.74113290652907,12.7579251060169,13.450865436024902,13.450865436024902,-0.19910904683205466,0.0,2.628335714457771,True,False,False
family_attractive_only,NGC6195,train,K_compact_finite,23,31.92603912642373,36.238986538686945,36.564874545827834,32.141419330379776,K_exponential_disk,4,36.564874545827834,32.57217973829187,31.92603912642373,31.92603912642373,4.423455215448058,4.638835419404103,0.3258880071408896,False,False,False
family_attractive_only,NGC6503,train,K_exponential_disk,31,7.537023161651215,4.239120184630891,7.537023161651215,10.179247479877498,K_scale_tail_spiral,2,16.71453791537778,6.286181362603503,7.537023161651215,7.537023161651215,-2.6422243182262832,0.0,3.297902977020324,True,False,False
family_attractive_only,NGC6674,train,K_compact_finite,15,30.84415865400613,25.376939093620358,29.261624241442536,30.680360826506433,K_compact_finite,1,29.261624241442536,30.352765171507052,30.84415865400613,30.84415865400613,-1.4187365850638969,-1.582534412563593,3.8846851478221787,True,True,False
family_attractive_only,NGC7793,train,K_exponential_disk,46,5.722342289485416,6.0568332273601175,5.722342289485416,34.732507653281665,K_exponential_disk,1,92.34803727199667,6.127143398362914,5.722342289485416,5.722342289485416,-29.010165363796247,0.0,-0.3344909378747012,True,False,True
family_attractive_only,NGC7814,train,K_compact_finite,18,22.076573970785304,20.006224427465735,15.356217521468395,21.808260893152774,K_compact_finite,1,15.356217521468395,21.271634737887712,22.076573970785304,22.076573970785304,-6.452043371684379,-6.72035644931691,-4.650006905997341,True,True,True
family_attractive_only,PGC51017,train,K_scale_tail_spiral,6,18.392706990319713,21.58619332313812,22.624401309139223,63.355773560405794,K_exponential_disk,3,153.28190670057796,22.624401309139223,18.392706990319713,18.392706990319713,-40.73137225126657,4.23169431881951,1.0382079860011046,True,False,False
family_attractive_only,UGC00128,train,K_scale_tail_spiral,22,13.983592876820651,11.714529979315056,12.85495106943448,12.93711310018781,K_compact_finite,2,10.844153546922131,12.85495106943448,13.983592876820651,13.983592876820651,-0.08216203075333084,-1.1286418073861721,1.140421090119423,True,True,False
family_attractive_only,UGC00191,train,K_scale_tail_spiral,9,7.100447637659804,7.3035411506648025,5.7232425165237695,47.37428562422099,K_scale_tail_spiral,1,127.92196159734335,5.7232425165237695,7.100447637659804,7.100447637659804,-41.65104310769722,-1.3772051211360345,-1.580298634141033,True,True,True
family_attractive_only,UGC00634,train,K_scale_tail_spiral,4,8.17927394861286,2.390542422509193,6.473523239737815,11.942822830245904,K_scale_tail_spiral,1,19.469920593511993,6.473523239737815,8.17927394861286,8.17927394861286,-5.469299590508089,-1.705750708875045,4.082980817228622,True,True,False
family_attractive_only,UGC01230,train,K_scale_tail_spiral,11,15.668391396233122,19.787452508603863,15.269259084422602,18.353174917950643,K_scale_tail_spiral,1,23.72274196138569,15.269259084422602,15.668391396233122,15.668391396233122,-3.0839158335280406,-0.39913231181052033,-4.518193424181261,True,True,True
family_attractive_only,UGC01281,train,K_exponential_disk,23,2.873653918392883,2.590778492828074,2.873653918392883,46.70099578228371,K_exponential_disk,1,133.38756821746068,3.841765210997585,2.873653918392883,2.873653918392883,-43.82734186389083,0.0,0.28287542556480894,True,False,False
family_attractive_only,UGC02455,train,K_scale_tail_spiral,8,40.12562667208877,41.15186377794972,42.14294798709024,73.76542486708492,K_exponential_disk,3,141.0450212570772,42.14294798709024,40.12562667208877,40.12562667208877,-31.62247687999468,2.0173213150014675,0.9910842091405172,True,False,False
family_attractive_only,UGC02487,train,K_compact_finite,17,67.62411171265585,60.82824936276332,66.03842575329956,67.44876649232197,K_compact_finite,1,66.03842575329956,67.09807605165417,67.62411171265585,67.62411171265585,-1.410340739022402,-1.585685959356283,5.21017639053624,True,True,False
family_attractive_only,UGC02885,train,K_compact_finite,19,18.30388329245319,15.131131571665343,17.310996533690737,18.2022426517766,K_compact_finite,1,17.310996533690737,17.998961370423423,18.30388329245319,18.30388329245319,-0.8912461180858635,-0.9928867587624524,2.1798649620253947,True,True,False
family_attractive_only,UGC02916,train,K_compact_finite,43,27.319935272727097,30.310716706055015,31.135460068182244,27.50015461237693,K_exponential_disk,4,31.135460068182244,27.8605932916766,27.319935272727097,27.319935272727097,3.6353054558053124,3.815524795455147,0.8247433621272293,False,False,False
family_attractive_only,UGC02953,train,K_compact_finite,115,32.750190465366245,28.930833464990883,27.22347751113864,32.53597646261009,K_compact_finite,1,27.22347751113864,32.107548457097785,32.750190465366245,32.750190465366245,-5.312498951471447,-5.526712954227605,-1.7073559538522431,True,True,True
family_attractive_only,UGC03205,train,K_compact_finite,48,23.038239432266117,20.01236999671605,19.265882690084666,22.807867597478054,K_compact_finite,1,19.265882690084666,22.347123927901933,23.038239432266117,23.038239432266117,-3.5419849073933882,-3.772356742181451,-0.7464873066313835,True,True,True
family_attractive_only,UGC03546,train,K_compact_finite,30,31.144679427119854,32.99335102825052,36.762765257786825,31.247151918629772,K_exponential_disk,4,36.762765257786825,31.452096901649615,31.144679427119854,31.144679427119854,5.515613339157053,5.6180858306669705,3.7694142295363022,False,False,False
family_attractive_only,UGC04278,train,K_exponential_disk,25,10.395694298729477,7.617050061219652,10.395694298729477,32.72962088363917,K_scale_tail_spiral,2,79.41231275467668,8.380855597511358,10.395694298729477,10.395694298729477,-22.333926584909694,0.0,2.778644237509825,True,False,False
family_attractive_only,UGC04325,train,K_scale_tail_spiral,8,17.920667735433767,16.430046998854888,15.624506638510129,35.6696217028589,K_scale_tail_spiral,1,71.16752963770915,15.624506638510129,17.920667735433767,17.920667735433767,-20.04511506434877,-2.2961610969236386,-0.8055403603447591,True,True,True
family_attractive_only,UGC04483,train,K_scale_tail_spiral,8,3.798705980303068,5.284251656234046,10.054495276935254,93.78815087447326,K_exponential_disk,3,273.76704066281366,10.054495276935254,3.798705980303068,3.798705980303068,-83.733655597538,6.255789296632186,4.770243620701208,True,False,False
family_attractive_only,UGC05005,train,K_scale_tail_spiral,11,8.667266606701743,15.3370678339474,10.39639267224357,18.493001713075582,K_exponential_disk,3,38.14447192582326,10.39639267224357,8.667266606701743,8.667266606701743,-8.096609040832012,1.729126065541827,-4.94067516170383,True,False,True
family_attractive_only,UGC05253,train,K_compact_finite,73,15.05917273003151,15.801028556046024,17.207837701966405,15.035776863500834,K_scale_tail_spiral,4,17.207837701966405,14.988985130439485,15.05917273003151,15.05917273003151,2.172060838465571,2.1486649719348954,1.4068091459203806,False,False,False
family_attractive_only,UGC05721,train,K_scale_tail_spiral,23,18.899011901061648,16.681620310362256,15.677533845245193,42.7219435648187,K_scale_tail_spiral,1,90.36780689233281,15.677533845245193,18.899011901061648,18.899011901061648,-27.04440971957351,-3.221478055816455,-1.0040864651170622,True,True,True
family_attractive_only,UGC05750,train,K_exponential_disk,11,9.302313712413989,15.43158945781573,9.302313712413989,29.845771161028733,K_exponential_disk,1,68.3287080370354,11.906291733636799,9.302313712413989,9.302313712413989,-20.543457448614745,0.0,-6.129275745401742,True,False,True
family_attractive_only,UGC05764,train,K_scale_tail_spiral,10,10.69204900722308,8.472754908677588,6.982946574188482,50.12127233320445,K_scale_tail_spiral,1,128.97971898516718,6.982946574188482,10.69204900722308,10.69204900722308,-43.13832575901597,-3.709102433034598,-1.4898083344891067,True,True,True
family_attractive_only,UGC05918,train,K_scale_tail_spiral,8,3.852091274673392,4.343347077626917,3.820573804610818,42.99135180631291,K_scale_tail_spiral,1,121.26987286959196,3.820573804610818,3.852091274673392,3.852091274673392,-39.1707780017021,-0.031517470062574215,-0.522773273016099,True,True,True
family_attractive_only,UGC05999,train,K_scale_tail_spiral,5,8.462273332104134,12.11108103755705,9.169425489037593,16.714991518203526,K_exponential_disk,3,33.22042789040231,9.169425489037593,8.462273332104134,8.462273332104134,-7.545566029165933,0.7071521569334589,-2.9416555485194564,True,False,True
family_attractive_only,UGC06399,train,K_scale_tail_spiral,9,6.570667508689696,4.007206920083819,4.496852360136039,25.413445011970964,K_scale_tail_spiral,1,63.0990000185335,4.496852360136039,6.570667508689696,6.570667508689696,-20.916592651834925,-2.073815148553657,0.4896454400522199,True,True,False
family_attractive_only,UGC06446,train,K_scale_tail_spiral,17,11.600558614682592,9.277034813965724,9.608036252006082,24.754347100449063,K_scale_tail_spiral,1,51.061924071982006,9.608036252006082,11.600558614682592,11.600558614682592,-15.146310848442981,-1.9925223626765103,0.3310014380403583,True,True,False
family_attractive_only,UGC06614,train,K_compact_finite,13,27.61230809264631,31.039843849947932,30.231883780361514,27.83399855541747,K_exponential_disk,4,30.231883780361514,28.277379480959787,27.61230809264631,27.61230809264631,2.3978852249440443,2.619575687715205,-0.807960069586418,False,False,True
family_attractive_only,UGC06628,train,K_scale_tail_spiral,7,30.52936844963153,33.51825732954061,32.76752603659018,52.95671226427846,K_exponential_disk,3,97.81139989357231,32.76752603659018,30.52936844963153,30.52936844963153,-20.189186227688275,2.2381575869586534,-0.7507312929504266,True,False,True
family_attractive_only,UGC06667,train,K_scale_tail_spiral,9,21.777818607382592,16.71485279097738,18.254026493374933,33.65727185750106,K_scale_tail_spiral,1,57.416178357738,18.254026493374933,21.777818607382592,21.777818607382592,-15.403245364126125,-3.5237921140076587,1.5391737023975551,True,True,False
family_attractive_only,UGC06786,train,K_compact_finite,45,33.56822624211261,29.84835494248942,22.485512324729054,33.197811072298585,K_compact_finite,1,22.485512324729054,32.45698073267055,33.56822624211261,33.56822624211261,-10.71229874756953,-11.082713917383554,-7.362842617760364,True,True,True
family_attractive_only,UGC06787,train,K_compact_finite,71,32.5137827820559,29.754940330408104,25.47360509382077,32.233543096314754,K_compact_finite,1,25.47360509382077,31.67306372483247,32.5137827820559,32.5137827820559,-6.7599380024939855,-7.040177688235129,-4.281335236587335,True,True,True
family_attractive_only,UGC06923,train,K_scale_tail_spiral,6,8.148037483804755,9.174294672212552,9.756185765361533,34.7061778298573,K_exponential_disk,3,87.8224585219624,9.756185765361533,8.148037483804755,8.148037483804755,-24.94999206449577,1.6081482815567778,0.5818910931489807,True,False,False
family_attractive_only,UGC06930,train,K_exponential_disk,10,7.129942401878801,10.615359911067321,7.129942401878801,15.523981013687285,K_exponential_disk,1,31.49719182180449,7.94480881737857,7.129942401878801,7.129942401878801,-8.394038611808483,0.0,-3.48541750918852,True,False,True
family_attractive_only,UGC06973,train,K_compact_finite,9,43.77487056159231,46.219420778795254,59.15991593534564,43.90780051686596,K_exponential_disk,4,59.15991593534564,44.17366042741325,43.77487056159231,43.77487056159231,15.252115418479676,15.385045373753329,12.940495156550384,False,False,False
family_attractive_only,UGC07089,train,K_exponential_disk,12,11.854626156035648,15.11002549298317,11.854626156035648,30.418652480779006,K_exponential_disk,1,65.48553305250043,13.91579823380094,11.854626156035648,11.854626156035648,-18.56402632474336,0.0,-3.255399336947521,True,False,True
family_attractive_only,UGC07125,train,K_scale_tail_spiral,13,23.50738158433897,30.744216898994726,25.49714427081561,33.5286419191231,K_exponential_disk,3,53.571162588691365,25.49714427081561,23.50738158433897,23.50738158433897,-8.031497648307493,1.9897626864766416,-5.247072628179115,True,False,True
