split,n_galaxies,median_rmse_l2_weight_intake,mean_rmse_l2_weight_intake,beats_old_l2_proxy_fraction,beats_single_matched_fraction,beats_tpg_v6_fraction,beats_mond_fraction,dominant_matches_coarse_family_fraction,median_intake_minus_old_l2_proxy,median_intake_minus_single_matched,median_intake_minus_tpg_v6,median_intake_minus_mond,claim_boundary
holdout,44,15.536819728895331,19.90641262662945,0.4090909090909091,0.4090909090909091,0.4772727272727273,0.4318181818181818,0.13636363636363635,0.8473599957438616,0.31626138989802044,0.22061192206788327,0.2825983090279376,l2_weight_intake_endpoint_preflight_not_validation
train,131,12.946674099741248,18.452477061180126,0.5343511450381679,0.46564885496183206,0.45038167938931295,0.5038167938931297,0.22900763358778625,-0.10082452621392513,0.0,0.12752959362015126,-0.004011250111839004,l2_weight_intake_endpoint_preflight_not_validation
