galaxy,product_id,product_role,source_url,http_status,content_length_bytes,head_error,download_status,local_cache_path,local_cache_exists,local_size_bytes,sha256,endpoint_scores_allowed,uses_vobs_or_residual,claim_boundary
NGC7331,NA_MOM0,natural_weight_moment0_integrated_hi_intensity,https://www2.mpia-hd.mpg.de/THINGS/Data_files/NGC_7331_NA_MOM0_THINGS.FITS,200,4265280,,DOWNLOADED,/Users/jolcsak/Projects/tau-core-morphology-forward-readout-paper8/data/external/literature/ngc7331_things_hi_route/NGC_7331_NA_MOM0_THINGS.FITS,True,4265280,a2e0a9bf84084ae46f98b63bbd3ead88304e0888510809f271991a0042a425c8,False,False,ngc7331_things_hi_products_source_acquisition_not_endpoint
NGC7331,NA_MOM1,natural_weight_moment1_velocity_field,https://www2.mpia-hd.mpg.de/THINGS/Data_files/NGC_7331_NA_MOM1_THINGS.FITS,200,4262400,,DOWNLOADED,/Users/jolcsak/Projects/tau-core-morphology-forward-readout-paper8/data/external/literature/ngc7331_things_hi_route/NGC_7331_NA_MOM1_THINGS.FITS,True,4262400,49aade673411f53e6c84d169a1304e7277eac97dd8f9f1a0666538582c089116,False,False,ngc7331_things_hi_products_source_acquisition_not_endpoint
NGC7331,NA_MOM2,natural_weight_moment2_velocity_dispersion,https://www2.mpia-hd.mpg.de/THINGS/Data_files/NGC_7331_NA_MOM2_THINGS.FITS,200,4262400,,DOWNLOADED,/Users/jolcsak/Projects/tau-core-morphology-forward-readout-paper8/data/external/literature/ngc7331_things_hi_route/NGC_7331_NA_MOM2_THINGS.FITS,True,4262400,bbe1fe945a67c8811bdcfb719c90f23b7b34c3fe1e991facd7dd42dc63e4ccf9,False,False,ngc7331_things_hi_products_source_acquisition_not_endpoint
NGC7331,RO_MOM0,robust_weight_moment0_integrated_hi_intensity,https://www2.mpia-hd.mpg.de/THINGS/Data_files/NGC_7331_RO_MOM0_THINGS.FITS,200,4265280,,DOWNLOADED,/Users/jolcsak/Projects/tau-core-morphology-forward-readout-paper8/data/external/literature/ngc7331_things_hi_route/NGC_7331_RO_MOM0_THINGS.FITS,True,4265280,f8de3c11162dc8103bb9ed4f17cac05543303d91a03a8a59d954f9ff6958fe18,False,False,ngc7331_things_hi_products_source_acquisition_not_endpoint
NGC7331,RO_MOM1,robust_weight_moment1_velocity_field,https://www2.mpia-hd.mpg.de/THINGS/Data_files/NGC_7331_RO_MOM1_THINGS.FITS,200,4262400,,DOWNLOADED,/Users/jolcsak/Projects/tau-core-morphology-forward-readout-paper8/data/external/literature/ngc7331_things_hi_route/NGC_7331_RO_MOM1_THINGS.FITS,True,4262400,bab6e9a80ea9244e575065fcf8efdb042c16352b441edf73520bbd00a98fe07c,False,False,ngc7331_things_hi_products_source_acquisition_not_endpoint
NGC7331,RO_MOM2,robust_weight_moment2_velocity_dispersion,https://www2.mpia-hd.mpg.de/THINGS/Data_files/NGC_7331_RO_MOM2_THINGS.FITS,200,4262400,,DOWNLOADED,/Users/jolcsak/Projects/tau-core-morphology-forward-readout-paper8/data/external/literature/ngc7331_things_hi_route/NGC_7331_RO_MOM2_THINGS.FITS,True,4262400,f90eae32c9004a91d18d8db4fab3d80236e79c3fbe5a6268705d1bc5334d39d1,False,False,ngc7331_things_hi_products_source_acquisition_not_endpoint
