split,formula_family,n_galaxies,hard_beats_wrong_fraction,hard_rank1_fraction,hard_beats_tpg_v6_fraction,hard_beats_mond_fraction,tau_l2_beats_tpg_v6_fraction,tau_l2_beats_mond_fraction,median_hard_minus_wrong,median_tau_l2_minus_tpg_v6,median_tau_l2_minus_mond
holdout,K_compact_finite,2,0.5,0.5,0.5,0.5,0.5,0.5,-1.0473313502865924,-1.7364297620770692,-1.3246793265344667
holdout,K_exponential_disk,1,1.0,0.0,1.0,1.0,0.0,1.0,-7.535629576581786,1.0686944178543198,-2.7966056854382986
holdout,K_scale_tail_spiral,10,1.0,0.3,0.3,0.4,0.5,0.7,-22.451646369734704,-0.07673730901501274,-2.039489789297326
holdout,K_thick_flared,8,1.0,0.125,0.75,0.75,0.25,0.5,-8.052089053529903,2.401024111308806,1.212175501647824
train,K_compact_finite,5,0.4,0.4,0.4,0.2,0.4,0.6,3.8068601453608153,0.4075240088270089,-1.0371955435718263
train,K_exponential_disk,12,0.8333333333333334,0.3333333333333333,0.4166666666666667,0.5,0.5,0.4166666666666667,-9.262699147552492,-0.12015444156192555,0.4092232174377876
train,K_scale_tail_spiral,20,1.0,0.5,0.5,0.45,0.5,0.5,-29.164139412166005,-0.21344650339326063,-0.9128773176813594
train,K_thick_flared,17,0.9411764705882353,0.058823529411764705,0.6470588235294118,0.7058823529411765,0.23529411764705882,0.35294117647058826,-3.2730841202072654,1.701371480515384,0.2305153296459288
