galaxy,proposed_readout_subfamily,n_source_fields,n_gates,n_pass_like,n_caveated,n_blocked,warp_r_inner_kpc,warp_r_outer_kpc,warp_displacement_kpc,thickness_h_over_rs,truncation_contrast,frozen_projection_bound,projection_freeze_status,accepted_subfamily_label_promoted,endpoint_scores_allowed,claim_boundary
NGC5907,K_projection_dominated,6,6,6,1,0,13.3,24.0,1.7,0.1733207190160832,0.7382978723404255,0.7891282494318128,PROJECTION_PROTOCOL_BOUND_READY_NOT_ENDPOINT,True,False,ngc5907_projection_freeze_gate_not_endpoint
