radius_kpc,vstar_disk_km_s,vstar_bulge_km_s,vstar_bar_primary_km_s,vstar_total_primary_km_s,vstar_total_bar_envelope_low_km_s,vstar_total_bar_envelope_high_km_s,uses_halpha_endpoint_or_dark_discrepancy
0.1,9.723099780256993,248.34350004381824,15.943926925972269,249.04465762021783,248.54797233657163,266.3078747923638,False
0.15000000000000002,13.806976075353605,248.4736485423823,19.5272427324268,249.62191373563306,248.88888246397644,266.60952365094397,False
0.20000000000000004,17.637835990134988,244.4743736565694,22.548117696195558,246.14473434308584,245.16741241500338,263.11530576205814,False
0.25000000000000006,21.270633455427983,239.0071113784448,25.20956196667961,241.2723795870869,240.04369564727878,258.3170351140978,False
0.30000000000000004,24.73888249415542,233.06046427863257,27.615691507949435,235.9911412199484,234.5053285967397,253.14036384959618,False
0.3500000000000001,28.065382609844974,227.05674162627392,29.828355978374045,230.7209579543005,228.9736611873508,247.9783883971586,False
0.40000000000000013,31.26675890693874,221.18782354063185,31.887853851944545,225.65127679335052,223.63956135601882,243.00723237850528,False
0.45000000000000007,34.355734101471896,215.5408271211395,33.822176544293335,220.86671149792883,218.5890378643021,238.30446096284166,False
0.5000000000000001,37.34239804671411,210.15181348328198,35.65170443476326,216.40074729837485,213.85692912307292,233.89974539376036,False
0.5500000000000002,40.234975372962744,205.03093545990652,37.391823063526736,212.26089176021418,209.4520453093176,229.79858405112466,False
0.6000000000000002,43.04031816578676,200.17500240451864,39.054485464853606,208.4412469027799,205.3697345501403,225.9941416686188,False
0.6500000000000001,45.76423730302235,195.57405485519095,40.64919725941502,204.92909404538784,201.59846310203454,222.47343176546525,False
0.7000000000000002,48.411733847943964,191.2149143430605,42.183665567909166,201.70845565353312,198.1233732693774,219.22064440755273,False
0.7500000000000002,50.98716574830589,187.08313469354252,43.66424216284507,198.76205976358509,194.92824450106403,216.2189673707696,False
0.8000000000000002,53.49437110406793,183.16407859954754,45.096235392391115,196.07243017723556,191.99658086108116,213.45158449192996,False
0.8500000000000002,55.93676136831873,179.44350292454854,46.48413546013651,193.62248542895273,189.3122079238264,210.90221313984176,False
0.9000000000000002,58.3173931792018,175.9078631181006,47.83178077791682,191.39585655489182,186.85958917030536,208.5553790892687,False
0.9500000000000003,60.63902465520552,172.5444554704434,49.14248320238879,189.37704211446413,184.6239803665244,206.39654046955582,False
1.0000000000000004,62.90416016751759,169.34146572116353,50.41912393335923,187.5514687683894,182.59149023437894,204.41212506122832,False
1.0500000000000003,65.11508641511114,166.28796423629,51.66422806079472,185.90549747066348,180.74908745483918,202.58951853877238,False
1.1000000000000005,67.27390183224587,163.37387163365963,52.88002329829461,184.4263990439935,179.08457773360288,200.91702589223416,False
1.1500000000000004,69.38254081265009,160.58990912158092,54.06848681939001,183.10231333392602,177.58656506702644,199.3838192391028,False
1.2000000000000004,71.44279385336385,157.92754206620543,55.23138301589888,181.9222004223131,176.24440561783206,197.97987986086335,False
1.2500000000000004,73.45632444983502,155.3789218229271,56.370294240488896,180.8757889306748,175.04815915065353,196.69593905723949,False
1.3000000000000005,75.42468337753124,152.9368287431719,57.48664606384397,179.95352434528422,173.9885408735712,195.5234204429067,False
1.3500000000000005,77.3493208511867,150.59461796633678,58.58172819728041,179.14651901487449,173.05687524942368,194.45438511291354,False
1.4000000000000006,79.23159694554069,148.3461688096798,59.6567119567481,178.44650469129687,172.24505256188425,193.48148037506115,False
1.4500000000000006,81.07279058061613,146.1858380845675,60.71266494233953,177.84578801145844,171.5454885536617,192.59789230957426,False
1.5000000000000004,82.87410731301425,144.10841737790062,61.75056345743862,177.33720903804527,170.9510871797224,191.79730215820754,False
1.5500000000000005,84.63668612729016,142.10909416975136,62.77130307888731,176.91410281427034,170.45520636392106,191.07384639827407,False
1.6000000000000005,86.36160538461687,140.18341656655372,63.77570770388909,176.5702637988971,170.0516265670488,190.4220802794538,False
1.6500000000000006,88.04988805702851,138.32726138476434,64.76453733365405,176.29991300368368,169.73452193919402,189.83694456595828,False
1.7000000000000006,89.70250635265965,136.53680530449319,65.73849480291317,176.09766763832695,169.49843382122316,189.31373521691597,False
1.7500000000000007,91.32038581915947,134.80849881457837,66.69823162470662,175.95851306675485,169.33824636760596,188.84807574310855,False
1.8000000000000007,92.90440899781488,133.13904268257826,67.64435308858667,175.87777688622305,169.24916407850208,188.4358919917891,False
1.8500000000000008,94.45541868907044,131.52536670051438,68.57742272558629,175.85110495278707,169.2266910484926,188.0733891291028,False
1.9000000000000008,95.97422088049525,129.96461047699842,69.49796623351024,175.87443919071964,169.2666117598664,187.75703060905752,False
1.9500000000000006,97.46158738035474,128.4541060668217,70.40647494019638,175.94399703777705,169.36497326835044,187.48351893753048,False
2.0000000000000004,98.91825819344422,126.99136224909506,71.30340886952652,176.05625239201433,169.5180686477408,187.24977805856093,False
2.0500000000000007,100.34494367046193,125.57405028399121,72.18919946449915,176.20791793866636,169.72242157662677,187.0529372077035,False
2.100000000000001,101.74232645772027,124.19999099574213,73.06425201311252,176.395928747257,169.97477196517121,186.8903160932805,False
2.150000000000001,103.11106327024967,122.86714304564835,73.92894781576422,176.61742703954,170.27206253275125,186.7594112809199,False
2.2000000000000006,104.4517865082045,121.57359227344871,74.78364612705347,176.86974803816122,170.6114262583051,186.65788366983278,False
2.250000000000001,105.76510573382554,120.31754199852692,75.62868590003883,177.15040681415698,170.99017463464816,186.58354696095026,False
2.3000000000000007,107.05160902396658,119.09730418418594,76.46438735697228,177.45708605868018,171.40578666601337,186.5343570274261,False
2.350000000000001,108.31186421127926,117.91129137870684,77.29105340715364,177.78762471078906,171.85589855482863,186.508402107228,False
2.400000000000001,109.54642002551728,116.75800935624329,78.10897092970721,178.14000737885215,172.33829402945233,186.50389374571833,False
2.450000000000001,110.75580714502372,115.63605038889521,78.91841193668446,178.51235449821678,172.8508952694141,186.51915842337306,False
2.500000000000001,111.9405391672603,114.54408708866775,79.71963462986136,178.90291317234562,173.39175438879573,186.55262981021679,False
2.5500000000000007,113.10111350620099,113.48086676455333,80.51288436287052,179.31004864871858,173.95904544186638,186.6028415942571,False
2.600000000000001,114.23801222351456,112.44520624576815,81.29839451883005,179.73223638449653,174.55105691806654,186.66842083627253,False
2.650000000000001,115.35170279968081,111.43598712731553,82.07638731236717,180.1680546602944,175.16618469600135,186.7480818078185,False
2.700000000000001,116.44263885050697,110.45215139860886,82.84707452384833,180.61617770346842,175.80292542833914,186.84062027333712,False
2.750000000000001,117.51126079391882,109.49269741993872,83.61065817269022,181.07536928511595,176.45987033147236,186.9449081808467,False
2.800000000000001,118.55799647138258,108.55667621516676,84.36733113581833,181.5444767575531,177.1356993555379,187.05988872889736,False
2.850000000000001,119.58326172785927,107.64318805222874,85.11727771663749,182.02242550139906,177.82917571195162,187.18457178035726,False
2.900000000000001,120.58746095379212,106.75137928587749,85.8606741692701,182.5082137535765,178.53914073702214,187.31802959617676,False
2.950000000000001,121.57098759227691,105.88043943963272,86.59768918228671,183.00090778956047,179.2645090714965,187.45939286460367,False
3.000000000000001,122.53422461425048,105.02959850616645,87.32848432569014,183.4996374350762,180.0042641370739,187.6078470034147,False
3.050000000000001,123.47754496426013,104.1981244473714,88.05321446450823,184.00359188418975,180.7574538920244,187.76262871462288,False
3.100000000000001,124.40131197912763,103.38532087716345,88.77202814199444,184.51201580234644,181.52318684907226,187.923022772828,False
3.1500000000000012,125.30587978160716,102.59052491168205,89.48506793512215,185.02420569441847,182.3006283396673,188.0883590299293,False
3.200000000000001,126.1915936509398,101.81310517299683,90.19247078478223,185.5395065192193,183.0889970096697,188.25800962032443,False
3.2500000000000013,127.05879037203452,101.05245993372338,90.89436830285014,186.05730853324616,183.88756153233027,188.43138635199796,False
3.300000000000001,127.9077985648509,100.30801539111278,91.59088705807221,186.5770443476226,184.69563752525534,188.60793827006523,False
