permutation,tpg_mse_reduction
103,-0.06381244565882638
104,-0.12828943136341642
105,-0.04163276637228308
106,0.0015160290403510857
107,-0.006621727495190632
108,-0.10442461439449746
109,-0.030794822631086793
110,-0.09009062394266287
111,-0.037490262464021984
112,0.07327705446972105
113,-0.005422396443718669
114,-0.08427127478095642
115,-0.016924850634052246
116,-0.027846329691219696
117,-0.057401568670895076
118,-0.010497299794820392
119,0.0019482431509840747
120,0.0006989311280350963
121,-0.030494782829595835
122,-0.02129999741943367
123,-0.025459873325852422
124,-0.07162659758637446
125,0.0022804382254200117
126,-0.00496948243312445
127,-0.05666708598627257
128,-0.044698209219532936
129,0.0032508234664604396
130,-0.004605539166462558
131,-0.11068921656706121
132,-0.037141447539709715
133,-0.058689723805112615
134,-0.023128679764334747
135,0.007658535071697226
136,0.02846045083771298
137,0.009256502644948594
138,0.007017859355211931
139,-0.0019700284937197443
140,0.11783044410560345
141,0.0954998810872536
142,0.08878904876488175
143,-0.06708618534043886
144,0.007695769355077542
145,-0.07567849689342154
146,-0.023799052545802835
147,0.027533421070390807
148,-0.022673313193975697
149,-0.0353454894117462
150,0.003016014647199805
151,-0.048259026864075016
152,-0.011663476503268266
153,-0.03380998625063214
154,0.06555021927744137
155,-0.10490159289772716
156,-0.003290384189428508
157,0.002254417476397874
158,-8.142076653794295e-05
159,-0.02629183886587705
160,-0.03204361453785409
161,0.028123758390515508
162,-0.026976140617168576
163,-0.024593477523219165
164,0.002199200878304608
165,0.006524995131097944
166,-0.05119294395432661
167,-0.030479307425075763
168,-0.03969497125572985
169,0.0885065876790484
170,-0.029558586947214804
171,0.0551020768358404
172,-0.01168764115880061
173,0.0868565379208629
174,-0.06323551311524
175,-0.07858325415038225
176,-0.030501795529547238
177,0.03419703353458725
178,0.03324628958241471
179,-0.06731735126537797
180,-0.022796420120166028
181,0.0022828833351359323
182,-0.05114046772533842
183,0.0058659301268269015
184,0.03774082529770206
185,0.05379893503417055
186,-0.046613205917490186
187,-0.034900635814111736
188,-0.021343545838291345
189,-0.029565280691808193
190,0.09992430309028749
191,-0.04280980498311304
192,-0.09554519061769562
193,-0.06588778372267023
194,-0.04622838870848067
195,-0.03851995049323442
196,-0.062440645348317725
197,-0.0560261327094872
198,-0.0423774647304862
199,0.06612110581927166
200,-0.050124500097049496
201,-0.025199683415050078
202,-0.011079826594758035
203,-0.042480832714905326
204,-0.035457403626971806
205,0.03644279573747
206,-0.04527383553620912
207,-0.03597469532529918
208,-0.05423916054748601
209,-0.027657339521856783
210,-0.05462305986701288
211,-0.015873928674150828
212,-0.009176743171196988
213,-0.002421393323642329
214,0.013551766591382686
215,0.06044231357221613
216,-0.0552277303989277
217,-0.08211274813106706
218,-0.032540463911146844
219,0.038415921721867474
220,-0.06273722498980117
221,-0.1471198080707119
222,-0.07820876010415323
223,-0.0594383399262981
224,-0.02292044283720951
225,0.02160949460854822
226,0.0001135829750427142
227,-0.03370834852711202
228,-0.06546778094416295
229,0.05107911774078722
230,0.04708632607348995
231,-0.010035627574302208
232,0.018071751791151613
233,-0.0827257159471324
234,-0.025926245015087446
235,-0.022415829628011807
236,-0.047398739771672416
237,0.010092626606683974
238,0.003939572290029281
239,-0.06645516783204564
240,-0.016712772174576895
241,-0.08076690812546516
242,-0.04544395185589434
243,-0.0025629045591424315
244,-0.003899499721631172
245,0.009533080861176546
246,-0.03870732842582647
247,-0.037837502672978696
248,0.022635147124939747
249,-0.01712444526345791
250,-0.04789536814499884
251,-0.030456995088585015
252,-0.04025562835163243
253,-0.04216958636125123
254,-0.03758916306700588
255,0.10132827360676899
256,-0.07497228220932195
257,-0.022365684219137094
258,-0.03606201095919659
259,-0.023827650775182563
260,-2.494603278213603e-05
261,0.0250675192808667
262,-0.014918703458469573
263,-0.03249122045636077
264,-0.004534305176298714
265,-0.04264084315327854
266,-0.020354109506004248
267,0.06726199965577145
268,-0.07125095974725293
269,-0.018334479648075996
270,-0.03652769951403667
271,-0.04158737539615598
272,0.05336492923420877
273,-0.016195452560682222
274,-0.11821262959011225
275,0.033542970595385135
276,0.013507528949938785
277,-0.0391260278741854
278,-0.06699952047965496
279,-0.04362782402303389
280,-0.09230567659631828
281,0.0035936055815658507
282,-0.06355394837494377
283,-0.052665080310789314
284,-0.05484232607746409
285,-0.050454162785004586
286,-0.004931129815132773
287,-0.014469127328145648
288,-0.017080895185794143
289,0.004029753806030212
290,-0.00420831530247201
291,-0.021924197072206164
292,-0.04613223019104362
293,-0.005444964706716626
294,-0.025738318428705442
295,0.020213023099624916
296,-0.021939931736154605
297,-0.05566753480222553
298,-0.11757235340399408
299,-0.012525798831687807
300,0.010433521258635392
301,-0.048127411791276775
302,-0.023107483235057402
303,-0.1423393054035368
304,0.021322760353644
305,0.0032233690227831957
306,-0.040051698134157654
307,-0.027871799665301067
308,0.04937125489238092
309,-0.0981245847054274
310,-0.05401359716245324
311,-0.005892155558348544
312,-0.011457702716592744
313,-0.058720072464836015
314,-0.0409540839028425
315,0.00269330022773262
316,0.0864241054319908
317,-0.010863083112843452
318,-0.08327183569871122
319,-0.013074386706505181
320,-0.02917257249598615
321,0.03546038788620176
322,-0.019913059262308686
323,-0.053672886935355324
324,-0.028085896018932188
325,0.01896382923497464
326,-0.013671105047690424
327,0.03405809435763252
328,-0.005141442701551924
329,-0.026733154598366782
330,0.05495036038607809
331,0.01084617851737879
332,-0.034995390287449135
333,-0.004694057316840805
334,-0.008806680693810076
335,0.003309917003951668
336,-0.051550491030575296
337,-0.009430359122065135
338,-0.025732742140928577
339,0.010676080004549116
340,-0.02225344555618347
341,0.0062293632313623615
342,-0.03801667272406439
343,-0.0416327973246321
344,-0.055983634964370865
345,-0.057275752409164604
346,0.014065779237388165
347,-0.025271887717927433
348,-0.009455069393410565
349,-0.027125723425667214
350,0.02282820737359248
351,-0.02527805191654975
352,-0.00990848826000379
353,-0.12144448772136884
354,0.07357574954664103
355,-0.01453256287105964
356,-0.031914637111936095
357,-0.051022127835618436
358,-0.015887990881417124
359,-0.06271985865259044
360,0.020771347180656652
361,-0.1007379185178513
362,-0.0575872154289796
363,-0.04430283584014694
364,-0.032615706066238426
365,0.09841903314157308
366,-0.023326914100203155
367,-0.00970878502564887
368,0.012643352282071363
369,-0.09444880979108305
370,-0.03712938141771516
371,-0.030048159348958103
372,-0.035029927049294196
373,-0.07043533368093136
374,-0.03837880293264373
375,0.0738385620084086
376,0.012948794040915645
377,-0.0012208839352044754
378,-0.0036697207913478636
379,-0.019304385603261087
380,-0.011415679401895584
381,-0.03165961134887385
382,-0.06936428297981789
383,-0.08460952582099668
384,-0.0133530500073884
385,-0.03011140572076154
386,0.0028592233549653567
387,-0.01870143591895901
388,-0.019935884903591883
389,-0.05106389521032095
390,-0.011236549540435514
391,-0.047253026117598185
392,-0.041658301265538045
393,-0.03493226441164243
394,-0.01863395398574519
395,0.013452682658373072
396,-0.06238421867907029
397,-0.019993567706840576
398,-0.007130896377653406
399,-0.03032135721940865
400,-0.029885698825456553
401,-0.031299590757143836
402,-0.01929625745614616
403,-0.0047697312919423585
404,-0.01889014477835238
405,-0.07134879532072247
406,-0.016415370979956934
407,-0.02337779224806802
408,-0.061184880094185545
409,-0.020416089802925308
410,0.04047752958038242
411,-0.08609908105234954
412,-0.002286339567476481
413,-0.02793985447574099
414,-0.044703466261503566
415,4.0163871586784694e-05
416,0.0007495440162406108
417,-0.050231369837136164
418,-0.01619685901428025
419,-0.030193786506188425
420,-0.033610027721788116
421,-0.041720692068161314
422,0.018821149514378188
423,0.004840856271156158
424,-0.05131860803190269
425,-0.17006283700560487
426,0.005507971246841881
427,-0.07713913840814113
428,-0.004077840389140497
429,-0.07472873561621007
430,-0.06042961130004998
431,-0.0376837808006959
432,0.04401793802000542
433,0.01396916352565214
434,0.01285031287307703
435,-0.007200442827579812
436,-0.05555134676679452
437,-0.051257952225282066
438,-0.1144650911000179
439,0.0601146785218844
440,-0.013074052408776793
441,-0.128222810671885
442,-0.014302364240552423
443,0.015593615365055546
444,-0.063179581272651
445,0.012879901786142733
446,-0.0013270610606033184
447,-0.06073996821942773
448,-0.06310281311353771
449,-0.02893365155469152
450,-0.13516819929710278
451,-0.04662088311569179
452,-0.0034062225371435106
453,-0.057620309892065125
454,-0.01880323604208667
455,-0.02449457052620596
456,0.04589460287633762
457,-0.0698282761859027
458,0.07804962349113875
459,-0.010970621143326253
460,-0.007199633698333874
461,-0.07487385354361575
462,-0.008309417506653372
463,-0.03349579716828455
464,-0.06771600060319138
465,-0.09056484798546738
466,-0.023285680878115333
467,-0.043215766786355636
468,-0.043635464493263054
469,0.014484674929167718
470,0.04616297920704837
471,-0.022224341285007165
472,-0.07255613532382543
473,-0.013473621567030691
474,0.032885915889227735
475,0.05752032763175102
476,-0.014417887717287692
477,-0.06298386739462059
478,-0.020674425200102542
479,-0.11254419891768852
480,-0.05070038566927915
481,-0.053587091997887026
482,-0.08004924352618636
483,-0.03455534589865861
484,-0.027258480357712167
485,-0.06219210849210266
486,-0.13219224338691693
487,-0.04321102346797889
488,0.04856737363225283
489,0.005334524450415934
490,-0.0068409124459922754
491,-0.02953535695645726
492,0.014413937614259242
493,0.05263614569852626
494,-0.006798359929454212
495,-0.009556179209206928
496,-0.01256730968624098
497,-0.05669900258607574
498,0.06393698326113367
499,-0.013682008201491347
500,-0.0443999564729296
501,-0.026541230282092987
502,-0.12805146052356875
503,-0.02652828359923831
504,0.013398709491150185
505,0.042778659170730315
506,-0.05258995695830937
507,0.026238859016489702
508,0.03883508299506455
509,-0.04177855300753053
510,-0.013733936371217115
511,-0.010530822372014081
512,0.06789501894076516
513,-0.029997338867623125
514,-0.005174404363238572
515,-0.01421485937463296
516,-0.03801554832647658
517,-0.08811438174317254
518,0.004680378000377905
519,0.008233316159014237
520,-0.01825588232407882
521,0.012702444779918443
522,-0.047984085444709335
523,-0.008484104818252236
524,0.0024937821024630935
525,-0.026767909876683982
526,-0.04274490678723031
527,-0.03177467797030298
528,-0.020272385147773297
529,-0.051921906387934036
530,-0.03634364332646656
531,-0.06300235949128274
532,0.0028011968826363587
533,0.02196857998219537
534,0.0458196390190444
535,-0.005164578835615052
536,-0.013999636716884867
537,-0.03110970884213049
538,-0.010403101422507
539,0.1508710455573774
540,-0.03858929367312269
541,0.05225071189667996
542,-0.06333186574616023
543,-0.036381785463658334
544,-0.021336486918776987
545,0.03841032448930293
546,-0.011746707903426357
547,0.003046954948151326
548,-0.044221901448222134
549,-0.05464365075344069
550,-0.04187491212269534
551,0.06363090615182149
552,-0.028761739782829254
553,-0.1083737155488469
554,-0.023932050745420264
555,-0.06502437863382571
556,0.012735808258760306
557,0.011358026910587071
558,-0.03721088288002994
559,0.011072214769508149
560,-0.04654109625351466
561,-0.010506181897247502
562,0.060388381489620335
563,-0.033745578475032234
564,-0.0895390729986405
565,-0.019772427897750466
566,-0.04250289385734063
567,0.1403100365066327
568,-0.08623189352925864
569,-0.01599654600293665
570,0.0016743743727591909
571,0.016662189967991514
572,0.005814740021303111
573,-0.03745086021765931
574,-0.030159490907670228
575,-0.028770824664895334
576,0.04259963083929108
577,-0.07279839758761486
578,0.014834997589369014
579,0.05002842995181167
580,-0.04025333548358234
581,-0.02075565702952087
582,-0.07364627657422496
583,-0.012333754822063225
584,-0.08892465860322829
585,-0.02457355352673518
586,0.020762673932938736
587,-0.05968847557181811
588,0.051838116859975414
589,0.044637725597511446
590,-0.059870907784189575
591,0.029864019508449413
592,-0.04227881900653507
593,-0.02957309685792253
594,-0.01530122164544978
595,-0.02489463618594856
596,-0.07309711652602624
597,-0.06688939140235395
598,-0.04255679044319849
599,-0.028863099698040018
600,-0.02587539784545778
601,-0.040054439731035285
602,0.0488592555898717
603,-0.0032146376226338536
604,-0.01992462416914287
605,-0.08547793923568503
606,-0.052975619344704405
607,0.10296951829530326
608,-0.030611364304935385
609,0.02533841875857512
610,-0.03605763484909441
611,-0.020005727101183313
612,-0.019311892215059467
613,-0.03560837936184802
614,0.016629670233447857
615,-0.0360818843576004
616,-0.023168132994614177
617,0.03354876997441425
618,0.26355751606318495
619,-0.1995360183563094
620,0.01223039629840339
621,0.059739456299396254
622,0.019337124092362767
623,-0.02405259033506635
624,-0.05922763085747751
625,-0.13731138824886713
626,0.04963937141394004
627,-0.01641255434216482
628,0.03981227731342685
629,-0.016637780062793706
630,-0.08031698655740815
631,0.06685680222392099
632,-0.03630604121285341
633,0.008650210174220518
634,-0.00825861994169097
635,0.08578922238566905
636,-0.020294560931468197
637,-0.0008619015665836116
638,-0.01884122126345278
639,-0.02198402287609824
640,-0.014451692524879212
641,0.01385495950602611
642,-0.010713959294945341
643,-0.03932943471301731
644,-0.0245218517064415
645,-0.035874970187433575
646,-0.01981237000605285
647,0.12205467953807903
648,0.04019534800056479
649,0.03253049541252362
650,-0.06492614036892552
651,0.01528178437533867
652,-0.01960720343471134
653,-0.04128775712499844
654,-0.07749965712590012
655,-0.04360195695192848
656,0.012032895269373234
657,0.001558859791794931
658,-0.013601013981544674
659,-0.048261397503893244
660,-0.11226871161811425
661,0.0035879444050682663
662,-0.058075008330388145
663,-0.0437624030962146
664,-0.037497361712113264
665,-0.08443082616530961
666,-0.016279729904176365
667,-0.025280647625603336
668,-0.0689846513907838
669,-0.11064536919080814
670,-0.06045254859784799
671,-0.03561094054504321
672,-0.0160761481449192
673,-0.00041204276643180826
674,-0.0581128814851295
675,-0.0015027198944825848
676,-0.0315770228838288
677,-0.039670322582085915
678,-0.14984808763174517
679,-0.0346995763733039
680,-0.0005734089807444276
681,-0.0264575367763219
682,-0.019065859116454087
683,-0.025279723553153888
684,0.041975073119047135
685,0.09259266116805848
686,-0.029497887171555437
687,0.05441942790880966
688,-0.015778296294999605
689,-0.03443928246974226
690,0.026558113801821936
691,0.05466631231460256
692,-0.0471424335485795
693,0.06596573287676488
694,-0.05188432147229338
695,0.07189988242772749
696,-0.018873953845435443
697,0.003019821380500498
698,-0.04030389151520919
699,-0.03865569461848939
700,-0.02563476335395576
701,-0.0038214559422965477
702,-0.012376898707741169
703,-0.08716163603326221
704,-0.02912775496380504
705,-0.008002052984133257
706,-0.031690599110343
707,-0.09081121397535563
708,0.041280342667401215
709,-0.026977375848397767
710,-0.0369435837673886
711,-0.03659582319902477
712,-0.015577410681015258
713,-0.1053055838074094
714,-0.1474855370935848
715,-0.07815701659682284
716,-0.04206226250277045
717,-0.03470412963207292
718,-0.007576120133739761
719,-0.0237422772655711
720,-0.02328679968943037
721,0.038044128582590986
722,-0.010956116659293635
723,0.08442739658174703
724,-0.06064447178140875
725,0.0876258826514334
726,0.06791224144757291
727,-0.025062095861817624
728,0.0009087972230457098
729,-0.029766320879903718
730,-0.05213449469628373
731,-0.02337249534044461
732,-0.03107549486002792
733,-0.01712258277183132
734,-0.024285665604382944
735,-0.02453663300078124
736,-0.15466064519108502
737,-0.013597346404803257
738,-0.08441403059149244
739,-0.018308288170568066
740,-0.001919326360155793
741,-0.05210805661560258
742,-0.07752256754220488
743,-0.04229777696013859
744,-0.04546944411889753
745,0.057163438143783274
746,-0.08531143142641717
747,-0.0427880574460906
748,-0.058050748508810424
749,0.011496216714286023
750,-0.029167843318536613
751,-0.031856510608836985
752,0.01308757190639398
753,0.03785567785541277
754,-0.04069078508566082
755,0.0008594463856110846
756,0.011585598447445666
757,0.09745731225549886
758,-0.007628307768675069
759,-0.11633434803671494
760,-0.11788387229859376
761,-0.021921464059994067
762,-0.007539523797176484
763,-0.0005681938763103522
764,-0.00924858824669239
765,-0.02726970121965666
766,-0.11669637103340891
767,-0.03206910167218546
768,-0.0073033930811005066
769,-0.019391266474265256
770,-0.10845162462681512
771,-0.029167757231479796
772,-0.0030932323825433317
773,-0.009024339656921399
774,0.08712165634777919
775,-0.0882750250811476
776,-0.0080616933070764
777,0.09898099613039457
778,0.038372688867166826
779,0.010364694573708033
780,-0.017541508278942408
781,0.03763184550945087
782,0.16816137150026528
783,-0.053838675646011636
784,0.1312889237421544
785,0.0057287840296529335
786,-0.04059036474946742
787,-0.004366038000085282
788,-0.009023054264312935
789,-0.001060286344445549
790,-0.0832092829944785
791,0.02013366944235695
792,-0.003047650622489906
793,-0.019485443174378503
794,0.005342121014990986
795,-0.07230362809548663
796,0.00562465432420356
797,-0.04764906316635975
798,-0.12754969326069254
799,-0.03836740683795126
800,-0.06384102634657995
801,-0.013918573908387133
802,0.0033408047088810955
803,-0.06627238019269222
804,0.03614556395914614
805,-0.03323263015264688
806,-0.09951848458373602
807,-0.07363886418502408
808,-0.03708268847860752
809,-0.02736075614323974
810,-0.11157565293767968
811,-0.04636354896107642
812,-0.03165229347832088
813,-0.02661263399383529
814,-0.04125169053208122
815,-0.0055954646206309855
816,-0.0977999667480699
817,0.05656404553509814
818,-0.010037072746172049
819,-0.05007141275105742
820,0.016494467256344514
821,0.04944477921200985
822,-0.007509948328206395
823,0.001003065290133942
824,0.08101834478397152
825,-0.05316415324499957
826,0.06371961911009433
827,-0.001870451154166175
828,-0.09863057425304278
829,-0.026087229788882782
830,2.233341920998555e-05
831,0.04202432815920276
832,0.006051122721017821
833,-0.04324234044609521
834,0.0006037510993056605
835,-0.061418957510440686
836,-0.009764554123426139
837,-0.04807047727764435
838,-0.03068658191041962
839,-0.008724223088646732
840,-0.024317546914911836
841,-0.16267199751584638
842,0.03519669037018813
843,-0.04237124687718108
844,-0.06185770510005084
845,0.0026296796624949437
846,-0.06123971711337706
847,0.016531406505316815
848,-0.10408729345624845
849,-0.037218386633497635
850,0.02778240038473212
851,-0.012759309930082674
852,-0.017307682967958704
853,0.07196170002331798
854,-0.08585648001221635
855,-0.00854614547693855
856,0.0351199758888745
857,-0.031197444195173785
858,-0.04775808873796139
859,-0.0819960396539009
860,0.020087091126420487
861,-0.0028436707381989113
862,-0.095879581641799
863,-0.06044510920233204
864,-0.01211288772329544
865,0.04736167816443371
866,-0.0006332309294713179
867,-0.04060985185385768
868,0.03448717464225415
869,0.002302486044975849
870,-0.03570770085005859
871,-0.02425268780276335
872,-0.03845551657097257
873,0.0016768167441354453
874,-0.04481835434810433
875,-0.014963603565885664
876,-0.04861370491812789
877,-0.0495719673333882
878,-0.09818885601542471
879,-0.01923668945240853
880,0.0005592847757460717
881,-0.012162065425812552
882,-0.046792906630634845
883,-0.00967760469896195
884,-0.1014557241971562
885,-0.011437524348584582
886,-0.005044193986827095
887,-0.05090261813280683
888,0.0005442898362841841
889,0.0436968150800765
890,-0.0010018075748423616
891,-0.014663164484847835
892,-0.0652482823206102
893,-0.01691565428976305
894,-0.1481221480230296
895,-0.03950625970636967
896,-0.016563747323600886
897,0.03820611385538264
898,-0.024261363714980222
899,-0.039884664872845255
900,-0.05439440365255821
901,-0.03287731757457757
902,0.0403150403559378
903,0.1524902195020888
904,-0.022600155277072487
905,-0.03206881145857843
906,-0.014475591961816137
907,-0.018776548827997397
908,0.005023511078449783
909,0.011379404398620174
910,-0.02591479374851091
911,-0.016748670659081477
912,-0.03692899038496267
913,-0.1450402561403321
914,0.02769455473794369
915,-0.020772039791557395
916,-0.08010996715474983
917,-0.08724289791413631
918,-0.029777801538239723
919,-0.05117097372215473
920,-0.034230866765336376
921,-0.03874543925899876
922,0.010717335956615726
923,0.015015258834348066
924,0.047065432997666856
925,-0.11506736621950986
926,-0.08913922021263099
927,-0.023732566220762807
928,-0.05277081370441805
929,-0.04120620943842812
930,-0.061439502856727835
931,-0.03191226969169503
932,-0.02785325304322639
933,0.0011057489362699124
934,-0.03569356864561457
935,-0.04935242476726587
936,-0.007857437339823692
937,-0.084116631984684
938,-0.060086993072785755
939,-0.04191113365082444
940,-0.0663288964453227
941,-0.02198455690514567
942,-0.10947824685298946
943,-0.008636546682889712
944,-0.021219243321772052
945,-0.02011416959331569
946,-0.039987239818259246
947,-0.0022082226391928472
948,-0.008435357240511476
949,0.027827744134570342
950,-0.2612615362918277
951,0.00026817010978519296
952,0.0035379133739369406
953,0.03134173861750078
954,0.015560680545110728
955,-0.0817224482754082
956,-0.002280872561468583
957,0.02538544671725851
958,-0.05611096613760291
959,-0.033168877198692104
960,-0.022951851841755966
961,0.014344867351260282
962,-0.01193946661323897
963,0.09530330943117055
964,-0.07110292506122318
965,-0.022189281932686433
966,-0.01341643144076432
967,0.09572907577165951
968,0.06825157846570268
969,-0.04762036227727906
970,-0.10462799034152226
971,-0.008934717102573764
972,-0.01952778818033818
973,0.006431256758305581
974,0.019961057857205478
975,-0.24614954877550688
976,-0.010251063951466022
977,-0.11228798400502815
978,-0.051595767764363254
979,-0.016359894620026072
980,-0.014856582703125065
981,-0.06194014112409085
982,0.04958667877890399
983,0.032260910626659256
984,0.04330011641328535
985,-0.007461065035968106
986,-0.0011255880444864808
987,0.00174758936118391
988,0.028680614039777952
989,-0.01933607738427978
990,-0.030805344686210323
991,0.003897356002126817
992,-0.0026465971500432284
993,0.006167441203461799
994,-0.06529686299931203
995,-0.09718316593924392
996,-0.06184657368728075
997,-0.02260486640005599
998,-0.03148154229267719
999,-0.024419969492324944
1000,-0.006708396314099696
1001,0.1569500140967941
1002,-0.03907436206944337
1003,-0.06100507161979418
1004,-0.04844670404360818
1005,0.02569223358713224
1006,0.07076296054433479
1007,-0.031042727701921735
1008,-0.05729238772209688
1009,0.013419883694132606
1010,-0.051283714257573054
1011,-0.017046792668600985
1012,0.047868070039486676
1013,0.009374793937159565
1014,0.019388407468728497
1015,-0.021911728771051076
1016,-0.00999102930832485
1017,-0.07164648602728418
1018,0.09863065647712915
1019,-0.010600792434916517
1020,-0.023531551197595868
1021,0.0011626918132158215
1022,-0.023708656652120963
1023,0.00352376292887302
1024,-0.031106798865738083
1025,-0.017555271321656685
1026,-0.03142331114967434
1027,-0.050564923719036425
1028,-0.08719939056364578
1029,-0.04613029000718183
1030,-0.03872413561512067
1031,-0.033190531428212044
1032,-0.07022800416972008
1033,-0.009113817020675485
1034,-0.06506965323394631
1035,0.004350559718502622
1036,-0.07338296367963337
1037,-0.021802989344010815
1038,-0.014167119591841026
1039,0.009002144593214245
1040,-0.014957745766855601
1041,0.03939436890041903
1042,-0.027016467033225577
1043,-0.04445727732976423
1044,-0.021355745758092626
1045,-0.06645043960914943
1046,0.04627669000944756
1047,-0.027201368661335157
1048,0.015319206685922349
1049,-0.12939820037991234
1050,-0.04098438449444508
1051,-0.02826365530219488
1052,-0.03050734407591882
1053,0.2465926353752571
1054,-0.08721976376453422
1055,-0.006436783623843589
1056,-0.010663387778188649
1057,-0.21373034514011546
1058,-0.10685867176081798
1059,-0.014425273575768616
1060,-0.03515271138102616
1061,-0.03187101550052385
1062,-0.054307445716036296
1063,-0.02125835645877938
1064,-0.054129368860251215
1065,-0.04465057675908679
1066,0.016401870726674206
1067,0.011137399166311623
1068,-0.036013850165207306
1069,-0.002764189021428276
1070,-0.007338512018781329
1071,-0.07858867217498366
1072,0.02419410214740103
1073,0.0043022599825487395
1074,-0.03203452793462114
1075,-0.021723377736311722
1076,-0.04048212775355009
1077,-0.08445977788153014
1078,-0.00673635761283109
1079,0.07448633575968833
1080,-0.025698666381866575
1081,-0.06820402090710243
1082,-0.02861692920749148
1083,-0.025572267472363963
1084,-0.03857176431459164
1085,-0.04021585239066172
1086,0.04801800586334681
1087,-0.0039047450871796396
1088,0.010718490259111979
1089,0.02358783184908375
1090,-0.01370471053494371
1091,-0.07009235826674676
1092,-0.034055551419757246
1093,-0.02955478928753219
1094,-0.012485519595294092
1095,-0.055370135717535685
1096,-0.038356381174339815
1097,-0.07295544663156317
1098,-0.04551204174601464
1099,-0.005377073589705628
1100,0.04971208868441801
1101,-0.01015125099632097
1102,-3.166169070933922e-05
1103,0.17323720796977804
1104,0.03373200750679839
1105,0.06831933594261941
1106,-0.033522172562307495
1107,-0.1493942803654681
1108,-0.013312275968506593
1109,-0.018628564369751577
1110,-0.011712844351065121
1111,-0.03389411365856643
1112,-0.0471986161597272
1113,0.014367914558952366
1114,-0.0013186780065966852
1115,-0.08171310418965594
1116,-0.04416002491963644
1117,0.008374510262701973
1118,-0.025730851227822926
1119,-0.03385135739423406
1120,-0.01784871972228097
1121,-0.06511727860081717
1122,-0.027147895888782636
1123,-0.05491789665856617
1124,-0.01798905900197656
1125,-0.032234180848184635
1126,-0.007939407510192065
1127,0.027656612637830702
1128,-0.012621885653660292
1129,-0.01673898415992825
1130,0.014151736421326944
1131,-0.025637327550876998
1132,-0.001482925323219919
1133,-0.03877340883624936
1134,-0.005895781903106911
1135,-0.019970664874911503
1136,-0.002535348185343622
1137,-0.011687873710950591
1138,0.011989734653074624
1139,0.12444403705136692
1140,-0.06996751866221307
1141,0.04029703254525352
1142,0.09778283120070236
1143,-0.005991559928738122
1144,-0.009966606604085548
1145,-0.018739844730608635
1146,-0.09775881222779703
1147,-0.10003705906363014
1148,-0.037943022677926486
1149,-0.050163930008899404
1150,-0.032331989904114344
1151,-0.06640769836166871
1152,-0.06402157644231687
1153,-0.02404872695608451
1154,0.019483859228953238
1155,-0.11133323467883705
1156,-0.004125612343237717
1157,-0.009397317940448291
1158,-0.06041505481762188
1159,-0.01546649960073554
1160,-0.016511730144332493
1161,-0.053396803870676135
1162,0.10841448435698209
1163,-0.012696082440093237
1164,0.009365617741432852
1165,-0.05030111054765796
1166,-0.03624608104872584
1167,-0.04902516651251365
1168,-0.027150981438702426
