source_x_arcsec_relative_to_q1,source_y_arcsec_relative_to_q1,nonnegative_intensity_coefficient
-0.12,-0.12,8.438893641659649e-05
-0.07999999999999999,-0.12,2.4222975523031185e-06
-0.039999999999999994,-0.12,2.1188499222613172e-15
0.0,-0.12,0.00015505256564884632
0.04000000000000001,-0.12,7.95032058759899e-22
0.08000000000000002,-0.12,3.1343105495015244e-43
0.12,-0.12,4.4802790816901956e-05
-0.12,-0.07999999999999999,2.834705831262051e-13
-0.07999999999999999,-0.07999999999999999,1.814435609018383e-05
-0.039999999999999994,-0.07999999999999999,1.5711315470160326e-05
0.0,-0.07999999999999999,3.286027534062767e-05
0.04000000000000001,-0.07999999999999999,5.517151977387482e-05
0.08000000000000002,-0.07999999999999999,2.1755989495136144e-26
0.12,-0.07999999999999999,2.2019239584017007e-05
-0.12,-0.039999999999999994,1.5122095471076123e-05
-0.07999999999999999,-0.039999999999999994,7.440023986340382e-06
-0.039999999999999994,-0.039999999999999994,1.637491822425132e-05
0.0,-0.039999999999999994,3.162459018024641e-05
0.04000000000000001,-0.039999999999999994,2.2811332681534946e-07
0.08000000000000002,-0.039999999999999994,2.3607500423315965e-05
0.12,-0.039999999999999994,1.717802287070042e-05
-0.12,0.0,5.451172286214956e-36
-0.07999999999999999,0.0,9.786924283271785e-06
-0.039999999999999994,0.0,2.8144700844481493e-06
0.0,0.0,4.36234048204114e-05
0.04000000000000001,0.0,5.3973059371788274e-05
0.08000000000000002,0.0,1.1633262272887382e-06
0.12,0.0,1.656306914777438e-05
-0.12,0.04000000000000001,1.3027159786077414e-13
-0.07999999999999999,0.04000000000000001,2.1418004904561157e-05
-0.039999999999999994,0.04000000000000001,2.3189333626592814e-06
0.0,0.04000000000000001,3.985715756972877e-05
0.04000000000000001,0.04000000000000001,2.618580500296071e-05
0.08000000000000002,0.04000000000000001,8.2763471448745e-06
0.12,0.04000000000000001,8.174142560672745e-06
-0.12,0.08000000000000002,9.357535382343917e-06
-0.07999999999999999,0.08000000000000002,3.443550513751267e-07
-0.039999999999999994,0.08000000000000002,5.009227082033413e-05
0.0,0.08000000000000002,5.4584511663713065e-05
0.04000000000000001,0.08000000000000002,9.900478580498194e-15
0.08000000000000002,0.08000000000000002,2.279822393186457e-05
0.12,0.08000000000000002,9.8309639419556e-05
-0.12,0.12,3.502335701196276e-27
-0.07999999999999999,0.12,5.095011631998923e-05
-0.039999999999999994,0.12,2.5884401295006876e-05
0.0,0.12,5.0230244020345285e-12
0.04000000000000001,0.12,2.3619951602115434e-05
0.08000000000000002,0.12,1.8040436795532335e-17
0.12,0.12,8.177613463403688e-05
