visual_review_completion_decision,n_galaxies,n_blocked_rows,n_pending_review_fields_total,accepted_manifest_promotion_allowed,endpoint_scores_computed,claim_status,claim_boundary
BLOCKED_VISUAL_REVIEW_PENDING,4,4,60,False,False,source_review_pending,p0_visual_review_completion_gate_not_endpoint
