galaxy,dustpedia_table,match_status,claim_boundary
IC2574,J_A+A_623_A5_dp-lr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
IC2574,J_A+A_623_A5_dp-mg,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
IC2574,J_A+A_623_A5_dp-mr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
IC2574,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
IC2574,J_A+A_631_A38_tablea1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
IC2574,J_A+A_631_A38_tableb1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
IC4202,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
IC4202,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
IC4202,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
IC4202,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
IC4202,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
IC4202,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
IC4202,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
IC4202,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
IC4202,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
KK98-251,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
KK98-251,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
KK98-251,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
KK98-251,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
KK98-251,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
KK98-251,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
KK98-251,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
KK98-251,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
KK98-251,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0024,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0024,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0024,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0024,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0024,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0024,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0024,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0024,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0024,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0055,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0055,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0055,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0055,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0055,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0055,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0055,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0055,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0055,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0100,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0100,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0100,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0100,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0100,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0100,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0100,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0100,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0100,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0247,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0247,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0247,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0247,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0247,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0247,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0247,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0247,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0247,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0289,J_A+A_622_A132_fither,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0289,J_A+A_622_A132_fitw1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0289,J_A+A_623_A5_dp-hi,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0289,J_A+A_623_A5_dp-lr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0289,J_A+A_623_A5_dp-mg,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0289,J_A+A_623_A5_dp-mr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0289,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0289,J_A+A_631_A38_tablea1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0289,J_A+A_631_A38_tableb1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0300,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0300,J_A+A_622_A132_fitw1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0300,J_A+A_623_A5_dp-hi,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0300,J_A+A_623_A5_dp-lr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0300,J_A+A_623_A5_dp-mg,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0300,J_A+A_623_A5_dp-mr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0300,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0300,J_A+A_631_A38_tablea1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0300,J_A+A_631_A38_tableb1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0801,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0801,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0801,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0801,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0801,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0801,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0801,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0801,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0801,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0891,J_A+A_622_A132_fither,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0891,J_A+A_622_A132_fitw1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0891,J_A+A_623_A5_dp-hi,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0891,J_A+A_623_A5_dp-lr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0891,J_A+A_623_A5_dp-mg,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0891,J_A+A_623_A5_dp-mr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0891,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC0891,J_A+A_631_A38_tablea1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC0891,J_A+A_631_A38_tableb1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC1003,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1003,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1003,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1003,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1003,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1003,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1003,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1003,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1003,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1090,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1090,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1090,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1090,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1090,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1090,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1090,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1090,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1090,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1705,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1705,J_A+A_622_A132_fitw1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC1705,J_A+A_623_A5_dp-hi,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC1705,J_A+A_623_A5_dp-lr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC1705,J_A+A_623_A5_dp-mg,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC1705,J_A+A_623_A5_dp-mr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC1705,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC1705,J_A+A_631_A38_tablea1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC1705,J_A+A_631_A38_tableb1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2366,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2366,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2366,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2366,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2366,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2366,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2366,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2366,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2366,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2403,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2403,J_A+A_622_A132_fitw1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2403,J_A+A_623_A5_dp-hi,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2403,J_A+A_623_A5_dp-lr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2403,J_A+A_623_A5_dp-mg,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2403,J_A+A_623_A5_dp-mr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2403,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2403,J_A+A_631_A38_tablea1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2403,J_A+A_631_A38_tableb1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2683,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2683,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2683,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2683,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2683,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2683,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2683,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2683,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2683,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2841,J_A+A_622_A132_fither,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2841,J_A+A_622_A132_fitw1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2841,J_A+A_623_A5_dp-hi,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2841,J_A+A_623_A5_dp-lr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2841,J_A+A_623_A5_dp-mg,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2841,J_A+A_623_A5_dp-mr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2841,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2841,J_A+A_631_A38_tablea1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2841,J_A+A_631_A38_tableb1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2903,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2903,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2903,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2903,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2903,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2903,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2903,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2903,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2903,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2915,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2915,J_A+A_622_A132_fitw1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2915,J_A+A_623_A5_dp-hi,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2915,J_A+A_623_A5_dp-lr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2915,J_A+A_623_A5_dp-mg,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2915,J_A+A_623_A5_dp-mr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2915,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2915,J_A+A_631_A38_tablea1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2915,J_A+A_631_A38_tableb1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2955,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2955,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2955,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2955,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2955,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2955,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2955,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2955,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2955,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2976,J_A+A_622_A132_fither,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2976,J_A+A_622_A132_fitw1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2976,J_A+A_623_A5_dp-hi,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2976,J_A+A_623_A5_dp-lr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2976,J_A+A_623_A5_dp-mg,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2976,J_A+A_623_A5_dp-mr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2976,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2976,J_A+A_631_A38_tablea1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2976,J_A+A_631_A38_tableb1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC2998,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2998,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2998,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2998,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2998,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2998,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2998,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2998,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC2998,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3109,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3109,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3109,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3109,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3109,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3109,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3109,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3109,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3109,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3198,J_A+A_622_A132_fither,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3198,J_A+A_622_A132_fitw1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3198,J_A+A_623_A5_dp-hi,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3198,J_A+A_623_A5_dp-lr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3198,J_A+A_623_A5_dp-mg,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3198,J_A+A_623_A5_dp-mr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3198,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3198,J_A+A_631_A38_tablea1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3198,J_A+A_631_A38_tableb1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3521,J_A+A_622_A132_fither,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3521,J_A+A_622_A132_fitw1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3521,J_A+A_623_A5_dp-hi,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3521,J_A+A_623_A5_dp-lr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3521,J_A+A_623_A5_dp-mg,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3521,J_A+A_623_A5_dp-mr,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3521,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3521,J_A+A_631_A38_tablea1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3521,J_A+A_631_A38_tableb1,MATCHED_SOURCE_EVIDENCE,source_expansion_not_label_not_endpoint
NGC3726,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3726,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3726,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3726,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3726,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3726,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3726,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3726,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3726,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3741,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3741,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3741,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3741,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3741,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3741,J_A+A_623_A5_dp-mr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3741,J_A+A_623_A5_refs,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3741,J_A+A_631_A38_tablea1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3741,J_A+A_631_A38_tableb1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3769,J_A+A_622_A132_fither,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3769,J_A+A_622_A132_fitw1,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3769,J_A+A_623_A5_dp-hi,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3769,J_A+A_623_A5_dp-lr,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
NGC3769,J_A+A_623_A5_dp-mg,NO_DIRECT_MATCH,source_expansion_not_label_not_endpoint
