galaxy,ansatz_id,solved_lambda_km2_s2,n_gates,n_pass,n_formula_conditional,n_blocked,euler_status,law_status,uses_vobs_or_residual,endpoint_scores_allowed,claim_boundary
NGC4088,MINIMAL_QUADRATIC_TARGET_EULER_ANSATZ,8324.015999999998,7,3,2,2,EULER_CONDITION_SOLVED_GIVEN_TARGET_ANSATZ,TARGET_FUNCTIONAL_NOT_TAU_SIDE_DERIVED,False,False,s4g75_ngc4088_minimal_euler_ansatz_gate_not_endpoint
