Name,xc,yc,PA,Ell,Rmin,Rmax,Flag,S4G,Simbad,NED,Nf,Comm,Tmag,q,PA1,n,Re,_RA,_DE
ESO483-013,272.0,275.0,138.3,0.396,45,60,ok,S4G,Simbad,NED,1,,13.26,0.681,132.2,2.432,20.65,63.17133,-23.15889
ESO485-021,277.04,260.01,124.8,0.016,90,95,ok,S4G,Simbad,NED,3,,12.94,0.728,128.09,1.904,72.9,73.22083,-25.24667
ESO486-003,358.43,258.54,36.8,0.579,39,43,ok,S4G,Simbad,NED,2,,15.2,0.511,42.1,1.589,29.32,74.89458,-22.69944
ESO486-021,237.89,232.83,107.2,0.238,41,45,ok,S4G,Simbad,NED,1,,14.36,0.74,108.57,0.941,13.85,75.83292,-25.42389
ESO501-079,282.25,789.41,44.0,0.194,30,41,ok,S4G,Simbad,NED,1,,13.56,0.68,36.76,1.305,46.71,160.35817,-23.38339
ESO501-080,281.45,786.11,106.0,0.739,30,45,z,S4G,Simbad,NED,2,,13.59,0.242,105.62,1.339,31.91,160.65767,-23.93558
ESO502-016,297.24,785.88,79.5,0.657,37,45,ok,S4G,Simbad,NED,2,,14.13,0.325,78.41,1.043,30.14,166.30727,-26.62411
ESO502-020,363.23,791.73,57.5,0.16,33,44,ok,S4G,Simbad,NED,2,,13.69,0.822,38.38,1.393,20.92,167.34362,-22.87636
ESO502-023,291.59,789.61,71.1,0.536,26,37,ok,S4G,Simbad,NED,1,,15.52,0.411,73.73,1.074,23.32,168.05746,-24.23186
ESO503-022,320.87,776.82,118.2,0.48,37,46,ok,S4G,Simbad,NED,2,,14.22,0.41,122.57,0.811,20.58,173.37186,-26.94574
ESO504-010,290.9,789.23,15.4,0.617,26,33,ok,S4G,Simbad,NED,3,,15.88,0.414,19.58,1.003,16.78,175.76458,-23.4325
ESO504-024,282.46,792.31,154.3,0.237,26,33,ok,S4G,Simbad,NED,1,,15.1,0.748,163.82,1.078,21.13,178.40787,-26.99581
ESO504-028,282.72,805.31,68.2,0.143,45,60,ok,S4G,Simbad,NED,2,,13.42,0.954,47.56,0.89,23.85,178.72668,-27.25142
ESO505-002,1262.64,790.44,75.8,0.26,63,71,ok,S4G,Simbad,NED,1,,13.98,0.778,100.82,0.866,28.0,180.13208,-24.72167
ESO505-003,621.34,788.88,131.1,0.881,52,60,z,S4G,Simbad,NED,2,,13.19,0.133,130.84,1.291,39.09,180.27913,-24.56802
ESO505-008,617.11,789.83,12.0,0.659,30,37,ok,S4G,Simbad,NED,1,,14.49,0.295,12.55,0.955,17.16,180.89572,-25.38017
ESO505-009,275.56,799.28,78.2,0.633,32,36,ok,S4G,Simbad,NED,1,,14.48,0.373,77.26,0.803,27.01,180.96192,-27.60144
ESO505-013,283.85,786.98,37.4,0.354,45,56,u,S4G,Simbad,NED,3,,12.48,0.742,2.09,2.162,83.97,181.53667,-22.85056
ESO505-023,275.82,800.69,37.2,0.834,45,60,z,S4G,Simbad,NED,2,,15.28,0.291,41.86,1.276,27.92,182.40096,-23.41194
ESO506-018,571.21,777.24,10.3,0.787,15,18,ok,S4G,Simbad,NED,1,,16.31,0.119,10.31,1.139,14.71,188.42375,-23.68056
ESO506-029,272.86,795.93,18.1,0.362,30,37,ok,S4G,Simbad,NED,2,,13.52,0.774,179.94,2.158,61.55,189.81792,-26.91111
ESO506-033,486.71,785.35,177.7,0.619,7,11,ok,S4G,Simbad,NED,3,,11.84,0.259,177.94,3.05,7.75,190.05763,-25.32692
ESO507-065,266.62,793.9,16.0,0.569,22,30,ok,S4G,Simbad,NED,1,,15.56,0.482,13.81,0.778,20.55,195.27125,-26.09222
ESO508-007,275.48,803.86,77.9,0.474,45,56,ok,S4G,Simbad,NED,2,,14.54,0.543,92.86,1.693,32.6,196.77958,-24.11194
ESO508-011,274.32,795.16,94.8,0.836,45,75,ok,S4G,Simbad,NED,1,,13.24,0.155,93.99,0.94,44.57,196.93667,-22.85667
ESO508-015,281.67,786.86,111.4,0.336,35,39,ok,S4G,Simbad,NED,1,,14.72,0.607,113.26,0.423,25.68,197.32792,-24.38528
ESO508-019,293.2,784.85,39.1,0.589,48,60,ok,S4G,Simbad,NED,2,,13.77,0.28,48.93,1.093,29.61,197.46162,-24.24188
ESO508-024,275.45,797.66,81.6,0.147,52,82,ok,S4G,Simbad,NED,2,,12.04,0.635,66.61,3.756,98.74,197.6914,-23.86573
ESO508-030,269.0,785.64,135.6,0.781,52,67,ok,S4G,Simbad,NED,1,,15.25,0.256,134.82,0.835,44.38,198.72792,-23.14583
ESO508-034,276.08,798.36,133.7,0.542,33,45,ok,S4G,Simbad,NED,2,,14.37,0.573,132.12,1.555,18.75,199.23883,-25.33708
ESO508-051,270.8,794.51,54.8,0.518,41,56,ok,S4G,Simbad,NED,1,,14.19,0.554,54.66,1.12,27.28,200.12417,-26.08528
ESO509-026,325.6,815.22,91.9,0.098,20,21,u,S4G,Simbad,NED,3,,13.85,0.9,179.57,5.899,10.46,202.10258,-27.57031
ESO509-074,279.75,795.41,138.4,0.739,63,74,ok,S4G,Simbad,NED,2,,11.91,0.218,138.05,2.132,25.64,203.92236,-24.07384
ESO510-026,515.86,789.62,138.9,0.135,48,56,u,S4G,Simbad,NED,1,,14.29,0.878,179.76,1.737,45.63,209.39729,-25.79178
ESO510-058,505.78,787.98,176.2,0.334,45,60,ok,S4G,Simbad,NED,2,,12.71,0.655,178.58,1.545,18.81,211.15575,-24.83315
ESO510-059,504.28,790.85,80.9,0.371,60,67,ok,S4G,Simbad,NED,2,,12.57,0.569,113.45,4.192,101.77,211.1931,-24.82704
ESO532-014,546.84,763.4,105.3,0.563,33,48,ok,S4G,Simbad,NED,1,,14.87,0.467,108.38,1.228,21.6,330.73771,-22.47233
ESO532-022,574.94,759.89,136.2,0.329,45,67,ok,S4G,Simbad,NED,2,,14.06,0.883,120.14,1.39,26.23,332.29583,-27.1675
ESO532-032,569.75,755.44,71.9,0.917,11,16,z,S4G,Simbad,NED,1,,16.29,0.147,72.06,0.738,27.6,333.22,-25.64306
ESO533-004,583.95,750.01,150.5,0.886,22,37,z,S4G,Simbad,NED,2,,12.47,0.093,150.54,0.918,27.01,333.51257,-26.93771
ESO533-028,595.52,750.63,113.8,0.475,22,37,ok,S4G,Simbad,NED,2,,13.09,0.495,113.45,1.211,13.01,336.66403,-24.87156
ESO536-003,619.77,740.02,51.9,0.802,11,18,ok,S4G,Simbad,NED,2,,15.26,0.137,51.96,1.527,11.88,350.56723,-23.70079
ESO539-007,539.68,763.84,46.2,0.205,51,55,u,S4G,Simbad,NED,0,No fit,,,,,,4.70133,-19.00772
ESO540-016,280.58,274.04,76.8,0.84,37,75,z,S4G,Simbad,NED,1,,14.0,0.147,77.04,1.484,41.22,10.56123,-18.1618
ESO540-031,672.16,694.33,30.3,0.752,52,67,u,S4G,Simbad,NED,0,No fit,,,,,,12.45542,-21.01611
ESO541-004,283.66,274.71,24.3,0.537,75,112,ok,S4G,Simbad,NED,2,,12.18,0.454,24.87,1.147,43.64,14.74168,-18.74266
ESO541-005,280.23,276.28,85.8,0.524,26,41,ok,S4G,Simbad,NED,2,,15.12,0.565,64.48,1.551,22.46,14.82546,-20.57897
ESO544-027,280.93,283.64,153.3,0.837,13,16,z,S4G,Simbad,NED,1,,13.61,0.119,153.54,0.854,14.09,33.22768,-19.31692
ESO544-030,665.97,805.73,102.9,0.428,75,90,ok,S4G,Simbad,NED,2,,13.02,0.727,103.77,0.788,27.06,33.73721,-20.21161
ESO545-002,267.83,272.76,56.4,0.563,49,56,ok,S4G,Simbad,NED,1,,14.52,0.446,57.98,0.753,31.5,34.81125,-18.93222
ESO545-003,283.15,284.78,120.2,0.775,37,44,z,S4G,Simbad,NED,2,,15.16,0.173,117.25,0.97,16.68,34.8723,-21.43559
ESO545-005,280.53,283.24,56.3,0.678,67,82,ok,S4G,Simbad,NED,1,,12.72,0.27,63.03,3.343,28.58,35.02543,-19.75071
ESO545-016,267.85,277.13,36.2,0.224,58,62,ok,S4G,Simbad,NED,1,,14.28,0.769,76.4,1.309,37.39,36.49937,-21.42161
ESO546-034,261.74,277.94,109.1,0.55,36,38,ok,S4G,Simbad,NED,1,,16.0,0.362,110.65,0.516,23.81,44.65546,-18.69889
ESO547-005,277.57,279.76,49.8,0.26,38,42,ok,S4G,Simbad,NED,1,,15.0,0.668,42.85,0.72,21.65,45.89579,-18.36631
ESO547-012,276.01,278.46,107.7,0.754,12,14,z,S4G,Simbad,NED,1,,16.79,0.166,110.31,0.927,16.36,47.40362,-17.83139
ESO547-020,280.91,280.37,77.7,0.128,51,54,ok,S4G,Simbad,NED,1,,14.84,0.765,63.44,1.102,30.61,48.23975,-17.92944
ESO548-005,282.8,268.49,45.3,0.149,51,55,ok,S4G,Simbad,NED,1,,13.87,0.81,40.34,1.001,28.48,50.94687,-19.75283
ESO548-009,269.17,274.83,117.8,0.839,25,27,z,S4G,Simbad,NED,1,,14.0,0.162,117.82,11.916,2573.47,51.15917,-19.29806
ESO548-016,278.94,278.85,134.5,0.57,18,21,ok,S4G,Simbad,NED,2,,14.82,0.492,130.29,1.152,14.43,51.51008,-21.34058
ESO548-021,276.64,282.85,68.5,0.858,26,33,z,S4G,Simbad,NED,2,,14.07,0.162,67.68,0.968,35.51,51.8982,-21.22826
ESO548-023,274.01,274.4,23.8,0.479,42,48,ok,S4G,Simbad,NED,2,,14.21,0.473,21.48,3.624,11.98,52.06046,-17.41979
ESO548-025,280.43,277.12,86.4,0.473,48,54,ok,S4G,Simbad,NED,2,,14.11,0.823,99.01,1.541,20.44,52.25287,-22.14658
ESO548-032,278.52,277.57,133.0,0.523,47,54,u,S4G,Simbad,NED,2,,14.81,0.503,142.62,1.127,34.15,53.07987,-17.71794
ESO548-063,273.95,271.9,37.6,0.815,10,12,z,S4G,Simbad,NED,2,,14.38,0.184,38.72,0.928,16.55,54.89499,-20.0148
ESO548-082,265.48,268.69,132.2,0.428,33,36,ok,S4G,Simbad,NED,1,,14.97,0.584,134.89,0.953,19.46,55.68033,-17.50722
ESO549-002,272.08,271.21,39.7,0.326,52,54,ok,S4G,Simbad,NED,1,,14.34,0.6,33.23,1.423,23.85,55.73892,-19.02011
ESO549-018,301.33,276.31,19.1,0.393,75,84,ok,S4G,Simbad,NED,2,,12.4,0.603,21.47,0.694,40.25,57.05867,-21.47449
ESO549-035,270.48,266.67,36.6,0.361,33,35,ok,S4G,Simbad,NED,2,,15.44,0.699,48.54,1.303,15.74,58.76646,-20.3835
ESO550-005,305.05,276.9,58.4,0.675,52,60,ok,S4G,Simbad,NED,1,,14.69,0.28,58.94,0.917,36.76,61.49979,-17.77436
ESO550-024,823.06,1009.11,128.4,0.616,172,187,ok,S4G,Simbad,NED,2,,12.45,0.399,127.54,1.285,69.1,65.3068,-21.84613
ESO551-016,304.13,256.8,1.5,0.775,18,22,z,S4G,Simbad,NED,2,,14.45,0.255,3.12,0.868,28.76,68.91871,-21.98844
ESO551-031,278.97,254.59,175.8,0.654,34,40,ok,S4G,Simbad,NED,2,,14.36,0.333,169.88,0.822,21.95,70.62046,-21.69169
ESO553-017,363.49,259.16,167.6,0.747,15,18,z,S4G,Simbad,NED,2,,15.46,0.243,168.26,0.811,17.93,77.79792,-19.61306
ESO567-048,464.45,799.6,47.3,0.735,26,33,u,S4G,Simbad,NED,1,,15.24,0.28,50.73,1.651,46.8,154.92375,-17.74972
ESO569-014,440.89,1097.44,152.3,0.845,52,75,z,S4G,Simbad,NED,2,,12.72,0.156,152.61,1.477,49.2,162.84708,-19.88778
ESO570-019,488.37,792.17,73.5,0.326,26,37,ok,S4G,Simbad,NED,3,,13.92,0.624,94.04,1.968,12.51,170.05052,-21.47063
ESO572-012,277.0,791.0,137.5,0.712,48,56,u,S4G,Simbad,NED,1,,14.37,0.288,141.64,2.35,45.09,178.48792,-20.13788
ESO572-018,508.04,789.88,38.3,0.497,37,52,ok,S4G,Simbad,NED,2,,13.22,0.552,38.12,1.093,20.2,178.9608,-18.19653
ESO572-022,285.84,790.06,45.9,0.684,41,60,ok,S4G,Simbad,NED,2,,14.33,0.314,43.36,1.218,18.34,179.09373,-19.55207
ESO572-024,280.57,799.54,114.4,0.648,35,52,ok,S4G,Simbad,NED,1,,12.87,0.303,113.17,5.343,341.26,179.24822,-19.98677
ESO572-030,284.73,790.78,102.7,0.319,75,93,ok,S4G,Simbad,NED,2,,13.47,0.536,98.39,1.126,58.1,179.60583,-22.44
ESO572-034,500.0,794.0,28.2,0.525,48,60,ok,S4G,Simbad,NED,1,,14.4,0.62,32.99,0.56,13.53,179.74214,-19.02991
ESO572-049,287.07,795.11,71.5,0.761,52,63,ok,S4G,Simbad,NED,2,,14.38,0.256,67.31,1.229,23.44,180.85195,-19.52271
ESO573-003,294.0,791.0,126.9,0.317,26,30,u,S4G,Simbad,NED,0,No fit,,,,,,183.22917,-20.41972
ESO575-061,521.82,789.72,175.0,0.835,30,37,z,S4G,Simbad,NED,1,,14.98,0.156,174.88,1.49,34.16,197.065,-21.00222
ESO576-001,279.17,795.85,155.7,0.491,28,33,ok,S4G,Simbad,NED,3,,13.15,0.607,165.97,2.237,13.51,197.59905,-21.68409
ESO576-003,279.14,795.36,96.3,0.617,45,67,ok,S4G,Simbad,NED,2,,13.24,0.48,95.49,1.853,28.87,197.64885,-21.74822
ESO576-005,295.25,806.74,117.3,0.815,11,18,z,S4G,Simbad,NED,1,,14.52,0.23,117.92,1.069,23.79,197.825,-19.82889
ESO576-008,274.92,797.31,151.3,0.663,22,33,ok,S4G,Simbad,NED,1,,13.72,0.258,148.72,0.901,12.03,198.07877,-19.44605
ESO576-011,276.67,795.7,1.2,0.815,22,37,z,S4G,Simbad,NED,3,,12.58,0.172,0.64,1.347,27.91,198.27129,-19.97691
ESO576-017,273.67,797.94,112.0,0.094,45,67,ok,S4G,Simbad,NED,3,,13.93,0.944,97.95,1.206,25.82,198.80325,-17.96685
ESO576-026,272.3,799.02,61.7,0.842,18,26,z,S4G,Simbad,NED,2,,14.52,0.153,61.86,1.065,29.31,199.64465,-21.29978
ESO576-032,275.72,795.18,134.6,0.29,45,97,ok,S4G,Simbad,NED,3,,12.01,0.669,149.27,1.029,35.86,199.96665,-22.27881
ESO576-040,273.73,798.15,155.8,0.792,52,67,z,S4G,Simbad,NED,2,,13.59,0.227,156.41,2.587,35.15,200.18227,-22.05109
ESO576-050,274.8,794.83,5.2,0.367,63,82,ok,S4G,Simbad,NED,2,,12.35,0.664,1.04,1.659,47.65,201.17416,-19.69595
ESO576-059,337.0,740.0,85.2,0.569,56,63,ok,S4G,Simbad,NED,1,,14.43,0.542,91.27,1.023,46.75,201.64833,-22.2375
ESO577-038,276.98,789.14,9.8,0.801,21,27,z,S4G,Simbad,NED,1,,16.51,0.14,6.17,2.261,29.68,207.10667,-18.87222
ESO580-022,266.0,788.0,151.7,0.236,56,75,ok,S4G,Simbad,NED,2,,13.23,0.651,150.82,1.268,34.98,221.52083,-18.02278
ESO580-029,265.7,801.87,72.8,0.825,22,30,ok,S4G,Simbad,NED,2,,12.12,0.154,73.25,0.916,24.23,221.89026,-19.76411
ESO580-030,268.14,798.03,19.9,0.187,37,52,ok,S4G,Simbad,NED,2,,13.07,0.799,3.82,1.03,22.27,221.89766,-18.07049
ESO580-034,272.01,791.05,33.8,0.757,7,15,z,S4G,Simbad,NED,1,,15.25,0.206,34.54,1.024,12.56,221.97645,-19.13159
ESO580-041,268.24,798.18,76.5,0.8,33,48,z,S4G,Simbad,NED,2,,13.28,0.209,76.58,1.099,25.81,222.65189,-18.15116
ESO581-025,265.15,798.79,59.6,0.801,30,41,z,S4G,Simbad,NED,2,,11.4,0.181,60.16,1.832,30.07,228.37889,-20.67509
ESO582-004,264.88,796.1,160.4,0.554,18,22,ok,S4G,Simbad,NED,2,,14.12,0.457,160.68,1.568,18.44,230.19151,-18.34886
ESO601-007,535.94,764.84,145.4,0.721,15,26,z,S4G,Simbad,NED,2,,14.58,0.279,146.64,1.075,27.13,330.59004,-21.04075
ESO601-025,526.24,767.06,72.4,0.627,45,75,ok,S4G,Simbad,NED,2,,14.24,0.364,72.71,1.251,38.07,332.55183,-18.86522
ESO601-031,543.23,768.37,97.0,0.4,45,56,ok,S4G,Simbad,NED,1,,15.14,0.491,106.79,0.818,24.11,333.41375,-21.73472
ESO602-003,556.54,765.64,87.0,0.736,37,52,ok,S4G,Simbad,NED,1,,14.7,0.223,87.0,1.151,31.17,334.21375,-21.25
ESO602-015,561.91,760.96,81.1,0.782,45,52,u,S4G,Simbad,NED,3,,15.27,0.337,78.54,2.808,26.07,335.71083,-20.35
ESO602-030,566.79,764.97,70.9,0.253,37,52,ok,S4G,Simbad,NED,2,,13.95,0.787,65.95,0.922,15.27,339.21277,-19.80702
ESO603-031,565.9,761.05,104.3,0.486,45,60,ok,S4G,Simbad,NED,2,,14.25,0.482,103.62,1.284,12.49,344.36011,-17.88557
ESO605-015,624.79,727.11,95.9,0.797,7,11,z,S4G,Simbad,NED,1,,16.83,0.288,100.63,0.661,13.6,354.14958,-21.86222
IC0051,556.0,763.75,15.9,0.327,56,67,u,S4G,Simbad,NED,0,Fit uncertain,12.6,0.587,117.58,2.117,11.43,11.6009,-13.4424
IC0101,280.13,275.06,121.5,0.536,30,37,ok,S4G,Simbad,NED,2,,13.9,0.537,121.57,1.815,16.64,21.0356,9.93056
IC0163,291.17,279.09,88.7,0.522,56,60,ok,S4G,Simbad,NED,2,,12.71,0.404,78.89,1.827,30.17,27.31243,20.71132
IC0167,287.03,278.69,88.4,0.444,97,105,u,S4G,Simbad,NED,3,,13.15,0.822,114.14,2.844,37.39,27.78604,21.91244
IC0210,286.23,278.88,65.1,0.819,33,45,z,S4G,Simbad,NED,2,,11.7,0.176,65.67,1.398,23.11,32.36761,-9.68004
IC0217,274.17,283.35,35.7,0.907,22,30,z,S4G,Simbad,NED,1,,13.06,0.125,36.59,0.815,31.02,34.04348,-11.9267
IC0223,272.35,273.99,142.8,0.407,26,33,ok,S4G,Simbad,NED,2,,14.4,0.473,141.53,1.342,14.07,35.50346,-20.74522
IC0335,290.93,290.48,82.5,0.8,15,30,ok,S4G,Simbad,NED,3,,11.84,0.136,82.73,1.663,24.93,53.87929,-34.4471
IC0529,541.56,429.81,141.4,0.566,90,127,ok,S4G,Simbad,NED,3,,11.81,0.467,142.86,1.62,46.32,139.63661,73.75932
IC0600,464.72,787.37,25.7,0.555,75,97,ok,S4G,Simbad,NED,3,,13.32,0.66,10.05,1.708,25.76,154.29525,-3.49833
IC0610,501.72,281.78,28.7,0.862,24,30,z,S4G,Simbad,NED,3,,12.24,0.092,29.02,1.194,20.98,156.61818,20.22825
IC0718,500.82,779.81,4.8,0.496,52,60,ok,S4G,Simbad,NED,1,,13.93,0.486,7.59,0.961,20.0,174.97075,8.87472
IC0719,503.53,779.14,50.4,0.6,45,52,ok,S4G,Simbad,NED,3,,12.21,0.264,52.48,1.481,12.19,175.07704,9.00986
IC0749,841.59,411.02,115.0,0.11,75,90,ok,S4G,Simbad,NED,3,,12.06,0.743,158.33,0.681,35.11,179.6416,42.73409
IC0750,574.59,355.52,39.0,0.574,41,60,ok,S4G,Simbad,NED,3,,10.48,0.341,38.82,1.593,15.37,179.7176,42.7224
IC0755,496.94,784.92,144.2,0.799,52,60,ok,S4G,Simbad,NED,2,,13.83,0.184,146.21,1.683,17.29,180.29326,14.10451
IC0758,712.88,297.45,11.8,0.157,56,67,ok,S4G,Simbad,NED,2,,13.26,0.749,42.05,1.61,34.99,181.04957,62.50545
IC0764,660.28,1175.98,178.1,0.701,97,150,ok,S4G,Simbad,NED,3,,12.0,0.328,177.13,1.678,50.99,182.55913,-29.73681
IC0769,426.07,779.15,40.4,0.255,90,108,ok,S4G,Simbad,NED,3,,12.54,0.557,34.52,1.949,41.17,183.13467,12.12373
IC0776,443.65,779.85,89.4,0.423,48,52,ok,S4G,Simbad,NED,2,,14.04,0.588,84.97,1.441,32.09,184.76346,8.85556
IC0796,484.11,775.12,136.9,0.515,60,71,ok,S4G,Simbad,NED,2,,12.81,0.416,141.31,2.013,15.55,187.3598,16.40472
IC0797,371.13,880.66,103.2,0.402,60,71,ok,S4G,Simbad,NED,3,,12.94,0.687,105.01,1.169,21.89,187.97813,15.12392
IC0800,373.83,879.81,156.4,0.248,56,63,ok,S4G,Simbad,NED,2,,12.98,0.529,151.37,1.248,30.53,188.48631,15.35454
IC0851,450.84,736.85,151.6,0.506,37,42,ok,S4G,Simbad,NED,1,,13.67,0.445,152.77,1.015,15.81,197.14312,21.04974
IC0863,279.82,794.39,49.6,0.254,37,41,ok,S4G,Simbad,NED,3,,12.59,0.78,82.49,2.297,8.36,199.30164,-17.25451
IC0902,294.66,748.3,160.1,0.768,26,41,z,S4G,Simbad,NED,3,,12.6,0.221,159.02,2.084,20.05,204.00505,49.96072
IC1014,294.06,795.77,87.2,0.326,75,86,ok,S4G,Simbad,NED,3,,12.85,0.627,76.02,1.405,36.47,217.07655,13.78034
IC1024,322.05,789.23,27.8,0.54,37,48,ok,S4G,Simbad,NED,2,,12.43,0.291,28.23,1.463,9.23,217.86342,3.00911
IC1029,284.64,288.87,149.5,0.771,60,82,ok,S4G,Simbad,NED,2,,11.21,0.302,150.61,7.479,28.21,218.11337,49.90477
IC1048,291.89,786.85,162.2,0.783,22,37,ok,S4G,Simbad,NED,3,,12.01,0.197,162.61,1.284,26.78,220.74115,4.89013
IC1055,272.93,797.68,5.0,0.595,60,75,ok,S4G,Simbad,NED,2,,11.89,0.338,4.79,0.874,28.99,221.85709,-13.71612
IC1066,367.83,815.92,75.9,0.376,45,56,ok,S4G,Simbad,NED,2,,12.92,0.604,69.15,1.311,14.63,223.26178,3.29588
IC1067,320.72,988.06,117.4,0.215,60,75,ok,S4G,Simbad,NED,4,,12.03,0.611,144.56,3.724,30.61,223.2718,3.33172
IC1125,279.19,796.89,143.6,0.404,41,48,ok,S4G,Simbad,NED,2,,13.04,0.58,159.84,1.327,16.44,233.27341,-1.62826
IC1151,288.88,792.98,29.4,0.621,67,75,ok,S4G,Simbad,NED,2,,12.74,0.457,36.01,1.612,25.51,239.6347,17.44155
IC1158,281.48,794.95,135.0,0.421,60,63,ok,S4G,Simbad,NED,2,,12.5,0.537,136.37,0.953,37.31,240.39197,1.70783
IC1197,286.23,791.7,56.4,0.882,26,33,z,S4G,Simbad,NED,1,,13.28,0.125,56.42,0.914,37.21,242.07205,7.53855
IC1210,294.27,728.92,166.7,0.529,25,31,ok,S4G,Simbad,NED,3,,13.1,0.413,167.99,1.709,8.88,243.62552,62.5367
IC1251,717.49,653.63,62.4,0.38,45,52,ok,S4G,Simbad,NED,1,,14.15,0.508,64.47,1.124,19.94,257.55512,72.41074
IC1265,297.13,690.0,77.9,0.46,37,45,ok,S4G,Simbad,NED,2,,13.08,0.368,74.7,3.215,23.74,264.1644,42.08838
IC1438,554.28,762.37,166.0,0.103,60,75,ok,S4G,Simbad,NED,3,,11.39,0.677,126.91,7.366,29.63,334.12127,-21.43073
IC1447,486.38,778.37,104.1,0.435,26,48,ok,S4G,Simbad,NED,2,,12.64,0.586,104.1,0.914,21.08,337.49915,-5.11993
IC1532,766.87,242.37,71.8,0.679,37,52,ok,S4G,Simbad,NED,2,,14.23,0.297,72.93,1.539,31.56,2.47292,-64.37139
IC1553,625.97,733.74,15.0,0.833,11,22,z,S4G,Simbad,NED,2,,12.99,0.129,15.18,0.775,13.81,8.16715,-25.60753
IC1555,639.05,727.34,127.3,0.402,37,45,ok,S4G,Simbad,NED,2,,14.04,0.735,118.98,1.631,18.14,8.63643,-30.01794
IC1558,268.76,267.71,146.2,0.506,60,75,ok,S4G,Simbad,NED,2,,13.01,0.634,150.05,1.324,57.64,8.94371,-25.37222
IC1574,658.09,724.51,0.8,0.619,60,82,ok,S4G,Simbad,NED,1,,14.21,0.377,179.73,0.773,52.43,10.76592,-22.24689
IC1596,295.29,284.87,112.4,0.625,60,71,ok,S4G,Simbad,NED,3,,13.86,0.418,114.14,1.336,14.66,13.67843,21.52265
IC1613,578.43,339.41,151.7,0.705,90,97,u,S4G,Simbad,NED,0,Fit uncertain,11.4,0.733,159.6,0.503,166.19,16.19917,2.11778
IC1711,496.14,778.93,43.9,0.691,52,60,z,S4G,Simbad,NED,2,,11.88,0.338,41.32,3.593,10.87,22.73028,17.18848
IC1727,1146.17,611.87,153.1,0.643,172,195,ok,S4G,Simbad,NED,2,,12.11,0.341,142.66,1.079,100.31,26.87454,27.33335
IC1826,270.73,277.75,140.4,0.063,60,75,ok,S4G,Simbad,NED,2,,12.54,0.722,92.84,1.572,18.16,39.76477,-27.44311
IC1870,287.0,286.0,133.0,0.575,82,97,ok,S4G,Simbad,NED,2,,12.8,0.325,133.15,1.125,51.82,44.47307,-2.34713
IC1892,277.61,283.34,9.3,0.368,45,48,ok,S4G,Simbad,NED,2,,13.39,0.454,19.02,2.507,46.27,47.11454,-23.05319
IC1898,573.59,374.73,73.2,0.843,15,37,z,S4G,Simbad,NED,1,,12.23,0.132,74.1,1.009,46.17,47.57946,-22.40602
IC1913,465.73,780.23,147.7,0.793,33,41,z,S4G,Simbad,NED,1,,13.99,0.189,147.37,1.488,25.94,49.89407,-32.46511
IC1914,294.94,295.5,107.0,0.549,97,112,ok,S4G,Simbad,NED,3,,12.82,0.496,101.25,2.141,63.56,49.85524,-49.59979
IC1933,299.16,295.63,54.8,0.45,60,67,ok,S4G,Simbad,NED,2,,12.62,0.525,55.86,1.308,30.24,51.41618,-52.78548
IC1952,281.09,280.75,140.3,0.729,52,60,ok,S4G,Simbad,NED,2,,12.28,0.275,140.86,0.656,30.28,53.36117,-23.71279
IC1953,304.7,193.83,122.3,0.334,82,105,ok,S4G,Simbad,NED,3,,11.6,0.752,130.98,1.003,46.65,53.42452,-21.47862
IC1954,302.38,295.99,61.0,0.44,112,127,ok,S4G,Simbad,NED,2,,11.1,0.589,62.77,1.391,40.21,52.8808,-51.90487
IC1959,233.28,222.99,148.4,0.719,97,112,ok,S4G,Simbad,NED,1,,13.17,0.286,149.5,0.852,39.41,53.3024,-50.4142
IC1962,493.55,773.43,0.7,0.746,52,60,ok,S4G,Simbad,NED,2,,14.22,0.281,2.96,1.605,40.47,53.90562,-21.29431
IC1970,284.54,292.66,75.1,0.808,26,33,z,S4G,Simbad,NED,1,,11.54,0.173,75.3,0.836,25.38,54.13135,-43.95684
IC1986,291.93,292.72,114.1,0.351,26,30,ok,S4G,Simbad,NED,1,,14.97,0.67,103.79,1.172,25.64,55.14646,-45.35581
IC1993,288.61,287.55,173.5,0.068,75,78,ok,S4G,Simbad,NED,2,,11.25,0.938,67.6,1.366,45.28,56.77003,-33.70984
IC2000,672.65,320.79,82.4,0.836,112,127,ok,S4G,Simbad,NED,2,,12.0,0.172,81.86,1.183,65.78,57.28228,-48.85819
IC2006,287.24,286.62,13.5,0.199,112,127,ok,S4G,Simbad,NED,1,,10.9,0.884,38.18,3.543,20.17,58.61845,-35.96715
IC2007,274.65,281.61,52.0,0.364,45,52,ok,S4G,Simbad,NED,2,,12.79,0.538,30.48,1.736,17.29,58.84478,-28.15831
IC2032,310.01,300.6,72.1,0.283,26,30,u,S4G,Simbad,NED,1,,14.87,0.59,70.33,0.872,27.03,61.76625,-55.32417
IC2035,299.04,296.02,85.8,0.147,37,42,ok,S4G,Simbad,NED,3,,11.42,0.796,75.07,3.404,6.2,62.25776,-45.51749
IC2040,278.65,278.04,60.0,0.281,45,52,ok,S4G,Simbad,NED,2,,13.11,0.582,73.54,1.039,13.43,63.24902,-32.55325
IC2051,300.04,297.55,72.0,0.401,82,97,ok,S4G,Simbad,NED,3,,10.32,0.695,56.82,3.323,54.26,58.00341,-83.83064
