galaxy,r_kpc,W_warp,K_z,K_EC,K_lag,K_wvo,kernel_status,endpoint_scores_allowed,claim_boundary
NGC4013,0.0,0.0,1.0,1.0,1.0,0.0,SOURCE_FROZEN_KERNEL_GRID_NOT_ENDPOINT_SCORE,False,ngc4013_warp_vertical_overlay_endpoint_freeze_gate_not_score
NGC4013,5.8,0.0,0.29183884756152784,0.3409090909090909,1.0,0.0,SOURCE_FROZEN_KERNEL_GRID_NOT_ENDPOINT_SCORE,False,ngc4013_warp_vertical_overlay_endpoint_freeze_gate_not_score
NGC4013,10.0,0.0,0.19291223045228845,0.23076923076923073,0.2222222222222221,0.0,SOURCE_FROZEN_KERNEL_GRID_NOT_ENDPOINT_SCORE,False,ngc4013_warp_vertical_overlay_endpoint_freeze_gate_not_score
NGC4013,11.2,1.0,0.1758783213969238,0.21126760563380284,0.0,0.12904864234357555,SOURCE_FROZEN_KERNEL_GRID_NOT_ENDPOINT_SCORE,False,ngc4013_warp_vertical_overlay_endpoint_freeze_gate_not_score
NGC4013,14.0,1.0,0.14583240897675948,0.1764705882352941,0.0,0.10743433240401785,SOURCE_FROZEN_KERNEL_GRID_NOT_ENDPOINT_SCORE,False,ngc4013_warp_vertical_overlay_endpoint_freeze_gate_not_score
NGC4013,16.799999999999997,1.0,0.12455435098952272,0.15151515151515155,0.0,0.09202316750155809,SOURCE_FROZEN_KERNEL_GRID_NOT_ENDPOINT_SCORE,False,ngc4013_warp_vertical_overlay_endpoint_freeze_gate_not_score
NGC4013,22.4,1.0,0.09641808628227724,0.11811023622047247,0.0,0.0715094408342499,SOURCE_FROZEN_KERNEL_GRID_NOT_ENDPOINT_SCORE,False,ngc4013_warp_vertical_overlay_endpoint_freeze_gate_not_score
