galaxy,mixed_readout_candidate,carrier,overlay_formula_id,n_source_fields,n_gates,n_endpoint_blocked,hypothesis_status,endpoint_scores_allowed,diagnostic_scores_allowed,claim_boundary
NGC4013,K_expdisk_warp_vertical_overlay,K_exponential_disk,NGC4013_WARP_VERTICAL_OVERLAY_V1,5,4,1,DIAGNOSTIC_ONLY_MIXED_READOUT_HYPOTHESIS,False,True,ngc4013_expdisk_warp_vertical_overlay_hypothesis_not_endpoint
