variant_id,galaxy,split,n_points,rmse_tau_source_normalized_l2,rmse_tpg_v6,rmse_mond,claim_boundary,rmse_l2_weight_intake,source_norm_minus_old_l2_intake,source_norm_minus_tpg_v6,source_norm_minus_mond,source_norm_beats_old_l2_intake,source_norm_beats_tpg_v6,source_norm_beats_mond
primary_proxy_gate_0p35,CamB,holdout,9,14.023449900415848,13.63779853730796,15.623524086441458,tau_side_source_normalization_sensitivity_not_model_selection,15.773375142407724,-1.7499252419918765,0.38565136310788795,-1.6000741860256102,True,False,True
primary_proxy_gate_0p35,ESO116-G012,holdout,15,8.456357892976945,11.508201668011028,9.108666488881621,tau_side_source_normalization_sensitivity_not_model_selection,10.754558922826297,-2.298201029849352,-3.051843775034083,-0.6523085959046764,True,True,True
primary_proxy_gate_0p35,F561-1,holdout,6,33.73196559002089,28.55685188052471,32.526019723976546,tau_side_source_normalization_sensitivity_not_model_selection,30.72961132456212,3.00235426545877,5.1751137094961805,1.2059458660443454,False,False,False
primary_proxy_gate_0p35,F563-1,holdout,17,22.813337759150635,24.695833689633552,18.44568739642176,tau_side_source_normalization_sensitivity_not_model_selection,24.353860854926513,-1.5405230957758782,-1.8824959304829179,4.367650362728874,True,True,False
primary_proxy_gate_0p35,F568-1,holdout,12,29.009150317158717,33.500610533676024,29.974188853658532,tau_side_source_normalization_sensitivity_not_model_selection,31.176877091120875,-2.1677267739621584,-4.491460216517307,-0.9650385364998151,True,True,True
primary_proxy_gate_0p35,IC2574,holdout,34,7.617807621326818,7.5138151552258,13.51316984455882,tau_side_source_normalization_sensitivity_not_model_selection,25.05305541471972,-17.4352477933929,0.10399246610101809,-5.895362223232002,True,False,True
primary_proxy_gate_0p35,IC4202,holdout,32,26.821218390020867,26.101514959176914,26.12803028857914,tau_side_source_normalization_sensitivity_not_model_selection,26.05888267438966,0.7623357156312061,0.7197034308439534,0.6931881014417272,False,False,False
primary_proxy_gate_0p35,NGC0024,holdout,29,23.451231947000664,22.157814084096987,20.65262257294937,tau_side_source_normalization_sensitivity_not_model_selection,21.692224929876502,1.759007017124162,1.2934178629036772,2.7986093740512956,False,False,False
primary_proxy_gate_0p35,NGC2683,holdout,11,13.776757043754774,10.314830339812675,14.151015414510422,tau_side_source_normalization_sensitivity_not_model_selection,11.450848580050405,2.325908463704369,3.4619267039420993,-0.3742583707556477,False,False,True
primary_proxy_gate_0p35,NGC3726,holdout,12,30.763713247983883,23.631876746434497,26.325344741169783,tau_side_source_normalization_sensitivity_not_model_selection,26.51090685077883,4.2528063972050525,7.131836501549387,4.4383685068141006,False,False,False
primary_proxy_gate_0p35,NGC3949,holdout,7,14.278198381956717,8.950158230683527,11.297904622428334,tau_side_source_normalization_sensitivity_not_model_selection,24.44325259103885,-10.165054209082133,5.328040151273189,2.980293759528383,True,False,False
primary_proxy_gate_0p35,NGC3972,holdout,10,6.2340971172068835,7.806428086864266,6.774747860896815,tau_side_source_normalization_sensitivity_not_model_selection,13.92630563477123,-7.692208517564347,-1.5723309696573828,-0.5406507436899313,True,True,True
primary_proxy_gate_0p35,NGC4013,holdout,36,14.81874150518288,12.273912532057183,14.334222058319126,tau_side_source_normalization_sensitivity_not_model_selection,12.507084507992706,2.3116569971901733,2.5448289731256963,0.4845194468637537,False,False,False
primary_proxy_gate_0p35,NGC4088,holdout,12,46.859666649419516,38.98773649865968,42.18384581680386,tau_side_source_normalization_sensitivity_not_model_selection,42.56348032525069,4.296186324168829,7.871930150759837,4.675820832615656,False,False,False
primary_proxy_gate_0p35,NGC4183,holdout,23,7.558387908968416,6.489693491114096,10.354993594406714,tau_side_source_normalization_sensitivity_not_model_selection,9.741644276499994,-2.1832563675315777,1.0686944178543198,-2.7966056854382986,True,False,True
primary_proxy_gate_0p35,NGC4214,holdout,14,17.044465945022218,17.991047303306434,15.27888150484993,tau_side_source_normalization_sensitivity_not_model_selection,24.67008828870912,-7.625622343686903,-0.9465813582842166,1.7655844401722884,True,True,False
primary_proxy_gate_0p35,NGC4389,holdout,6,42.89236494586057,46.55692853885728,48.50110279830857,tau_side_source_normalization_sensitivity_not_model_selection,46.27429572913639,-3.38193078327582,-3.664563592996707,-5.608737852448002,True,True,True
primary_proxy_gate_0p35,NGC5907,holdout,19,18.12563150413482,16.785509985459306,18.59536481497724,tau_side_source_normalization_sensitivity_not_model_selection,16.72953347222077,1.3960980319140504,1.340121518675513,-0.46973331084242176,False,False,True
primary_proxy_gate_0p35,NGC5985,holdout,33,66.26970189398078,72.28739039126062,69.40357999391347,tau_side_source_normalization_sensitivity_not_model_selection,71.09345366054956,-4.823751766568776,-6.017688497279835,-3.133878099932687,True,True,True
primary_proxy_gate_0p35,NGC6789,holdout,4,15.440607164909625,15.897752239176857,15.396246199577478,tau_side_source_normalization_sensitivity_not_model_selection,14.089331192642511,1.3512759722671142,-0.45714507426723117,0.04436096533214773,False,True,False
primary_proxy_gate_0p35,NGC6946,holdout,58,34.16143133866352,15.025447425206579,17.728143095419597,tau_side_source_normalization_sensitivity_not_model_selection,20.948752064502973,13.212679274160546,19.13598391345694,16.433288243243922,False,False,False
primary_proxy_gate_0p35,NGC7331,holdout,36,42.93343085915843,25.485065060071012,29.311675230419702,tau_side_source_normalization_sensitivity_not_model_selection,26.764221798862284,16.169209060296144,17.448365799087416,13.621755628738725,False,False,False
primary_proxy_gate_0p35,UGC00731,holdout,12,12.222495670893448,12.845453066903099,11.466827035781066,tau_side_source_normalization_sensitivity_not_model_selection,12.523488983592612,-0.3009933126991644,-0.6229573960096513,0.7556686351123822,True,True,False
primary_proxy_gate_0p35,UGC00891,holdout,5,5.800341847564401,5.958365558298525,7.682081654505746,tau_side_source_normalization_sensitivity_not_model_selection,5.812976613743893,-0.012634766179491663,-0.15802371073412402,-1.8817398069413445,True,True,True
primary_proxy_gate_0p35,UGC02023,holdout,5,16.85632560191673,12.198048884046239,13.979836766957423,tau_side_source_normalization_sensitivity_not_model_selection,15.30026431538294,1.5560612865337902,4.658276717870491,2.876488834959307,False,False,False
primary_proxy_gate_0p35,UGC02259,holdout,8,14.683527116294037,16.43514083306515,13.66144175213647,tau_side_source_normalization_sensitivity_not_model_selection,15.926795760580909,-1.2432686442868714,-1.7516137167711143,1.022085364157567,True,True,False
primary_proxy_gate_0p35,UGC03580,holdout,47,34.626626539675215,25.49452615076704,27.172706555031343,tau_side_source_normalization_sensitivity_not_model_selection,26.623336512958986,8.003290026716229,9.132100388908174,7.453919984643871,False,False,False
primary_proxy_gate_0p35,UGC04305,holdout,22,24.4571786712252,23.999621706482884,26.588364190715332,tau_side_source_normalization_sensitivity_not_model_selection,57.46023051372418,-33.00305184249898,0.45755696474231655,-2.1311855194901312,True,False,True
primary_proxy_gate_0p35,UGC04499,holdout,9,5.155001881811114,6.040634191372928,8.985021588452573,tau_side_source_normalization_sensitivity_not_model_selection,5.397304499008665,-0.24230261719755042,-0.8856323095618137,-3.830019706641459,True,True,True
