variant_id,galaxy,split,n_points,rmse_tau_source_normalized_l2,rmse_tpg_v6,rmse_mond,claim_boundary,rmse_l2_weight_intake,source_norm_minus_old_l2_intake,source_norm_minus_tpg_v6,source_norm_minus_mond,source_norm_beats_old_l2_intake,source_norm_beats_tpg_v6,source_norm_beats_mond
primary_proxy_gate_0p35,UGC05414,holdout,6,8.003661361172902,6.4008126343112375,8.261884143933315,tau_side_source_normalization_sensitivity_not_model_selection,7.455645261144433,0.5480161000284696,1.602848726861665,-0.2582227827604129,False,False,True
primary_proxy_gate_0p35,UGC05716,holdout,12,5.006811186934864,5.844868825954693,5.605647282808069,tau_side_source_normalization_sensitivity_not_model_selection,5.702170825248938,-0.6953596383140743,-0.8380576390198291,-0.5988360958732049,True,True,True
primary_proxy_gate_0p35,UGC05829,holdout,11,6.227226938214504,6.222677845510406,8.606905396927852,tau_side_source_normalization_sensitivity_not_model_selection,6.220924516996659,0.0063024212178453,0.004549092704098534,-2.3796784587133475,False,False,True
primary_proxy_gate_0p35,UGC05986,holdout,15,13.819423599489458,17.532159853325275,15.059299363743824,tau_side_source_normalization_sensitivity_not_model_selection,16.856878883305757,-3.0374552838163,-3.7127362538358177,-1.239875764254366,True,True,True
primary_proxy_gate_0p35,UGC06818,holdout,8,11.71582777531337,12.386120759877572,13.66362183441789,tau_side_source_normalization_sensitivity_not_model_selection,11.90895045377944,-0.19312267846606979,-0.6702929845642025,-1.9477940591045204,True,True,True
primary_proxy_gate_0p35,UGC06917,holdout,11,7.395836693036465,6.430936477869006,4.61507933369384,tau_side_source_normalization_sensitivity_not_model_selection,7.341476384447996,0.05436030858846852,0.964900215167459,2.7807573593426245,False,False,False
primary_proxy_gate_0p35,UGC06983,holdout,17,12.05583373951825,11.036839059186455,9.148970751386091,tau_side_source_normalization_sensitivity_not_model_selection,12.385460782501298,-0.3296270429830468,1.0189946803317955,2.9068629881321595,True,False,False
primary_proxy_gate_0p35,UGC07151,holdout,11,5.398606569098647,4.3119123214161394,5.615951252005322,tau_side_source_normalization_sensitivity_not_model_selection,4.641822879680751,0.7567836894178965,1.0866942476825079,-0.21734468290667497,False,False,True
primary_proxy_gate_0p35,UGC07261,holdout,7,5.929997028428442,4.296839337715027,4.6168185611277694,tau_side_source_normalization_sensitivity_not_model_selection,4.120854225707304,1.809142802721138,1.633157690713415,1.3131784673006726,False,False,False
primary_proxy_gate_0p35,UGC07577,holdout,9,9.985146362222363,10.601721967205515,13.125766123408509,tau_side_source_normalization_sensitivity_not_model_selection,11.543046063508982,-1.557899701286619,-0.6165756049831526,-3.140619761186146,True,True,True
primary_proxy_gate_0p35,UGC07603,holdout,12,8.781850005954464,9.318897295784359,6.8156573361002755,tau_side_source_normalization_sensitivity_not_model_selection,8.654986419079288,0.12686358687517618,-0.5370472898298946,1.9661926698541885,False,True,False
primary_proxy_gate_0p35,UGC08699,holdout,41,11.036360181959292,15.184307759904634,13.478161966003247,tau_side_source_normalization_sensitivity_not_model_selection,14.866158341353142,-3.8297981593938495,-4.147947577945342,-2.441801784043955,True,True,True
primary_proxy_gate_0p35,UGC11914,holdout,65,22.168960821504196,33.820143068839116,30.19760108867859,tau_side_source_normalization_sensitivity_not_model_selection,33.17967170999526,-11.010710888491065,-11.65118224733492,-8.028640267174392,True,True,True
primary_proxy_gate_0p35,UGC12506,holdout,31,34.75269039100447,40.697842583379504,38.12269540109571,tau_side_source_normalization_sensitivity_not_model_selection,40.90589445157975,-6.153204060575277,-5.9451521923750335,-3.3700050100912406,True,True,True
primary_proxy_gate_0p35,UGCA444,holdout,36,3.0937859580924103,3.0580094444767805,4.92757139254757,tau_side_source_normalization_sensitivity_not_model_selection,3.7481718465386815,-0.6543858884462712,0.035776513615629835,-1.8337854344551596,True,False,True
primary_proxy_gate_0p35,D512-2,train,4,2.5139498188497846,2.5139498188497846,6.561883790113319,tau_side_source_normalization_sensitivity_not_model_selection,54.680307650513306,-52.16635783166352,0.0,-4.047933971263534,True,False,True
primary_proxy_gate_0p35,D564-8,train,6,3.399294537690645,3.399294537690645,7.16409055590109,tau_side_source_normalization_sensitivity_not_model_selection,2.653460866271324,0.7458336714193212,0.0,-3.764796018210445,False,False,True
primary_proxy_gate_0p35,D631-7,train,16,10.35809255392164,10.35809255392164,10.521817679771978,tau_side_source_normalization_sensitivity_not_model_selection,10.51780642966014,-0.15971387573850038,0.0,-0.1637251258503376,True,False,True
primary_proxy_gate_0p35,DDO064,train,14,3.8809545905130953,2.7332917850477236,3.548332793859171,tau_side_source_normalization_sensitivity_not_model_selection,5.443535706033468,-1.5625811155203726,1.1476628054653717,0.3326217966539242,True,False,False
primary_proxy_gate_0p35,DDO154,train,12,3.4178221922429195,3.544983778635305,4.451832612674567,tau_side_source_normalization_sensitivity_not_model_selection,3.3375595690290205,0.08026262321389899,-0.1271615863923854,-1.0340104204316471,False,True,True
primary_proxy_gate_0p35,DDO161,train,31,14.620738858840136,13.579219703882607,18.569662825271475,tau_side_source_normalization_sensitivity_not_model_selection,13.723814218849023,0.8969246399911128,1.0415191549575287,-3.948923966431339,False,False,True
primary_proxy_gate_0p35,DDO168,train,10,7.037649220370971,6.727638673752554,7.879974549733663,tau_side_source_normalization_sensitivity_not_model_selection,7.120768721744281,-0.08311950137330992,0.3100105466184173,-0.8423253293626916,True,False,True
primary_proxy_gate_0p35,DDO170,train,8,8.490861821589785,7.480201139884626,14.370201282342645,tau_side_source_normalization_sensitivity_not_model_selection,7.504501016528399,0.9863608050613859,1.0106606817051595,-5.87933946075286,False,False,True
primary_proxy_gate_0p35,ESO079-G014,train,15,10.252342133004742,12.522654026496923,11.397542407404476,tau_side_source_normalization_sensitivity_not_model_selection,12.186790566897496,-1.9344484338927543,-2.270311893492181,-1.145200274399734,True,True,True
primary_proxy_gate_0p35,ESO444-G084,train,7,13.635037097407603,13.917114692092932,10.513209179623457,tau_side_source_normalization_sensitivity_not_model_selection,13.024005605195304,0.6110314922122981,-0.28207759468532956,3.1218279177841453,False,True,False
primary_proxy_gate_0p35,ESO563-G021,train,30,35.65448160323825,47.72714916375959,44.48667176928297,tau_side_source_normalization_sensitivity_not_model_selection,47.62781180262277,-11.97333019938452,-12.072667560521339,-8.832190166044718,True,True,True
primary_proxy_gate_0p35,F563-V1,train,6,24.600985596109503,23.66949222725619,29.338957960123544,tau_side_source_normalization_sensitivity_not_model_selection,24.185722088310527,0.4152635077989757,0.9314933688533138,-4.737972364014041,False,False,True
primary_proxy_gate_0p35,F563-V2,train,10,24.255057911897516,26.238947803350438,23.428832485173935,tau_side_source_normalization_sensitivity_not_model_selection,25.186946416897033,-0.9318885049995167,-1.9838898914529217,0.8262254267235818,True,True,False
primary_proxy_gate_0p35,F565-V2,train,7,11.305486347663065,11.960771688430881,6.916649069723871,tau_side_source_normalization_sensitivity_not_model_selection,11.698062166805126,-0.39257581914206163,-0.6552853407678167,4.388837277939194,True,True,False
primary_proxy_gate_0p35,F567-2,train,5,16.61599099615324,14.016635993218337,19.406231954265397,tau_side_source_normalization_sensitivity_not_model_selection,16.22869903613856,0.3872919600146787,2.599355002934903,-2.7902409581121574,False,False,True
primary_proxy_gate_0p35,F568-3,train,18,7.309450523854006,9.11490703879206,7.976415983117765,tau_side_source_normalization_sensitivity_not_model_selection,7.860002856544251,-0.5505523326902448,-1.8054565149380535,-0.6669654592637588,True,True,True
primary_proxy_gate_0p35,F568-V1,train,15,24.85923744716944,29.877210479611758,25.762065140172663,tau_side_source_normalization_sensitivity_not_model_selection,27.48853157033532,-2.6292941231658773,-5.017973032442317,-0.9028276930032213,True,True,True
primary_proxy_gate_0p35,F571-8,train,13,28.146675777654043,30.175376192122503,28.290592925853005,tau_side_source_normalization_sensitivity_not_model_selection,29.758271974218054,-1.6115961965640118,-2.02870041446846,-0.1439171481989625,True,True,True
primary_proxy_gate_0p35,F571-V1,train,7,3.545099609090462,3.5735232878164758,6.360130039546406,tau_side_source_normalization_sensitivity_not_model_selection,3.5769628763078303,-0.03186326721736821,-0.0284236787260137,-2.815030430455944,True,True,True
primary_proxy_gate_0p35,F574-1,train,14,7.290738294265652,11.820788616096635,8.776912560877792,tau_side_source_normalization_sensitivity_not_model_selection,9.94379058780138,-2.653052293535729,-4.530050321830983,-1.4861742666121396,True,True,True
primary_proxy_gate_0p35,F574-2,train,5,37.044997919871385,32.6388165436646,38.74115873241575,tau_side_source_normalization_sensitivity_not_model_selection,35.20922291232126,1.8357750075501258,4.406181376206781,-1.6961608125443632,False,False,True
primary_proxy_gate_0p35,F579-V1,train,14,15.191072295359895,19.63941142103888,18.38890176475787,tau_side_source_normalization_sensitivity_not_model_selection,18.3734345340946,-3.1823622387347044,-4.448339125678984,-3.1978294693979734,True,True,True
primary_proxy_gate_0p35,F583-1,train,25,11.462665091141819,13.297286773674033,10.320140273858495,tau_side_source_normalization_sensitivity_not_model_selection,10.359993146223935,1.1026719449178835,-1.8346216825322141,1.1425248172833236,False,True,False
primary_proxy_gate_0p35,F583-4,train,12,5.815469055766268,2.089348476842753,5.381087823103697,tau_side_source_normalization_sensitivity_not_model_selection,4.070396257323441,1.745072798442827,3.7261205789235152,0.4343812326625711,False,False,False
primary_proxy_gate_0p35,KK98-251,train,15,8.392100747078695,8.181219377823203,10.870651981388162,tau_side_source_normalization_sensitivity_not_model_selection,9.438586192012098,-1.0464854449334027,0.2108813692554925,-2.4785512343094673,True,False,True
primary_proxy_gate_0p35,NGC0055,train,21,11.779890092381107,13.646013162608714,17.518196226309797,tau_side_source_normalization_sensitivity_not_model_selection,12.15629174276546,-0.37640165038435214,-1.8661230702276068,-5.73830613392869,True,True,True
primary_proxy_gate_0p35,NGC0100,train,21,7.554756798181018,7.537919334963079,6.061732881040405,tau_side_source_normalization_sensitivity_not_model_selection,7.66544892858323,-0.11069213040221193,0.01683746321793933,1.4930239171406132,True,False,False
primary_proxy_gate_0p35,NGC0247,train,26,4.644726565792979,3.866312004062215,5.475417572666649,tau_side_source_normalization_sensitivity_not_model_selection,4.632925839593893,0.011800726199085787,0.7784145617307638,-0.8306910068736704,False,False,True
primary_proxy_gate_0p35,NGC0289,train,28,17.84069255435745,13.44827134683854,23.595309185371484,tau_side_source_normalization_sensitivity_not_model_selection,13.01907117049023,4.821621383867219,4.392421207518909,-5.754616631014034,False,False,True
primary_proxy_gate_0p35,NGC0300,train,25,8.81638797940889,9.83189803567648,5.607034629923943,tau_side_source_normalization_sensitivity_not_model_selection,9.176325389390442,-0.3599374099815513,-1.0155100562675887,3.2093533494849478,True,True,False
primary_proxy_gate_0p35,NGC0801,train,13,43.906528636075365,31.348134413644825,35.306528941160416,tau_side_source_normalization_sensitivity_not_model_selection,31.515891501543543,12.390637134531822,12.55839422243054,8.599999694914949,False,False,False
primary_proxy_gate_0p35,NGC0891,train,18,42.01996522982427,29.637636010909365,32.67571266789567,tau_side_source_normalization_sensitivity_not_model_selection,31.76658393864167,10.253381291182603,12.382329218914908,9.344252561928606,False,False,False
primary_proxy_gate_0p35,NGC1003,train,36,9.515205300270976,11.228797331872782,8.233924992844548,tau_side_source_normalization_sensitivity_not_model_selection,11.250705560607548,-1.735500260336572,-1.7135920316018058,1.281280307426428,True,True,False
primary_proxy_gate_0p35,NGC1090,train,24,20.91670306413508,15.259685358845738,18.764009439287914,tau_side_source_normalization_sensitivity_not_model_selection,17.324246875179945,3.5924561889551363,5.657017705289343,2.152693624847167,False,False,False
primary_proxy_gate_0p35,NGC1705,train,14,19.934776532628323,20.59864390810048,16.95201559286103,tau_side_source_normalization_sensitivity_not_model_selection,28.548680919648444,-8.61390438702012,-0.663867375472158,2.9827609397672923,True,True,False
primary_proxy_gate_0p35,NGC2366,train,26,9.013895066241401,8.175530891777854,11.387781875806942,tau_side_source_normalization_sensitivity_not_model_selection,8.82073886305878,0.19315620318262106,0.8383641744635479,-2.3738868095655405,False,False,True
primary_proxy_gate_0p35,NGC2403,train,73,8.914510342229564,9.860995949284607,6.239762201686606,tau_side_source_normalization_sensitivity_not_model_selection,20.3190708946828,-11.404560552453235,-0.9464856070550436,2.674748140542958,True,True,False
primary_proxy_gate_0p35,NGC2841,train,50,50.027357504591215,59.09007494417434,53.02346081870857,tau_side_source_normalization_sensitivity_not_model_selection,58.21815690965729,-8.190799405066073,-9.062717439583125,-2.996103314117356,True,True,True
primary_proxy_gate_0p35,NGC2903,train,34,24.99168285585633,24.362146162225375,24.96300377208502,tau_side_source_normalization_sensitivity_not_model_selection,24.29517547044317,0.6965073854131596,0.6295366936309534,0.028679083771308456,False,False,False
primary_proxy_gate_0p35,NGC2915,train,30,23.893800159374923,26.00786566771677,20.629433034344654,tau_side_source_normalization_sensitivity_not_model_selection,12.52400361934126,11.369796540033663,-2.1140655083418487,3.264367125030269,False,True,False
primary_proxy_gate_0p35,NGC2955,train,24,39.56646540547975,19.782113998497127,23.273161362253415,tau_side_source_normalization_sensitivity_not_model_selection,20.33458377501467,19.231881630465075,19.78435140698262,16.293304043226332,False,False,False
primary_proxy_gate_0p35,NGC2976,train,27,5.495485683854795,5.11693008193194,5.678104979086942,tau_side_source_normalization_sensitivity_not_model_selection,94.00551637055932,-88.51003068670452,0.3785556019228551,-0.18261929523214615,True,False,True
primary_proxy_gate_0p35,NGC2998,train,13,31.511275742001533,27.11504519134483,27.07347466768693,tau_side_source_normalization_sensitivity_not_model_selection,27.17257534230701,4.338700399694524,4.396230550656703,4.437801074314603,False,False,False
primary_proxy_gate_0p35,NGC3109,train,25,9.004040379440154,9.323880057063088,5.041785679362137,tau_side_source_normalization_sensitivity_not_model_selection,8.918324739341653,0.08571564009850086,-0.31983967762293375,3.9622547000780166,False,True,False
primary_proxy_gate_0p35,NGC3198,train,43,8.589538972633525,7.704000492040528,11.179050056995646,tau_side_source_normalization_sensitivity_not_model_selection,10.31278908046636,-1.7232501078328344,0.8855384805929969,-2.5895110843621207,True,False,True
primary_proxy_gate_0p35,NGC3521,train,41,7.6626699300660714,7.110920589361769,6.814883835390855,tau_side_source_normalization_sensitivity_not_model_selection,12.946674099741248,-5.2840041696751765,0.5517493407043021,0.8477860946752163,True,False,False
primary_proxy_gate_0p35,NGC3741,train,21,7.72874259097922,7.821498388140469,2.7212527031991094,tau_side_source_normalization_sensitivity_not_model_selection,7.127288876389404,0.601453714589816,-0.09275579716124938,5.00748988778011,False,True,False
primary_proxy_gate_0p35,NGC3769,train,12,10.123778307132865,11.2553126000523,15.980528592616563,tau_side_source_normalization_sensitivity_not_model_selection,10.619032226200655,-0.4952539190677907,-1.1315342929194347,-5.856750285483699,True,True,True
primary_proxy_gate_0p35,NGC3877,train,13,24.120790630752257,22.419419150236873,23.91875443404216,tau_side_source_normalization_sensitivity_not_model_selection,27.27496303426724,-3.154172403514984,1.701371480515384,0.20203619671009676,True,False,False
primary_proxy_gate_0p35,NGC3893,train,10,7.114050257620094,7.421761571780209,6.883534927974165,tau_side_source_normalization_sensitivity_not_model_selection,5.57534309257808,1.5387071650420143,-0.3077113141601151,0.2305153296459288,False,True,False
primary_proxy_gate_0p35,NGC3917,train,17,6.344424028275229,6.899654025227952,6.637702160319162,tau_side_source_normalization_sensitivity_not_model_selection,8.765777766638974,-2.421353738363745,-0.5552299969527228,-0.29327813204393305,True,True,True
primary_proxy_gate_0p35,NGC3953,train,8,12.959103836371021,10.449994650865388,10.343662263567392,tau_side_source_normalization_sensitivity_not_model_selection,11.933213714687202,1.025890121683819,2.5091091855056327,2.615441572803629,False,False,False
primary_proxy_gate_0p35,NGC3992,train,9,17.761796679129066,21.62991458359259,18.53931925672739,tau_side_source_normalization_sensitivity_not_model_selection,21.92399499350226,-4.162198314373192,-3.8681179044635243,-0.7775225775983223,True,True,True
primary_proxy_gate_0p35,NGC4010,train,12,9.932460406363989,10.799199499954586,11.798351296716529,tau_side_source_normalization_sensitivity_not_model_selection,10.392179605612313,-0.4597191992483243,-0.8667390935905974,-1.8658908903525404,True,True,True
primary_proxy_gate_0p35,NGC4051,train,7,28.466324311962765,23.162699244292835,25.364933901873997,tau_side_source_normalization_sensitivity_not_model_selection,31.132120126060247,-2.665795814097482,5.30362506766993,3.1013904100887686,True,False,False
primary_proxy_gate_0p35,NGC4068,train,6,8.573124294138381,9.789559083112076,11.389697947293712,tau_side_source_normalization_sensitivity_not_model_selection,9.774775793779272,-1.2016514996408905,-1.2164347889736948,-2.8165736531553307,True,True,True
primary_proxy_gate_0p35,NGC4085,train,7,23.741881611012484,21.45520895763762,23.247876990413115,tau_side_source_normalization_sensitivity_not_model_selection,38.46957909704749,-14.727697486035009,2.2866726533748647,0.49400462059936956,True,False,False
primary_proxy_gate_0p35,NGC4100,train,24,9.799859959410952,10.799906207475212,9.873831807311648,tau_side_source_normalization_sensitivity_not_model_selection,9.678878041794286,0.12098191761666577,-1.00004624806426,-0.07397184790069566,False,True,True
primary_proxy_gate_0p35,NGC4138,train,7,12.918201669881583,9.51519890085038,10.185247994852606,tau_side_source_normalization_sensitivity_not_model_selection,12.054569256709662,0.8636324131719206,3.403002769031202,2.732953675028977,False,False,False
primary_proxy_gate_0p35,NGC4157,train,17,25.532379733063955,20.216389281228402,23.480615178680974,tau_side_source_normalization_sensitivity_not_model_selection,21.594993422966017,3.9373863100979385,5.315990451835553,2.0517645543829808,False,False,False
primary_proxy_gate_0p35,NGC4217,train,19,57.96890166557413,52.35219166022327,55.35556407681141,tau_side_source_normalization_sensitivity_not_model_selection,53.12396961541972,4.844932050154412,5.6167100053508605,2.613337588762718,False,False,False
primary_proxy_gate_0p35,NGC4559,train,32,19.459496772054983,15.385306161864646,18.985298676354127,tau_side_source_normalization_sensitivity_not_model_selection,21.408523713835457,-1.949026941780474,4.074190610190337,0.47419809570085647,True,False,False
primary_proxy_gate_0p35,NGC5005,train,18,12.889270640147767,12.481746631320759,13.97796581666026,tau_side_source_normalization_sensitivity_not_model_selection,14.231826478699654,-1.3425558385518865,0.4075240088270089,-1.088695176512493,True,False,True
primary_proxy_gate_0p35,NGC5033,train,22,14.258779297036627,15.138788047327509,15.295974840608453,tau_side_source_normalization_sensitivity_not_model_selection,14.93120795827136,-0.6724286612347328,-0.880008750290882,-1.0371955435718263,True,True,True
primary_proxy_gate_0p35,NGC5055,train,28,35.739545327270385,23.304882018533657,29.486670612228213,tau_side_source_normalization_sensitivity_not_model_selection,24.725671090263692,11.013874237006693,12.434663308736727,6.2528747150421715,False,False,False
primary_proxy_gate_0p35,NGC5371,train,19,50.67300302653316,41.66572118681593,44.87169677347413,tau_side_source_normalization_sensitivity_not_model_selection,42.30983827749317,8.363164749039989,9.00728183971723,5.801306253059032,False,False,False
primary_proxy_gate_0p35,NGC5585,train,24,8.709508700759846,7.910184029247681,8.365260361585127,tau_side_source_normalization_sensitivity_not_model_selection,33.076707918682025,-24.367199217922177,0.7993246715121654,0.34424833917471886,True,False,False
primary_proxy_gate_0p35,NGC6015,train,44,12.170669800782326,13.450865436024902,10.82252972156713,tau_side_source_normalization_sensitivity_not_model_selection,12.303262315814823,-0.13259251503249736,-1.2801956352425758,1.3481400792151952,True,True,False
primary_proxy_gate_0p35,NGC6195,train,23,58.37668738039998,31.92603912642373,36.238986538686945,tau_side_source_normalization_sensitivity_not_model_selection,32.57217973829187,25.804507642108106,26.450648253976247,22.137700841713034,False,False,False
primary_proxy_gate_0p35,NGC6503,train,31,5.642089302695609,7.537023161651215,4.239120184630891,tau_side_source_normalization_sensitivity_not_model_selection,4.818629778271447,0.8234595244241625,-1.8949338589556053,1.4029691180647186,False,True,False
primary_proxy_gate_0p35,NGC6674,train,15,23.632570738362528,30.84415865400613,25.376939093620358,tau_side_source_normalization_sensitivity_not_model_selection,30.352765171507052,-6.720194433144524,-7.211587915643602,-1.74436835525783,True,True,True
primary_proxy_gate_0p35,NGC7793,train,46,7.098143247560454,5.722342289485416,6.0568332273601175,tau_side_source_normalization_sensitivity_not_model_selection,47.30616276620403,-40.20801951864358,1.3758009580750379,1.0413100202003367,True,False,False
primary_proxy_gate_0p35,NGC7814,train,18,10.930361400061548,22.076573970785304,20.006224427465735,tau_side_source_normalization_sensitivity_not_model_selection,18.43011897778805,-7.499757577726504,-11.146212570723756,-9.075863027404187,True,True,True
primary_proxy_gate_0p35,PGC51017,train,6,18.817748160568275,18.392706990319713,21.58619332313812,tau_side_source_normalization_sensitivity_not_model_selection,19.399159560993834,-0.5814114004255586,0.42504117024856214,-2.7684451625698436,True,False,True
primary_proxy_gate_0p35,UGC00128,train,22,11.475751845594639,13.983592876820651,11.714529979315056,tau_side_source_normalization_sensitivity_not_model_selection,14.604079788637833,-3.1283279430431943,-2.507841031226013,-0.23877813372041778,True,True,True
primary_proxy_gate_0p35,UGC00191,train,9,8.27784498258083,7.100447637659804,7.3035411506648025,tau_side_source_normalization_sensitivity_not_model_selection,6.715513974915614,1.5623310076652155,1.177397344921025,0.9743038319160267,False,False,False
