galaxy,n_gates,n_pass,n_formula_conditional,n_blocked,normalization_prefactor_km2_s2,law_status,endpoint_scores_allowed,claim_boundary
NGC4088,9,5,1,3,8324.015999999998,FORMULA_CONDITIONAL_PHYSICAL_LAW_BLOCKED,False,s4g75_ngc4088_physical_normalization_law_gate_not_endpoint
