galaxy,radius_kpc,velocity_km_s,velocity_error_km_s,v_gas_km_s,v_star_km_s,v_baryon_newton_km_s,figure_file,coordinate_calibration_uses_published_vobs
DDO_168,1.5700005880060002,48.01997783952,3.9500031240000006,19.456855960815872,8.755652203470202,21.336135765130216,rMD_DH_DM_profiles_ddo168.pdf,True
DDO_168,1.68999901462,50.87001016296001,4.21002723096,19.101623848407407,8.755652203470202,21.012698045567095,rMD_DH_DM_profiles_ddo168.pdf,True
DDO_168,1.810000173252,53.21997270000001,4.00001010264,19.094353280818467,8.755652203470202,21.006088943942792,rMD_DH_DM_profiles_ddo168.pdf,True
DDO_168,1.930001331884,55.780013275200005,4.40000502192,19.336544150495282,8.755652203470202,21.22647839826913,rMD_DH_DM_profiles_ddo168.pdf,True
DDO_168,2.060001676396,59.01000118056,5.070013261920001,19.583541860359816,8.877171935302586,21.50161141322643,rMD_DH_DM_profiles_ddo168.pdf,True
DDO_168,2.18000010301,60.3899745156,4.28001263712,19.464991627673175,8.878726761408494,21.394337754862576,rMD_DH_DM_profiles_ddo168.pdf,True
DDO_168,2.300001261642,61.20001447776,4.07998472256,19.707441773649645,8.878726761408494,21.61515787972742,rMD_DH_DM_profiles_ddo168.pdf,True
DDO_168,2.419999688256,61.92002969640001,4.11001327368,19.70972607050992,8.878726761408494,21.617240588897783,rMD_DH_DM_profiles_ddo168.pdf,True
DDO_168,2.540000846888,61.65001637568,4.55002595784,19.219824860087463,8.878726761408494,21.171524663004018,rMD_DH_DM_profiles_ddo168.pdf,True
DDO_168,2.659999273502,61.56998084592,4.57999359912,18.971937800712737,8.755981742386483,20.89501472091174,rMD_DH_DM_profiles_ddo168.pdf,True
DDO_168,2.780000432134,60.47001004536,4.07998472256,19.463351504497997,8.755652203470202,21.34205934992631,rMD_DH_DM_profiles_ddo168.pdf,True
DDO_168,2.900001590766,61.42002081984,4.0099993164,19.832368302553977,8.632577645531912,21.629707101444648,rMD_DH_DM_profiles_ddo168.pdf,True
DDO_168,3.02000001738,61.3700138412,4.92998153976,19.58665151257163,8.63209144070535,21.404436925918493,rMD_DH_DM_profiles_ddo168.pdf,True
DDO_168,3.1400011760120004,60.350017660560006,5.4100119888,19.58741024200789,8.508744358157362,21.35568707724456,rMD_DH_DM_profiles_ddo168.pdf,True
