galaxy,review_status_from_handoff,allowed_sources,forbidden_inputs,accepted_manifest_promotion_allowed,endpoint_scores_computed,claim_boundary,reviewer_id,review_timestamp_utc,present_day_morphology_label,outer_disk_lsb_tail_evidence,hi_extent_or_asymmetry_evidence,bar_m2_evidence,edge_projection_caveat,vertical_flare_warp_evidence,compact_bulge_evidence,ring_resonance_evidence,morphological_memory_history_proxy_judgment,review_confidence,residual_blind_family_recommendation,review_sources_used,review_notes
NGC0100,BLOCKED_VISUAL_REVIEW_PENDING,local SkyView preview panels;NED;SIMBAD;SkyView DSS2 Red;SkyView 2MASS-K;SkyView WISE W1;projection/inclination caveat sources,endpoint residual gain;required-S_tau diagnostic as a label input;best-fit Tau Core readout family;MOND/RAR/TGP comparison score;post-hoc family switching after endpoint scoring,False,False,p0_visual_review_response_intake_not_label_not_endpoint,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING
NGC0247,BLOCKED_VISUAL_REVIEW_PENDING,local SkyView preview panels;NED;SIMBAD;SkyView DSS2 Red;SkyView 2MASS-K;SkyView WISE W1;bar-length or velocity-field support if acquired before scoring,endpoint residual gain;required-S_tau diagnostic as a label input;best-fit Tau Core readout family;MOND/RAR/TGP comparison score;post-hoc family switching after endpoint scoring,False,False,p0_visual_review_response_intake_not_label_not_endpoint,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING
NGC0300,BLOCKED_VISUAL_REVIEW_PENDING,local SkyView preview panels;NED;SIMBAD;SkyView DSS2 Red;SkyView 2MASS-K;SkyView WISE W1,endpoint residual gain;required-S_tau diagnostic as a label input;best-fit Tau Core readout family;MOND/RAR/TGP comparison score;post-hoc family switching after endpoint scoring,False,False,p0_visual_review_response_intake_not_label_not_endpoint,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING
NGC6503,BLOCKED_VISUAL_REVIEW_PENDING,local SkyView preview panels;NED;SIMBAD;SkyView DSS2 Red;SkyView 2MASS-K;SkyView WISE W1,endpoint residual gain;required-S_tau diagnostic as a label input;best-fit Tau Core readout family;MOND/RAR/TGP comparison score;post-hoc family switching after endpoint scoring,False,False,p0_visual_review_response_intake_not_label_not_endpoint,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING,REVIEW_RESPONSE_PENDING
