galaxy,n_digitization_targets,n_rendered_pages_available,primary_digitization_route,x_warp_onset_available,manifest_status,endpoint_scores_allowed,claim_boundary
NGC4088,2,2,CHANNEL_MAP_DIGITIZATION,False,DIGITIZATION_TARGET_READY_XW_NOT_EXTRACTED,False,s4g75_ngc4088_digitization_target_manifest_not_endpoint
