galaxy,model_id,model_role,n_points,rmse_km_s,mae_km_s,construction_used_vobs,scoring_used_vobs,claim_boundary
NGC5907,TAU_NGC5907_EXPDISK_PROJECTION_MIXED_ACCEPTED,matched_frozen_mixed_readout,19,16.37253184042256,9.942171006249596,False,True,ngc5907_expdisk_projection_mixed_accepted_endpoint_preliminary_control
NGC5907,TPG_V6_v_v6,baseline,19,16.785509985459306,11.474535051084796,False,True,ngc5907_expdisk_projection_mixed_accepted_endpoint_preliminary_control
NGC5907,WRONG_MIXED_NGC7331_VOW,wrong_mixed_family_control,19,16.847988894966658,10.612482522058643,False,True,ngc5907_expdisk_projection_mixed_accepted_endpoint_preliminary_control
NGC5907,WRONG_MIXED_NGC4013_WVO,wrong_mixed_family_control,19,17.262343118689873,11.631081744209668,False,True,ngc5907_expdisk_projection_mixed_accepted_endpoint_preliminary_control
NGC5907,EXPONENTIAL_DISK_CARRIER,baseline,19,17.369541614401452,11.723722755270959,False,True,ngc5907_expdisk_projection_mixed_accepted_endpoint_preliminary_control
NGC5907,MOND_v_mond,baseline,19,18.59536481497724,15.131128882572375,False,True,ngc5907_expdisk_projection_mixed_accepted_endpoint_preliminary_control
NGC5907,NEWTONIAN_vn,baseline,19,86.48374825501512,85.67165917635336,False,True,ngc5907_expdisk_projection_mixed_accepted_endpoint_preliminary_control
