audit_source,galaxy,available_best_model,split,formula_family,type_bin,manifest_confidence,manifest_caveat,matches_current_proxy_family,memory_history_proxy_class,source_memory_proxy_flags,claim_boundary
wide_fixed_tpg_proxy_ranks,UGCA442,RAR,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC06786,MOND,train,K_compact_finite,early_T_le_2,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;distance_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC6015,MOND,train,K_exponential_disk,late_T_6_8,0.85,large_distance_error,False,expdisk_current_with_scale_tail_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;rotation_external_family_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC06787,MOND,train,K_compact_finite,early_T_le_2,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;distance_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC0024,MOND,holdout,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC2841,MOND,train,K_compact_finite,mid_T_3_5,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC06399,MOND,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC06917,MOND,holdout,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC02487,MOND,train,K_compact_finite,early_T_le_2,0.8,low_inclination,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;inclination_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,F579-V1,MOND,train,K_thick_flared,mid_T_3_5,0.7000000000000001,low_inclination;vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,inclination_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC06983,MOND,holdout,K_scale_tail_spiral,late_T_6_8,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC04278,MOND,train,K_exponential_disk,late_T_6_8,0.85,large_distance_error,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC6674,MOND,train,K_compact_finite,mid_T_3_5,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,ESO116-G012,MOND,holdout,K_exponential_disk,late_T_6_8,0.85,large_distance_error,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC05986,MOND,holdout,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC04325,MOND,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC05716,MOND,holdout,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,F574-1,MOND,train,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC2403,MOND,train,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC1003,RAR,train,K_scale_tail_spiral,late_T_6_8,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC00128,MOND,train,K_scale_tail_spiral,late_T_6_8,1.0,none,False,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC6503,RAR,train,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_current_with_scale_tail_readout_memory_candidate,low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;rotation_external_family_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC05721,MOND,train,K_scale_tail_spiral,late_T_6_8,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC12732,MOND,train,K_scale_tail_spiral,irregular_T_ge_9,0.65,low_inclination;large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC02259,MOND,holdout,K_exponential_disk,late_T_6_8,0.85,large_distance_error,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC05918,RAR,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC07399,MOND,train,K_exponential_disk,late_T_6_8,0.85,large_distance_error,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC06446,MOND,train,K_scale_tail_spiral,late_T_6_8,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC4214,MOND,holdout,K_scale_tail_spiral,irregular_T_ge_9,0.8,low_inclination,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,F563-V2,MOND,train,K_scale_tail_spiral,irregular_T_ge_9,0.8,low_inclination,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;inclination_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC3109,MOND,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC07603,MOND,holdout,K_exponential_disk,late_T_6_8,0.85,large_distance_error,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,F568-1,MOND,holdout,K_thick_flared,mid_T_3_5,0.7000000000000001,low_inclination;vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,inclination_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC08286,MOND,train,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,F583-1,MOND,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC0300,MOND,train,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_current_with_scale_tail_readout_memory_candidate,low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;rotation_external_family_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,F568-V1,MOND,train,K_exponential_disk,late_T_6_8,1.0,none,False,generic_current_vs_rotation_readout_mismatch_candidate,rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC08490,MOND,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC07608,MOND,train,K_scale_tail_spiral,irregular_T_ge_9,0.65,low_inclination;large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC08550,MOND,train,K_scale_tail_spiral,late_T_6_8,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC1705,MOND,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,F563-1,MOND,holdout,K_scale_tail_spiral,irregular_T_ge_9,0.65,low_inclination;large_distance_error,False,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC05764,MOND,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC2915,RAR,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,DDO064,RAR,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,False,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC00731,MOND,holdout,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,NGC3741,RAR,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
wide_fixed_tpg_proxy_ranks,UGC06667,MOND,train,K_scale_tail_spiral,late_T_6_8,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,CamB,newtonian_baryonic,holdout,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,D631-7,projection_fixed,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,DDO064,rar_mcgaugh,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,False,generic_current_vs_rotation_readout_mismatch_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,DDO154,projection_fixed,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,DDO161,projection_fixed,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,False,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,DDO168,projection_fixed,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,DDO170,projection_fixed,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,False,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,ESO079-G014,rar_mcgaugh,train,K_thick_flared,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,ESO116-G012,mond_simple_mu,holdout,K_exponential_disk,late_T_6_8,0.85,large_distance_error,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,F571-8,rar_mcgaugh,train,K_thick_flared,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,F574-1,mond_simple_mu,train,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,F583-4,projection_fixed,train,K_thick_flared,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,IC2574,projection_fixed,holdout,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,KK98-251,projection_fixed,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,False,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC0055,projection_fixed,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC0247,rar_mcgaugh,train,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_current_with_scale_tail_readout_memory_candidate,bar_component_caveat;rotation_current_proxy_mismatch;rotation_external_family_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC0801,projection_fixed,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC1003,rar_mcgaugh,train,K_scale_tail_spiral,late_T_6_8,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC1090,projection_fixed,train,K_thick_flared,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC1705,mond_simple_mu,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC2366,projection_fixed,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC2403,mond_simple_mu,train,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC2903,rar_mcgaugh,train,K_thick_flared,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC2976,projection_fixed,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC3109,mond_simple_mu,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC3198,projection_fixed,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,True,current_readout_consistent_no_memory_proxy_flag,vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC3741,rar_mcgaugh,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC3917,projection_fixed,train,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_current_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch;rotation_external_family_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC3972,mond_simple_mu,holdout,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC4183,projection_fixed,holdout,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_current_with_vertical_projection_memory_candidate,edge_or_projection_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;rotation_external_family_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC4559,projection_fixed,train,K_exponential_disk,late_T_6_8,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,bar_component_caveat;distance_caveat;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC5033,rar_mcgaugh,train,K_compact_finite,mid_T_3_5,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,bulge_or_compact_core_memory;distance_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC5055,projection_fixed,train,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC5371,projection_fixed,train,K_thick_flared,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC5585,projection_fixed,train,K_exponential_disk,late_T_6_8,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC6015,mond_simple_mu,train,K_exponential_disk,late_T_6_8,0.85,large_distance_error,False,expdisk_current_with_scale_tail_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;rotation_external_family_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC6503,rar_mcgaugh,train,K_exponential_disk,late_T_6_8,1.0,none,False,expdisk_current_with_scale_tail_readout_memory_candidate,low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;rotation_external_family_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,NGC7331,projection_fixed,holdout,K_thick_flared,mid_T_3_5,0.9,vertical_geometry_proxy_only,False,thick_flared_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC00128,mond_simple_mu,train,K_scale_tail_spiral,late_T_6_8,1.0,none,False,generic_current_vs_rotation_readout_mismatch_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC00191,mond_simple_mu,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC00731,mond_simple_mu,holdout,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC02259,mond_simple_mu,holdout,K_exponential_disk,late_T_6_8,0.85,large_distance_error,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC02455,newtonian_baryonic,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,False,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC03580,projection_fixed,holdout,K_compact_finite,early_T_le_2,0.85,large_distance_error,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;distance_caveat;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC04305,newtonian_baryonic,holdout,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC04325,mond_simple_mu,train,K_scale_tail_spiral,irregular_T_ge_9,0.85,large_distance_error,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC04483,projection_fixed,train,K_scale_tail_spiral,irregular_T_ge_9,1.0,none,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
paper1_73_baseline_pivot,UGC04499,projection_fixed,holdout,K_scale_tail_spiral,late_T_6_8,0.85,large_distance_error,False,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,baseline_success_morphology_audit_not_endpoint_not_validation
