annulus,r_mid_arcsec,n_train,n_test,observed_even_contrast_km_s,predicted_even_contrast_km_s,residual_even_km_s,sigma_residual_even_km_s
0,10.0,89,47,2373.382318933145,2372.046824110675,1.3354948224699195,0.48342720072991713
1,20.0,163,94,2374.545056881984,2372.7773175337525,1.7677393482312003,0.48082684052267133
2,30.0,256,132,2373.593953492419,2372.959062977529,0.6348905148904331,0.3723437471379498
3,40.0,330,156,2374.3544917901145,2373.107309146724,1.2471826433907922,0.4511191776892665
4,50.0,374,168,2374.4501900012765,2369.705019914142,4.745170087134449,0.5848360184472925
5,60.0,391,203,2373.734897236991,2379.974878818416,-6.239981581426157,0.5411108863906315
