galaxy,split,formula_family,n_points_x,rmse_tpg_v6,rmse_mond,rmse_matched_family,rmse_wrong_family_mean,best_family,matched_family_rank,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared,matched_minus_wrong_mean,matched_minus_tpg_v6,matched_minus_mond,matched_beats_wrong_mean,matched_beats_tpg_v6,matched_beats_mond,role,manifest_confidence,manifest_caveat,hub_type,type_bin,inc_bin,distance_quality,distance_frac_error,inclination_deg,inclination_error_deg,n_points_y,r_min,r_median,r_max,mean_gas,mean_bulge,max_bulge,mean_log_sbdisk,peak_log_sb,scale_radius_proxy_kpc,tail_inner_radius_proxy_kpc,tail_cutoff_radius_proxy_kpc,compact_support_radius_proxy_kpc,thickness_h_over_rs_proxy,ring_radius_proxy_kpc,ring_width_proxy_kpc,bar_m2_proxy,lopsided_m1_proxy,amplitude_policy,parameter_source,forbidden_inputs,rotation_inferred_family,rotation_inferred_confidence,matches_current_proxy_family,memory_history_proxy_class,source_memory_proxy_flags,winner_tau_tpg_mond,baseline_success_class,claim_boundary
ESO079-G014,train,K_thick_flared,15,12.522654026496925,11.397542407404476,13.175386122165875,17.133691319916323,K_scale_tail_spiral,2,25.75451303602627,11.745255133211652,13.901305790511042,13.175386122165875,-3.958305197750448,0.6527320956689522,1.7778437147613992,True,False,False,middle,0.75,large_distance_error;vertical_geometry_proxy_only,4.0,mid_T_3_5,inc_high_60_80,1.0,0.249825783972,79.0,5.0,15,0.41,6.34,16.67,0.0574609622564911,0.0,0.0,1.9018495982954928,2.6582785726002687,3.7783075089392137,2.219,17.148937120407854,6.34,0.105857433015421,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,MEDIUM,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,mond,mond_success_possible_simple_radial_low_acceleration_regime,baseline_success_morphology_audit_not_endpoint_not_validation
ESO444-G084,train,K_scale_tail_spiral,7,13.917114692092932,10.513209179623455,9.653687321801224,52.421540037362,K_scale_tail_spiral,1,126.7131489091525,9.653687321801224,15.849842941114677,14.701628261818827,-42.76785271556078,-4.263427370291707,-0.8595218578222319,True,True,True,middle,0.6000000000000001,few_rotation_points;low_inclination,10.0,irregular_T_ge_9,inc_low_lt_40,2.0,0.099378881988,32.0,6.0,7,0.26,1.81,4.44,0.7136783009762161,0.0,0.0,0.1754565593715834,1.495405563146193,1.0786650774731823,0.6335,6.0243658281672,1.81,0.4011552354392972,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,tau_matched,current_morphology_readout_regular_candidate,baseline_success_morphology_audit_not_endpoint_not_validation
ESO563-G021,train,K_thick_flared,30,47.72714916375959,44.48667176928297,49.05425860593719,46.80070434080499,K_compact_finite,3,42.79768067708103,47.114838687366905,50.48959365796703,49.05425860593719,2.253554265132202,1.3271094421776013,4.567586836654222,False,False,False,candidate,0.9,vertical_geometry_proxy_only,4.0,mid_T_3_5,inc_edge_ge_80,1.0,0.149671052632,83.0,3.0,30,0.45,17.695,42.41,0.0478026547176993,0.0,0.0,1.6619562058884083,3.3214617211308166,10.545292014302742,6.19325,43.42365529328882,17.695,0.1015111946229646,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_compact_finite,MEDIUM,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,mond,mond_success_possible_simple_radial_low_acceleration_regime,baseline_success_morphology_audit_not_endpoint_not_validation
F563-V1,train,K_scale_tail_spiral,6,23.66949222725619,29.338957960123544,26.964419023751876,46.66940032218088,K_exponential_disk,3,98.91572056208932,26.964419023751876,19.261744797899087,21.830735606554263,-19.704981298429008,3.294926796495687,-2.3745389363716676,True,False,True,candidate,0.8,few_rotation_points,10.0,irregular_T_ge_9,inc_high_60_80,1.0,0.2,60.0,10.0,6,1.31,4.585,7.87,0.4501022329600841,0.0,0.0,0.7119954163859674,1.100370545117563,2.732419547079857,1.60475,9.641152286697931,4.585,0.2825460048320379,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,MEDIUM,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
F563-V2,train,K_scale_tail_spiral,10,26.23894780335044,23.428832485173935,23.80775763175782,28.420937595113298,K_scale_tail_spiral,1,29.722819895140628,23.80775763175782,28.382965301524813,27.157027588674456,-4.613179963355478,-2.4311901715926183,0.3789251465838852,True,True,False,candidate,0.8,low_inclination,10.0,irregular_T_ge_9,inc_low_lt_40,1.0,0.19932998325,29.0,10.0,10,0.28,3.5549999999999997,10.47,0.3150312191741706,0.0,0.0,1.0515141830142574,1.8325089127062364,2.1185935637663884,1.24425,12.119188432376784,3.5549999999999997,0.2217640486283768,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,MEDIUM,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;inclination_caveat,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
F565-V2,train,K_scale_tail_spiral,7,11.96077168843088,6.916649069723871,9.108198192477284,29.743010836640575,K_scale_tail_spiral,1,59.06725048412221,9.108198192477284,16.450857714394015,13.7109243114055,-20.63481264416329,-2.8525734959535978,2.191549122753413,True,True,False,middle,0.65,few_rotation_points;large_distance_error,10.0,irregular_T_ge_9,inc_high_60_80,1.0,0.200772200772,60.0,10.0,7,1.26,5.03,8.8,0.601619606663297,0.0,0.0,0.2801549849789163,1.09968064110925,2.99761620977354,1.7605,11.447126269318508,5.03,0.3507288229984836,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
F567-2,train,K_scale_tail_spiral,5,14.016635993218337,19.406231954265397,16.22869903613856,32.73278143190438,K_exponential_disk,3,74.7894401860748,16.22869903613856,11.02433753494102,12.38456657469732,-16.504082395765817,2.2120630429202244,-3.177532918126836,True,False,True,middle,0.6000000000000001,few_rotation_points;low_inclination,9.0,irregular_T_ge_9,inc_low_lt_40,1.0,0.149367088608,20.0,10.0,5,1.92,5.75,9.59,0.041325550863959,0.0,0.0,0.7763947941760252,1.345765693114488,3.426698450536353,2.0124999999999997,9.788156016392684,5.75,0.0985964978887815,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,MEDIUM,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;inclination_caveat;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
F568-3,train,K_exponential_disk,18,9.11490703879206,7.976415983117765,11.251672319569533,22.374412576539147,K_scale_tail_spiral,3,49.22521553631487,7.860002856544251,11.251672319569533,10.03801933675833,-11.122740256969614,2.136765280777473,3.2752563364517675,True,False,False,middle,1.0,none,7.0,late_T_6_8,inc_mid_40_60,1.0,0.1,40.0,10.0,18,0.64,4.869999999999999,17.98,0.1802245674121936,0.0,0.0,1.1915866520345506,1.8295610562993927,2.902264600715137,1.7044999999999997,19.60021886103562,4.869999999999999,0.1611010553354871,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
F568-V1,train,K_exponential_disk,15,29.87721047961176,25.762065140172663,33.68872136932015,27.34618158541674,K_compact_finite,4,22.97781842335368,27.48853157033532,33.68872136932015,31.572194762561207,6.342539783903408,3.8115108897083902,7.926656229147486,False,False,False,candidate,1.0,none,7.0,late_T_6_8,inc_mid_40_60,1.0,0.1,40.0,10.0,15,0.39,5.87,17.63,0.1955578745133887,0.0,0.0,1.0454141177062042,1.9992610711131005,3.4982121573301552,2.0545,19.35384266383552,5.87,0.1680010435310249,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_compact_finite,MEDIUM,False,generic_current_vs_rotation_readout_mismatch_candidate,rotation_current_proxy_mismatch,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
F571-8,train,K_thick_flared,13,30.175376192122503,28.290592925853005,30.46904960384509,36.6094138729954,K_scale_tail_spiral,2,49.61901242354519,29.46517560068289,30.7440535947581,30.46904960384509,-6.140364269150311,0.2936734117225832,2.178456677992081,True,False,False,candidate,0.75,large_distance_error;vertical_geometry_proxy_only,5.0,mid_T_3_5,inc_edge_ge_80,1.0,0.200750469043,85.0,5.0,13,0.22,4.77,15.55,0.0246076022689681,0.0,0.0,1.477359987414521,3.2663657755870577,2.842669845053635,1.6694999999999998,15.741324107641228,4.77,0.0910734210210356,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,LOW,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,mond,mond_success_possible_simple_radial_low_acceleration_regime,baseline_success_morphology_audit_not_endpoint_not_validation
F571-V1,train,K_scale_tail_spiral,7,3.573523287816476,6.360130039546406,3.7041860848067847,17.93347554651218,K_scale_tail_spiral,1,42.03448484872583,3.7041860848067847,7.07769303185887,4.68824875895184,-14.229289461705395,0.1306627969903089,-2.6559439547396213,True,False,True,control,0.6000000000000001,few_rotation_points;low_inclination,7.0,late_T_6_8,inc_low_lt_40,1.0,0.099875156055,30.0,10.0,7,1.95,7.78,13.59,0.4944615826677371,0.0,0.0,0.5156793117504672,1.369957607346053,4.636471990464839,2.723,16.949866454227273,7.78,0.3025077122004817,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,True,current_readout_consistent_no_memory_proxy_flag,gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,tpg_v6,baseline_success_projection_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
F574-1,train,K_exponential_disk,14,11.820788616096635,8.776912560877792,15.653160782256908,19.507507933746982,K_scale_tail_spiral,3,35.04763660911316,9.94379058780138,15.653160782256908,13.531096604326413,-3.8543471514900745,3.832372166160273,6.876248221379116,True,False,False,middle,1.0,none,7.0,late_T_6_8,inc_high_60_80,1.0,0.1,65.0,10.0,14,0.47,6.58,12.6,0.1509646831563863,0.0,0.0,1.139464245847707,2.0194901629975077,3.921334922526818,2.303,13.551077503885232,6.58,0.1479341074203738,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,False,expdisk_proxy_with_scale_tail_readout_memory_candidate,rotation_current_proxy_mismatch,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
F574-2,train,K_scale_tail_spiral,5,32.6388165436646,38.74115873241575,35.20922291232126,48.41021108051484,K_exponential_disk,3,87.30266245597151,35.20922291232126,27.59855615227147,30.32941463330155,-13.200988168193582,2.5704063686566556,-3.531935820094489,True,False,True,candidate,0.6000000000000001,few_rotation_points;low_inclination,9.0,irregular_T_ge_9,inc_low_lt_40,1.0,0.1,30.0,10.0,5,2.17,6.49,10.83,0.1330475659417185,0.0,0.0,0.8321018279674817,1.2826221128780626,3.8676996424314662,2.2715,11.550452569574404,6.49,0.1398714046737733,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;inclination_caveat;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
F579-V1,train,K_thick_flared,14,19.63941142103888,18.38890176475787,20.704633861715266,24.88033782205599,K_scale_tail_spiral,2,34.18117288836033,18.3734345340946,22.086406043713033,20.704633861715266,-4.175703960340726,1.0652224406763828,2.315732096957394,True,False,False,middle,0.7000000000000001,low_inclination;vertical_geometry_proxy_only,5.0,mid_T_3_5,inc_low_lt_40,1.0,0.1,26.0,10.0,14,0.42,6.005000000000001,15.16,0.0989417908584865,0.0,0.0,1.3966085480435169,2.2225604091652236,3.578665077473183,2.10175,15.909978774707328,6.005000000000001,0.1245238058863189,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,MEDIUM,False,thick_flared_proxy_with_alternate_readout_memory_candidate,inclination_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,mond,mond_success_possible_simple_radial_low_acceleration_regime,baseline_success_morphology_audit_not_endpoint_not_validation
F583-1,train,K_scale_tail_spiral,25,13.297286773674031,10.320140273858495,10.359993146223935,33.079785199238074,K_scale_tail_spiral,1,67.49041073499095,10.359993146223935,16.891429739319495,14.85751512340378,-22.71979205301414,-2.937293627450096,0.0398528723654418,True,True,False,middle,0.85,large_distance_error,9.0,irregular_T_ge_9,inc_high_60_80,1.0,0.25,63.0,5.0,25,0.26,3.86,16.26,0.1919541705876132,0.0,0.0,0.7648490504112828,1.5350408132511606,2.300357568533969,1.351,17.820587406877298,3.86,0.1663793767644259,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
F583-4,train,K_thick_flared,12,2.089348476842753,5.381087823103697,1.8163548767334208,26.67131931553126,K_thick_flared,1,72.8742846072619,4.070396257323441,3.069277082008441,1.8163548767334208,-24.85496443879784,-0.2729936001093325,-3.5647329463702766,True,True,True,control,0.75,large_distance_error;vertical_geometry_proxy_only,5.0,mid_T_3_5,inc_mid_40_60,1.0,0.200750469043,55.0,10.0,12,0.22,4.675,7.29,0.1131657951484779,0.0,0.0,1.0754630461670265,1.8399805576783428,2.786054827175209,1.6362499999999998,7.702489323316203,4.675,0.1309246078168151,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_thick_flared,HIGH,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;vertical_geometry_proxy_only,tau_matched,current_morphology_readout_regular_candidate,baseline_success_morphology_audit_not_endpoint_not_validation
KK98-251,train,K_scale_tail_spiral,15,8.181219377823203,10.870651981388162,13.61002580626712,65.54286444110075,K_exponential_disk,3,183.2883521530075,13.61002580626712,5.992935139188714,7.347306031105997,-51.93283863483363,5.428806428443917,2.7393738248789568,True,False,False,middle,0.85,large_distance_error,10.0,irregular_T_ge_9,inc_mid_40_60,1.0,0.3,59.0,5.0,15,0.25,1.4,3.13,0.7299731114553866,0.0,0.0,0.5944204822522641,0.9390197764486664,0.834326579261025,0.4899999999999999,4.27240791942768,1.4,0.408487900154924,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,MEDIUM,False,scale_tail_current_with_expdisk_readout_memory_candidate,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
NGC0055,train,K_scale_tail_spiral,21,13.646013162608714,17.518196226309797,15.50707161929844,24.46296030576794,K_exponential_disk,3,51.40219728558121,15.50707161929844,9.845703903937553,12.140979727785073,-8.9558886864695,1.861058456689726,-2.0111246070113573,True,False,True,middle,1.0,none,9.0,irregular_T_ge_9,inc_high_60_80,2.0,0.052132701422,77.0,3.0,21,1.23,7.37,13.5,0.5636871759105618,0.0,0.0,0.948112340525444,1.7634279935629371,4.392133492252682,2.5795,17.304888437396293,7.37,0.3336592291597528,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,MEDIUM,False,scale_tail_current_with_expdisk_readout_memory_candidate,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_smooth_tail_or_memory_integrated_readout,baseline_success_morphology_audit_not_endpoint_not_validation
NGC0100,train,K_exponential_disk,21,7.537919334963079,6.061732881040405,8.856389899016648,24.12777903871567,K_scale_tail_spiral,3,57.189436731158814,7.095648589444358,8.856389899016648,8.09825179554383,-15.27138913969902,1.3184705640535688,2.7946570179762427,True,False,False,control,0.85,large_distance_error,6.0,late_T_6_8,inc_edge_ge_80,1.0,0.3,89.0,1.0,21,0.23,4.79,9.62,0.1353722904856278,0.0,0.0,0.9832195240295576,2.1542413301672982,2.854588796185936,1.6765,10.27114071723587,4.79,0.1409175307185325,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,MEDIUM,False,expdisk_current_with_scale_tail_readout_memory_candidate,distance_caveat;edge_or_projection_caveat;rotation_current_proxy_mismatch;rotation_external_family_mismatch,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC0247,train,K_exponential_disk,26,3.866312004062215,5.475417572666649,6.561795274843639,15.203196129135998,K_scale_tail_spiral,3,37.06192318765612,3.891023604550918,6.561795274843639,4.65664159520096,-8.64140085429236,2.6954832707814234,1.0863777021769891,True,False,False,control,1.0,none,7.0,late_T_6_8,inc_high_60_80,2.0,0.051351351351,74.0,3.0,26,1.08,7.800000000000001,14.54,0.2780788625868493,0.0,0.0,1.0216021887480098,1.819675519994293,4.64839094159714,2.73,16.561633331006394,7.800000000000001,0.2051354881640821,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,MEDIUM,False,expdisk_current_with_scale_tail_readout_memory_candidate,bar_component_caveat;rotation_current_proxy_mismatch;rotation_external_family_mismatch,tpg_v6,tpg_success_possible_closure_like_regularization_of_mismatched_proxy,baseline_success_morphology_audit_not_endpoint_not_validation
NGC0289,train,K_thick_flared,28,13.44827134683854,23.595309185371484,11.25730085922346,13.682647846404995,K_exponential_disk,2,17.337093619667037,14.187674267165931,9.523175652382012,11.25730085922346,-2.425346987181534,-2.190970487615079,-12.338008326148024,True,True,True,middle,0.75,large_distance_error;vertical_geometry_proxy_only,4.0,mid_T_3_5,inc_mid_40_60,1.0,0.25,46.0,5.0,28,1.5,30.255,71.12,0.3264680293358429,0.0,0.0,0.2828451381926186,3.1437608955657024,18.030393325387365,10.58925,82.72920312318257,30.255,0.2269106132011293,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,MEDIUM,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,tau_matched,tau_formula_specificity_with_possible_memory_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
NGC0300,train,K_exponential_disk,25,9.83189803567648,5.607034629923943,13.615448943697162,20.000053097718364,K_scale_tail_spiral,3,40.652091668474206,7.848918182292735,13.615448943697162,11.499149442388156,-6.384604154021202,3.7835509080206826,8.008414313773219,True,False,False,middle,1.0,none,7.0,late_T_6_8,inc_mid_40_60,2.0,0.048076923077,42.0,10.0,25,0.91,6.36,11.8,0.2524806244199543,0.0,0.0,0.6574265386880047,1.9566485792052033,3.790226460071514,2.226,13.28963568407773,6.36,0.1936162809889794,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,False,expdisk_current_with_scale_tail_readout_memory_candidate,low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;rotation_external_family_mismatch,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC0801,train,K_thick_flared,13,31.348134413644825,35.306528941160416,30.338225611407932,32.26472591754318,K_exponential_disk,2,35.46886061395257,31.975068211626063,29.35024892705091,30.338225611407932,-1.9265003061352497,-1.0099088022368932,-4.968303329752484,True,True,True,candidate,0.9,vertical_geometry_proxy_only,5.0,mid_T_3_5,inc_edge_ge_80,1.0,0.1,80.0,1.0,13,1.17,17.65,59.82,0.081133378243954,0.0,0.0,1.9951723710897176,3.4632761813503317,10.518474374255064,6.177499999999999,62.24669934327666,17.65,0.1165100202097793,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,thick_flared_proxy_with_alternate_readout_memory_candidate,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,tau_matched,tau_formula_specificity_with_possible_memory_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
NGC0891,train,K_compact_finite,18,29.637636010909365,32.67571266789567,36.117714962740685,29.27803901501652,K_exponential_disk,4,36.117714962740685,30.02843006879364,28.645013847451914,29.160673128804007,6.839675947724164,6.48007895183132,3.442002294845018,False,False,False,candidate,1.0,none,3.0,mid_T_3_5,inc_edge_ge_80,2.0,0.050454086781,90.0,1.0,18,0.92,9.265,17.11,0.0332828051711864,0.2235566106692832,0.8610048919716082,1.858026248534805,3.4548555267595273,5.521454112038141,3.24275,17.3947343982395,11.33625199785091,0.0949772623270338,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,LOW,False,compact_proxy_with_alternate_readout_memory_candidate,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,tpg_v6,tpg_success_possible_closure_like_regularization_of_mismatched_proxy,baseline_success_morphology_audit_not_endpoint_not_validation
NGC1003,train,K_scale_tail_spiral,36,11.228797331872782,8.233924992844548,10.239711077957573,15.531127685525384,K_scale_tail_spiral,1,15.90296903913921,10.239711077957573,17.116427198316828,13.57398681912012,-5.291416607567813,-0.9890862539152092,2.0057860851130247,True,True,False,middle,0.85,large_distance_error,6.0,late_T_6_8,inc_high_60_80,1.0,0.3,67.0,5.0,36,1.25,15.745,30.24,0.4134634055397422,0.0,0.0,0.0502132770212261,2.2447964787476224,9.383194278903456,5.51075,36.4915666917609,15.745,0.2660585324928839,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_scale_tail_spiral,HIGH,True,current_readout_consistent_no_memory_proxy_flag,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,mond,mond_success_possible_effective_radial_scaling_or_diffuse_disk_regime,baseline_success_morphology_audit_not_endpoint_not_validation
NGC1090,train,K_thick_flared,24,15.259685358845738,18.76400943928791,13.765926902112865,17.684768458108984,K_exponential_disk,2,24.762662346218328,16.022194909810633,12.269448118297996,13.765926902112865,-3.9188415559961207,-1.4937584567328752,-4.998082537175051,True,True,True,middle,0.75,large_distance_error;vertical_geometry_proxy_only,4.0,mid_T_3_5,inc_high_60_80,1.0,0.25,64.0,3.0,24,0.35,15.705,30.09,0.1157557203351142,0.0,0.0,1.1905175547260551,3.187641967953542,9.359356376638855,5.49675,31.831544812441795,15.705,0.1320900741508014,,,,,train_only_family_amplitude_preflight,available_data_proxy:r_median+r_max+type_bin+bulge_frac+gas_fraction+surface_brightness,vobs_endpoint_residual_gain;required_S_tau;posthoc_family_choice,K_exponential_disk,MEDIUM,False,thick_flared_proxy_with_alternate_readout_memory_candidate,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,tau_matched,tau_formula_specificity_with_possible_memory_caveat,baseline_success_morphology_audit_not_endpoint_not_validation
