zone,radius_min_arcsec,radius_max_arcsec,n_independent_pixels,mode,co_minus_halpha_km_s,sigma_km_s,z,sector_jackknife_sigma_km_s,sector_jackknife_z,occupied_jackknife_sectors
0,1.104327267985875,58.53332435660947,467,m0,1.9165963884722874,0.03711330917690788,51.64175415715301,1.937725316294499,0.9890960149797619,12
0,1.104327267985875,58.53332435660947,467,m1_cos,1.191093379046586,0.042256962378601985,28.186914345024718,2.017568745184939,0.5903607408120338,12
0,1.104327267985875,58.53332435660947,467,m1_sin,-0.0281275499777422,0.05683621925294886,-0.49488777310399384,2.8087853775091127,-0.010014132871442915,12
0,1.104327267985875,58.53332435660947,467,m2_cos,5.2879884031101225,0.05244648258399676,100.82636894935773,2.5078488895565685,2.1085753711600748,12
0,1.104327267985875,58.53332435660947,467,m2_sin,4.757707559635018,0.04802851591603467,99.06005773637953,2.406713474772332,1.9768483492141014,12
1,58.53332435660947,67.82721607929679,466,m0,-0.6251699951692083,0.0461915090925072,-13.534305491452717,0.3822760952609268,-1.635388670438552,12
1,58.53332435660947,67.82721607929679,466,m1_cos,0.2963632771701758,0.058256977674442836,5.087172198090006,0.3756705487994724,0.7888914319135788,12
1,58.53332435660947,67.82721607929679,466,m1_sin,0.48263049651090606,0.07252697940044744,6.654496030313494,0.6672051546864454,0.7233614625440348,12
1,58.53332435660947,67.82721607929679,466,m2_cos,0.8208369412057553,0.05969209976142984,13.751182224890346,0.5681397066082351,1.4447800983777561,12
1,58.53332435660947,67.82721607929679,466,m2_sin,0.5423865763444551,0.07097579697926468,7.641852567050587,0.5618331284225465,0.9653873168129274,12
2,67.82721607929679,77.4474072197877,467,m0,-0.41345737714586944,0.04646926253714615,-8.897437888439995,0.565066704635337,-0.7316965833488492,12
2,67.82721607929679,77.4474072197877,467,m1_cos,-0.3731241980040547,0.06760586519748671,-5.519109871815173,1.1475518331372299,-0.32514801269062565,12
2,67.82721607929679,77.4474072197877,467,m1_sin,0.10638985359588658,0.06556017039365279,1.6227818347187626,0.6922137088882538,0.15369509766970163,12
2,67.82721607929679,77.4474072197877,467,m2_cos,-0.7023150761080856,0.0643245061509325,-10.918312757196414,0.9649656736682631,-0.7278135329293881,12
2,67.82721607929679,77.4474072197877,467,m2_sin,0.29001865997670834,0.07031048425323959,4.1248280829945445,0.630611280677784,0.45990084361477784,12
3,77.4474072197877,89.61540422841298,466,m0,-0.4951233680106309,0.06628697768012347,-7.4693912038034656,1.0894067571636048,-0.4544889819664248,12
3,77.4474072197877,89.61540422841298,466,m1_cos,-0.15836250784210001,0.1101440518589139,-1.4377763044794307,1.9885414661109904,-0.07963751852346891,12
3,77.4474072197877,89.61540422841298,466,m1_sin,-0.007768331385183526,0.06838315907362107,-0.11360006601654903,0.7424027083683818,-0.010463770265946906,12
3,77.4474072197877,89.61540422841298,466,m2_cos,-0.9204438956171557,0.08502144582227528,-10.826020267183026,1.147108106350483,-0.8024037930875948,12
3,77.4474072197877,89.61540422841298,466,m2_sin,0.552293471345836,0.09010816067790628,6.129228109760467,1.5079803956855504,0.366247116292752,12
4,89.61540422841298,129.1707797884007,467,m0,0.4393081303903577,0.12512868969894722,3.510850560709211,1.2061711259762329,0.3642170840682304,10
4,89.61540422841298,129.1707797884007,467,m1_cos,-0.9960067545198342,0.16616531852237343,-5.994071226034609,1.436680800296794,-0.6932693429981637,10
4,89.61540422841298,129.1707797884007,467,m1_sin,0.36513133367674633,0.08951820029819114,4.078850250121978,0.4518711008681494,0.8080431188789108,10
4,89.61540422841298,129.1707797884007,467,m2_cos,0.20125663688569356,0.16707577591190365,1.2045829850990064,1.459265733027586,0.1379163728241188,10
4,89.61540422841298,129.1707797884007,467,m2_sin,-0.4672938261109158,0.10135447672697147,-4.610490243758163,1.267495552297742,-0.3686749237611098,10
