split,n_galaxies,matched_beats_wrong_fraction,matched_rank1_fraction,matched_beats_tpg_v6_fraction,matched_beats_mond_fraction,mean_matched_minus_wrong,median_matched_minus_wrong,mean_matched_minus_tpg_v6,median_matched_minus_tpg_v6,mean_matched_minus_mond,median_matched_minus_mond
holdout,44,0.5681818181818182,0.25,0.6363636363636364,0.6136363636363636,-0.03261333874033346,-0.019174064350532483,-0.08061881896842572,-0.004908057464330984,-0.551864063755188,-1.3169344804004632
train,131,0.5419847328244275,0.22900763358778625,0.4961832061068702,0.5877862595419847,-0.11907665977187724,-0.01922713606680304,-0.05114747469634786,0.0007184835586908633,-0.5333657934120354,-0.9941263382373204
