galaxy,r,vobs,v_v6,v_mond,scalar_h_over_rs,scalar_kernel_K_thick_flared,scalar_v_K_thick_flared,flare_h_over_rs_profile,mapping_status,mapping_region,profile_policy_h_over_rs,profile_kernel_K_thick_flared,profile_v_K_thick_flared,unclipped_profile_kernel_K_thick_flared,unclipped_profile_v_K_thick_flared,profile_minus_scalar_kernel,scalar_effective_h_over_rs_clipped,profile_effective_h_over_rs_clipped,profile_h_over_rs_exceeds_current_clip,profile_minus_scalar_v,unclipped_profile_minus_scalar_kernel,unclipped_profile_minus_scalar_v,claim_boundary,accepted_endpoint_ready,endpoint_scores_allowed,endpoint_scores_computed
NGC2683,2.89,189.0,182.57254209976787,186.12443395598484,0.2024081922882335,0.3038169885153724,182.13689478704524,0.2262806101821375,PROFILE_MAPPED,INNER_THIN_DISK_HEIGHT_REPRESENTATIVE,0.2262806101821375,0.29766429416921086,182.1457275560353,0.29766429416921086,182.1457275560353,-0.006152694346161558,0.2024081922882335,0.2262806101821375,False,0.008832768990060913,-0.006152694346161558,0.008832768990060913,s4g75_ngc2683_profile_aware_kernel_preflight_not_validation,False,False,True
NGC2683,5.77,212.0,205.56864510633676,209.5771422919674,0.2024081922882335,0.3766178918518042,205.08903206081536,0.2262806101821375,PROFILE_MAPPED,INNER_THIN_DISK_HEIGHT_REPRESENTATIVE,0.2262806101821375,0.37224349684877445,205.09460917641516,0.37224349684877445,205.09460917641516,-0.004374395003029774,0.2024081922882335,0.2262806101821375,False,0.005577115599805893,-0.004374395003029774,0.005577115599805893,s4g75_ngc2683_profile_aware_kernel_preflight_not_validation,False,False,True
NGC2683,8.66,206.0,195.64916509459607,198.6571645172199,0.2024081922882335,0.3160977746167923,195.2262501146387,0.2262806101821375,PROFILE_MAPPED,INNER_THIN_DISK_HEIGHT_REPRESENTATIVE,0.2262806101821375,0.3139641784953742,195.2291077763257,0.3139641784953742,195.2291077763257,-0.0021335961214180577,0.2024081922882335,0.2262806101821375,False,0.002857661686988422,-0.0021335961214180577,0.002857661686988422,s4g75_ngc2683_profile_aware_kernel_preflight_not_validation,False,False,True
NGC2683,11.54,200.0,196.70526142594747,199.23787024790695,0.2024081922882335,0.24500341109735052,196.3793075713338,0.5457018620245258,PROFILE_MAPPED,EXPONENTIAL_FLARE_RISE,0.5457018620245258,0.23085043294202678,196.39815149193828,0.23085043294202678,196.39815149193828,-0.014152978155323737,0.2024081922882335,0.5457018620245258,False,0.018843920604467712,-0.014152978155323737,0.018843920604467712,s4g75_ngc2683_profile_aware_kernel_preflight_not_validation,False,False,True
NGC2683,14.43,172.0,187.4279088764902,189.83588634373183,0.2024081922882335,0.19131466300897648,187.16081523898893,1.4857432963480697,PROFILE_MAPPED,EXPONENTIAL_FLARE_RISE,1.4857432963480697,0.18009901682634497,187.17648387469572,0.1630968401784636,187.20023398752784,-0.011215646182631517,0.2024081922882335,0.75,True,0.015668635706788336,-0.028217822830512884,0.03941874853890681,s4g75_ngc2683_profile_aware_kernel_preflight_not_validation,False,False,True
NGC2683,17.31,190.0,181.7602782353024,184.7993948227998,0.2024081922882335,0.15457584076646716,181.53776874449616,1.8102448814571004,PROFILE_MAPPED,SATURATED_FLARE_PLATEAU,1.8102448814571004,0.14879012337016534,181.54610210645066,0.13364400829489517,181.5679157505355,-0.0057857173963018205,0.2024081922882335,0.75,True,0.008333361954498741,-0.020931832471571987,0.030147006039328517,s4g75_ngc2683_profile_aware_kernel_preflight_not_validation,False,False,True
NGC2683,20.2,169.0,176.5568570911684,180.7381105181678,0.2024081922882335,0.12916950845671588,176.36545314863014,1.8102448814571004,PROFILE_MAPPED,SATURATED_FLARE_PLATEAU,1.8102448814571004,0.1259535386562602,176.37022110818623,0.11603695192054972,176.38492251330757,-0.003215969800455687,0.2024081922882335,0.75,True,0.004767959556090773,-0.013132556536166157,0.019469364677433987,s4g75_ngc2683_profile_aware_kernel_preflight_not_validation,False,False,True
NGC2683,23.08,150.0,171.799957872427,177.44750044150263,0.2024081922882335,0.11108188223284346,171.63080708706644,,MAPPING_REQUIRED_AFTER_22_KPC,POST_SATURATION_DECREASE_UNSPECIFIED,0.2024081922882335,0.11108188223284346,171.63080708706644,0.11108188223284346,171.63080708706644,0.0,0.2024081922882335,0.2024081922882335,False,0.0,0.0,0.0,s4g75_ngc2683_profile_aware_kernel_preflight_not_validation,False,False,True
NGC2683,28.85,160.0,164.68501847149776,173.6060661295253,0.2024081922882335,0.08709726177474804,164.54667048038692,,MAPPING_REQUIRED_AFTER_22_KPC,POST_SATURATION_DECREASE_UNSPECIFIED,0.2024081922882335,0.08709726177474804,164.54667048038692,0.08709726177474804,164.54667048038692,0.0,0.2024081922882335,0.2024081922882335,False,0.0,0.0,0.0,s4g75_ngc2683_profile_aware_kernel_preflight_not_validation,False,False,True
NGC2683,31.74,155.0,161.7099539887288,172.32238891390995,0.2024081922882335,0.07871035561685308,161.5826312076643,,MAPPING_REQUIRED_AFTER_22_KPC,POST_SATURATION_DECREASE_UNSPECIFIED,0.2024081922882335,0.07871035561685308,161.5826312076643,0.07871035561685308,161.5826312076643,0.0,0.2024081922882335,0.2024081922882335,False,0.0,0.0,0.0,s4g75_ngc2683_profile_aware_kernel_preflight_not_validation,False,False,True
