galaxy,model_id,lambda0_km2_s2,n_cross_terms,n_gates,n_pass,n_formula_conditional,n_blocked,cross_term_status,law_status,uses_vobs_or_residual,endpoint_scores_allowed,claim_boundary
NGC4088,LEADING_PRODUCT_PLUS_EPSILON_CROSS,8324.015999999998,4,7,4,1,2,CROSS_TERMS_DECLARED_NOT_SUPPRESSED,LEADING_PRODUCT_ONLY_UNTIL_EPSILON_CROSS_BOUND,False,False,s4g75_ngc4088_cross_term_suppression_gate_not_endpoint
