galaxy,split,formula_family,n_points,rmse_body_matched,rmse_body_wrong_mean,rmse_newton,rmse_tpg_v6,rmse_mond,matched_minus_wrong,matched_minus_newton,matched_minus_tpg_v6,matched_minus_mond,rmse_body_K_compact_finite,rmse_body_K_scale_tail_spiral,rmse_body_K_exponential_disk,rmse_body_K_thick_flared
NGC5033,train,K_compact_finite,22,45.93206208346914,32.08294930932875,81.7961238031875,15.138788047327509,15.295974840608453,13.849112774140394,-35.86406171971836,30.793274036141632,30.63608724286069,45.93206208346914,67.83845436549062,15.781926225212489,12.628467337283135
NGC5055,train,K_thick_flared,28,17.25524594634931,26.221667347804456,53.47664009693142,23.304882018533657,29.486670612228213,-8.966421401455147,-36.221394150582114,-6.049636072184349,-12.231424665878905,21.18096899673313,38.70789294264555,18.776140104034678,17.25524594634931
NGC5371,train,K_thick_flared,19,29.75351708692534,29.140215750311075,45.30694573277189,41.66572118681593,44.87169677347413,0.6133013366142634,-15.553428645846548,-11.912204099890591,-15.118179686548789,27.358230408419377,37.0714127244001,22.991004118113747,29.75351708692534
NGC5585,train,K_exponential_disk,24,16.15503071873158,65.92788753951362,31.680943701137302,7.910184029247681,8.365260361585127,-49.77285682078204,-15.525912982405721,8.2448466894839,7.789770357146454,174.1535863263335,9.409859538544348,16.15503071873158,14.220216753663019
NGC6015,train,K_exponential_disk,44,19.071293810210644,31.8395795147384,65.62463308469805,13.450865436024902,10.82252972156713,-12.768285704527756,-46.5533392744874,5.620428374185742,8.248764088643513,31.91262296749882,47.530304789497826,19.071293810210644,16.075810787218547
NGC6195,train,K_compact_finite,23,15.438691097091318,21.566657410113958,32.46587637550845,31.92603912642373,36.238986538686945,-6.12796631302264,-17.027185278417132,-16.487348029332413,-20.800295441595626,15.438691097091318,25.212255331848354,19.37572672722391,20.111990171269607
NGC6503,train,K_exponential_disk,31,16.868228692181344,36.68759717644307,56.83404358118103,7.537023161651215,4.239120184630891,-19.819368484261727,-39.96581488899969,9.331205530530129,12.629108507550452,53.1448358975107,31.85033085474295,16.868228692181344,25.067624777075572
NGC6674,train,K_compact_finite,15,95.8548700357451,58.00290537802804,119.19759956224416,30.84415865400613,25.376939093620358,37.851964657717055,-23.34272952649907,65.01071138173896,70.47793094212474,95.8548700357451,106.4006933364301,31.07832976774762,36.52969302990642
NGC7793,train,K_exponential_disk,46,17.97849200055896,90.29789752550313,26.40567432925076,5.722342289485416,6.0568332273601175,-72.31940552494417,-8.427182328691803,12.256149711073542,11.92165877319884,247.15314640343553,7.401607345364124,17.97849200055896,16.338938827709782
NGC7814,train,K_compact_finite,18,32.46134649893682,43.24402716044483,73.62545163519991,22.076573970785304,20.006224427465735,-10.78268066150801,-41.16410513626309,10.384772528151515,12.455122071471084,32.46134649893682,61.59829778943113,37.785300600215145,30.348483091688234
PGC51017,train,K_scale_tail_spiral,6,40.686218224407895,134.6630394472544,4.749998947161798,18.392706990319713,21.58619332313812,-93.9768212228465,35.936219277246096,22.293511234088182,19.100024901269776,341.7665030484007,40.686218224407895,30.262503993234112,31.960111300128325
UGC00128,train,K_scale_tail_spiral,22,48.04478962832499,47.74449544346623,74.49268163919993,13.983592876820651,11.714529979315056,0.3002941848587639,-26.447892010874938,34.06119675150434,36.33025964900993,24.772226446909713,48.04478962832499,55.80988547245116,62.651374411037814
UGC00191,train,K_scale_tail_spiral,9,12.121330162710827,118.62692335309147,31.92467620407112,7.100447637659804,7.3035411506648025,-106.50559319038064,-19.803346041360292,5.0208825250510225,4.817789012046024,319.65889363115286,12.121330162710827,18.908192595081143,17.313683833040443
UGC00634,train,K_scale_tail_spiral,4,25.796456502618323,39.01131022427372,55.279530975262304,8.17927394861286,2.390542422509193,-13.214853721655398,-29.48307447264398,17.617182554005463,23.40591408010913,68.54395442913716,25.796456502618323,23.94039804015196,24.549578203532047
UGC01230,train,K_scale_tail_spiral,11,23.57439850208702,29.500032406168117,53.52025702299252,15.668391396233122,19.787452508603863,-5.925633904081096,-29.945858520905496,7.906007105853899,3.786945993483158,68.57154822110927,23.57439850208702,10.280405026116739,9.648143971278339
UGC01281,train,K_exponential_disk,23,14.815859320507156,120.49024187565158,23.06268165472958,2.873653918392883,2.590778492828074,-105.67438255514442,-8.246822334222424,11.942205402114274,12.225080827679083,322.3998235052478,22.849795649062287,14.815859320507156,16.22110647264464
UGC02455,train,K_scale_tail_spiral,8,39.11858920353125,128.45420153185648,17.65045838919845,40.12562667208877,41.15186377794972,-89.33561232832523,21.4681308143328,-1.0070374685575203,-2.0332745744184706,312.4991414893857,39.11858920353125,35.07442691444821,37.78903619173556
UGC02487,train,K_compact_finite,17,152.89874062987022,98.25291607527699,167.86710373521154,67.62411171265585,60.82824936276332,54.64582455459323,-14.968363105341325,85.27462891721437,92.07049126710689,152.89874062987022,158.32743462490603,74.66723006346393,61.764083537461026
UGC02885,train,K_compact_finite,19,97.38058283518147,50.279185424695065,114.82690801221729,18.30388329245319,15.131131571665343,47.101397410486406,-17.446325177035817,79.07669954272828,82.24945126351614,97.38058283518147,105.00849661626275,24.92550307024386,20.903556587578578
UGC02916,train,K_compact_finite,43,21.555155019817107,30.34798619287402,40.95236813050122,27.319935272727097,30.310716706055015,-8.792831173056914,-19.397213110684113,-5.76478025290999,-8.755561686237908,21.555155019817107,32.01652881759122,30.30122745511199,28.726202305918857
UGC02953,train,K_compact_finite,115,54.79992200895221,75.91714667903778,86.4074595792206,32.750190465366245,28.930833464990883,-21.117224670085577,-31.60753757026839,22.049731543585963,25.869088543961325,54.79992200895221,74.3895497576175,77.77816391488714,75.58372636460871
UGC03205,train,K_compact_finite,48,30.732575742236044,50.265246497527755,71.96485846242949,23.038239432266117,20.01236999671605,-19.53267075529171,-41.232282720193446,7.694336309969927,10.720205745519994,30.732575742236044,58.60294772910849,48.51714525749751,43.67564650597726
UGC03546,train,K_compact_finite,30,48.13549874215911,44.724676809281675,51.95330691477968,31.144679427119854,32.99335102825052,3.4108219328774325,-3.8178081726205733,16.990819315039253,15.142147713908585,48.13549874215911,42.05151022388837,46.76485723321446,45.35766297074221
UGC04278,train,K_exponential_disk,25,13.198891830814443,80.5526840582304,36.125526983473996,10.395694298729477,7.617050061219652,-67.35379222741595,-22.926635152659554,2.8031975320849654,5.58184176959479,215.9469916841499,10.411114347734882,13.198891830814443,15.29994614280638
UGC04325,train,K_scale_tail_spiral,8,15.684350571165952,80.16465494188243,46.162858806224435,17.920667735433767,16.430046998854888,-64.48030437071648,-30.478508235058484,-2.236317164267815,-0.7456964276889355,215.39318341182567,15.684350571165952,13.887092162169981,11.213689251651669
UGC04483,train,K_scale_tail_spiral,8,38.15192092051322,209.08439761060026,8.382655992936533,3.798705980303068,5.284251656234046,-170.93247669008704,29.769264927576685,34.35321494021015,32.86766926427917,608.9303031862949,38.15192092051322,9.123963204562218,9.19892644094379
UGC05005,train,K_scale_tail_spiral,11,10.426929930343487,51.52506417972194,39.715777861931855,8.667266606701743,15.3370678339474,-41.09813424937845,-29.288847931588368,1.7596633236417443,-4.910137903603912,95.04383318924314,10.426929930343487,29.160171322046832,30.37118802787582
UGC05253,train,K_compact_finite,73,35.084919768199846,44.260165451252,51.90330448400473,15.05917273003151,15.801028556046024,-9.175245683052154,-16.818384715804882,20.025747038168337,19.283891212153822,35.084919768199846,40.945082439082476,46.53561246210023,45.299801452573305
UGC05721,train,K_scale_tail_spiral,23,7.5224498107718185,98.07517563197332,43.42112660188199,18.899011901061648,16.681620310362256,-90.5527258212015,-35.89867679111017,-11.37656209028983,-9.159170499590438,256.67233310022095,7.5224498107718185,19.922103746866952,17.631090048832082
UGC05750,train,K_exponential_disk,11,27.134633802938964,72.20913807276703,27.51007053890247,9.302313712413989,15.43158945781573,-45.07450426982807,-0.375436735963504,17.832320090524973,11.703044345123233,171.4646312815049,16.078481987260314,27.134633802938964,29.08430094953587
UGC05764,train,K_scale_tail_spiral,10,13.439038156137777,109.7044731374151,29.626853146959423,10.69204900722308,8.472754908677588,-96.26543498127734,-16.187814990821646,2.7469891489146967,4.966283247460188,322.38379750500974,13.439038156137777,3.055855301525032,3.6737666057105964
UGC05918,train,K_scale_tail_spiral,8,22.389016614510407,110.68941183373374,21.809546688333317,3.852091274673392,4.343347077626917,-88.30039521922333,0.5794699261770901,18.536925339837016,18.04566953688349,294.0247701170443,22.389016614510407,18.110663940731843,19.932801443425113
UGC05999,train,K_scale_tail_spiral,5,15.970556675452462,51.14596841831917,44.29698318989037,8.462273332104134,12.11108103755705,-35.17541174286671,-28.326426514437905,7.508283343348328,3.8594756378954127,89.53128519947282,15.970556675452462,31.335206575606293,32.571413479878395
UGC06399,train,K_scale_tail_spiral,9,7.809902820645891,66.96455066871523,38.70738543926881,6.570667508689696,4.007206920083819,-59.154647848069345,-30.89748261862292,1.239235311956195,3.802695900562072,182.52045465693428,7.809902820645891,8.250486388332044,10.122710960879374
UGC06446,train,K_scale_tail_spiral,17,10.647852429527434,57.76286505584702,43.361690679924365,11.600558614682592,9.277034813965724,-47.11501262631959,-32.71383825039693,-0.9527061851551579,1.3708176155617107,155.17351542618994,10.647852429527434,7.5199910821217175,10.595088659229427
UGC06614,train,K_compact_finite,13,32.87525730222574,39.84593424267336,65.5480551416531,27.61230809264631,31.039843849947932,-6.970676940447618,-32.67279783942735,5.262949209579432,1.835413452277809,32.87525730222574,49.940001196909485,35.21471621551361,34.383085315596965
UGC06628,train,K_scale_tail_spiral,7,27.443038124381047,99.55777862032956,6.710748509626378,30.52936844963153,33.51825732954061,-72.11474049594851,20.73228961475467,-3.086330325250483,-6.075219205159563,217.1608603353645,27.443038124381047,38.477189600518784,43.03528592510543
UGC06667,train,K_scale_tail_spiral,9,9.915595307051564,64.30595257047685,48.79034345735921,21.777818607382592,16.71485279097738,-54.39035726342529,-38.87474815030764,-11.862223300331028,-6.799257483925814,182.33020378064745,9.915595307051564,6.212841315713796,4.374812615069282
UGC06786,train,K_compact_finite,45,29.513496784268682,63.783175964763814,82.0312241748302,33.56822624211261,29.84835494248942,-34.26967918049513,-52.51772739056152,-4.054729457843926,-0.3348581582207366,29.513496784268682,66.21044134642352,64.54542983659618,60.59365671127174
UGC06787,train,K_compact_finite,71,36.516922875246344,65.226577566699,80.45177978959224,32.5137827820559,29.754940330408104,-28.709654691452663,-43.93485691434589,4.003140093190446,6.76198254483824,36.516922875246344,66.87403992962517,66.12815665926611,62.67753611120574
UGC06923,train,K_scale_tail_spiral,6,6.633209885238203,83.38828205349988,25.93444499937725,8.148037483804755,9.174294672212552,-76.75507216826168,-19.301235114139047,-1.5148275985665522,-2.5410847869743494,230.6539915290926,6.633209885238203,9.01209243716326,10.498762194243769
UGC06930,train,K_exponential_disk,10,16.401332926813964,41.56592781700568,45.99712838722294,7.129942401878801,10.615359911067321,-25.164594890191715,-29.59579546040898,9.271390524935164,5.785973015746643,80.80715062022462,21.90317667603727,16.401332926813964,21.987456154755172
UGC06973,train,K_compact_finite,9,110.5247123247588,41.45229362260429,43.517537448619045,43.77487056159231,46.219420778795254,69.07241870215451,67.00717487613974,66.74984176316649,64.30529154596354,110.5247123247588,41.23376059387294,41.40135775722257,41.721762516717355
UGC07089,train,K_exponential_disk,12,25.42984362637391,67.16408053262437,25.463878692061286,11.854626156035648,15.11002549298317,-41.73423690625046,-0.03403506568737669,13.575217470338261,10.31981813339074,164.98771625270453,6.998529791157827,25.42984362637391,29.505995554010745
UGC07125,train,K_scale_tail_spiral,13,10.136475715187636,72.72041023928007,21.209547707269063,23.50738158433897,30.744216898994726,-62.583934524092435,-11.073071992081427,-13.370905869151333,-20.60774118380709,111.13178332017235,10.136475715187636,52.2121827359044,54.81726466176348
UGC07232,train,K_scale_tail_spiral,4,28.82281542769235,241.2991131603419,14.072864381408868,4.330516350390615,4.2010085891531075,-212.47629773264956,14.749951046283483,24.492299077301737,24.621806838539243,711.5829272154986,28.82281542769235,6.423992322147039,5.890419943380208
UGC07323,train,K_exponential_disk,10,11.980257806632318,85.15821162057016,23.544315659585056,7.870558254421247,9.408514005252675,-73.17795381393783,-11.564057852952738,4.1096995522110715,2.571743801379643,231.30705629656106,9.357871803940842,11.980257806632318,14.809706761208565
UGC07399,train,K_exponential_disk,10,22.349508991406715,80.6822793208815,58.88791065688592,29.951109537180738,27.270722350345288,-58.33277032947479,-36.538401665479206,-7.601600545774023,-4.921213358938573,196.91058770758093,25.36564397877427,22.349508991406715,19.77060627628932
UGC07524,train,K_scale_tail_spiral,31,2.443886752702336,64.71938105693664,34.28871958325588,5.168715146792566,7.393493259839208,-62.27549430423431,-31.844832830553546,-2.7248283940902303,-4.949606507136872,156.12326202978332,2.443886752702336,17.483283193001178,20.551597948025446
UGC07559,train,K_scale_tail_spiral,7,34.25608202827386,151.2664176076908,9.818827026724065,8.085663881075234,10.488763467566779,-117.01033557941696,24.437255001549794,26.170418147198625,23.767318560707082,415.94119312524947,34.25608202827386,18.373041079007912,19.48501861881505
UGC07608,train,K_scale_tail_spiral,8,10.585731195738656,95.32745699237158,33.45240342275178,11.086952972273936,7.643350201540864,-84.74172579663292,-22.866672227013122,-0.5012217765352798,2.9423809941977925,267.61000471647935,10.585731195738656,9.903184039407147,8.469182221228186
UGC07690,train,K_scale_tail_spiral,7,10.887981913447668,102.49613860772281,22.747054901726205,4.60175903715822,6.229715228813062,-91.60815669427515,-11.859072988278538,6.286222876289448,4.658266684634605,292.5530585604172,10.887981913447668,5.953436287245491,8.981920975505753
UGC07866,train,K_scale_tail_spiral,7,33.0444583370407,155.7134599905044,11.076678549661342,5.7383846888435865,8.109464129446401,-122.66900165346368,21.96777978737936,27.306073648197113,24.9349942075943,434.6089458479507,33.0444583370407,15.505213728048469,17.026220395514038
UGC08286,train,K_exponential_disk,17,3.459973176611025,65.32416720580586,44.67728634232997,14.190503497341913,11.134978355570606,-61.86419402919484,-41.21731316571895,-10.730530320730889,-7.675005178959581,179.5691836406972,11.271414204207938,3.459973176611025,5.131903772512487
UGC08490,train,K_scale_tail_spiral,30,12.647368777992948,58.19813449731072,44.87123580471808,12.750079284525583,8.782045083335015,-45.550765719317766,-32.22386702672513,-0.10271050653263458,3.865323694657933,154.04452337823236,12.647368777992948,8.462281033340306,12.087599080359494
UGC08550,train,K_scale_tail_spiral,11,10.4820833779981,92.76923543004163,29.603145461388138,6.06335307483473,3.445739243845035,-82.28715205204354,-19.121062083390036,4.41873030316337,7.036344134153065,256.83785089206367,10.4820833779981,9.61902271742069,11.85083268064052
UGC08837,train,K_scale_tail_spiral,8,28.811998636157302,119.50685034401913,12.285290390769424,11.823039060545453,14.631810600470736,-90.69485170786183,16.52670824538788,16.98895957561185,14.180188035686566,307.7685015900247,28.811998636157302,24.153570122264743,26.598479319767904
UGC09037,train,K_exponential_disk,22,30.447640921081884,32.12917606840702,38.69185930539163,35.08096095482696,38.28976483562106,-1.6815351473251354,-8.244218384309747,-4.633320033745079,-7.842123914539172,35.08315747959135,25.37422589932357,30.447640921081884,35.93014482630614
UGC09133,train,K_compact_finite,68,59.11367616070409,62.39623143693148,81.51364026148558,17.439689160530865,21.29606678416307,-3.2825552762273915,-22.39996410078149,41.67398700017323,37.817609376541014,59.11367616070409,67.1793566286725,62.20754435231006,57.80179332981189
UGC09992,train,K_scale_tail_spiral,5,29.00338077621761,123.88119344129404,11.21228856253127,12.419100947372682,15.349374013313273,-94.87781266507643,17.79109221368634,16.584279828844927,13.654006762904338,322.79661829125996,29.00338077621761,23.389444499880167,25.457517532742045
UGC10310,train,K_scale_tail_spiral,7,2.1458581506448122,73.42405929938076,31.25990953267383,6.026738625872166,8.025462221912084,-71.27820114873595,-29.114051382029018,-3.8808804752273534,-5.879604071267272,191.12279624768092,2.1458581506448122,12.925712962686038,16.223668687775298
UGC11455,train,K_exponential_disk,36,39.21791803750307,39.85463034558291,60.052146253715186,14.4032869987777,16.72257736917739,-0.6367123080798436,-20.834228216212118,24.814631038725366,22.495340668325678,33.865109069808256,50.80975073170176,39.21791803750307,34.889031235238704
UGC11557,train,K_exponential_disk,12,27.70987565881653,79.84480407732013,11.064096224349823,32.96981266846553,34.503675638220066,-52.134928418503605,16.645779434466704,-5.259937009649001,-6.793799979403538,186.71254016622032,20.906865881053214,27.70987565881653,31.915006184686852
UGC11820,train,K_scale_tail_spiral,10,6.940428562595629,50.721974981284866,30.78306959149951,5.218621983502207,9.228226219817985,-43.78154641868924,-23.84264102890388,1.7218065790934212,-2.287797657222357,125.75641672104953,6.940428562595629,14.193911821232094,12.21559640157297
UGC12632,train,K_scale_tail_spiral,15,1.8428415258391246,67.43161907202055,34.55295039419839,6.032106398984771,7.673706532829834,-65.58877754618143,-32.710108868359264,-4.189264873145646,-5.8308650069907095,157.9771170314626,1.8428415258391246,20.686624108323844,23.631116076275216
UGC12732,train,K_scale_tail_spiral,16,12.381471836355207,51.830807252630336,44.72613799762456,7.718129754895397,6.818578331328152,-39.44933541627513,-32.34466616126936,4.66334208145981,5.562893505027055,108.54958498721817,12.381471836355207,21.86362959649399,25.07920717417887
UGCA281,train,K_scale_tail_spiral,7,34.02945899234732,220.97979615426513,10.397576021322847,1.9407170239409501,2.958109044402935,-186.95033716191782,23.631882971024474,32.088741968406374,31.071349947944388,651.8069933448772,34.02945899234732,5.186028015161823,5.946367102756301
UGCA442,train,K_scale_tail_spiral,8,13.556554327277185,86.88986067335246,27.598673456837002,5.207292467615204,3.4784865920272874,-73.33330634607528,-14.042119129559817,8.349261859661981,10.078067735249897,229.74490439492527,13.556554327277185,16.16902313826024,14.755654486871864
