galaxy,split,current_proxy_family,rotation_inferred_family,rotation_inferred_confidence,rotation_inferred_margin_to_second,predeclared_family_rank_by_rotation,matches_current_proxy_family,external_family_label,external_family_label_status,external_family_present,matches_external_family,external_family_mismatch,type_bin,manifest_confidence,manifest_caveat,mean_gas,mean_bulge,max_bulge,mean_log_sbdisk,source_memory_proxy_flags,proxy_status,claim_boundary,memory_history_proxy_class
CamB,holdout,K_scale_tail_spiral,K_exponential_disk,LOW,1.0116050851385374,3,False,,,False,False,False,irregular_T_ge_9,1.0,none,0.3364692796822091,0.0,0.0,0.8936597629670757,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
D512-2,train,K_scale_tail_spiral,K_thick_flared,HIGH,0.3450621061543133,3,False,,,False,False,False,irregular_T_ge_9,0.65,few_rotation_points;large_distance_error,0.1829782152588811,0.0,0.0,0.6932048892577652,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,generic_current_vs_rotation_readout_mismatch_candidate
D564-8,train,K_scale_tail_spiral,K_thick_flared,MEDIUM,0.2898617739646898,3,False,,,False,False,False,irregular_T_ge_9,0.8,few_rotation_points,0.5126399479257571,0.0,0.0,0.0776723053008495,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,generic_current_vs_rotation_readout_mismatch_candidate
D631-7,train,K_scale_tail_spiral,K_thick_flared,LOW,0.3069839420726481,3,False,,,False,False,False,irregular_T_ge_9,1.0,none,0.7290748086624049,0.0,0.0,-0.3175088590643432,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,generic_current_vs_rotation_readout_mismatch_candidate
DDO064,train,K_scale_tail_spiral,K_thick_flared,HIGH,0.7878570103902431,3,False,,,False,False,False,irregular_T_ge_9,0.85,large_distance_error,0.1992968075345361,0.0,0.0,0.9397901170390284,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,generic_current_vs_rotation_readout_mismatch_candidate
DDO154,train,K_scale_tail_spiral,K_scale_tail_spiral,LOW,0.2785569427844372,1,True,,,False,False,False,irregular_T_ge_9,1.0,none,0.7491305343093885,0.0,0.0,-0.4698509458281751,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
DDO161,train,K_scale_tail_spiral,K_exponential_disk,MEDIUM,2.4164128129715596,3,False,,,False,False,False,irregular_T_ge_9,0.85,large_distance_error,0.7263244683789362,0.0,0.0,-0.093642040996536,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
DDO168,train,K_scale_tail_spiral,K_exponential_disk,LOW,0.5513074768230082,3,False,,,False,False,False,irregular_T_ge_9,1.0,none,0.7790746755026204,0.0,0.0,0.6317616096480424,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
DDO170,train,K_scale_tail_spiral,K_exponential_disk,HIGH,2.4722642937456096,3,False,,,False,False,False,irregular_T_ge_9,0.85,large_distance_error,0.7040687456367871,0.0,0.0,-0.0468440715329993,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
ESO079-G014,train,K_thick_flared,K_scale_tail_spiral,MEDIUM,1.4301309889542235,2,False,,,False,False,False,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,0.0574609622564911,0.0,0.0,1.9018495982954928,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
ESO116-G012,holdout,K_exponential_disk,K_scale_tail_spiral,HIGH,2.736058687159153,3,False,,,False,False,False,late_T_6_8,0.85,large_distance_error,0.2211596507706781,0.0,0.0,1.221188713730845,distance_caveat;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,expdisk_proxy_with_scale_tail_readout_memory_candidate
ESO444-G084,train,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,5.047940940017604,1,True,,,False,False,False,irregular_T_ge_9,0.6000000000000001,few_rotation_points;low_inclination,0.7136783009762161,0.0,0.0,0.1754565593715834,gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
ESO563-G021,train,K_thick_flared,K_compact_finite,MEDIUM,4.317158010285873,3,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.0478026547176993,0.0,0.0,1.6619562058884083,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
F561-1,holdout,K_scale_tail_spiral,K_exponential_disk,LOW,1.9517923408349096,3,False,,,False,False,False,irregular_T_ge_9,0.6000000000000001,few_rotation_points;low_inclination,0.2551235244938438,0.0,0.0,1.092640501154487,gas_rich_late_or_irregular;inclination_caveat;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
F563-1,holdout,K_scale_tail_spiral,K_compact_finite,MEDIUM,3.206830870956324,2,False,,,False,False,False,irregular_T_ge_9,0.65,low_inclination;large_distance_error,0.4762978477885164,0.0,0.0,0.3289916760152911,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,generic_current_vs_rotation_readout_mismatch_candidate
F563-V1,train,K_scale_tail_spiral,K_exponential_disk,MEDIUM,2.568990808655176,3,False,,,False,False,False,irregular_T_ge_9,0.8,few_rotation_points,0.4501022329600841,0.0,0.0,0.7119954163859674,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
F563-V2,train,K_scale_tail_spiral,K_scale_tail_spiral,MEDIUM,3.349269956916636,1,True,,,False,False,False,irregular_T_ge_9,0.8,low_inclination,0.3150312191741706,0.0,0.0,1.0515141830142574,gas_rich_late_or_irregular;inclination_caveat,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
F565-V2,train,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,4.602726118928217,1,True,,,False,False,False,irregular_T_ge_9,0.65,few_rotation_points;large_distance_error,0.601619606663297,0.0,0.0,0.2801549849789163,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
F567-2,train,K_scale_tail_spiral,K_exponential_disk,MEDIUM,1.3602290397563,3,False,,,False,False,False,irregular_T_ge_9,0.6000000000000001,few_rotation_points;low_inclination,0.041325550863959,0.0,0.0,0.7763947941760252,gas_rich_late_or_irregular;inclination_caveat;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
F568-1,holdout,K_thick_flared,K_compact_finite,HIGH,10.461559825337115,3,False,,,False,False,False,mid_T_3_5,0.7000000000000001,low_inclination;vertical_geometry_proxy_only,0.2188489548893078,0.0,0.0,1.2025295066464603,inclination_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
F568-3,train,K_exponential_disk,K_scale_tail_spiral,HIGH,2.1780164802140787,3,False,,,False,False,False,late_T_6_8,1.0,none,0.1802245674121936,0.0,0.0,1.1915866520345506,rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,expdisk_proxy_with_scale_tail_readout_memory_candidate
F568-V1,train,K_exponential_disk,K_compact_finite,MEDIUM,4.51071314698164,4,False,,,False,False,False,late_T_6_8,1.0,none,0.1955578745133887,0.0,0.0,1.0454141177062042,rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,generic_current_vs_rotation_readout_mismatch_candidate
F571-8,train,K_thick_flared,K_scale_tail_spiral,LOW,1.003874003162199,2,False,,,False,False,False,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,0.0246076022689681,0.0,0.0,1.477359987414521,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
F571-V1,train,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,0.9840626741450552,1,True,,,False,False,False,late_T_6_8,0.6000000000000001,few_rotation_points;low_inclination,0.4944615826677371,0.0,0.0,0.5156793117504672,gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
F574-1,train,K_exponential_disk,K_scale_tail_spiral,HIGH,3.587306016525032,3,False,,,False,False,False,late_T_6_8,1.0,none,0.1509646831563863,0.0,0.0,1.139464245847707,rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,expdisk_proxy_with_scale_tail_readout_memory_candidate
F574-2,train,K_scale_tail_spiral,K_exponential_disk,LOW,2.7308584810300793,3,False,,,False,False,False,irregular_T_ge_9,0.6000000000000001,few_rotation_points;low_inclination,0.1330475659417185,0.0,0.0,0.8321018279674817,gas_rich_late_or_irregular;inclination_caveat;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
F579-V1,train,K_thick_flared,K_scale_tail_spiral,MEDIUM,2.3311993276206664,2,False,,,False,False,False,mid_T_3_5,0.7000000000000001,low_inclination;vertical_geometry_proxy_only,0.0989417908584865,0.0,0.0,1.3966085480435169,inclination_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
F583-1,train,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,4.497521977179845,1,True,,,False,False,False,irregular_T_ge_9,0.85,large_distance_error,0.1919541705876132,0.0,0.0,0.7648490504112828,distance_caveat;gas_rich_late_or_irregular,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
F583-4,train,K_thick_flared,K_thick_flared,HIGH,1.2529222052750202,1,True,,,False,False,False,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,0.1131657951484779,0.0,0.0,1.0754630461670265,distance_caveat;vertical_geometry_proxy_only,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
IC2574,holdout,K_scale_tail_spiral,K_exponential_disk,HIGH,2.4051639719421294,3,False,,,False,False,False,irregular_T_ge_9,1.0,none,0.3765714028427711,0.0,0.0,0.5485328390367614,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
IC4202,holdout,K_compact_finite,K_compact_finite,LOW,0.0036515189112691,1,True,,,False,False,False,mid_T_3_5,1.0,none,0.0480021177055607,0.4202354154490455,0.9823511937853552,1.8322708789160744,bulge_or_compact_core_memory,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
KK98-251,train,K_scale_tail_spiral,K_exponential_disk,MEDIUM,1.3543708919172823,3,False,,,False,False,False,irregular_T_ge_9,0.85,large_distance_error,0.7299731114553866,0.0,0.0,0.5944204822522641,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
NGC0024,holdout,K_thick_flared,K_scale_tail_spiral,MEDIUM,3.257804065586708,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.1003561854937087,0.0,0.0,1.835415645988656,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC0055,train,K_scale_tail_spiral,K_exponential_disk,MEDIUM,2.29527582384752,3,False,,,False,False,False,irregular_T_ge_9,1.0,none,0.5636871759105618,0.0,0.0,0.948112340525444,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
NGC0100,train,K_exponential_disk,K_scale_tail_spiral,MEDIUM,1.0026032060994714,3,False,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_EDGEON,True,False,True,late_T_6_8,0.85,large_distance_error,0.1353722904856278,0.0,0.0,0.9832195240295576,distance_caveat;edge_or_projection_caveat;rotation_current_proxy_mismatch;rotation_external_family_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,expdisk_current_with_scale_tail_readout_memory_candidate
NGC0247,train,K_exponential_disk,K_scale_tail_spiral,MEDIUM,0.7656179906500422,3,False,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_BAR,True,False,True,late_T_6_8,1.0,none,0.2780788625868493,0.0,0.0,1.0216021887480098,bar_component_caveat;rotation_current_proxy_mismatch;rotation_external_family_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,expdisk_current_with_scale_tail_readout_memory_candidate
NGC0289,train,K_thick_flared,K_exponential_disk,MEDIUM,1.7341252068414477,2,False,,,False,False,False,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,0.3264680293358429,0.0,0.0,0.2828451381926186,distance_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC0300,train,K_exponential_disk,K_scale_tail_spiral,HIGH,3.650231260095421,3,False,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,True,False,True,late_T_6_8,1.0,none,0.2524806244199543,0.0,0.0,0.6574265386880047,low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;rotation_external_family_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,expdisk_current_with_scale_tail_readout_memory_candidate
NGC0801,train,K_thick_flared,K_exponential_disk,LOW,0.9879766843570224,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.081133378243954,0.0,0.0,1.9951723710897176,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC0891,train,K_compact_finite,K_exponential_disk,LOW,0.515659281352093,4,False,,,False,False,False,mid_T_3_5,1.0,none,0.0332828051711864,0.2235566106692832,0.8610048919716082,1.858026248534805,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,compact_proxy_with_alternate_readout_memory_candidate
NGC1003,train,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,3.334275741162548,1,True,,,False,False,False,late_T_6_8,0.85,large_distance_error,0.4134634055397422,0.0,0.0,0.0502132770212261,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC1090,train,K_thick_flared,K_exponential_disk,MEDIUM,1.4964787838148688,2,False,,,False,False,False,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,0.1157557203351142,0.0,0.0,1.1905175547260551,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC1705,train,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,4.518882566843665,1,True,,,False,False,False,irregular_T_ge_9,1.0,none,0.3380916901906999,0.0,0.0,0.2243524211784263,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC2366,train,K_scale_tail_spiral,K_exponential_disk,MEDIUM,1.40482935101494,3,False,,,False,False,False,irregular_T_ge_9,1.0,none,0.5932214289876663,0.0,0.0,-0.0439285545043581,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
NGC2403,train,K_exponential_disk,K_scale_tail_spiral,MEDIUM,1.8096158566284275,3,False,,,False,False,False,late_T_6_8,1.0,none,0.2240697473760753,0.0,0.0,1.254477272840949,rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,expdisk_proxy_with_scale_tail_readout_memory_candidate
NGC2683,holdout,K_thick_flared,K_exponential_disk,LOW,0.2845091165081417,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.0371166982515088,0.0949683871011883,0.2121899390471468,0.831441692373184,bulge_or_compact_core_memory;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC2841,train,K_compact_finite,K_compact_finite,LOW,3.405111409716959,1,True,,,False,False,False,mid_T_3_5,1.0,none,0.1292219698933915,0.3327677068343596,0.7504850772761782,1.3326522610343003,bulge_or_compact_core_memory,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC2903,train,K_thick_flared,K_scale_tail_spiral,LOW,0.2005648246682163,2,False,,,False,False,False,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,0.0496469477804444,0.0,0.0,1.3307327366895614,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC2915,train,K_scale_tail_spiral,K_scale_tail_spiral,MEDIUM,4.859446681401895,1,True,,,False,False,False,irregular_T_ge_9,1.0,none,0.424129996197886,0.0,0.0,-0.0381096255327059,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC2955,train,K_compact_finite,K_exponential_disk,LOW,0.4956561311916552,4,False,,,False,False,False,mid_T_3_5,1.0,none,0.0550017614935728,0.4673226415945107,0.9280103392460785,2.134365859482458,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,compact_proxy_with_alternate_readout_memory_candidate
NGC2976,train,K_thick_flared,K_exponential_disk,LOW,0.3928935485976899,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.1027653613566688,0.0,0.0,2.30167128980786,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC2998,train,K_thick_flared,K_thick_flared,LOW,0.0073045181503594,1,True,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.1083132521731512,0.0,0.0,1.6922306830143974,vertical_geometry_proxy_only,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC3109,train,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,4.372857447602623,1,True,,,False,False,False,irregular_T_ge_9,1.0,none,0.6611396570013207,0.0,0.0,0.3083921163548612,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC3198,train,K_thick_flared,K_thick_flared,LOW,0.06447505242122,1,True,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.1492655314504896,0.0,0.0,1.265010971105489,vertical_geometry_proxy_only,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC3521,train,K_thick_flared,K_scale_tail_spiral,LOW,0.5020570042330279,2,False,,,False,False,False,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,0.0168386498903978,0.0,0.0,2.5195889276611987,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC3726,holdout,K_thick_flared,K_exponential_disk,LOW,1.5067414079756103,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.1226403651218742,0.0,0.0,1.1557074911807586,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC3741,train,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,5.230330484000446,1,True,,,False,False,False,irregular_T_ge_9,1.0,none,0.7272761755685594,0.0,0.0,-0.2425397198688019,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC3769,train,K_thick_flared,K_exponential_disk,LOW,0.7321306774415,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.2583620174278137,0.0,0.0,0.859274475859463,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC3877,train,K_thick_flared,K_exponential_disk,LOW,0.3139796125752028,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.0249600317780229,0.0,0.0,2.2468720154381567,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC3893,train,K_thick_flared,K_scale_tail_spiral,MEDIUM,1.4061173039918744,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.1150984237906072,0.0,0.0,1.450096450609115,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC3917,train,K_exponential_disk,K_scale_tail_spiral,MEDIUM,1.1535056794153729,3,False,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,True,False,True,late_T_6_8,1.0,none,0.0873836513534947,0.0,0.0,1.410959420870229,rotation_current_proxy_mismatch;rotation_external_family_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,expdisk_current_with_scale_tail_readout_memory_candidate
NGC3949,holdout,K_thick_flared,K_exponential_disk,LOW,0.4255384197377925,2,False,,,False,False,False,mid_T_3_5,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,0.0631191470985132,0.0,0.0,2.0782692709916564,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
