galaxy,split,current_proxy_family,rotation_inferred_family,rotation_inferred_confidence,rotation_inferred_margin_to_second,predeclared_family_rank_by_rotation,matches_current_proxy_family,external_family_label,external_family_label_status,external_family_present,matches_external_family,external_family_mismatch,type_bin,manifest_confidence,manifest_caveat,mean_gas,mean_bulge,max_bulge,mean_log_sbdisk,source_memory_proxy_flags,proxy_status,claim_boundary,memory_history_proxy_class
NGC3953,train,K_thick_flared,K_scale_tail_spiral,LOW,0.1161599179382264,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.0177415452346258,0.0,0.0,2.065113145238178,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC3972,holdout,K_thick_flared,K_scale_tail_spiral,HIGH,1.885987001276068,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.0805146224534249,0.0,0.0,1.7273889153799096,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC3992,train,K_thick_flared,K_compact_finite,MEDIUM,2.12219135221164,3,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.0840148172865388,0.0,0.0,1.0276702834637474,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC4010,train,K_exponential_disk,K_exponential_disk,LOW,0.7143821920958402,1,True,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_EDGEON,True,True,False,late_T_6_8,1.0,none,0.1212930468102482,0.0,0.0,1.6578795401868776,edge_or_projection_caveat,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC4013,holdout,K_compact_finite,K_exponential_disk,LOW,0.5119751169172133,4,False,,,False,False,False,mid_T_3_5,1.0,none,0.0690537022061544,0.2209200424475875,0.319161575792811,1.018111304261489,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,compact_proxy_with_alternate_readout_memory_candidate
NGC4051,train,K_thick_flared,K_exponential_disk,LOW,0.8805841522739541,2,False,,,False,False,False,mid_T_3_5,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,0.0334116549580295,0.0,0.0,2.119310762320387,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC4068,train,K_scale_tail_spiral,K_exponential_disk,MEDIUM,0.9647228619581724,3,False,,,False,False,False,irregular_T_ge_9,0.8,few_rotation_points,0.3037921835610156,0.0,0.0,1.1018631630164677,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
NGC4085,train,K_thick_flared,K_exponential_disk,LOW,0.519868641923658,2,False,,,False,False,False,mid_T_3_5,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,0.0310189699612426,0.0,0.0,2.145288480459514,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC4088,holdout,K_thick_flared,K_exponential_disk,LOW,1.3224980298656916,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.0897143210371243,0.0,0.0,1.5593413672138234,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC4100,train,K_thick_flared,K_scale_tail_spiral,MEDIUM,1.446923490673436,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.0818813008653056,0.0,0.0,0.959345007771734,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC4138,train,K_compact_finite,K_scale_tail_spiral,LOW,0.0542267824129023,4,False,,,False,False,False,early_T_le_2,0.8,few_rotation_points,0.0439935766307571,0.2397298478570858,0.3331901700525024,0.6926189013281929,bulge_or_compact_core_memory;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,compact_proxy_with_alternate_readout_memory_candidate
NGC4157,train,K_thick_flared,K_exponential_disk,LOW,1.4944523836403896,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.1146371143590203,0.0406263835324385,0.2918294965393529,0.7485886640063604,bulge_or_compact_core_memory;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC4183,holdout,K_exponential_disk,K_thick_flared,LOW,0.3639910297651862,2,False,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_EDGEON,True,False,True,late_T_6_8,1.0,none,0.3105049950741936,0.0,0.0,0.7379536594352742,edge_or_projection_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;rotation_external_family_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,expdisk_current_with_vertical_projection_memory_candidate
NGC4214,holdout,K_scale_tail_spiral,K_scale_tail_spiral,MEDIUM,3.5872606451349593,1,True,,,False,False,False,irregular_T_ge_9,0.8,low_inclination,0.1817104739123197,0.0,0.0,0.5123592877122507,gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC4217,train,K_compact_finite,K_exponential_disk,LOW,0.6126733910146456,4,False,,,False,False,False,mid_T_3_5,1.0,none,0.029597365409038,0.8443493764507262,0.9843602996273886,1.0314022242396843,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,compact_proxy_with_alternate_readout_memory_candidate
NGC4389,holdout,K_thick_flared,K_exponential_disk,LOW,0.6247715866102652,2,False,,,False,False,False,mid_T_3_5,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,0.0231227672033833,0.0,0.0,2.2501261736983182,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC4559,train,K_exponential_disk,K_exponential_disk,MEDIUM,1.9894933497187408,1,True,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_BAR,True,True,False,late_T_6_8,0.85,large_distance_error,0.2468108590410989,0.0,0.0,0.6756005247589165,bar_component_caveat;distance_caveat;low_surface_brightness_or_diffuse,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC5005,train,K_compact_finite,K_exponential_disk,LOW,0.0757125908035494,4,False,,,False,False,False,mid_T_3_5,1.0,none,0.0748525960352255,0.3293039294461212,0.848673966640449,2.6603883165060256,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,compact_proxy_with_alternate_readout_memory_candidate
NGC5033,train,K_compact_finite,K_compact_finite,LOW,0.902193983973099,1,True,,,False,False,False,mid_T_3_5,0.85,large_distance_error,0.1346835011651077,0.3038915079333484,0.921939696358538,0.8263437543116122,bulge_or_compact_core_memory;distance_caveat,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC5055,train,K_thick_flared,K_exponential_disk,LOW,1.3093412227949166,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.0856031183632459,0.0,0.0,1.312204963610679,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC5371,train,K_thick_flared,K_exponential_disk,LOW,1.4726488339143629,2,False,,,False,False,False,mid_T_3_5,0.75,large_distance_error;vertical_geometry_proxy_only,0.0481273593454864,0.0,0.0,1.947802227334304,distance_caveat;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC5585,train,K_exponential_disk,K_exponential_disk,LOW,0.3784252512386707,1,True,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,True,True,False,late_T_6_8,0.85,large_distance_error,0.2089202329215197,0.0,0.0,1.735099167831191,distance_caveat,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC5907,holdout,K_thick_flared,K_thick_flared,LOW,0.3107563914199041,1,True,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.1572305088081207,0.0,0.0,0.8223570578314573,vertical_geometry_proxy_only,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC5985,holdout,K_compact_finite,K_compact_finite,LOW,5.357091052703993,1,True,,,False,False,False,mid_T_3_5,0.85,large_distance_error,0.0295422230951346,0.1382475192384129,0.5574581155350338,1.8191020419726531,bulge_or_compact_core_memory;distance_caveat,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC6015,train,K_exponential_disk,K_scale_tail_spiral,MEDIUM,1.6778601283612922,4,False,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,True,False,True,late_T_6_8,0.85,large_distance_error,0.1854140497066611,0.0,0.0,0.8049295527339634,distance_caveat;rotation_current_proxy_mismatch;rotation_external_family_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,expdisk_current_with_scale_tail_readout_memory_candidate
NGC6195,train,K_compact_finite,K_exponential_disk,LOW,0.9883986802736082,4,False,,,False,False,False,mid_T_3_5,1.0,none,0.0474303933661792,0.5471611332496125,0.9652275768822268,2.0510870336753273,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,compact_proxy_with_alternate_readout_memory_candidate
NGC6503,train,K_exponential_disk,K_scale_tail_spiral,HIGH,3.374942681429654,3,False,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,True,False,True,late_T_6_8,1.0,none,0.2049645647197884,0.0,0.0,-0.0347906352054042,low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;rotation_external_family_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,expdisk_current_with_scale_tail_readout_memory_candidate
NGC6674,train,K_compact_finite,K_compact_finite,LOW,1.0911409300645154,1,True,,,False,False,False,mid_T_3_5,1.0,none,0.1201566434788357,0.1412709974014623,0.7322717546349606,0.3982112619475971,bulge_or_compact_core_memory;low_surface_brightness_or_diffuse,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC6789,holdout,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,4.619811097816923,1,True,,,False,False,False,irregular_T_ge_9,0.8,few_rotation_points,0.3124876117263441,0.0,0.0,1.6495337685489222,gas_rich_late_or_irregular,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
NGC6946,holdout,K_compact_finite,K_exponential_disk,LOW,1.1506444974171632,4,False,,,False,False,False,late_T_6_8,0.65,low_inclination;large_distance_error,0.0727529263390916,0.1522384939532083,0.992215072630338,1.4486733791800546,bulge_or_compact_core_memory;distance_caveat;inclination_caveat;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,compact_proxy_with_alternate_readout_memory_candidate
NGC7331,holdout,K_thick_flared,K_exponential_disk,LOW,1.0495935470766575,2,False,,,False,False,False,mid_T_3_5,0.9,vertical_geometry_proxy_only,0.0717586900579991,0.0696028829307637,0.2064409735332409,1.4992933896487588,bulge_or_compact_core_memory;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,thick_flared_proxy_with_alternate_readout_memory_candidate
NGC7793,train,K_exponential_disk,K_thick_flared,LOW,0.0313794634399222,2,False,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,True,False,True,late_T_6_8,1.0,none,0.0827505793622192,0.0,0.0,2.1094456224038796,rotation_current_proxy_mismatch;rotation_external_family_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,expdisk_current_with_vertical_projection_memory_candidate
NGC7814,train,K_compact_finite,K_compact_finite,HIGH,5.915417216419316,1,True,,,False,False,False,early_T_le_2,1.0,none,0.015600888183379,0.7613642631753184,0.9906523818811306,1.158884227472834,bulge_or_compact_core_memory,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
PGC51017,train,K_scale_tail_spiral,K_exponential_disk,LOW,1.393242925254306,3,False,,,False,False,False,irregular_T_ge_9,0.8,few_rotation_points,0.4710302198405325,0.0,0.0,0.6008202302782796,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
UGC00128,train,K_scale_tail_spiral,K_compact_finite,MEDIUM,2.0107975225123464,2,False,,,False,False,False,late_T_6_8,1.0,none,0.4684369560335652,0.0,0.0,-0.2118417241269311,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,generic_current_vs_rotation_readout_mismatch_candidate
UGC00191,train,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,1.8559031253191416,1,True,,,False,False,False,irregular_T_ge_9,0.85,large_distance_error,0.2220592575480998,0.0,0.0,1.4028454459616997,distance_caveat;gas_rich_late_or_irregular,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
UGC00634,train,K_scale_tail_spiral,K_scale_tail_spiral,HIGH,4.060689256524902,1,True,,,False,False,False,irregular_T_ge_9,0.45,few_rotation_points;low_inclination;large_distance_error,0.5927174237172269,0.0,0.0,0.2752655884169769,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
UGC00731,holdout,K_scale_tail_spiral,K_scale_tail_spiral,MEDIUM,2.790600486138466,1,True,,,False,False,False,irregular_T_ge_9,0.85,large_distance_error,0.6981765286092368,0.0,0.0,-0.0258151246394091,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
UGC00891,holdout,K_scale_tail_spiral,K_thick_flared,LOW,0.5023480727386387,3,False,,,False,False,False,irregular_T_ge_9,0.65,few_rotation_points;large_distance_error,0.6490832991042254,0.0,0.0,0.3435687262417046,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,generic_current_vs_rotation_readout_mismatch_candidate
UGC01230,train,K_scale_tail_spiral,K_scale_tail_spiral,LOW,1.2644025491662043,1,True,,,False,False,False,irregular_T_ge_9,0.8,low_inclination,0.3859051809127289,0.0,0.0,0.6837714953228486,gas_rich_late_or_irregular;inclination_caveat;low_surface_brightness_or_diffuse,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
UGC01281,train,K_exponential_disk,K_thick_flared,LOW,0.1630556395378137,3,False,,,False,False,False,late_T_6_8,1.0,none,0.2592500195435606,0.0,0.0,0.7710381677720035,rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,generic_current_vs_rotation_readout_mismatch_candidate
UGC02023,holdout,K_scale_tail_spiral,K_exponential_disk,MEDIUM,1.21076642224107,3,False,,,False,False,False,irregular_T_ge_9,0.45,few_rotation_points;low_inclination;large_distance_error,0.2065996906946769,0.0,0.0,1.3052473883073463,distance_caveat;gas_rich_late_or_irregular;inclination_caveat;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
UGC02259,holdout,K_exponential_disk,K_scale_tail_spiral,MEDIUM,3.5288351239031748,3,False,,,False,False,False,late_T_6_8,0.85,large_distance_error,0.3172235144329202,0.0,0.0,0.93637921076369,distance_caveat;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,expdisk_proxy_with_scale_tail_readout_memory_candidate
UGC02455,train,K_scale_tail_spiral,K_exponential_disk,LOW,0.7202035670773341,3,False,,,False,False,False,irregular_T_ge_9,0.85,large_distance_error,0.1197814066464496,0.0,0.0,1.7291084695169048,distance_caveat;gas_rich_late_or_irregular;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
UGC02487,train,K_compact_finite,K_compact_finite,LOW,1.0596502983546117,1,True,,,False,False,False,early_T_le_2,0.8,low_inclination,0.0469220826874005,0.2923449692729375,0.4814419836235509,0.8804551903770131,bulge_or_compact_core_memory;inclination_caveat,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
UGC02885,train,K_compact_finite,K_compact_finite,LOW,0.6879648367326858,1,True,,,False,False,False,mid_T_3_5,1.0,none,0.1419975068378878,0.2287622652133883,0.9207044102983484,1.2121110806738775,bulge_or_compact_core_memory,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
UGC02916,train,K_compact_finite,K_exponential_disk,LOW,0.3913593787350606,4,False,,,False,False,False,early_T_le_2,1.0,none,0.0650339484862737,0.787891103922754,0.9948031620592326,1.6871637994349673,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,compact_proxy_with_alternate_readout_memory_candidate
UGC02953,train,K_compact_finite,K_compact_finite,MEDIUM,4.884070945959145,1,True,,,False,False,False,early_T_le_2,0.85,large_distance_error,0.0194886856647377,0.375521929986323,0.984040322108526,2.083668403038652,bulge_or_compact_core_memory;distance_caveat,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
UGC03205,train,K_compact_finite,K_compact_finite,MEDIUM,3.08124123781727,1,True,,,False,False,False,early_T_le_2,1.0,none,0.0486620668982724,0.3384131866162858,0.9846722417189182,1.7174956086420394,bulge_or_compact_core_memory,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
UGC03546,train,K_compact_finite,K_exponential_disk,LOW,0.1903553301519132,4,False,,,False,False,False,early_T_le_2,0.85,large_distance_error,0.0223565563768014,0.53196324794791,0.9686840234838648,2.260730068183936,bulge_or_compact_core_memory;distance_caveat;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,compact_proxy_with_alternate_readout_memory_candidate
UGC03580,holdout,K_compact_finite,K_exponential_disk,LOW,0.4154349036827405,4,False,,,False,False,False,early_T_le_2,0.85,large_distance_error,0.1211569446494558,0.4791248393342344,0.9635093511456176,1.4587470405365592,bulge_or_compact_core_memory;distance_caveat;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,compact_proxy_with_alternate_readout_memory_candidate
UGC04278,train,K_exponential_disk,K_scale_tail_spiral,HIGH,3.1479486353903745,3,False,,,False,False,False,late_T_6_8,0.85,large_distance_error,0.081501927705775,0.0,0.0,1.006522396399684,distance_caveat;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,expdisk_proxy_with_scale_tail_readout_memory_candidate
UGC04305,holdout,K_scale_tail_spiral,K_exponential_disk,LOW,1.2377010950343532,3,False,,,False,False,False,irregular_T_ge_9,1.0,none,0.3264755733989134,0.0,0.0,0.9717774827553184,gas_rich_late_or_irregular;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
UGC04325,train,K_scale_tail_spiral,K_scale_tail_spiral,MEDIUM,3.2258935952079515,1,True,,,False,False,False,irregular_T_ge_9,0.85,large_distance_error,0.2658082396769833,0.0,0.0,1.2463964324159085,distance_caveat;gas_rich_late_or_irregular,SOURCE_ONLY_CURRENT_PROXY_CONTEXT,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,current_readout_consistent_no_memory_proxy_flag
UGC04483,train,K_scale_tail_spiral,K_exponential_disk,HIGH,0.7398059989491794,3,False,,,False,False,False,irregular_T_ge_9,1.0,none,0.6143796114939095,0.0,0.0,0.4475480709352817,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,SOURCE_PLUS_INVERSE_HYPOTHESIS,morphological_memory_proxy_not_accepted_label_not_endpoint_validation,scale_tail_current_with_expdisk_readout_memory_candidate
