galaxy,radial_index,radius_lo_arcsec,radius_hi_arcsec,radius_mid_arcsec,n_pixels_total,determinant_norm,delta_uv,q_shape_proxy,eta_in_uv_plane_fraction,source_vector_computable,physical_amplitude_ready,endpoint_scored,n_pixels_q0,n_pixels_q1,n_pixels_q2,n_pixels_q3,u_path_centered_q0,u_path_centered_q1,u_path_centered_q2,u_path_centered_q3,v_star_log_centered_q0,v_star_log_centered_q1,v_star_log_centered_q2,v_star_log_centered_q3,eta_gas_log_centered_q0,eta_gas_log_centered_q1,eta_gas_log_centered_q2,eta_gas_log_centered_q3
NGC4254,0,5,15,10,21,0.208762373955,0.880629330997,0.17298160359,0.919814068449,True,False,False,6,6,4,5,0.446180159032,0.309137831501,-0.344716413721,-0.410601576812,-0.17557715717,0.0312576202488,0.236978074853,-0.0926585379319,-0.0966922740679,-0.0337956573253,0.36136120566,-0.230873274267
NGC4254,1,15,25,20,39,0.0660789951036,0.94781518085,-0.158442262716,0.985762904164,True,False,False,8,8,12,11,0.317131541219,0.429185487534,-0.387994707488,-0.358322321266,0.065757208493,-0.0302428809291,-0.0548588982251,0.0193445706612,-0.600375077165,0.184754403706,0.65892286921,-0.24330219575
NGC4254,2,25,35,30,66,0.19343383337,0.98110979551,0.225832534852,0.903217154515,True,False,False,16,17,16,17,0.412283803229,0.414624702494,-0.411956202333,-0.41495230339,-0.0616498340913,0.108048250747,-0.165142518206,0.118744101551,-0.215523823664,0.381857140646,-0.27128609114,0.104952774159
NGC4254,3,35,45,40,76,0.149575623951,0.837150763844,0.208527439183,0.574864999547,True,False,False,20,20,17,19,0.403180376147,0.380553391655,-0.410877003314,-0.372856764487,-0.017021159068,-0.114997390588,-0.0557726482183,0.187791197875,-0.0857335504274,0.219574965447,-0.0815221094586,-0.0523193055609
NGC4254,4,45,55,50,110,0.164433736978,0.98348959887,-0.224386843447,0.90067856095,True,False,False,27,26,28,29,0.401248603431,0.410165430683,-0.394804404736,-0.416609629378,0.0086776159358,-0.0418848505872,-0.124921806286,0.158129040938,0.289679017641,-0.130104145317,-0.356499598529,0.196924726205
NGC4254,5,55,65,60,125,0.0561030669732,0.524360146105,-0.438272339689,0.788580464137,True,False,False,31,32,32,30,0.389226226485,0.408576066677,-0.414182760591,-0.383619532571,-0.0121454020318,-0.101802597653,0.0350227990769,0.078925200608,0.282570286095,-0.592785841363,0.274707101651,0.0355084536172
