galaxy,n_accepted_source_classes,x_warp_onset_available,R_HI_kpc_for_normalization,protocol_status,endpoint_scores_allowed,claim_boundary
NGC4088,3,False,22.25295929988883,RESIDUAL_BLIND_EXTRACTION_PROTOCOL_READY_ONSET_MISSING,False,s4g75_ngc4088_warp_onset_extraction_protocol_not_endpoint
