galaxy,formula_id,mixed_readout_candidate,source_rule_pass,overlay_formula_frozen,uses_vobs_or_residual_in_construction,n_kernel_grid_rows,n_gates,n_pass_like,n_retrospective_blockers,formula_freeze_status,retrospective_endpoint_scores_allowed,prospective_endpoint_protocol_ready,claim_boundary
NGC4013,NGC4013_EXPDISK_WVO_MIXED_FREEZE_V1,K_expdisk_warp_vertical_overlay,True,True,False,7,6,5,1,MIXED_FORMULA_FREEZE_READY_NOT_RETROACTIVE_ENDPOINT,False,True,ngc4013_expdisk_wvo_formula_freeze_not_retroactive_endpoint
