split,morphology_family,n_galaxies,matched_beats_wrong_fraction,matched_rank1_fraction,matched_beats_tpg_v6_fraction,matched_beats_mond_fraction,median_matched_minus_wrong,median_matched_minus_tpg_v6,median_matched_minus_mond
holdout,K_compact_bulge,7,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.7142857142857143,-0.07677745266166625,-0.11505867376288847,-1.3537578745796157
holdout,K_diffuse_scale_tail,20,0.55,0.2,0.7,0.6,-0.01337397988262623,-0.003068110141548619,-1.7234102916410428
holdout,K_late_exponential,7,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.42857142857142855,-0.013902754597907574,-7.40255811635393e-05,2.3940231768720945
holdout,K_mid_regular,10,0.6,0.0,0.6,0.7,-0.02809422502026493,-0.0627480858677778,-2.2703004644607594
train,K_compact_bulge,22,0.5,0.5,0.5,0.6363636363636364,-0.08794045748214963,-0.128212789304202,-1.0835025711699888
train,K_diffuse_scale_tail,60,0.6,0.13333333333333333,0.5833333333333334,0.6166666666666667,-0.034756788242395587,-0.0030424753832614115,-1.0237371367483803
train,K_late_exponential,25,0.52,0.36,0.36,0.48,-0.004348597148267075,0.0027866273049665935,0.20084816596993127
train,K_mid_regular,24,0.4583333333333333,0.08333333333333333,0.4166666666666667,0.5833333333333334,0.014589046882239387,0.07782898575259312,-1.6246843666626578
