galaxy,applied_formula_source,applied_formula_label,label_assignment_role,rmse,construction_used_vobs,scoring_used_vobs,claim_boundary,rank_within_galaxy
NGC4013,NGC4013,K_expdisk_warp_vertical_overlay,matched,10.614758288774299,False,True,mixed_readout_population_wrong_label_control_audit,1
NGC4013,NGC5907,K_expdisk_projection_overlay,wrong_label_control,12.897267435455372,False,True,mixed_readout_population_wrong_label_control_audit,3
NGC4013,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,11.367007531452495,False,True,mixed_readout_population_wrong_label_control_audit,2
NGC5907,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,17.262343118689873,False,True,mixed_readout_population_wrong_label_control_audit,3
NGC5907,NGC5907,K_expdisk_projection_overlay,matched,16.37253184042256,False,True,mixed_readout_population_wrong_label_control_audit,1
NGC5907,NGC7331,K_expdisk_vertical_outer_warp_overlay,wrong_label_control,16.847988894966658,False,True,mixed_readout_population_wrong_label_control_audit,2
NGC7331,NGC4013,K_expdisk_warp_vertical_overlay,wrong_label_control,22.67789127211943,False,True,mixed_readout_population_wrong_label_control_audit,3
NGC7331,NGC5907,K_expdisk_projection_overlay,wrong_label_control,22.668249946984236,False,True,mixed_readout_population_wrong_label_control_audit,2
NGC7331,NGC7331,K_expdisk_vertical_outer_warp_overlay,matched,22.25566565122058,False,True,mixed_readout_population_wrong_label_control_audit,1
