amplitude_path_id,galaxy,split,formula_family,n_points_scored,rmse_tpg_v6,rmse_mond,rmse_matched_family,rmse_wrong_family_mean,best_family,matched_family_rank,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared,matched_minus_wrong_mean,matched_minus_tpg_v6,matched_minus_mond,matched_beats_wrong_mean,matched_beats_tpg_v6,matched_beats_mond,manifest_confidence,manifest_caveat,inc_bin,distance_quality,distance_frac_error,inclination_deg,inclination_error_deg,n_points_manifest,r_max,mean_gas,mean_bulge,scale_radius_proxy_kpc,thickness_h_over_rs_proxy,low_confidence,low_inclination,large_distance_error,few_rotation_points,any_quality_caveat,baseline_win_any,baseline_win_both
shrink_family_weight_0.40,NGC4088,holdout,K_thick_flared,12,38.98773649865968,42.18384581680386,38.11190244460361,40.20538096470067,K_exponential_disk,2,43.95984956793775,39.11468510572004,37.541608220444225,38.11190244460361,-2.093478520097065,-0.875834054056071,-4.071943372200252,True,True,True,0.9,vertical_geometry_proxy_only,inc_high_60_80,4.0,0.138888888889,69.0,2.0,12,21.48,0.0897143210371243,0.0,6.752085816448153,0.1203714444667059,False,False,False,False,False,True,True
shrink_family_weight_0.40,NGC4183,holdout,K_exponential_disk,23,6.489693491114096,10.354993594406714,5.93021958731814,9.160889018667138,K_exponential_disk,1,14.909849610219492,6.606900130749543,5.93021958731814,5.965917315032379,-3.230669431348998,-0.559473903795956,-4.424774007088574,True,True,True,1.0,none,inc_edge_ge_80,4.0,0.138888888889,82.0,2.0,23,21.02,0.3105049950741936,0.0,6.239570917759238,0.2197272477833871,False,False,False,False,False,True,True
shrink_family_weight_0.40,NGC4389,holdout,K_thick_flared,6,46.55692853885728,48.50110279830857,46.13333423755111,55.48873146560714,K_exponential_disk,2,73.83589239429959,46.76400229297953,45.8662997095423,46.13333423755111,-9.355397228056027,-0.4235943013061671,-2.3677685607574617,True,True,True,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,inc_mid_40_60,4.0,0.138888888889,50.0,4.0,6,5.32,0.0231227672033833,0.0,1.8742550655542312,0.0904052452415224,True,False,False,True,True,True,True
shrink_family_weight_0.40,NGC5907,holdout,K_thick_flared,19,16.785509985459306,18.59536481497724,16.44210008966316,16.952603792893992,K_thick_flared,1,17.580258601621065,16.813551776008577,16.464001001052335,16.44210008966316,-0.5105037032308317,-0.343409895796146,-2.153264725314081,True,True,True,0.9,vertical_geometry_proxy_only,inc_edge_ge_80,2.0,0.052023121387,88.0,2.0,19,50.33,0.1572305088081207,0.0,16.495828367103694,0.1507537289636543,False,False,False,False,False,True,True
shrink_family_weight_0.40,NGC5985,holdout,K_compact_finite,33,72.28739039126062,69.40357999391347,69.79034919314894,73.2424293595489,K_compact_finite,1,69.79034919314894,72.16909286108174,74.14063039800928,73.41756481955568,-3.452080166399952,-2.497041198111674,0.3867691992354736,True,True,False,0.85,large_distance_error,inc_high_60_80,1.0,0.249370277078,60.0,2.0,33,34.72,0.0295422230951346,0.1382475192384129,9.32061978545888,0.0932940003928105,False,False,True,False,True,True,False
shrink_family_weight_0.40,NGC6789,holdout,K_scale_tail_spiral,4,15.897752239176857,15.396246199577478,15.077786841165546,74.59320119295595,K_scale_tail_spiral,1,191.46013207290952,15.077786841165546,16.229461447407783,16.090010058550547,-59.5154143517904,-0.8199653980113109,-0.3184593584119319,True,True,True,0.8,few_rotation_points,inc_mid_40_60,2.0,0.051136363636,43.0,7.0,4,0.71,0.3124876117263441,0.0,0.2413587604290822,0.2206194252768548,False,False,False,True,True,True,True
shrink_family_weight_0.40,NGC7331,holdout,K_thick_flared,36,25.485065060071012,29.311675230419706,24.7629631328616,25.63954930022129,K_exponential_disk,2,27.075140103080205,25.55405254765486,24.289455249928807,24.7629631328616,-0.8765861673596902,-0.7221019272094118,-4.548712097558102,True,True,True,0.9,vertical_geometry_proxy_only,inc_high_60_80,3.0,0.102040816327,75.0,2.0,36,36.31,0.0717586900579991,0.0696028829307637,10.494636471990464,0.1122914105260996,False,False,False,False,False,True,True
shrink_family_weight_0.40,UGC00731,holdout,K_scale_tail_spiral,12,12.8454530669031,11.466827035781066,12.54610657392976,17.962798680279295,K_scale_tail_spiral,1,24.968379483465817,12.54610657392976,15.16404335532904,13.755973202043029,-5.416692106349535,-0.2993464929733385,1.079279538148695,True,True,False,0.85,large_distance_error,inc_mid_40_60,1.0,0.3,57.0,3.0,12,10.91,0.6981765286092368,0.0,3.519070321811681,0.3941794378741566,False,False,True,False,True,True,False
shrink_family_weight_0.40,UGC00891,holdout,K_scale_tail_spiral,5,5.958365558298525,7.682081654505746,6.068663441118825,17.660185463677415,K_exponential_disk,3,41.15213504798216,6.068663441118825,5.8987433779020195,5.929677965148059,-11.591522022558587,0.1102978828202996,-1.6134182133869208,True,False,True,0.65,few_rotation_points;large_distance_error,inc_high_60_80,1.0,0.303921568627,60.0,5.0,5,7.39,0.6490832991042254,0.0,2.65196662693683,0.3720874845969014,True,False,True,True,True,True,False
shrink_family_weight_0.40,UGC02259,holdout,K_exponential_disk,8,16.43514083306515,13.66144175213647,18.224323522646262,18.13782547718576,K_scale_tail_spiral,3,20.95103257587216,16.06264298529364,18.224323522646262,17.399800870391488,0.0864980454605053,1.7891826895811145,4.5628817705097955,False,False,False,0.85,large_distance_error,inc_mid_40_60,1.0,0.295238095238,41.0,3.0,8,8.14,0.3172235144329202,0.0,2.729439809296782,0.222750581494814,False,False,True,False,True,False,False
shrink_family_weight_0.40,UGC03580,holdout,K_compact_finite,47,25.49452615076704,27.172706555031343,36.6802654626896,25.320991235054176,K_exponential_disk,4,36.6802654626896,25.672552194779893,25.053275616263708,25.23714589411892,11.359274227635428,11.185739311922564,9.50755890765826,False,False,False,0.85,large_distance_error,inc_high_60_80,1.0,0.251207729469,63.0,4.0,47,27.06,0.1211569446494558,0.4791248393342344,1.6388557806912991,0.1345206250922551,False,False,True,False,True,False,False
shrink_family_weight_0.40,UGC04305,holdout,K_scale_tail_spiral,22,23.999621706482884,26.588364190715332,24.461784556136692,39.795458769712944,K_exponential_disk,3,73.40430821957078,24.461784556136692,22.715545279473275,23.266522810094777,-15.333674213576252,0.4621628496538079,-2.12657963457864,True,False,True,1.0,none,inc_mid_40_60,2.0,0.049275362319,40.0,10.0,22,5.52,0.3264755733989134,0.0,1.7193087008343264,0.226914008029511,False,False,False,False,False,True,False
shrink_family_weight_0.40,UGC04499,holdout,K_scale_tail_spiral,9,6.040634191372928,8.985021588452573,6.3543386474327,15.588618491241853,K_exponential_disk,3,36.65819659968196,6.3543386474327,4.785537365780871,5.322121508262729,-9.234279843809151,0.3137044560597717,-2.6306829410198738,True,False,True,0.85,large_distance_error,inc_mid_40_60,1.0,0.3,50.0,3.0,9,8.18,0.4014144819607657,0.0,2.7115613825983313,0.2606365168823445,False,False,True,False,True,True,False
shrink_family_weight_0.40,UGC05414,holdout,K_scale_tail_spiral,6,6.4008126343112375,8.261884143933315,6.9028714359382,25.747739390335,K_exponential_disk,3,66.36385491378661,6.9028714359382,5.153956239154762,5.725407018063623,-18.844867954396797,0.5020588016269629,-1.3590127079951149,True,False,True,0.65,few_rotation_points;large_distance_error,inc_mid_40_60,1.0,0.3,55.0,3.0,6,4.11,0.324183597346988,0.0,1.427294398092968,0.2258826188061445,True,False,True,True,True,True,False
shrink_family_weight_0.40,UGC05716,holdout,K_scale_tail_spiral,12,5.844868825954693,5.605647282808069,5.514360241376558,12.044807829962664,K_scale_tail_spiral,1,20.61347582309915,5.514360241376558,8.455521521262499,7.065426145526348,-6.530447588586107,-0.3305085845781352,-0.091287041431511,True,True,True,0.85,large_distance_error,inc_mid_40_60,1.0,0.24882629108,54.0,10.0,12,12.37,0.5919140777136948,0.0,4.001787842669845,0.3463613349711626,False,False,True,False,True,True,True
shrink_family_weight_0.40,UGC05986,holdout,K_scale_tail_spiral,15,17.532159853325275,15.059299363743824,17.224873365845923,15.246245008042486,K_compact_finite,2,8.22542605669346,17.224873365845923,19.064471829197505,18.44883713823649,1.9786283578034372,-0.3072864874793524,2.1655740021020993,False,True,False,0.85,large_distance_error,inc_edge_ge_80,1.0,0.300115874855,90.0,3.0,15,9.41,0.1622868556235787,0.0,2.9916567342073894,0.1530290850306104,False,False,True,False,True,True,False
shrink_family_weight_0.40,UGC06818,holdout,K_scale_tail_spiral,8,12.386120759877572,13.66362183441789,12.60981338805518,22.845757796493427,K_exponential_disk,3,45.09420639788011,12.60981338805518,11.531603654734171,11.911463336865998,-10.235944408438248,0.2236926281776075,-1.0538084463627104,True,False,True,1.0,none,inc_high_60_80,4.0,0.138888888889,75.0,3.0,8,6.98,0.1822137317919296,0.0,2.3450536352800957,0.1619961793063683,False,False,False,False,False,True,False
shrink_family_weight_0.40,UGC06917,holdout,K_scale_tail_spiral,11,6.430936477869006,4.61507933369384,6.17093969195121,10.5114901293496,K_scale_tail_spiral,1,15.95771076787264,6.17093969195121,8.152710161137565,7.424049459038604,-4.340550437398392,-0.2599967859177958,1.5558603582573696,True,True,False,1.0,none,inc_mid_40_60,4.0,0.138888888889,56.0,2.0,11,10.47,0.1850275089777395,0.0,3.6412395709177594,0.1632623790399827,False,False,False,False,False,True,False
shrink_family_weight_0.40,UGC06983,holdout,K_scale_tail_spiral,17,11.036839059186455,9.148970751386091,10.808810875739912,11.682209144438794,K_compact_finite,2,9.654603072431463,10.808810875739912,13.212637233828664,12.17938712705625,-0.8733982686988817,-0.2280281834465434,1.6598401243538206,True,True,False,1.0,none,inc_mid_40_60,4.0,0.138888888889,49.0,1.0,17,15.68,0.3526909491487769,0.0,5.196662693682956,0.2387109271169496,False,False,False,False,False,True,False
shrink_family_weight_0.40,UGC07151,holdout,K_exponential_disk,11,4.3119123214161394,5.615951252005322,3.992674928475654,18.58950268664569,K_exponential_disk,1,47.20404314467029,4.496065905703224,3.992674928475654,4.068399009563567,-14.596827758170036,-0.3192373929404848,-1.6232763235296677,True,True,True,1.0,none,inc_edge_ge_80,2.0,0.049490538574,90.0,3.0,11,5.5,0.1977479474520546,0.0,1.7878426698450538,0.1689865763534245,False,False,False,False,False,True,True
shrink_family_weight_0.40,UGC07577,holdout,K_scale_tail_spiral,9,10.601721967205515,13.125766123408509,11.77757461055506,56.23367770490855,K_exponential_disk,3,149.35401575003007,11.77757461055506,9.443192928457249,9.90382443623832,-44.456103094353494,1.175852643349545,-1.3481915128534483,True,False,True,1.0,none,inc_high_60_80,2.0,0.050193050193,63.0,3.0,9,1.69,0.1092797408700384,0.0,0.5601907032181168,0.1291758833915172,False,False,False,False,False,True,False
shrink_family_weight_0.40,UGC07603,holdout,K_exponential_disk,12,9.31889729578436,6.8156573361002755,10.49546819505247,25.609013601005817,K_scale_tail_spiral,3,58.052638659430315,8.779564846631606,10.49546819505247,9.994837296955536,-15.113545405953346,1.1765708992681123,3.6798108589521954,True,False,False,0.85,large_distance_error,inc_high_60_80,1.0,0.3,78.0,3.0,12,4.11,0.3367115321762238,0.0,1.3230035756853396,0.2315201894793007,False,False,True,False,True,False,False
shrink_family_weight_0.40,UGC08699,holdout,K_compact_finite,41,15.184307759904634,13.478161966003247,12.48055633526608,15.53309763509892,K_compact_finite,1,12.48055633526608,15.061347645611653,15.906626396360435,15.631318863324667,-3.052541299832841,-2.703751424638554,-0.9976056307371676,True,True,True,0.85,large_distance_error,inc_high_60_80,1.0,0.249872773537,73.0,9.0,41,25.7,0.0491906047533491,0.5016099888270507,4.266984505363529,0.1021357721390071,False,False,True,False,True,True,True
shrink_family_weight_0.40,UGC12506,holdout,K_exponential_disk,31,40.697842583379504,38.12269540109571,43.13439528406198,40.6442473913476,K_compact_finite,4,39.288024616578866,40.607977121008545,43.13439528406198,42.03674043645539,2.4901478927143827,2.4365527006824763,5.011699882966269,False,False,False,1.0,none,inc_edge_ge_80,1.0,0.100397614314,86.0,4.0,31,49.99,0.2228774584139502,0.0,15.143027413587603,0.1802948562862776,False,False,False,False,False,False,False
shrink_family_weight_0.40,UGCA444,holdout,K_scale_tail_spiral,36,3.0580094444767805,4.92757139254757,3.6794104372076353,37.057325406520235,K_exponential_disk,3,105.81265731381588,3.6794104372076353,2.609369453282833,2.749949452461982,-33.3779149693126,0.6214009927308548,-1.2481609553399349,True,False,True,1.0,none,inc_high_60_80,2.0,0.051020408163,78.0,4.0,36,2.62,0.8579461284441405,0.0,0.8134684147794994,0.4660757577998632,False,False,False,False,False,True,False
