amplitude_path_id,galaxy,split,formula_family,n_points_scored,rmse_tpg_v6,rmse_mond,rmse_matched_family,rmse_wrong_family_mean,best_family,matched_family_rank,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared,matched_minus_wrong_mean,matched_minus_tpg_v6,matched_minus_mond,matched_beats_wrong_mean,matched_beats_tpg_v6,matched_beats_mond,manifest_confidence,manifest_caveat,inc_bin,distance_quality,distance_frac_error,inclination_deg,inclination_error_deg,n_points_manifest,r_max,mean_gas,mean_bulge,scale_radius_proxy_kpc,thickness_h_over_rs_proxy,low_confidence,low_inclination,large_distance_error,few_rotation_points,any_quality_caveat,baseline_win_any,baseline_win_both
shrink_family_weight_0.40,CamB,holdout,K_scale_tail_spiral,9,13.63779853730796,15.623524086441458,14.720701657229526,59.93402423723031,K_exponential_disk,3,154.06825674978526,14.720701657229526,12.641536440885616,13.092279521020068,-45.213322580000785,1.082903119921566,-0.9028224292119322,True,False,True,1.0,none,inc_high_60_80,2.0,0.077380952381,65.0,5.0,9,1.79,0.3364692796822091,0.0,0.5363528009535161,0.2314111758569941,False,False,False,False,False,True,False
shrink_family_weight_0.40,ESO116-G012,holdout,K_exponential_disk,15,11.508201668011028,9.10866648888162,12.613067642875452,13.931849397562605,K_scale_tail_spiral,3,18.42132536909637,11.200584354046642,12.613067642875452,12.1736384695448,-1.3187817546871514,1.104865974864424,3.5044011539938307,True,False,False,0.85,large_distance_error,inc_high_60_80,1.0,0.3,74.0,3.0,15,9.86,0.2211596507706781,0.0,2.461263408820024,0.1795218428468051,False,False,True,False,True,False,False
shrink_family_weight_0.40,IC2574,holdout,K_scale_tail_spiral,34,7.5138151552258,13.51316984455882,8.013746254561187,16.65256936338582,K_exponential_disk,3,39.17750869398422,8.013746254561187,4.758805134079548,6.021394262093683,-8.638823108824631,0.4999310993353871,-5.499423589997633,True,False,True,1.0,none,inc_high_60_80,2.0,0.051150895141,75.0,7.0,34,10.23,0.3765714028427711,0.0,3.3045292014302743,0.249457131279247,False,False,False,False,False,True,False
shrink_family_weight_0.40,IC4202,holdout,K_compact_finite,32,26.10151495917691,26.12803028857914,25.811157566122585,26.28523293901692,K_compact_finite,1,25.811157566122585,26.075955570847267,26.461622845318946,26.31812040088455,-0.4740753728943367,-0.2903573930543288,-0.316872722456555,True,True,True,1.0,none,inc_edge_ge_80,1.0,0.099601593625,90.0,1.0,32,25.9,0.0480021177055607,0.4202354154490455,7.6907032181168065,0.1016009529675023,False,False,False,False,False,True,True
shrink_family_weight_0.40,NGC0024,holdout,K_thick_flared,29,22.157814084096987,20.65262257294937,22.531425804807387,30.183485731352047,K_scale_tail_spiral,2,46.06837215012124,21.70216660495609,22.779918438978807,22.531425804807387,-7.652059926544659,0.3736117207104001,1.8788032318580183,True,False,False,0.9,vertical_geometry_proxy_only,inc_high_60_80,2.0,0.049315068493,64.0,3.0,29,11.27,0.1003561854937087,0.0,1.0131108462455305,0.1251602834721689,False,False,False,False,False,False,False
shrink_family_weight_0.40,NGC2683,holdout,K_thick_flared,11,10.314830339812676,14.151015414510422,9.620742480866468,10.845930272180894,K_exponential_disk,2,12.769283723543724,10.394416869806305,9.374090223192653,9.620742480866468,-1.2251877913144271,-0.6940878589462081,-4.530272933643955,True,True,True,0.9,vertical_geometry_proxy_only,inc_edge_ge_80,2.0,0.0499490316,80.0,5.0,11,34.62,0.0371166982515088,0.0949683871011883,10.315852205005958,0.0967025142131789,False,False,False,False,False,True,True
shrink_family_weight_0.40,NGC3726,holdout,K_thick_flared,12,23.631876746434497,26.325344741169783,22.6576906704847,24.59799127142255,K_exponential_disk,2,28.04477653758029,23.762561807566975,21.98663546912039,22.6576906704847,-1.940300600937853,-0.9741860759497952,-3.6676540706850815,True,True,True,0.9,vertical_geometry_proxy_only,inc_mid_40_60,4.0,0.138888888889,53.0,2.0,12,32.52,0.1226403651218742,0.0,7.786054827175208,0.1351881643048434,False,False,False,False,False,True,True
shrink_family_weight_0.40,NGC3949,holdout,K_thick_flared,7,8.950158230683527,11.297904622428334,8.651694718396483,14.385151127701922,K_exponential_disk,2,25.638788738250867,9.059647134664482,8.457017510190422,8.651694718396483,-5.73345640930544,-0.2984635122870447,-2.646209904031851,True,True,True,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,inc_mid_40_60,4.0,0.138888888889,55.0,2.0,7,7.07,0.0631191470985132,0.0,2.6042908224076284,0.1084036161943309,True,False,False,True,True,True,True
shrink_family_weight_0.40,NGC3972,holdout,K_thick_flared,10,7.806428086864266,6.774747860896815,8.387286851213403,11.239719499179328,K_scale_tail_spiral,2,17.33413918066167,7.615846625020778,8.76917269185554,8.387286851213403,-2.8524326479659248,0.580858764349137,1.6125389903165883,True,False,False,0.9,vertical_geometry_proxy_only,inc_high_60_80,4.0,0.138888888889,77.0,1.0,10,8.72,0.0805146224534249,0.0,2.8635280095351607,0.1162315801040412,False,False,False,False,False,False,False
shrink_family_weight_0.40,NGC4013,holdout,K_compact_finite,36,12.273912532057183,14.334222058319126,13.719617089831583,11.706048195316214,K_exponential_disk,4,13.719617089831583,12.344501203770289,11.199450741987572,11.574192640190782,2.0135688945153714,1.445704557774402,-0.6146049684875408,False,False,True,1.0,none,inc_edge_ge_80,4.0,0.138888888889,89.0,1.0,36,31.01,0.0690537022061544,0.2209200424475875,10.864123957091774,0.1110741659927694,False,False,False,False,False,True,False
