split,n_galaxies,matched_beats_wrong_fraction,matched_rank1_fraction,matched_beats_tpg_v6_fraction,matched_beats_mond_fraction,mean_matched_minus_wrong,median_matched_minus_wrong,mean_matched_minus_tpg_v6,median_matched_minus_tpg_v6,mean_matched_minus_mond,median_matched_minus_mond
holdout,44,0.5,0.29545454545454547,0.4772727272727273,0.5909090909090909,0.0015005918291886326,-0.0012605214126066855,0.1042940485674309,0.13622558538897778,-0.36695119621933164,-0.41503033112905685
train,131,0.5725190839694656,0.32061068702290074,0.5038167938931297,0.5190839694656488,-0.07938649954322315,-0.16104086328899747,0.07929957230934598,-0.004755671884741908,-0.4029187464063417,-0.08279491011955908
