radius_arcsec,hi_inclination_deg,hi_receding_pa_deg,halpha_approaching_lower_radius_arcsec,halpha_approaching_upper_radius_arcsec,halpha_approaching_lower_weight,halpha_approaching_upper_weight,halpha_receding_lower_radius_arcsec,halpha_receding_upper_radius_arcsec,halpha_receding_lower_weight,halpha_receding_upper_weight,endpoint_access
40.0,53.0,195.0,38.3,40.3,0.14999999999999858,0.8500000000000014,39.4,41.2,0.6666666666666667,0.3333333333333333,False
60.0,53.0,195.0,59.5,61.0,0.6666666666666667,0.3333333333333333,58.4,60.5,0.23809523809523792,0.7619047619047621,False
80.0,53.0,195.0,79.1,80.5,0.35714285714285565,0.6428571428571443,79.4,80.2,0.25000000000000444,0.7499999999999956,False
100.0,53.0,195.0,98.5,101.2,0.444444444444445,0.555555555555555,100.0,100.0,1.0,0.0,False
120.0,53.0,195.0,119.2,120.1,0.11111111111110583,0.8888888888888942,118.8,120.3,0.19999999999999807,0.8000000000000019,False
140.0,53.0,195.0,138.7,140.4,0.23529411764705976,0.7647058823529402,139.6,149.1,0.9578947368421047,0.04210526315789533,False
