galaxy,n_rotation_points,n_profile_mapped_points,n_unmapped_post_saturation_points,scale_radius_kpc,current_scalar_h_over_rs_proxy,mapped_profile_h_over_rs_min,mapped_profile_h_over_rs_median,mapped_profile_h_over_rs_max,profile_exponential_scale_kpc,endpoint_scores_allowed,endpoint_scores_computed,claim_boundary
NGC2683,11,7,4,2.20964580039598,0.2024081922882335,0.22628061018213755,0.5457018620245258,1.8102448814571004,2.885390081777927,False,False,s4g75_ngc2683_flare_profile_mapping_gate_not_endpoint
