split,n_shuffles,seed,observed_mean_minus_wrong,null_mean_minus_wrong_mean,null_mean_minus_wrong_median,p_mean_minus_wrong_at_least_as_good,observed_beats_wrong_fraction,null_beats_wrong_fraction_mean,null_beats_wrong_fraction_median,p_beats_wrong_fraction_at_least_as_good,observed_rank1_fraction,null_rank1_fraction_mean,null_rank1_fraction_median,p_rank1_fraction_at_least_as_good
holdout,1000,2718,0.0015005918291886326,0.004895446640556731,0.011324300084900284,0.4785214785214785,0.5,0.518090909090909,0.5227272727272727,0.6843156843156843,0.29545454545454547,0.27697727272727274,0.2727272727272727,0.4405594405594406
train,1000,2718,-0.07938649954322315,-0.019148870696022047,-0.015146907203841441,0.34765234765234765,0.5725190839694656,0.533412213740458,0.5343511450381679,0.16883116883116883,0.32061068702290074,0.26612213740458013,0.26717557251908397,0.07892107892107893
