baseline_id,n_points,n_galaxies,median_gain,median_kappa,median_loss,point_fraction_positive_loss,point_fraction_positive_loss_95,point_fraction_negative_loss_95,galaxy_fraction_median_positive,galaxy_fraction_majority_positive_95,holdout_zero_kappa_rmse,holdout_constant_rmse_ratio,holdout_fixed_cubic_rmse_ratio
newtonian_baryonic,3389,175,1.6575956033937873,0.5053681206867652,0.6360490748217866,0.9368545293596932,0.8675125405724402,0.021245205075243436,0.9828571428571429,0.9085714285714286,0.6424506539358871,0.5728268802931357,0.5632979078033974
tpg_v6,3389,175,1.010601390114826,0.01054558940888905,0.02087031538779338,0.5275892593685453,0.3413986426674535,0.20861611094718205,0.4857142857142857,0.3028571428571429,0.3043454583787726,0.9953325412387658,0.9943475704936475
mond_fixed,3389,175,0.9754978227531459,-0.024807350850579394,-0.050866121434057554,0.42372381233402184,0.2688108586603718,0.2797285334907052,0.36,0.19428571428571428,0.31938770370671044,0.9659559202981739,0.9655433958442577
