null_win_fraction,null_mean_delta
0.7727272727272727,-17.52550457928428
0.8181818181818182,-4.307835905957727
0.7045454545454546,-34.782200418524106
0.8181818181818182,-36.647658623631166
0.7045454545454546,-25.25708511116704
0.75,-31.46839813488789
0.8181818181818182,-34.73595452940396
0.7727272727272727,-34.90442689955882
0.7045454545454546,3.8739851523518243
0.7045454545454546,-5.095965208596611
0.75,-13.746358207834344
0.6590909090909091,-10.858342741010288
0.75,-24.952302323332184
0.6818181818181818,-8.14022187760883
0.75,5.2874678724379605
0.6818181818181818,-15.91616186972044
0.7272727272727273,-11.106341036557296
0.75,-11.228843280100158
0.75,-23.105082528306077
0.7045454545454546,-25.35243106602871
0.6590909090909091,-22.863604291406055
0.7272727272727273,-11.791324829066149
0.75,-14.725003232856999
0.75,-19.009349154024598
0.7954545454545454,-23.81863008854425
0.7272727272727273,-12.257258524737525
0.7727272727272727,-22.39112877056765
0.7272727272727273,-0.5163341499086765
0.75,-28.12009779407714
0.8409090909090909,-31.112488896776053
0.7727272727272727,-38.20695948615987
0.6818181818181818,-16.495592226713555
0.7954545454545454,-15.185550061112735
0.75,-29.062927952699862
0.7272727272727273,-22.39642161252049
0.7045454545454546,1.883045057373584
0.7045454545454546,-13.784731893100934
0.8181818181818182,-22.09905917135974
0.7954545454545454,-12.563273011747965
0.7727272727272727,-10.459712321004691
0.75,-27.692473936347593
0.7727272727272727,-21.10981563790479
0.75,-27.28736966928243
0.6818181818181818,17.16267631807049
0.7727272727272727,-30.774215870351576
0.75,-25.223603795043186
0.7045454545454546,-4.155841154216024
0.75,-14.041547571162353
0.7727272727272727,-10.776095747565458
0.75,-23.156836666581697
0.7727272727272727,-14.551783845327845
0.8181818181818182,-36.43293620302351
0.8409090909090909,-38.46759021016102
0.75,-9.778486881519115
0.7272727272727273,-10.76192302330513
0.6818181818181818,-18.045585706065676
0.7954545454545454,-35.804252777638006
0.7727272727272727,-15.354819682047225
0.75,-25.61257751147705
0.7272727272727273,-9.625973291567648
0.8636363636363636,-14.389826939568831
0.7045454545454546,0.2977143684978843
0.8409090909090909,-29.75040651622543
0.8181818181818182,-9.492492642204407
0.75,-5.3358144699244345
0.7045454545454546,-24.867652280542305
0.7272727272727273,-21.52551641492117
0.7045454545454546,-10.571960180196935
0.8409090909090909,-21.406011423026083
0.7272727272727273,-25.313315657013035
0.7272727272727273,-6.056072082574683
0.7272727272727273,7.055024559380789
0.7727272727272727,-19.680711905429657
0.7954545454545454,-16.4679078510794
0.7272727272727273,-8.607240078817853
0.6590909090909091,-1.9075791885456796
0.7727272727272727,-32.93394533717464
0.7272727272727273,-9.804826591163492
0.7954545454545454,-27.084773381089825
0.7272727272727273,-10.26755392997763
0.7727272727272727,-21.199011856077618
0.7727272727272727,7.316197467529947
0.7954545454545454,-31.021959764081704
0.7727272727272727,-13.08265984652263
0.6590909090909091,-15.388798570849731
0.75,-28.12175012697297
0.7045454545454546,0.38807058966329644
0.75,-11.6588754546093
0.7045454545454546,-10.815168716737176
0.7727272727272727,-15.085081851488921
0.75,-27.441797394079114
0.75,-8.827874820859803
0.75,-28.83177708692618
0.7045454545454546,-16.50569030368753
0.7045454545454546,-6.034531166873723
0.7045454545454546,-4.703360048159149
0.75,-14.623404475253192
0.8181818181818182,-31.114485274471825
0.7727272727272727,-17.631048239465184
0.7954545454545454,-24.799692301612847
0.75,-0.02479900766611691
0.7727272727272727,-25.53475861146361
0.75,-4.515070961262496
0.7727272727272727,-15.086678972518344
0.7272727272727273,-22.853630217068638
0.7045454545454546,-17.52176136400324
0.75,-12.991992616630936
0.7954545454545454,-10.630216693465629
0.7727272727272727,-3.4480368250487303
0.75,-18.429250509057777
0.7045454545454546,-4.710277949584267
0.6818181818181818,1.0578904313856639
0.8636363636363636,-24.76416257286551
0.75,-16.704486344616672
0.7045454545454546,-4.600152387712916
0.7045454545454546,-5.687670973553913
0.7727272727272727,-9.359924275460825
0.7954545454545454,-22.890359958906245
0.75,-0.9124391798383855
0.7272727272727273,-16.083648112944523
0.75,-29.60504779381241
0.75,-9.656953705511398
0.7727272727272727,-21.13480920843435
0.75,-10.3646094026852
0.7727272727272727,-25.385486515705164
0.7954545454545454,-22.105038546277797
0.7045454545454546,-11.458540747621141
0.6818181818181818,-17.940588534559883
0.7272727272727273,-1.4436229495280175
0.7727272727272727,-16.32125547793082
0.75,-6.313893429168425
0.7727272727272727,-30.739903508173015
0.75,-11.599968801008796
0.7272727272727273,-10.607369429095362
0.7045454545454546,-9.981309933026928
0.7045454545454546,-13.921392814624808
0.7727272727272727,-24.85393276496003
0.7954545454545454,-10.062156208440802
0.6818181818181818,-14.622755702489686
0.8409090909090909,-10.52836926143645
0.75,-12.206441265810877
0.7045454545454546,-25.41768286109581
0.75,-27.255096632934627
0.7272727272727273,3.6224976162976024
0.7045454545454546,-24.40712485545096
0.7272727272727273,-6.962843383603386
0.7272727272727273,-17.20246184676302
0.7727272727272727,-31.86954309626461
0.7954545454545454,-17.47870092947161
0.6590909090909091,-2.5998670487084565
0.7727272727272727,-15.844356549014035
0.7272727272727273,-2.426458598542497
0.6590909090909091,7.6873470124537056
0.7272727272727273,-2.732134838974677
0.6590909090909091,-16.55199103530308
0.7954545454545454,-19.69241665070143
0.75,-23.074821600107693
0.7272727272727273,-31.24987925304384
0.7727272727272727,-23.724047530962437
0.7272727272727273,-4.7924476909865525
0.7954545454545454,-28.797662667236818
0.7272727272727273,-26.117029812458963
0.7272727272727273,-19.32990721286028
0.75,-18.5451933345739
0.7727272727272727,-21.268617235316075
0.75,-17.602098609069234
0.7954545454545454,-23.04798975844765
0.75,-14.703533652661749
0.7045454545454546,-21.175090208520114
0.6818181818181818,-23.333231259628214
0.7272727272727273,-23.785825172897646
0.75,-21.44243654478058
0.75,-26.839384024923934
0.7954545454545454,-23.764194566520178
0.7954545454545454,-9.622245283428917
0.75,-15.703417034377265
0.75,-7.450709417943022
0.6818181818181818,-0.4946991861138405
0.75,-11.47700137970597
0.7954545454545454,-28.36456992351598
0.7727272727272727,-20.141270403783373
0.75,-13.850535957660833
0.75,-12.49456989276968
0.7045454545454546,-3.0370005688072115
0.7045454545454546,-11.291906149572545
0.8181818181818182,-11.700053961645326
0.7727272727272727,-31.609015926542256
0.7727272727272727,-19.75507516597196
0.6818181818181818,-17.05303422005416
0.6590909090909091,-17.359311666232724
0.7045454545454546,-11.90084746390503
0.6818181818181818,14.762624791998059
0.75,-24.256998506138437
0.7954545454545454,-36.50008059513708
0.7727272727272727,-26.411918437468923
0.7954545454545454,-11.675165284790028
0.7727272727272727,-21.763764991021077
0.7045454545454546,-11.407176528599415
0.8181818181818182,-8.221554606950754
0.7727272727272727,-27.779177956172745
0.7272727272727273,5.567184212672282
0.7272727272727273,-5.818663824692976
0.7272727272727273,-7.856796255981519
0.7954545454545454,-14.240579987689621
0.7954545454545454,-7.013818192048899
0.7272727272727273,-15.874202021598622
0.7727272727272727,-34.71824252436663
0.8181818181818182,-37.204896770670445
0.6818181818181818,-23.614663011788913
0.7045454545454546,-13.294379241984405
0.7272727272727273,-26.295121765821833
0.6818181818181818,-13.998734653582119
0.7045454545454546,-2.2951037367174343
0.7954545454545454,-36.32577878987159
0.7727272727272727,-3.9558478442240177
0.75,-29.980137328368837
0.7045454545454546,-30.289203244944318
0.7954545454545454,-41.81587219878674
0.7272727272727273,-5.332964196890357
0.75,-22.66936239284744
0.7727272727272727,-22.94929088541138
0.7272727272727273,-25.16227295968852
0.8181818181818182,-35.06085284304671
0.7727272727272727,-26.292749894226507
0.75,-21.46189697879888
0.75,-14.745066561413497
0.7954545454545454,-17.857086439961133
0.7727272727272727,-18.275628559700497
0.75,-27.986999069950244
