galaxy,split,formula_family,n_points,rmse_matched,rmse_wrong_mean,matched_minus_wrong,rmse_newton,rmse_tpg_v6,rmse_mond,matched_minus_newton,matched_minus_tpg_v6,matched_minus_mond,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared
NGC5033,train,K_compact_finite,22,50.54874758760899,43.76211457103739,6.7866330165716064,81.7961238031875,15.138788047327509,15.295974840608453,-31.247376215578505,35.409959540281484,35.25277274700054,50.54874758760899,53.932504091018885,35.40576284166181,41.94807678043145
NGC5055,train,K_thick_flared,28,42.117720245545506,68.95295883668554,-26.835238591140033,53.47664009693142,23.304882018533657,29.486670612228213,-11.358919851385913,18.81283822701185,12.631049633317293,38.09833812903285,103.67274416248907,65.0877942185347,42.117720245545506
NGC5371,train,K_thick_flared,19,40.05044929754506,80.70088795239153,-40.65043865484647,45.30694573277189,41.66572118681593,44.87169677347413,-5.256496435226829,-1.615271889270872,-4.82124747592907,29.615870587836902,134.2814698596685,78.20532340966918,40.05044929754506
NGC5585,train,K_exponential_disk,24,13.316895618985532,19.53615929662789,-6.219263677642358,31.680943701137302,7.910184029247681,8.365260361585127,-18.36404808215177,5.406711589737851,4.9516352574004046,24.59316606069727,16.13457755469658,13.316895618985532,17.880734274489825
NGC6015,train,K_exponential_disk,44,25.296333484517778,40.22614894886743,-14.929815464349655,65.62463308469805,13.450865436024902,10.82252972156713,-40.32829960018027,11.845468048492876,14.473803762950647,49.966031594222706,33.61418739376759,25.296333484517778,37.098227858612006
NGC6195,train,K_compact_finite,23,47.1002599350324,129.6018331598138,-82.5015732247814,32.46587637550845,31.92603912642373,36.238986538686945,14.634383559523947,15.174220808608666,10.861273396345453,47.1002599350324,200.01965818017558,120.30921932412191,68.47662197514387
NGC6503,train,K_exponential_disk,31,26.045060739088807,33.80973900923232,-7.764678270143509,56.83404358118103,7.537023161651215,4.239120184630891,-30.78898284209222,18.50803757743759,21.805940554457916,43.83980522727129,21.595254882716144,26.045060739088807,35.994156917709525
NGC6674,train,K_compact_finite,15,88.76752716460697,53.553200608309176,35.2143265562978,119.19759956224416,30.84415865400613,25.376939093620358,-30.43007239763719,57.923368510600845,63.39058807098662,88.76752716460697,42.077793689058,46.77130643682372,71.81050169904582
NGC7793,train,K_exponential_disk,46,14.3103481146505,19.728288316146998,-5.4179402014964975,26.40567432925076,5.722342289485416,6.0568332273601175,-12.095326214600261,8.588005825165084,8.253514887290383,16.34995239843397,34.52473825764752,14.3103481146505,8.3101742923595
NGC7814,train,K_compact_finite,18,34.70398818309043,59.709880926242526,-25.005892743152096,73.62545163519991,22.076573970785304,20.006224427465735,-38.92146345210948,12.627414212305126,14.697763755624695,34.70398818309043,87.34901213635523,52.024418008194026,39.75621263417833
PGC51017,train,K_scale_tail_spiral,6,16.696847791204885,8.11651015320912,8.580337637995765,4.749998947161798,18.392706990319713,21.58619332313812,11.946848844043087,-1.6958591991148282,-4.889345531933234,5.626003568526168,16.696847791204885,11.083331419809342,7.640195471291849
UGC00128,train,K_scale_tail_spiral,22,32.1529901169233,54.38492140032386,-22.231931283400563,74.49268163919993,13.983592876820651,11.714529979315056,-42.33969152227663,18.169397240102647,20.438460137608242,63.14358041783829,32.1529901169233,44.71532129695625,55.295862486177036
UGC00191,train,K_scale_tail_spiral,9,4.248653500428527,20.59234918482293,-16.3436956843944,31.92467620407112,7.100447637659804,7.3035411506648025,-27.67602270364259,-2.851794137231277,-3.0548876502362754,25.766613073674385,4.248653500428527,15.367482773411984,20.642951707382416
UGC00634,train,K_scale_tail_spiral,4,13.63181585403436,37.21428335664917,-23.58246750261481,55.279530975262304,8.17927394861286,2.390542422509193,-41.64771512122795,5.4525419054215,11.241273431525165,45.52514559975587,13.63181585403436,29.023537362560266,37.09416710763137
UGC01230,train,K_scale_tail_spiral,11,10.395636647779693,35.10981142848622,-24.714174780706525,53.52025702299252,15.668391396233122,19.787452508603863,-43.12462037521283,-5.27275474845343,-9.39181586082417,43.876143705756135,10.395636647779693,26.026870277039336,35.426420302663196
UGC01281,train,K_exponential_disk,23,11.241346669212483,13.25857936155303,-2.0172326923405475,23.06268165472958,2.873653918392883,2.590778492828074,-11.821334985517097,8.3676927508196,8.65056817638441,18.469906756774577,5.908142208268346,11.241346669212483,15.397689119616167
UGC02455,train,K_scale_tail_spiral,8,66.49521014850389,38.87731245141499,27.6178976970889,17.65045838919845,40.12562667208877,41.15186377794972,48.84475175930544,26.369583476415116,25.343346370554166,28.972908921694497,66.49521014850389,50.12747570035321,37.53155273219727
UGC02487,train,K_compact_finite,17,121.71551708685244,71.99899784071114,49.7165192461413,167.86710373521154,67.62411171265585,60.82824936276332,-46.1515866483591,54.0914053741966,60.88726772408912,121.71551708685244,54.31067224478978,62.60683866637508,99.07948261096858
UGC02885,train,K_compact_finite,19,70.93898337349691,51.56608127431959,19.372902099177317,114.82690801221729,18.30388329245319,15.131131571665343,-43.88792463872038,52.63510008104372,55.80785180183157,70.93898337349691,63.00636425365373,35.812153924723994,55.87972564458105
UGC02916,train,K_compact_finite,43,41.12896138546948,115.06465528570806,-73.93569390023858,40.95236813050122,27.319935272727097,30.310716706055015,0.17659325496826028,13.809026112742384,10.818244679414466,41.12896138546948,175.5258635440932,104.57757561545814,65.09052669757286
UGC02953,train,K_compact_finite,115,63.04567340682053,112.69031135236094,-49.64463794554041,86.4074595792206,32.750190465366245,28.930833464990883,-23.361786172400073,30.29548294145428,34.11483994182964,63.04567340682053,163.8959219603145,100.96767339296233,73.20733870380596
UGC03205,train,K_compact_finite,48,37.64270563480776,57.62915892101802,-19.986453286210256,71.96485846242949,23.038239432266117,20.01236999671605,-34.32215282762173,14.604466202541644,17.63033563809171,37.64270563480776,99.7600324016712,45.19681014321867,27.930634218164172
UGC03546,train,K_compact_finite,30,51.40341928643849,122.69650793025976,-71.29308864382126,51.95330691477968,31.144679427119854,32.99335102825052,-0.5498876283411889,20.258739859318638,18.41006825818797,51.40341928643849,169.4501095591376,118.27418716541808,80.36522706622358
UGC04278,train,K_exponential_disk,25,19.74819478911035,23.0800380614333,-3.331843272322949,36.125526983473996,10.395694298729477,7.617050061219652,-16.377332194363646,9.352500490380873,12.131144727890698,29.47469067348394,14.1452844911386,19.74819478911035,25.620139019677357
UGC04325,train,K_scale_tail_spiral,8,13.33349799190925,30.155908746772326,-16.82241075486308,46.162858806224435,17.920667735433767,16.430046998854888,-32.82936081431519,-4.587169743524518,-3.0965490069456383,37.0684030511172,13.33349799190925,22.484880982846924,30.914442206352845
UGC04483,train,K_scale_tail_spiral,8,3.3963079072082736,3.520121660796582,-0.12381375358830837,8.382655992936533,3.798705980303068,5.284251656234046,-4.98634808572826,-0.4023980730947945,-1.8879437490257724,5.55381567207576,3.3963079072082736,1.3445349211326405,3.662014389181346
UGC05005,train,K_scale_tail_spiral,11,11.890960002680776,23.909735065034454,-12.018775062353678,39.715777861931855,8.667266606701743,15.3370678339474,-27.824817859251077,3.2236933959790335,-3.446107831266623,31.816898982876555,11.890960002680776,16.316256515488664,23.596049696738135
UGC05253,train,K_compact_finite,73,51.52805467950592,126.254799302389,-74.72674462288307,51.90330448400473,15.05917273003151,15.801028556046024,-0.3752498044988073,36.46888194947441,35.72702612345989,51.52805467950592,194.75201940227345,112.92645487818913,71.08592362670443
UGC05721,train,K_scale_tail_spiral,23,15.68070045595251,30.696110122002054,-15.015409666049544,43.42112660188199,18.899011901061648,16.681620310362256,-27.740426145929476,-3.218311445109139,-1.0009198544097462,36.68259721815118,15.68070045595251,24.534639774696707,30.87109337315827
UGC05750,train,K_exponential_disk,11,9.974511861972985,13.763398832538906,-3.7888869705659207,27.51007053890247,9.302313712413989,15.43158945781573,-17.535558676929483,0.6721981495589961,-5.457077595842746,21.121839475087704,4.248830937493844,9.974511861972985,15.91952608503517
UGC05764,train,K_scale_tail_spiral,10,12.521539627706067,21.908467797995943,-9.386928170289876,29.626853146959423,10.69204900722308,8.472754908677588,-17.105313519253357,1.8294906204829875,4.048784719028479,25.196643258974966,12.521539627706067,18.414518285944663,22.11424184906821
UGC05918,train,K_scale_tail_spiral,8,8.063677035908464,15.397618627975687,-7.333941592067223,21.809546688333317,3.852091274673392,4.343347077626917,-13.745869652424853,4.211585761235072,3.720329958281547,18.15713093698738,8.063677035908464,12.349962312954535,15.685762633985144
UGC05999,train,K_scale_tail_spiral,5,5.882810920600047,26.411775659189477,-20.52896473858943,44.29698318989037,8.462273332104134,12.11108103755705,-38.41417226929032,-2.579462411504087,-6.2282701169570025,33.93746288895389,5.882810920600047,18.305171728705467,26.992692359909075
UGC06399,train,K_scale_tail_spiral,9,8.218260869789615,23.900128679937097,-15.681867810147482,38.70738543926881,6.570667508689696,4.007206920083819,-30.489124569479195,1.6475933610999194,4.211053949705796,30.00239031697112,8.218260869789615,16.8071276912662,24.890868031573966
UGC06446,train,K_scale_tail_spiral,17,14.35416632208653,29.755142890034094,-15.400976567947565,43.361690679924365,11.600558614682592,9.277034813965724,-29.007524357837838,2.753607707403937,5.0771315081208055,35.60028422508953,14.35416632208653,23.314278143370686,30.350866301642064
UGC06614,train,K_compact_finite,13,41.817925492725145,75.01103927250269,-33.19311377977754,65.5480551416531,27.61230809264631,31.039843849947932,-23.73012964892795,14.205617400078836,10.778081642777213,41.817925492725145,109.35135558479591,66.87968643312227,48.802075799589865
UGC06628,train,K_scale_tail_spiral,7,30.54298473958495,13.91970878103839,16.623275958546557,6.710748509626378,30.52936844963153,33.51825732954061,23.83223622995857,0.013616289953418459,-2.9752725899556616,8.429294095746528,30.54298473958495,20.781039850669643,12.548792396699
UGC06667,train,K_scale_tail_spiral,9,27.508341584083386,38.975899551197934,-11.467557967114548,48.79034345735921,21.777818607382592,16.71485279097738,-21.28200187327582,5.730522976700794,10.793488793106008,43.0028210350171,27.508341584083386,34.45822955966393,39.466648058912774
UGC06786,train,K_compact_finite,45,52.02220166773274,65.38328313322704,-13.361081465494301,82.0312241748302,33.56822624211261,29.84835494248942,-30.009022507097463,18.45397542562013,22.17384672524332,52.02220166773274,94.17714975479106,53.77493703068115,48.19776261420892
UGC06787,train,K_compact_finite,71,53.447826824327024,92.00539278276169,-38.557565958434665,80.45177978959224,32.5137827820559,29.754940330408104,-27.003952965265213,20.934044042271125,23.69288649391892,53.447826824327024,128.8712067387861,83.26102040297657,63.88395120652237
UGC06923,train,K_scale_tail_spiral,6,19.903445643195298,11.724554481909905,8.178891161285392,25.93444499937725,8.148037483804755,9.174294672212552,-6.030999356181951,11.755408159390543,10.729150970982746,14.97554122662962,19.903445643195298,9.58444340654511,10.613678812554985
UGC06930,train,K_exponential_disk,10,11.915339007448667,22.521945028913734,-10.606606021465067,45.99712838722294,7.129942401878801,10.615359911067321,-34.08178937977428,4.785396605569866,1.299979096381346,32.96838679471415,10.541748186851708,11.915339007448667,24.055700105175347
UGC06973,train,K_compact_finite,9,60.155845617832306,133.2412261606185,-73.0853805427862,43.517537448619045,43.77487056159231,46.219420778795254,16.63830816921326,16.380975056239997,13.936424839037052,60.155845617832306,179.42739351689315,130.0858186534937,90.21046631146866
UGC07089,train,K_exponential_disk,12,6.451659114103032,13.642524523214405,-7.190865409111373,25.463878692061286,11.854626156035648,15.11002549298317,-19.012219577958255,-5.402967041932616,-8.658366378880137,15.704162205031379,14.113170984276646,6.451659114103032,11.11024038033519
UGC07125,train,K_scale_tail_spiral,13,15.883945091251293,7.471072657282339,8.412872433968953,21.209547707269063,23.50738158433897,30.744216898994726,-5.32560261601777,-7.6234364930876755,-14.860271807743432,12.00435995195631,15.883945091251293,4.571927952447605,5.836930067443104
UGC07232,train,K_scale_tail_spiral,4,8.568726583823466,7.995280167022382,0.573446416801084,14.072864381408868,4.330516350390615,4.2010085891531075,-5.504137797585402,4.23821023343285,4.367717994670358,9.939198769858278,8.568726583823466,6.050643976246454,7.995997754962414
UGC07323,train,K_exponential_disk,10,5.72425674304216,12.264924224484055,-6.540667481441895,23.544315659585056,7.870558254421247,9.408514005252675,-17.820058916542898,-2.146301511379087,-3.684257262210515,13.250292571828307,16.07671735085808,5.72425674304216,7.4677627507657816
UGC07399,train,K_exponential_disk,10,38.504447104615224,42.09604673954994,-3.591599634934717,58.88791065688592,29.951109537180738,27.270722350345288,-20.383463552270698,8.553337567434486,11.233724754269936,51.17322752719201,29.252184804950236,38.504447104615224,45.86272788650759
UGC07524,train,K_scale_tail_spiral,31,5.379967399043662,20.40524742355924,-15.025280024515578,34.28871958325588,5.168715146792566,7.393493259839208,-28.908752184212222,0.21125225225109556,-2.0135258607955464,26.02953652843165,5.379967399043662,14.128340810677711,21.057864931568353
UGC07559,train,K_scale_tail_spiral,7,6.120772565920895,4.0648267064534735,2.055945859467421,9.818827026724065,8.085663881075234,10.488763467566779,-3.6980544608031707,-1.9648913151543397,-4.367990901645884,5.9233174542690925,6.120772565920895,2.5327417251068103,3.7384209399845187
UGC07608,train,K_scale_tail_spiral,8,14.498778234272267,24.93397677792439,-10.435198543652122,33.45240342275178,11.086952972273936,7.643350201540864,-18.953625188479513,3.411825261998331,6.855428032731403,28.58613469472936,14.498778234272267,20.877694822316066,25.33810081672775
UGC07690,train,K_scale_tail_spiral,7,11.101412683745997,8.562069605777813,2.5393430779681836,22.747054901726205,4.60175903715822,6.229715228813062,-11.645642217980209,6.499653646587777,4.871697454932934,14.678184772723249,11.101412683745997,2.2184382171736456,8.789585827436541
UGC07866,train,K_scale_tail_spiral,7,3.9192107621235914,4.710340040115174,-0.7911292779915824,11.076678549661342,5.7383846888435865,8.109464129446401,-7.15746778753775,-1.8191739267199951,-4.19025336732281,7.393383428477643,3.9192107621235914,1.7676716682517857,4.969965023616092
UGC08286,train,K_exponential_disk,17,24.88648907189062,28.541283132852612,-3.6547940609619936,44.67728634232997,14.190503497341913,11.134978355570606,-19.790797270439352,10.695985574548706,13.751510716320013,37.00939605045954,16.572148129789237,24.88648907189062,32.04230521830906
UGC08490,train,K_scale_tail_spiral,30,16.99406027669407,31.740208535093405,-14.746148258399334,44.87123580471808,12.750079284525583,8.782045083335015,-27.87717552802401,4.243980992168488,8.212015193359056,37.45866117077803,16.99406027669407,25.45086382134671,32.31110061315547
UGC08550,train,K_scale_tail_spiral,11,10.070535419916325,20.407904938023684,-10.337369518107359,29.603145461388138,6.06335307483473,3.445739243845035,-19.532610041471813,4.0071823450815955,6.624796176071291,24.375776097582587,10.070535419916325,16.023750019348935,20.824188697139526
UGC08837,train,K_scale_tail_spiral,8,10.222812039940072,5.1577611379097466,5.065050902030325,12.285290390769424,11.823039060545453,14.631810600470736,-2.062478350829352,-1.6002270206053808,-4.408998560530664,6.862878978142163,10.222812039940072,4.248460832278844,4.361943603308232
UGC09037,train,K_exponential_disk,22,45.08330805245823,40.501076687266846,4.582231365191383,38.69185930539163,35.08096095482696,38.28976483562106,6.3914487470665975,10.002347097631265,6.793543216837172,19.212132515125532,76.80159706356528,45.08330805245823,25.489500483109715
UGC09133,train,K_compact_finite,68,55.4800975441954,102.09309962890069,-46.613002084705286,81.51364026148558,17.439689160530865,21.29606678416307,-26.033542717290175,38.04040838366454,34.18403076003233,55.4800975441954,144.6799237257193,94.36414086281223,67.23523429817052
UGC09992,train,K_scale_tail_spiral,5,10.864896485194594,4.865820710291618,5.999075774902976,11.21228856253127,12.419100947372682,15.349374013313273,-0.34739207733667676,-1.5542044621780882,-4.4844775281186795,6.772884622177178,10.864896485194594,4.082060250526903,3.7425172581707704
UGC10310,train,K_scale_tail_spiral,7,5.3872754483755125,16.924858430169206,-11.537582981793694,31.25990953267383,6.026738625872166,8.025462221912084,-25.87263408429832,-0.639463177496653,-2.638186773536572,23.08310814495718,5.3872754483755125,10.235791563117582,17.455675582432853
UGC11455,train,K_exponential_disk,36,80.34745197921377,75.51455913790966,4.8328928413041154,60.052146253715186,14.4032869987777,16.72257736917739,20.295305725498586,65.94416498043607,63.624874610036386,35.33719317289692,150.94881689225727,80.34745197921377,40.25766734857477
UGC11557,train,K_exponential_disk,12,35.26171791230195,29.731747671388277,5.52997024091367,11.064096224349823,32.96981266846553,34.503675638220066,24.19762168795212,2.2919052438364176,0.7580422740818804,13.003582272847954,54.65475389968147,35.26171791230195,21.536906841635417
UGC11820,train,K_scale_tail_spiral,10,6.707183835287393,18.86914619967868,-12.16196236439129,30.78306959149951,5.218621983502207,9.228226219817985,-24.075885756212116,1.4885618517851853,-2.5210423845305927,24.990280776179993,6.707183835287393,13.018617720405924,18.598540102450134
UGC12632,train,K_scale_tail_spiral,15,8.865032726822317,22.436948419801315,-13.571915692978997,34.55295039419839,6.032106398984771,7.673706532829834,-25.687917667376073,2.832926327837546,1.1913261939924835,27.50088055358722,8.865032726822317,16.824408611181074,22.985556094635648
UGC12732,train,K_scale_tail_spiral,16,13.825258834674335,30.26950703164415,-16.444248196969816,44.72613799762456,7.718129754895397,6.818578331328152,-30.900879162950226,6.107129079778938,7.006680503346183,36.43362791260175,13.825258834674335,23.458003307630587,30.916889874700104
UGCA281,train,K_scale_tail_spiral,7,3.977797169455826,4.804720975670175,-0.8269238062143494,10.397576021322847,1.9407170239409501,2.958109044402935,-6.4197788518670205,2.037080145514876,1.019688125052891,7.139151633081033,3.977797169455826,2.3526654552127293,4.922345838716763
UGCA442,train,K_scale_tail_spiral,8,10.484410735552501,19.085765013093518,-8.601354277541017,27.598673456837002,5.207292467615204,3.4784865920272874,-17.1142627212845,5.277118267937297,7.005924143525213,22.74370903205783,10.484410735552501,15.187103099920657,19.32648290730206
